name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,category_survey_email_address,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,reason_for_administrative,mailing_international_address
C & M SERVIICE CORP,Stock,Active,First report past due,1351331,2020-10-14,No information provided,,,,,CANDMSERVICES2018@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:12:45.3400000,,,,,,1.0,,,,,,,,,,,,,,,,
ARTISTIC DANCE COMPANY LLC,LLC,Active,,1351332,2022-03-31,477 S. BROAD STREET,MERIDEN,United States,06450,CT,ARTISTICDANCECOMPANYCT@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Dance Companies (711120),711120.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
RAM HOME IMPROVEMENTS LLC,LLC,Active,Annual report past due,1351333,2021-03-31,79 CARRIAGE DRIVE S,STAMFORD,United States,06902,CT,RHI.LLC@HOTMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,True,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
"BUY THE POUND WHOLESALE, LLC",LLC,Active,,1351334,2022-03-31,216 SHERMAN HILL RD,WOODBURY,United States,06798,CT,keithlombardjr@yahoo.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Used Merchandise Stores (453310),,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
CLINREG CONSULTING PLLC,LLC,Active,,1351336,2022-03-31,7 WILDCAT ROAD,MADISON,United States,06443,CT,suba@clinregconsultants.com,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
SGS ELECTROSTATIC DISINFECTANT SPRAYING LLC,LLC,Active,Annual report past due,1351337,2021-03-31,178 LINCOLN ST 178 LINCOLN ST,NEW BRITAIN,United States,06952,CT,SGSELECTROSTATICSPRAYING@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other Business Support Services (561499),561499.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
OLIVARES AUTO REPAIR LLC,LLC,Active,,1351338,2022-03-31,710 LINDLEY STREET,BRIDGEPORT,United States,06606,CT,EFRANCIANE@ROHUER.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
"BAM, LLC",LLC,Active,Annual report past due,1351339,2021-03-31,319 POST ROAD,DARIEN,United States,06820,CT,BGALLAGHER31@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
DEEP CLEAN BY ELIZABETH LLC,LLC,Active,,1351340,2022-03-31,133 SOUTH STREET APT 2B,DANBURY,United States,06810,CT,BETECOSTA1220@ICLOUD.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
GOODMANZ LLC,LLC,Active,Annual report past due,1351341,2021-03-31,56 ARDALE ST,WEST HAVEN,United States,06516,CT,ARIEL@READY2FILE.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
AMD BUILDERS LLC,LLC,Active,,1351342,2022-03-31,65 FLORENCE RD APT 1A,BRANFORD,United States,06405,CT,amd1builders@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
PSEG ENERGY RESOURCES & TRADE LLC,LLC,Active,,1351344,2022-03-31,"80 PARK PLAZA, T4B",NEWARK,United States,07102,NJ,isabel.ryan@pseg.com,Foreign,2020-07-16,DE,DE,False,False,False,False,False,Other Electric Power Generation (221118),,2021-11-10 00:12:45.3400000,,2020-07-16,PSEG ENERGY RESOURCES & TRADE LLC,United States,,,,,,,,,,,,,,,,,,
SUPREME ADVOCATES INC.,Stock,Active,,1351345,2022-07-16,"6400 OAK CANYON, SUITE 150",IRVINE,United States,92618,CA,RHenderson@urscompliance.com,Foreign,2020-07-16,CA,CA,False,False,False,False,False,Miscellaneous Intermediation (523910),523910.0,2021-11-10 00:12:45.9500000,,2020-07-20,SUPREME ADVOCATES INC.,United States,,,,,,,,,,,,,,,,,,
ABBEY ROAD HOME CARE LLC,LLC,Active,Annual report past due,1351346,2021-03-31,1 RAVENWOOD DRIVE,WESTON,,06883,CT,HUTCH44@OPTONLINE.NET,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
THE JANITORIAL ENTREPRENEUR LLC,LLC,Active,,1351347,2022-03-31,2 MOUTAINVIEW TERRACE 2134,DANBURY,United States,06810,CT,MIKE@THEJANITORIALENTREPRENEUR.COM,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),561720.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
"ON POINT SOLUTIONS, LLC",LLC,Active,,1351348,2022-03-31,654 LAUREL ST. UNIT 19,EAST HAVEN,United States,06512,CT,Onpointsolves@gmail.com,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,Other Services to Buildings and Dwellings (561790),561790.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
VIRTUE ENTERPRISE LLC,LLC,Active,Annual report past due,1351349,2021-03-31,36 NASH ST,NEW BRITAIN,United States,06053,CT,MARLONDVIRTUE@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
"LONG RIVER ASSOCIATES, LLC",LLC,Active,,1351351,2022-03-31,6 CRESCENT STREET,DEEP RIVER,United States,06417,CT,pechinskit@yahoo.com,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
29 DDS CT L.L.C.,LLC,Active,,1351355,2022-03-31,29 DEPAOLO DRIVE,SOUTHINGTON,United States,06489,CT,apin@airseapackingus.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
"ALLIANCE RV, LLC",LLC,Active,,1351358,2022-03-31,301 BENCHMARK DRIVE,ELKHART,United States,46516,IN,andy.kominowski@alliancerv.com,Foreign,2020-07-16,IN,IN,False,False,False,False,False,Travel Trailer and Camper Manufacturing (336214),336214.0,2021-11-10 00:12:45.9500000,,2020-07-16,"ALLIANCE RV, LLC",United States,,,"301 BENCHMARK DRIVE, ELKHART, IN, 46516, United States",301 BENCHMARK DRIVE,ELKHART,IN,46516,United States,"301 BENCHMARK DRIVE, ELKHART, IN, 46516, United States",301 BENCHMARK DRIVE,ELKHART,IN,46516,United States,,,,
"REPUTATION INSTITUTE, INC.",Stock,Active,Annual report past due,1351359,2021-07-16,399 BOYLSTON ST. FLOOR 7,BOSTON,,02116,MA,INFO@REPTRAK.COM,Foreign,2020-07-16,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:45.9500000,,2020-03-02,"REPUTATION INSTITUTE, INC.",,,,,,,,,,,,,,,,,,,
DESIGN SNOB INC.,Stock,Active,First report past due,1351361,2020-10-14,No information provided,,,,,,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.9500000,,,,,,1000.0,,,,,,,,,,,,,,,,
"JACLON INVESTMENTS, LLC",LLC,Active,,1351362,2022-03-31,C/O CHRISTOPHER J. NELSON 117 LAKE AVENUE,GREENWICH,United States,06830,CT,chris.nelson@gmail.com,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
"HANS WIRELESS GROUP, LLC",LLC,Active,Annual report past due,1351363,2021-03-31,2258 FAIRFELD AVE.,BRIDGEPORT,,06605,CT,SREETEJRAJ.7@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
40 PADANARAM ROAD LLC,LLC,Active,,1351380,2022-03-31,88 CLAPBOARD RIDGE ROAD,DANBURY,United States,06811,CT,angeladeluciaenterprise@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
"RADSQUARED, LLC",LLC,Dissolved,,1351381,2021-03-31,1372 SCARD RD.,WALLINGFORD,United States,06492,CT,ROSSVARMA@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:12:35.4933333,2020-12-24T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
AMAZING BUILDING CARE LLC,LLC,Active,Annual report past due,1351382,2021-03-31,262 CRESCENT ST,NEW HAVEN,United States,06511,CT,AMAZINGBUILDINGCARE@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,True,False,True,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
CORNHOLE SCENARIO LLC,LLC,Active,,1351431,2022-03-31,11 LAWNCREST RD.,DANBURY,United States,06810,CT,cornholescenario@gmail.com,Domestic,2020-07-16,CT,Connecticut,True,False,False,False,False,Sporting and Athletic Goods Manufacturing (339920),339920.0,2021-11-10 00:12:37.6200000,,,,,,,,,,,,,,,,,,,,,,
"SCHUP BROTHERS, LLC",LLC,Active,,1351475,2022-03-31,43 AMBER LANE,SOUTHINGTON,United States,04689,CT,SCHUPBROTHERS@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:12:39.6966667,,,,,,,,,,,,,,,,,,,,,,
"MEGILL'S GARAGE, LLC",LLC,Dissolved,,1351242,2021-03-31,1390 WHALLEY AVENUE,NEW HAVEN,United States,06515,CT,MEGILLSGARAGE2@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),,2021-11-10 00:04:10.9300000,2020-10-23T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
JPMG PROPERTIES LLC,LLC,Dissolved,,1351156,2020-03-31,44 MONARCH LN,MIDDLETOWN,United States,06457,CT,MARYANNE.CENTURY21@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:04:34.5000000,2020-07-16T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"WHOLESUM FAMILY FARMS, INC.",Stock,Withdrawn,,1351220,2021-07-16,2811 N PALENQUE AVE. SUITE 3,NOGALES,,85621,AZ,RICARDOC@WH.FARM,Foreign,2020-07-16,AZ,AZ,False,False,False,False,False,Fresh Fruit and Vegetable Merchant Wholesalers (424480),,2021-11-10 00:04:50.2033333,,2020-06-29,"WHOLESUM FAMILY FARMS, INC.",,,,,,,,,,,,,,,,,,,
YAYA LLC,LLC,Dissolved,,1351324,2021-03-31,333 VINCELLETTE ST UNIT 160,BRIDGEPORT,United States,06606,CT,YAYAK.INC@GMAIL.COM,Domestic,2020-07-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:47.0566667,2020-11-18T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"HBDB, INC",Stock,Dissolved,Annual report past due,1350198,2022-04-27,23 BUTTERCUP LANE,SHELTON,,06484,CT,laurahove@optonline.com,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:45.5300000,2021-09-20T00:00:00.000,,,,,100.0,,,,,,,,,,,,,,,,
THE JOHN R. HAZEL FOUNDATION CO,Non-Stock,Active,Annual report past due,1350739,2021-11-07,47 OXFORD DRIVE,NORWICH,United States,06360,CT,LETSMAKEACHANGE@THEJOHNRHAZELFOUNDATION.ORG,Domestic,2020-07-17,CT,Connecticut,True,True,True,True,False,Vocational Rehabilitation Services (624310),624310.0,2021-11-10 00:12:45.3233333,,,,,,,,,,,,,,,,,,,,,,
ZOET EYES LLC,LLC,Active,Annual report past due,1350964,2021-03-31,850 MAIN STREET #280914,E. HARTFORD,United States,06128,CT,AAHBAH13@GMAIL.COM,Domestic,2020-07-17,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:12:42.8066667,,,,,,,,,,,,,,,,,,,,,,
RARE PUBLIC RELATIONS LLC,LLC,Active,,1351325,2022-03-31,17 Majorca Dr,Rancho Mirage,United States,92270-3817,CA,amy@rarepublicrelations.com,Domestic,2020-07-17,NY,Connecticut,True,False,False,False,False,Public Relations Agencies (541820),541820.0,2021-11-10 00:12:45.2133333,,,,,,,,,,,,,,,,,,,,,,
J & E REALTY LLC,LLC,Active,,1351343,2022-03-31,527 WETHERSFIELD AVE,HARTFORD,United States,06114,CT,DREILLY@PAYLESSAUTOGLASS.COM,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:45.3400000,,,,,,,,,,,,,,,,,,,,,,
"VREHII CAPTAIN, LLC",LLC,Withdrawn,,1351352,2021-03-31,138 SOUTH MAIN STREET,WESTBROOK,United States,06498,CT,TRAVIS@VERDIGREENHOTELS.COM,Foreign,2020-07-17,DE,DE,False,False,False,False,False,Hotels (except Casino Hotels) and Motels (721110),721110.0,2021-11-10 00:12:45.9500000,,2020-08-24,"VREHII CAPTAIN, LLC",United States,,,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805,United States,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805,United States,,,,
"VERDIGREEN HOTELS, LLC",LLC,Active,Annual report past due,1351353,2021-03-31,72 FOREST ST,MONTCLAIR,United States,07042,NJ,TRAVIS@VERDIGREENHOTELS.COM,Foreign,2020-07-17,DE,DE,False,False,False,False,False,Hotels (except Casino Hotels) and Motels (721110),721110.0,2021-11-10 00:12:45.9500000,,2020-08-24,"VERDIGREEN HOTELS, LLC",United States,,,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805,United States,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805,United States,,,,
"MOUNTAIN LAKE ASSOCIATES, LLC",LLC,Active,,1351354,2022-03-31,45 MOUNTAIN LAKE ROAD,WARREN,United States,06777,CT,mzimet@mountainlake.net,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
"SENSIBLE HOME SOLAR, LLC",LLC,Active,Annual report past due,1351356,2021-03-31,18 BELCHER HOLLOW,BERLIN,United States,06037,CT,SENSIBLEHOMEPRODUCTSLLC@GMAIL.COM,Domestic,2020-07-17,CT,Connecticut,True,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
TRIUMPH THROUGH TRANSITIONS LLC,LLC,Active,,1351357,2022-03-31,115 KARA DR,WATERBURY,United States,06704,CT,TriumphTTransitions@gmail.com,Domestic,2020-07-17,CT,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:12:45.9500000,,,,,,,,,,,,,,,,,,,,,,
"THE PROFESSOR PRODUCTIONS, LLC",LLC,Active,Annual report past due,1351364,2021-03-31,5 SECOND AVENUE TERRACE,WEST HAVEN,,06516,CT,LUKEMELENDEZ7@YAHOO.COM,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Record Production and Distribution (512250),512250.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
UNITED BLUE COWBOYS FAN CLUB LLC,LLC,Active,Annual report past due,1351365,2021-03-31,193 CITY VIEW AVE,BRIDGEPORT,United States,06606,CT,BRWNIIIIS2@GMAIL.COM,Domestic,2020-07-17,CT,Connecticut,False,False,True,False,False,Sports Teams and Clubs (711211),711211.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
"CIS AVANTUS, LLC",LLC,Withdrawn,,1351366,2022-03-31,370 REED  ROAD SUITE 100,BROOMALL,United States,19008,PA,perry.steiner@ciscredit.com,Foreign,2020-07-17,DE,DE,False,False,False,False,False,Professional Employer Organizations (561330),561330.0,2021-11-10 00:12:35.4933333,,2020-07-15,"CIS AVANTUS, LLC",United States,,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,
NEXX GENERATION PLLC,LLC,Active,,1351368,2022-03-31,27 CROWS NEST LANE UNIT 17G,DANBURY,United States,06810,CT,nexxgenerationpllc@gmail.com,Domestic,2020-07-17,CT,Connecticut,True,False,False,False,False,All Other Consumer Goods Rental (532289),532289.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
"NATURES WAY, LLC",LLC,Active,Annual report past due,1351369,2021-03-31,61 ARMSTRONG ROAD,SHELTON,United States,06484,CT,BMUCCI@AOL.COM,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
JERKYZ FOOD INC,Stock,Active,First report past due,1351370,2020-10-15,No information provided,,,,,MEGAMCDONALD@MSN.COM,Domestic,2020-07-17,CT,Connecticut,False,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:35.4933333,,,,,,200.0,,,,,,,,,,,,,,,,
"BELPOINTE SP 497 MIDDLE, LLC",LLC,Active,,1351371,2022-03-31,255 GLENVILLE ROAD,GREENWICH,United States,06831,CT,jdominguez@belpointe.com,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
TRAVEL PRO'S LLC,LLC,Active,,1351372,2022-03-31,789 S FRONTAGE RD,DANIELSON,United States,06239,CT,TRAVELPROS@ATT.NET,Domestic,2020-07-17,CT,Connecticut,True,False,False,False,False,All Other Travel Arrangement and Reservation Services (561599),561599.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
EBR LLC,LLC,Active,,1351373,2022-03-31,953 RIVER BOULEVARD,SUFFIELD,United States,06078,CT,EBRLLC21@gmail.com,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
O'CONNELL JOLLEY LLC,LLC,Active,,1351374,2022-03-31,800 KELLY WAY,HOLYOKE,United States,01040,MA,lkoszewski@oconnells.com,Foreign,2020-07-17,MA,MA,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:35.4933333,,2020-07-25,O'CONNELL JOLLEY LLC,United States,,,"800 KELLY WAY, HOLYOKE, MA, 01040, United States",800 KELLY WAY,HOLYOKE,MA,01040,United States,"800 KELLY WAY, HOLYOKE, MA, 01040, United States",800 KELLY WAY,HOLYOKE,MA,01040,United States,,,,
"THPH OF NEW ENGLAND, LLC",LLC,Active,,1351375,2022-03-31,10319 JEFFERSON HWY.,BATON ROUGE,United States,70809,LA,MCaruso@PHCUrgentCare.com,Foreign,2020-07-17,DE,DE,False,False,False,False,False,Freestanding Ambulatory Surgical and Emergency Centers (621493),511210.0,2021-11-10 00:12:35.4933333,,2020-07-11,"THPH OF NEW ENGLAND, LLC",United States,,,"1209 ORANGE ST., WILMINGTON, DE, 19801, United States",1209 ORANGE ST.,WILMINGTON,DE,19801,United States,"1209 ORANGE ST., WILMINGTON, DE, 19801, United States",1209 ORANGE ST.,WILMINGTON,DE,19801,United States,,,,
ARIA GRAFTON LLC,LLC,Active,,1351376,2022-03-31,555 MADISON AVENUE,LAKEWOOD,United States,08701,NJ,rebecca@arialegacygroup.com,Domestic,2020-07-17,NJ,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
ARIA FARMINGTON LLC,LLC,Active,,1351377,2022-03-31,555 MADISON AVENUE,LAKEWOOD,United States,08701,NJ,rebecca@arialegacygroup.com,Domestic,2020-07-17,NJ,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
SUPERIOR DAIRY PRODUCTS USA INC.,Non-Stock,Active,First report past due,1351378,2020-10-15,No information provided,,,,,ATTYS@GREENWICHLEGAL.COM,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
H & G INVESTMENTS LLC,LLC,Active,Annual report past due,1351379,2021-03-31,1843 MAIN ST,STRATFORD,United States,06615,CT,SMOURA@ATLANTISTAXLLC.COM,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:35.4933333,,,,,,,,,,,,,,,,,,,,,,
MOVEMENTS ACADEMY OF DANCE LLC,LLC,Active,,1351383,2022-03-31,377 BROAD STREET,MERIDEN,United States,06450,CT,movementsdanceacademy@gmail.com,Domestic,2020-07-17,CT,Connecticut,True,False,True,False,False,Dance Companies (711120),711120.0,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
REVELATION X BEAUTY LLC,LLC,Active,Annual report past due,1351384,2021-03-31,423 CHESTNUT TREE HILL RD,OXFORD,United States,06478,CT,ABUNDANTLYDEEN@GMAIL.COM,Domestic,2020-07-17,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
SANKI LLC,LLC,Active,Annual report past due,1351385,2021-03-31,91 MAPLEWOOD AVE,WEST HARTFORD,United States,06119,CT,GKUNCAS@GMAIL.COM,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Other Warehousing and Storage (493190),493190.0,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
"UNIVERSAL MERIDIAN ALLIANCE, INC.",Non-Stock,Active,Annual report past due,1351386,2021-07-20,5151 PARK AVENUE,FAIRFIELD,United States,06825,CT,JS1803@COLUMBIA.EDU,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Administration of Education Programs (923110),923110.0,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
UN PEU DE TOUS LLC,LLC,Active,,1351388,2022-03-31,19 ROCK STREET,MILFORD,United States,06460,CT,florenceds@me.com,Domestic,2020-07-17,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
SOFTWARE HUB LLC,LLC,Active,Annual report past due,1351389,2021-03-31,2 SKIFF STREET,HAMDEN,United States,06514,CT,INFO@SOFTWAREHUBINC.COM,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
"CONNECTICUT FOOD PANTRY 101, INC.",Non-Stock,Active,Annual report past due,1351390,2021-07-20,1023 MAIN STREET,BRIDGEPORT,United States,06604,CT,JS1803@COLUMBIA.EDU,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
CHAINSAW GUY OF CT LLC,LLC,Active,,1351391,2022-03-31,148 UNION ROAD,EASTFORD,United States,06242,CT,chainsawguyofct@yahoo.com,Domestic,2020-07-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:36.2900000,,,,,,,,,,,,,,,,,,,,,,
