name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,country_formation,billing_unit,dissolution_date,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting
APEX PSYCHOLOGICAL SERVICES LLC,LLC,Active,1339825,2022-03-31,"260 AMITY RD., SUITE 202",WOODBRIDGE,United States,06525,CT,filings@swyftfilings.com,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:34.3400000,,,,,,,,,,,,,,,,,,,,,,
LIVE DESIGN GROUP PC,Stock,Active,1339826,2022-03-17,3117 2ND AVE S,BIRMINGHAM,United States,35233,AL,Compliancemail@cscinfo.com,Foreign,2020-03-17,AL,AL,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:08:34.3400000,,2020-05-02,LIVE DESIGN GROUP PC,,United States,,,,,,,,,,,,,,,,,
ARKA VENTURES INC.,Stock,Active,1339851,2021-03-25,58 STONERIDGE CIRCLE,STAMFORD,,06902,CT,,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,20000.0,,,,,,,,,,,,,
"AVS INFRA, LLC",LLC,Active,1339852,2021-03-31,1025 STILLWATER RD,STAMFORD,,06902,CT,AVSINFRA2020@GMAIL.COM,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
VAN BUSKIRK AVENUE LLC,LLC,Active,1339857,2021-03-31,447 WESTOVER ROAD,STAMFORD,,06902,CT,ANZELMOGRAZIOSI@AOL.COM,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
GREAT MINDS PBC CORPORATION,Stock,Active,1339866,2022-03-17,"55 M STREET, SE SUITE 340",WASHINGTON,United States,20003,DC,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-03-17,DE,DE,False,False,False,False,False,Educational Support Services (611710),,2021-11-10 00:08:34.4200000,,2020-01-01,GREAT MINDS PBC,,United States,,,,,,,,,,,,,,,,,
"ARCELLX, INC.",Stock,Active,1339867,2021-03-17,25 W WATKINS MILL RD,GAITHERSBURG,,20878,MD,DHILBERT@ARCELLX.COM,Foreign,2020-03-17,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:34.4200000,Annual report past due,2018-07-16,"ARCELLX, INC.",,,,,,,,,,,,,,,,,,,
CLININTELL INC.,Stock,Active,1339870,2022-03-17,400 N TAMPA STREET FL 15,TAMPA,United States,33602,FL,rita@clinintell.com,Foreign,2020-03-17,WA,WA,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:08:34.4200000,,2019-08-01,CLININTELL INC.,,United States,,,,,,,,,,,,,,,,,
LAG EQUITIES LLC,LLC,Active,1339872,2021-03-31,34 CONNECTICUT BLVD,EAST HARTFORD,United States,06108,CT,OFFICE@UPREALTYNY.COM,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:34.4200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
LIVING CLEAN SERVICES LLC,LLC,Active,1339873,2021-03-31,1 HOUSMAN ST APT 3,DANBURY,United States,06810,CT,JOBFORSUCCES@HOTMAIL.COM,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:34.4200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BEE EQUITIES LLC,LLC,Active,1339908,2021-03-31,34 CONNECTICUT BLVD,EAST HARTFORD,United States,06108,CT,OFFICE@UPREALTYNY.COM,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:35.0300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"6-LOVE, INC.",Non-Stock,Active,1339909,2021-05-18,26 AIKEN STREET,NORWALK,United States,06851,CT,ADMIN@6LOVE.ORG,Domestic,2020-03-17,CT,Connecticut,False,False,True,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:35.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
IGLESIA DE DIOS PENTECOSTE'S PUERTA DE ESPERANZA INC.,Religious,Active,1340434,,No information provided,,,,,,Domestic,2020-03-17,,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3400000,,,,,,,,,,,,,,,,,,,,,,
CASSIES DOG BAKERY LLC,LLC,Dissolved,1339708,2021-03-31,16 LETTNEY PLACE,WEST HAVEN,United States,06516,CT,CASSIESDOGBAKERY@YAHOO.COM,Domestic,2020-03-17,CT,Connecticut,True,False,True,True,False,Pet and Pet Supplies Stores (453910),,2021-11-10 00:06:21.3000000,,,,,,,2020-05-26T00:00:00.000,,,,,,,,,,,,,,,
"ABOUND VENTURES, LLC",LLC,Dissolved,1339620,2021-03-31,810 LIBBY AVE,OJAI,United States,93023,CA,ROMANWYDEN@YAHOO.COM,Domestic,2020-03-17,CA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:04:55.3366667,,,,,,,2020-06-29T00:00:00.000,,,,,,,,,,,,,,,
"ISLAND PROPERTIES, LLC",LLC,Dissolved,1340057,2021-03-31,182 PALMER NECK ROAD,PAWCATUCK,United States,06379,CT,SMCCABE2@COMCAST.NET,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:04:54.0700000,,,,,,,2020-03-30T00:00:00.000,,,,,,,,,,,,,,,
MYTURN LLC,LLC,Dissolved,1339741,2021-03-31,82 LONGVIEW STREET APT 29,WATERFORD,United States,06385,CT,RAORTO2011@HOTMAIL.COM,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:05:11.9533333,,,,,,,2020-05-18T00:00:00.000,,,,,,,,,,,,,,,
SAMBUCO'S REMODELING LLC,LLC,Dissolved,1339622,2021-03-31,346 WEST SIDE ROAD,GOSHEN,United States,06756,CT,BATT02@ATT.NET,Domestic,2020-03-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),,2021-11-10 00:03:17.3500000,,,,,,,2020-09-22T00:00:00.000,,,,,,,,,,,,,,,
COVE WOODWORKING LLC,LLC,Active,1339682,2022-03-31,54 MORRIS AVE MORRIS AVE,NEW HAVEN,United States,06512,CT,myriamv@comcast.net,Domestic,2020-03-18,CT,Connecticut,True,False,True,False,False,All Other Leather Good and Allied Product Manufacturing (316998),316998.0,2021-11-10 00:08:35.6833333,,,,,,,,,,,,,,,,,,,,,,
"WEBSTER POINT, LLC",LLC,Active,1339783,2022-03-31,2 ST. JOHN PLACE,WESTPORT,United States,06880,CT,225main@gmail.com,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
T65 LEADS LLP,LLP,Renunciated,1339793,2022-03-18,52 CRESTDALE RD,GLASTONBURY,United States,06033,CT,casey890@hotmail.com,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,,,
LUNA HOME FLIPS LLC,LLC,Active,1339794,2021-03-31,124 WILLOW ST,WATERBURY,United States,06710,CT,JONATHANCASTELLAR@OUTLOOK.COM,Domestic,2020-03-18,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ANGEL WINGS COMPANION & HOMEMAKING LLC,LLC,Active,1339797,2021-03-31,106 HEMPLE DR,WOLCOTT,United States,06716,CT,HUGGINS361@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:08:33.7300000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
COVID19X LLC,LLC,Active,1339807,2022-03-31,1050 BOSTON POST RD,WEST HAVEN,United States,06516,CT,COVID19X@YAHOO.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:33.7633333,,,,,,,,,,,,,,,,,,,,,,
"THRALL FARM, LLC",LLC,Active,1339808,2021-03-31,240 EAST ROAD,BROAD BROOK,,06016,CT,THRALLFARM@OUTLOOK.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DAKOTA, LLC",LLC,Active,1339817,2022-03-31,C/O LESLIE A. OKINAKA 17 CIRCLE DRIVE,GREENWICH,United States,06830,CT,okinaka.leslie@gmail.com,Domestic,2020-03-18,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:33.7633333,,,,,,,,,,,,,,,,,,,,,,
LUSHAFARMS LLC,LLC,Active,1339818,2021-03-31,87 BOULEVARD DR,DANBURY CT,,06810,CT,LUSHAFARMS@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Other Vegetable (except Potato) and Melon Farming (111219),111219.0,2021-11-10 00:08:33.7633333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ONE TREE HILL DEVELOPMENT LLC,LLC,Active,1339819,2022-03-31,60 FLOWER HOUSE DRIVE 163 TURN OF RIVER ROAD,STAMFORD,United States,06905,CT,sabrow58@gmail.com,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:34.3400000,,,,,,,,,,,,,,,,,,,,,,
SELECT PROPERTY B03 LLC,LLC,Active,1339820,2022-03-31,17305 SW 89TH AVE,PALMETTO BAY,United States,33157,FL,ballardsc@gmail.com,Foreign,2020-03-18,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:34.3400000,,2020-05-01,SELECT PROPERTY B03 LLC,,United States,,,,,,,,,,,,,,,,,
MGF CONSTRUCTION LLC,LLC,Active,1339821,2021-03-31,2 TREAT ST APT 7D,WEST HAVEN,United States,06516,CT,RMINSURANCE@SBCGLOBAL.NET,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MONARCH CAPITAL LLC,LLC,Active,1339822,2021-03-31,8 EAST TRAIL,DARIEN,United States,06820,CT,JENDOLCE@HOTMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"172 S NEW RD INDUSTRIES, LLC",LLC,Active,1339823,2021-03-31,172 S NEW RD,HAMDEN,United States,06518,CT,AERIAL.REALTY@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
UNITY SYSTEMS INTEGRATION USA INC.,Stock,Active,1339827,2022-03-18,619 W JOHNSON AVE STE 202,CHESHIRE,United States,06410,CT,Doug.Waldron@unity-si.com,Foreign,2020-03-18,WY,WY,False,False,False,False,False,Engineering Services (541330),813990.0,2021-11-10 00:08:34.3400000,,2020-03-18,UNITY SYSTEMS INTEGRATION USA INC.,,United States,,,,,,,,,,,,,,,,,
CRESS & COMPANY CT INC.,Stock,Active,1339828,2022-03-18,1299 FAIRFIELD BEACH ROAD,FAIRFIELD,United States,06824,CT,doug@cress.co,Foreign,2020-03-18,MA,MA,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",518210.0,2021-11-10 00:08:34.3400000,,2019-04-01,CRESS & COMPANY CT INC.,,United States,,,,,,,,,,,,,,,,,
KMR STUDIOS LLC,LLC,Active,1339829,2022-03-31,554 LIBERTY HIGHWAY,PUTNAM,United States,06260,CT,artistrydancecenter@gmail.com,Domestic,2020-03-18,CT,Connecticut,True,False,False,False,False,Fine Arts Schools (611610),611610.0,2021-11-10 00:08:34.3400000,,,,,,,,,,,,,,,,,,,,,,
GALLERI GIRL LLC,LLC,Active,1339831,2021-03-31,106 WELCH TERRACE,FAIRFIELD,United States,06824,CT,CASSANDRA@GALLERIGIRL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
FAIRFIELD FIRE PROTECTION DESIGN LLC,LLC,Active,1339832,2021-03-31,70 KEELER DRIVE,RIDGEFIELD,United States,06877,CT,DAINA.SPENCE24@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Other Specialized Design Services (541490),541490.0,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
RDPD LLC,LLC,Active,1339833,2022-03-31,89 CEDAR LN,RIDGEFIELD,United States,06877,CT,mejch226@hotmail.com,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:34.3400000,,,,,,,,,,,,,,,,,,,,,,
KAYNE LLC,LLC,Active,1339834,2022-03-31,271 GREENWICH AVE.,GREENWICH,United States,06830,CT,apak@jennikayne.com,Foreign,2020-03-18,CA,CA,False,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:08:34.3400000,,2020-04-20,KAYNE LLC,,United States,,,,,"4004 W. CHEYENNE AVENUE SUITE 140, NORTH LAS VEGAS, NV, 89032, United States",4004 W. CHEYENNE AVENUE SUITE 140,NORTH LAS VEGAS,NV,89032,United States,"1727 BERKELEY STREET 1 1, SANTA MONICA, CA, 90404, United States",1727 BERKELEY STREET 1 1,SANTA MONICA,CA,90404,United States,
JCB REALTY LLC,LLC,Active,1339835,2021-03-31,101 NEWFIELD DRIVE,STAMFORD,United States,06905,CT,JOSEPHRBARTELS@MSN.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
C & F LLC,LLC,Dissolved,1339836,2021-03-31,640 BROAD STREET 3 FLOOR,HARTFORD,United States,06106,CT,CIDIGRISTINA1962@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:34.3400000,,,,,,,2021-04-05T00:00:00.000,,,,,,,,,,,,,,,
JECCOS CO.,Stock,Active,1339837,2021-07-03,141 WALL STREET.,TORRINGTON,United States,06790,CT,JECCOSCO@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:34.3400000,Annual report past due,,,,,,,,1.0,,,,,,,,,,,,,
NUNES GENERAL SERVICES LLC,LLC,Active,1339838,2021-03-31,1099 NORTH AVE,BRIDGEPORT,United States,06604,CT,MOACIRFERREIRANUNES@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"EAD ENTERTAINMENT, LLC",LLC,Active,1339839,2022-03-31,"1230 PEACHTREE ST. NE, STE. 1750",ATLANTA,United States,30309,GA,Compliancemail@cscinfo.com,Foreign,2020-03-18,GA,GA,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),,2021-11-10 00:08:34.3700000,,2020-04-15,"EAD ENTERTAINMENT, LLC",,United States,,,,,"1230 PEACHTREE ST. NE, STE. 1750, ATLANTA, GA, 30309,","1230 PEACHTREE ST. NE, STE. 1750",ATLANTA,GA,30309,,"1230 PEACHTREE ST. NE, STE. 1750, ATLANTA, GA, 30309, United States","1230 PEACHTREE ST. NE, STE. 1750",ATLANTA,GA,30309,United States,
"STONEWATER UNDERWRITERS, INC.",Stock,Active,1339840,2022-03-18,"4615 WALZEM RD.,STE. 200",SAN ANTONIO,United States,78218,TX,sporter@stonewaterunderwriters.com,Foreign,2020-03-18,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:34.3700000,,2021-01-01,"STONEWATER UNDERWRITERS, INC.",,United States,,,,,,,,,,,,,,,,,
"REMEDY HOLDINGS, LLC",LLC,Active,1339841,2022-03-31,"800 CONNECTICUT AVE., 3RD FL. EAST",NORWALK,United States,06854,CT,dbottelsen@remedypartners.com,Foreign,2020-03-18,DE,DE,False,False,False,False,False,Home Health Care Services (621610),,2021-11-10 00:08:34.3700000,,2019-11-25,"REMEDY HOLDINGS, LLC",,United States,,,,,,,,,,,,,,,,,
NORELVI SERRANO LLC,LLC,Active,1339843,2021-03-31,86 S MAIN ST APT 2,NORWALK,United States,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ARDOR SCHOOL SOLUTIONS LLC,LLC,Withdrawn,1339844,2021-03-31,"5830 CORAL RIDGE DRIVE, SUITE 300",CORAL SPRINGS,United States,33076,FL,COMPLIANCE@CORPCREATIONS.COM,Foreign,2020-03-18,DE,DE,False,False,False,False,False,Professional Employer Organizations (561330),561330.0,2021-11-10 00:08:34.3700000,,2020-03-18,ARDOR SCHOOL SOLUTIONS LLC,,United States,,,,,"3411 SILVERSIDE ROAD TATNALL BUILDING #1, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #1,WILMINGTON,DE,19810,United States,"3411 SILVERSIDE ROAD TATNALL BUILDING #1, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #1,WILMINGTON,DE,19810,United States,
ATM AUTHORITY LLC,LLC,Dissolved,1339845,2021-03-31,535 MAPLEWOOD AVE,BRIDGEPORT,United States,06605,CT,EFILE1234@INCFILE.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3700000,,,,,,,2021-07-22T00:00:00.000,,,,,,,,,,,,,,,
JARAMILLO BUSINESS LLC,LLC,Active,1339846,2021-03-31,4 IVY ST,GREENWICH,United States,06830,CT,EFILE1234@INCFILE.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BOOKKEEPER'S DREAM LLC,LLC,Active,1339847,2022-03-31,57 TAFT ST,DANIELSON,United States,06239,CT,EFILE1234@INCFILE.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),,2021-11-10 00:08:34.3700000,,,,,,,,,,,,,,,,,,,,,,
L&L RETAIL CONSTRUCTION LLC,LLC,Active,1339848,2022-03-31,5601 HUETTNER DRIVE,NORMAN,United States,73069,OK,amy@llretail.com,Foreign,2020-03-18,OK,OK,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:34.3700000,,2020-03-18,L&L RETAIL CONSTRUCTION LLC,,United States,,,,,"5601 HUETTNER DRIVE, NORMAN, OK, 73069, United States",5601 HUETTNER DRIVE,NORMAN,OK,73069,United States,"5601 HUETTNER DRIVE, NORMAN, OK, 73069, United States",5601 HUETTNER DRIVE,NORMAN,OK,73069,United States,
BAYOGROUPS LLC,LLC,Active,1339850,2021-03-31,22 COTTAGE ST,MANCHESTER,United States,06040,CT,MARC.BERRY@YAHOO.COM,Domestic,2020-03-18,CT,Connecticut,False,False,True,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"TEAM REAL ESTATE, LLC",LLC,Active,1339854,2021-03-31,"1214 DIXWELL AVENUE, SUITE 201",HAMDEN,United States,06514,CT,AFEIGELMAN76@YAHOO.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:34.3700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"FORMAL PROPERTIES, LLC",LLC,Active,1339855,2022-03-31,125 MORGAN CIR,WETHERSFILED,United States,06109,CT,formalproperties@gmail.com,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:34.3700000,,,,,,,,,,,,,,,,,,,,,,
"LUKE ROBBINS COUNSELING, LLC",LLC,Active,1339858,2022-03-31,4 CHELENE ROAD,NORWALK,United States,06851,CT,lukerobbinslcsw@gmail.com,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:34.4033333,,,,,,,,,,,,,,,,,,,,,,
VALLEY PRESSURE WASH PLUS LLC,LLC,Active,1339859,2021-03-31,10 ROCKLYN CT,WEST SIMSBURY,United States,06092,CT,COACHFINK7@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
JG PREMIUM LOGISTICS INC.,Stock,Active,1339860,2021-03-18,17 HARMAC DRIVE,EAST HAVEN,United States,06513,CT,JIM@WEINBERGPC.COM,Foreign,2020-03-18,NY,NY,False,False,False,False,False,,,2021-11-10 00:08:34.4033333,Annual report past due,2020-03-18,JG PREMIUM LOGISTICS INC.,,United States,,,,,,,,,,,,,,,,,
ZEN ELECTRIC LLC,LLC,Active,1339861,2022-03-31,408 CHURCH ST. NEWINGTON,NEWINGTON,United States,06111,CT,zenekskoni@gmail.com,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:34.4033333,,,,,,,,,,,,,,,,,,,,,,
"QUIN LANDSCAPING, LLC",LLC,Active,1339862,2021-03-31,53 FRANK STREET,STAMFORD,United States,06902,CT,S.IRIZARRY13@YAHOO.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:34.4033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
294-308 FARMINGTON AVE LLC,LLC,Active,1339863,2022-03-31,15 KIRKWOOD ROAD,WEST HARTFORD,United States,06117,CT,michaelnathanshifrin@comcast.net,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:08:34.4033333,,,,,,,,,,,,,,,,,,,,,,
DO IT BEST LAWNCARE LLC,LLC,Active,1339864,2021-03-31,16 GARDEN ST,TERRYVILLE,United States,06786,CT,DOITBESTLAWNS@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:34.4200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DOCTOR IN HOUSE LLC,LLC,Active,1339865,2021-03-31,50 LEXIE LANE,SOUTH WINDSOR,United States,06074,CT,CARDIOLOGY2022@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
VRAKAS BLUM COMPUTER CONSULTING INC,Stock,Active,1339868,2022-03-18,445 SOUTH MOORLAND ROAD SUITE 400,BROOKFIELD,United States,53005,WI,phein@vrakascpas.com,Foreign,2020-03-18,WI,WI,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:34.4200000,,2020-04-13,VRAKAS BLUM COMPUTER CONSULTING INC,,United States,,,,,,,,,,,,,,,,,
CPI WATERFORD III LLC,LLC,Active,1339874,2022-03-31,195 NORTH STREET STE 100,TETERBORO,United States,07608,NJ,ckprops.llc@gmail.com,Domestic,2020-03-18,NJ,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:08:34.9800000,,,,,,,,,,,,,,,,,,,,,,
7 MERRITT LANE LLC,LLC,Dissolved,1339875,2021-03-31,3 SHELDRAKE ROAD,GREENWICH,United States,06830,CT,REIKOM419@GMAIL.COM,Domestic,2020-03-18,CT,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:34.9800000,,,,,,,2021-02-05T00:00:00.000,,,,,,,,,,,,,,,
"LOVERIA, LLC",LLC,Active,1339876,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-03-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
