name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,mailing_address
OWL ROCK TECHNOLOGY ADVISORS LLC,LLC,Active,,1366747,2022-03-31,"C/O OWL ROCK CAPITAL PARTNERS 399 PARK AVE, 38TH FLOOR",NEW YORK,United States,10022,NY,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-11-17,DE,DE,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:12:42.0866667,,,,2020-11-18,OWL ROCK TECHNOLOGY ADVISORS LLC,United States,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801,",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
OWL ROCK DIVERSIFIED ADVISORS LLC,LLC,Active,,1366748,2022-03-31,"C/O OWL ROCK CAPITAL PARTNERS 399 PARK AVE, 38TH FLOOR",NEW YORK,United States,10022,NY,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-11-17,DE,DE,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:12:42.0866667,,,,2020-11-18,OWL ROCK DIVERSIFIED ADVISORS LLC,United States,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801,",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
OWL ROCK CAPITAL PRIVATE FUND ADVISORS LLC,LLC,Active,,1366752,2022-03-31,"C/O OWL ROCK CAPITAL PARTNERS 399 PARK AVE, 38TH FLOOR",NEW YORK,United States,10022,NY,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2020-11-17,DE,DE,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:12:42.7733333,,,,2020-11-18,OWL ROCK CAPITAL PRIVATE FUND ADVISORS LLC,United States,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801,",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
OWL ROCK CAPITAL ADVISORS LLC,LLC,Active,,1366753,2022-03-31,"C/O OWL ROCK CAPITAL PARTNERS 399 PARK AVE, 38TH FLOOR",NEW YORK,United States,10022,NY,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2020-11-17,DE,DE,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:12:42.7733333,,,,2020-11-18,OWL ROCK CAPITAL ADVISORS LLC,United States,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801,",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
ZA & PA LLC,LLC,Active,Annual report past due,1366760,2021-03-31,57 ARCH ST,NEW BRITAIN,United States,06051,CT,ABDULLAZNTA@GMAIL.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
"CUSTOM METAL BUILDING SYSTEMS, INC.",Stock,Dissolved,First report past due,1366793,2021-02-15,No information provided,,,,,,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Prefabricated Metal Building and Component Manufacturing (332311),332311.0,2021-11-10 00:12:42.7733333,2021-09-29T00:00:00.000,100.0,,,,,,,,,,,,,,,,,,,,,,,
CLINTON SOLAR LLC,LLC,Active,,1366810,2022-03-31,"C/O ALLCO RENEWABLE ENERGY LTD. 157 CHURCH ST., 19TH FLOOR",NEW HAVEN,United States,06510,CT,reed.reynolds@ecosrenewable.com,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
THE BARBER CLUB LLC,LLC,Active,Annual report past due,1366822,2021-03-31,263 CENTRAL AVE,NORWICH,United States,06360,CT,THEBARBERCLUBCT@GMAIL.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
AMS MARKETING LLC,LLC,Active,Annual report past due,1366823,2021-03-31,115 DIANE DR,SOUTH WINDSOR,United States,06074,CT,AMSHEF@LIVE.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
PATZ LLC,LLC,Active,Annual report past due,1366898,2021-03-31,1473 SYLVAN AVENUE,TRUMBULL,United States,06611,CT,PREGOUIS@GMAIL.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
SLAPPON GRAPHICS LLC,LLC,Active,,1366949,2022-03-31,156 WOODWARD AVENUE,NORWALK,United States,06854,CT,slappongraphics@gmail.com,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:42.7900000,,,,,,,,,,,,,,,,,,,,,,,,,
VETED LLC,LLC,Withdrawn,,1366969,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Foreign,2020-11-17,DE,DE,False,False,False,False,False,Women's Clothing Stores (448120),,2021-11-10 00:12:43.4000000,,,,2020-11-17,VETED LLC,United States,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805,United States,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805,United States,,,,,,,
"ONE STOP SNOW REMOVAL, LLC",LLC,Active,,1367059,2022-03-31,565 FRANKLIN AVE,HARTFORD,United States,06114,CT,Sammyresot10@gmail.com,Domestic,2020-11-17,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:42.7900000,,,,,,,,,,,,,,,,,,,,,,,,,
"AANYA, LLC",LLC,Active,Annual report past due,1367064,2021-03-31,25 PEPIN PLACE,SOUTH WINDSOR,United States,06074,CT,CHIRAG-TALA2001@YAHOO.CO.IN,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),424990.0,2021-11-10 00:12:42.7900000,,,,,,,,,,,,,,,,,,,,,,,,,
104 EDGEMERE RD LLC,LLC,Active,,1367144,2022-03-31,99 ASHFORD LAKE DR,ASHFORD,United States,06278,CT,brandylandrie@juno.com,Domestic,2020-11-17,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:43.4166667,,,,,,,,,,,,,,,,,,,,,,,,,
DEEP RUN LLC,LLC,Active,,1367177,2022-03-31,ONE FAIRMEAD ROAD,DARIEN,United States,06820,CT,evanflinn7@gmail.com,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:43.4166667,,,,,,,,,,,,,,,,,,,,,,,,,
ALPHACAT CAPITAL INC.,Stock,Active,Annual report due,1367178,2021-11-17,300 KIMBALL DRIVE SUITE 500,PARSIPPANY,,07064,NJ,DAVID.BROWN@ACMANAGERS.COM,Foreign,2020-11-17,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:43.4166667,,,,2020-11-01,ALPHACAT CAPITAL INC.,,,,,,,,,,,,,,,,,,,,
WAVEARILLO LIFESTYLE LLC,LLC,Active,Annual report past due,1367204,2021-03-31,125 HARBORVIEW AVE,BRIDGEPORT,,06605,CT,WAVEARILLOLIFESTYLE@GMAIL.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:43.4166667,,,,,,,,,,,,,,,,,,,,,,,,,
"SOLOMON'S WAY, INC.",Non-Stock,Active,,1367222,2022-11-23,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,RA@ANDERSONADVISORS.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Other Grantmaking and Giving Services (813219),813219.0,2021-11-10 00:12:38.2900000,,,,,,,,,,,,,,,,,,,,,,,,,
"FAVOR PHOTOS BY M.R.H LLC,",LLC,Dissolved,,1367224,2021-03-31,68 SILVER LANE APT 44,EAST HARTFORD,,06118,CT,MARGARETHAGINS@GMAIL.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,"Photography Studios, Portrait (541921)",541921.0,2021-11-10 00:12:38.2900000,2021-02-27T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
ASH SALON LLC,LLC,Active,Annual report past due,1367227,2021-03-31,2719 BERLIN TURNPIKE STE 2,NEWINGTON,,06111-4120,CT,ASHLEY.ORLOWSKI@OUTLOOK.COM,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:38.2900000,,,,,,,,,,,,,,,,,,,,,,,,,
SMITH ESTATE CARE LLC,LLC,Active,,1367230,2022-03-31,111 GREAT HOLLOW ROAD,WOODBURY,United States,06798,CT,Joshuasbmx@gmail.com,Domestic,2020-11-17,CT,Connecticut,False,False,False,False,False,Private Households (814110),814110.0,2021-11-10 00:12:38.2900000,,,,,,,,,,,,,,,,,,,,,,,,,
"58 WEST MAIN STREET ASSOCIATES, LLC",LLC,Active,,1366275,2022-03-31,58 WEST MAIN STREET,CLINTON,United States,06413,CT,ryan@vanwilgens.com,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:12:42.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
KOZEY GREENE WELLNESS LLC,LLC,Active,Annual report past due,1366741,2021-03-31,77 KOZEY ROAD,EASTFORD,United States,06242,CT,KOZEY8@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:42.0866667,,,,,,,,,,,,,,,,,,,,,,,,,
THE EVERGREEN SOCIAL PROJECT LLC,LLC,Active,,1366742,2022-03-31,770 STRATFORD AVENUE,STRATFORD,United States,06615,CT,theevergreensocialproject@gmail.com,Domestic,2020-11-18,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:42.0866667,,,,,,,,,,,,,,,,,,,,,,,,,
BLACK LAB TILE LLC,LLC,Active,Annual report past due,1366743,2021-03-31,14 LAUREL ST,CHESTER,United States,06412,CT,ATB@ALLTHINGSBUSINESSLLC.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),238340.0,2021-11-10 00:12:42.0866667,,,,,,,,,,,,,,,,,,,,,,,,,
HENRY & SONS TRUCKING LLC,LLC,Active,Annual report past due,1366745,2021-03-31,188 PALM ST,HARTFORD,United States,06112,CT,SAMMARK06@YAHOO.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0866667,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA DEVELOPMENT LLC,LLC,Active,Annual report past due,1366746,2021-03-31,46 PAYNE ROAD,BETHEL,United States,06801,CT,RAFAELMARIN@TCHEBAGUAL.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),236117.0,2021-11-10 00:12:42.0866667,,,,,,,,,,,,,,,,,,,,,,,,,
MARIO CONCEPCION VASQUEZ LLC,LLC,Active,Annual report past due,1366749,2021-03-31,336 CIRCULAR AVE,HAMDEN,United States,06514,CT,VERITO-16@HOTMAIL.ES,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Appliance Repair and Maintenance (811412),811412.0,2021-11-10 00:12:42.0866667,,,,,,,,,,,,,,,,,,,,,,,,,
NETSPEED MANAGEMENT INC.,Stock,Active,Annual report due,1366750,2021-11-18,50 METHODIST HILL DRIVE,ROCHESTER,United States,14623,NY,SBRIGGS@WOODSOVIATT.COM,Foreign,2020-11-18,NY,NY,False,False,False,False,False,,,2021-11-10 00:12:42.7733333,,,,2020-11-23,NETSPEED MANAGEMENT INC.,United States,,,,,,,,,,,,,,,,,,,
SOMAA INVESTMENT GROUP LLC,LLC,Active,Annual report past due,1366751,2021-03-31,134 BAY AVE,NEW BRITAIN,United States,06053,CT,SOMAAINVESTMENTGROUP@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
NOGUEIRA TILE LLC,LLC,Active,Annual report past due,1366754,2021-03-31,39 WILSON ST,HARTFORD,United States,06106,CT,ATAIDESPATRICK123@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),238330.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
"24-7 LOGISTICS, LLC",LLC,Active,Annual report past due,1366755,2021-03-31,202 COLUMBUS AVE,STRATFORD,United States,06615,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
CT INVENSTMENT SOLUTIONS GROUP LIMITED LIABILITY COMPANY,LLC,Active,,1366756,2022-03-31,2370 NORTH AVE UNIT 12F,BRIDGEPORT,United States,06604,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
OTIS HOLDINGS LLC,LLC,Active,Annual report past due,1366757,2021-03-31,18 BURNT HILL RD,FARMINGTON,United States,06032,CT,SHUTISH.PATEL@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
"SHEHUSTLESEVERYDAY, LLC",LLC,Active,Annual report past due,1366758,2021-03-31,683 FLATBUSH AVE,WEST HARTFORD,United States,06110,CT,EFILE1234@INCFILE.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
ROYAL CROWN HOLDING LLC,LLC,Active,,1366759,2022-03-31,170 FLANDERS RD.,WOODBURY,United States,06798,CT,bob.rabbino@gmail.com,Domestic,2020-11-18,CT,Connecticut,True,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
"WESTWOOD BUILDERS, LLC",LLC,Active,,1366761,2022-03-31,30 WESTWOOD RD,NEW HAVEN,United States,06515,CT,rhwwood19@gmail.com,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
KELLY ROSE MOBILE PHLEBOTOMIST LLC,LLC,Active,Annual report past due,1366762,2021-03-31,15 CANDLE HILL,NEW FAIRFIELD,United States,06812,CT,KELLYROSEMOBILEPHLEBOTOMIST@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
IMPEKABLE LLC,LLC,Active,,1366763,2022-03-31,"10 N. MARTINGALE ROAD, SUITE 400 PMB #412",SCHAUMBURG,United States,60173,IL,finance@impekable.com,Foreign,2020-11-18,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:12:42.7733333,,,,2020-10-26,IMPEKABLE LLC,United States,"C/O NATIONAL REGISTERED AGENTS, INC 1209 ORANGE STREET, WILMINGTON, DE, 19801,","C/O NATIONAL REGISTERED AGENTS, INC 1209 ORANGE STREET",WILMINGTON,DE,19801,,"C/O NATIONAL REGISTERED AGENTS, INC. 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States","C/O NATIONAL REGISTERED AGENTS, INC. 1209 ORANGE STREET",WILMINGTON,DE,19801,United States,,,,,,,
OWL ROCK CAPITAL SECURITIES LLC,LLC,Active,,1366764,2022-03-31,"C/O OWL ROCK CAPITAL PARTNERS 399 PARK AVE, 38TH FLOOR",NEW YORK,United States,10022,NY,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-11-18,DE,DE,False,False,False,False,False,Securities Brokerage (523120),523120.0,2021-11-10 00:12:42.7733333,,,,2020-11-18,OWL ROCK CAPITAL SECURITIES LLC,United States,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTN, DE, 19801,",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTN,DE,19801,,"C/O CT CORPORATION SYSTEM 1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",C/O CT CORPORATION SYSTEM 1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,
"LMRE FUND I MANAGER, LLC",LLC,Active,,1366765,2022-03-31,152 OLD GATE LANE,MILFORD,United States,06460,CT,jerry@diversifiedcorp.com,Foreign,2020-11-18,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:42.7733333,,,,2020-11-18,"LMRE FUND I MANAGER, LLC",United States,"508 MAIN STREET, WILMINGTON, DE, 19804, United States",508 MAIN STREET,WILMINGTON,DE,19804,United States,"508 MAIN STREET, WILMINGTON, DE, 19804, United States",508 MAIN STREET,WILMINGTON,DE,19804,United States,,,,,,,
"BETERI CONSULTING GROUP, LLC",LLC,Active,,1366766,2022-03-31,304 WEST MAIN STREET SUITE 2-212,AVON,United States,06001,CT,bpritchard@beteri.com,Domestic,2020-11-18,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:42.7733333,,,,,,,,,,,,,,,,,,,,,,,,,
KILSPINDIE CONSULTING LLC,LLC,Active,Annual report past due,1366767,2021-03-31,11 HIGH STREET,WEST HARTFORD,United States,06119,CT,BILL.BAILEY455@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,False,True,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
CLEAN UP NICE DETAILING LLC,LLC,Active,Annual report past due,1366768,2021-03-31,399 LEDYARD STUNIT 12,HARTFORD,United States,06114,CT,CLEANUPNICEDETAILING@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
CAMP WAKUTA LLC,LLC,Active,Annual report past due,1366769,2021-03-31,80 BRANCHVILLE RD,RIDGEFIELD,United States,06877,CT,BARRY@ROUNDHILLENERGY.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
"TROPPER INK, INC.",Stock,Active,,1366770,2022-11-18,65 PEACEABLE RIDGE RD.,RIDGEFIELD,United States,06877,CT,TROPPERINK@GMAIL.COM,Foreign,2020-11-18,NY,NY,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:37.6033333,,,,2020-11-17,"TROPPER INK, INC.",,,,,,,,,,,,,,,,,,,,
"LAZ/LEX TOP RM, LLC",LLC,Active,Annual report past due,1366771,2021-03-31,"C/O LAZ INVESTMENTS, LLC, 755 MAIN ST. 14TH FLOOR",HARTFORD,United States,06103,CT,JBECK@SIEGELOCONNOR.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR CAR MUSIC LLC,LLC,Active,Annual report past due,1366772,2021-03-31,12 WILLIAM ST,WATERBURY,United States,06702,CT,WILSONSEPULVEDA2061@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Other Electronic and Precision Equipment Repair and Maintenance (811219),811219.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
KELLEHER CONSTRUCTION INC.,Stock,Active,,1366773,2022-11-18,110 W crooked Hill Road,PEARL RIVER,United States,10965,NY,OFFICE@KELLEHERCONTRACTINGINC.COM,Foreign,2020-11-18,NY,NY,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:37.6033333,,,2,2020-12-01,KELLEHER CONSTRUCTION INC.,United States,,,,,,,,,,,,,,,,,,,
"CREATIVE SPECTRUM TWO, LLC.",LLC,Active,,1366774,2022-03-31,77 JOHNSON RD. 2ND FLOOR,MARLBOROUGH,United States,06447,CT,roman@creativespectrum.biz,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Industrial Design Services (541420),541420.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
"EDGED ENERGY, LLC",LLC,Active,Annual report past due,1366775,2021-03-31,1597 REDDING ROAD,FAIRFIELD,,06824,CT,STEVE.BOLLERMAN@ENDEAVOR.TO,Foreign,2020-11-18,DE,DE,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),237130.0,2021-11-10 00:12:37.6033333,,,,2020-11-07,"EDGED ENERGY, LLC",,,,,,,,,,,,,,,,,,,,
"TPW INS. HOLDING CO., LLC",LLC,Active,,1366776,2022-03-31,612 WHEELERS FARMS ROAD,MILFORD,United States,06461,CT,jshannon@trinitypointwealth.com,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
"TEVERA, LLC",LLC,Active,,1366777,2022-03-31,2321 JACK BREAULT DR STE 300,HUDSON,United States,54016,WI,Compliancemail@cscinfo.com,Foreign,2020-11-18,MN,MN,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:12:37.6033333,,,,2020-11-18,"TEVERA, LLC",United States,,,,,,,,,,,,,,,,,,,
BRAVO'S EATS LLC,LLC,Active,Annual report past due,1366778,2021-03-31,445 WEST PUTNAM AVENUE,GREENWICH,United States,06830,CT,PABQ09@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
"ZERO TRUST CYBER SECURITY, LLC",LLC,Active,,1366779,2022-03-31,52 WASHINGTON AVENUE,DANBURY,United States,06810,CT,alan@alanlendaro.com,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
139 FAIRFIELD AVE LLC,LLC,Active,,1366780,2022-03-31,4 DRIFTWOOD LANE,NORWALK,United States,06851,CT,dipreta@aol.com,Domestic,2020-11-18,CT,Connecticut,True,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
HB REALTY LLC,LLC,Active,Annual report past due,1366781,2021-03-31,43 COURT STREET,WINDSOR,United States,06095,CT,ALIA@BENNETTCOCPA.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
SEQUOIA PRIVATE EQUITY LLC,LLC,Active,Annual report past due,1366782,2021-03-31,122 GREENWOOD DRIVE,SOUTH WINDSOR,United States,06074,CT,JFBROWNE@GMAIL.COM,Domestic,2020-11-18,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
NATY'S FAMILY DAYCARE LLC,LLC,Active,,1366783,2022-03-31,274 BALDWIN STREET APT 2N,WATERBURY,United States,06706,CT,Natalideleon@gmail.com,Domestic,2020-11-18,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
"DRIFT COUNSELING AND WELLNESS, LLC",LLC,Active,,1366784,2022-03-31,156 EAST AVENUE,NORWALK,United States,06851,CT,aparsio@gmail.com,Domestic,2020-11-18,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:37.6033333,,,,,,,,,,,,,,,,,,,,,,,,,
