name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,mailing_international_address
"CLOSETBOX STORAGE WORLDWIDE, LLC",LLC,Active,1344192,2022-03-31,1105 SPRUCE STREET,BOULDER,United States,80302,CO,ARFS@INCSERV.COM,Foreign,2020-05-14,CO,CO,False,False,False,False,False,Other Warehousing and Storage (493190),,2021-11-10 00:08:40.7933333,,,,,2020-05-14,"CLOSETBOX STORAGE WORLDWIDE, LLC",United States,"1105 SPRUCE STREET, BOULDER, CO, 80302, United States",1105 SPRUCE STREET,BOULDER,CO,80302,United States,"1105 SPRUCE STREET, BOULDER, CO, 80302, United States",1105 SPRUCE STREET,BOULDER,CO,80302,United States,,,,
ACG CONSULTING GROUP LLC,LLC,Active,1344193,2021-03-31,"168 BELLTOWN ROAD, UNIT 47",STAMFORD,,06905,CT,GREENBERGA123@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:40.7933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
EY COFFEE CONSULTING LLC,LLC,Active,1344194,2022-03-31,158 EAST ELM STREET APT. D4,GREENWICH,United States,06830-6652,CT,ALCOINC1@AOL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
KINGZ TRUCKING LLC,LLC,Active,1344195,2021-03-31,5 SHARON LN,WETHERSFIELD,United States,06109,CT,KINGZCO2020@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.7933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"185 MILL POND RD, LLC",LLC,Active,1344196,2022-03-31,15 SUNSET DRIVE,WALLINGFORD,United States,06492,CT,linda_bohne@yahoo.com,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
CALIBER MECHANICS LLC,LLC,Active,1344197,2022-03-31,21 LONG LOTS LANE,WESTPORT,United States,06880,CT,calibermechanicsllc@gmail.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Pipeline Transportation of Crude Oil (486110),486110.0,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
SITARA DISTRIBUTION INC,Stock,Active,1344198,2021-11-09,211 LEDYARD ST STE D,HARTFORD,United States,06114,CT,,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Wholesale Trade Agents and Brokers (425120),425120.0,2021-11-10 00:08:40.7933333,Annual report due,,1000.0,,,,,,,,,,,,,,,,,,,,
"1319 SOUTH CAPITOL LENDER I, L.L.C.",LLC,Active,1344199,2022-03-31,591 WEST PUTNAM AVENUE,GREENWICH,United States,06830,CT,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-05-14,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:40.7933333,,,,,2020-05-14,"1319 SOUTH CAPITOL LENDER I, L.L.C.",United States,,,,,,,,,,,,,,,,
PEPPER PALACE INC.,Stock,Active,1344200,2021-05-14,3275 NEWPORT HIGHWAY SUITE 5,SEVIERVILLE,United States,37876,TN,DANIEL@CULPEPPER-CPA.COM,Foreign,2020-05-14,TN,TN,False,False,False,False,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:08:40.7933333,Annual report past due,,,,2020-06-01,PEPPER PALACE INC.,United States,,,,,,,,,,,,,,,,
TIFFANY HOUSE LLC,LLC,Active,1344201,2021-03-31,1189 MAIN STREET,COVENTRY,United States,06238,CT,LIZZIE@LIZZIESCURBSIDE.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.7933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LADY ASHE LLC,LLC,Active,1344202,2021-03-31,330 SHELTON AVE,NEW HAVEN,United States,06511,CT,CHARLESASHE12@YAHOO.COM,Domestic,2020-05-14,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:40.7933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
FRD ITALY CORP.,Stock,Active,1344203,2021-08-07,312 STONEBRIDGE LANE,TRUMBULL,United States,06611,CT,FRDITALY@ELENAEXPORTUSA.33MAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,General Line Grocery Merchant Wholesalers (424410),424410.0,2021-11-10 00:08:40.7933333,Annual report past due,,200.0,,,,,,,,,,,,,,,,,,,,
WINN PINCHOS LLC,LLC,Active,1344204,2022-03-31,LONG WHARF DRIVE,NEW HAVEN,United States,06513,CT,COMPLIANCE@ZENBUSINESS.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
FRD TOP TIER CORP.,Stock,Active,1344205,2021-08-07,312 STONEBRIDGE LANE,TRUMBULL,United States,06611,CT,FRDTOPTIER@ELENAEXPORTUSA.33MAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Wine and Distilled Alcoholic Beverage Merchant Wholesalers (424820),424820.0,2021-11-10 00:08:40.7933333,Annual report past due,,200.0,,,,,,,,,,,,,,,,,,,,
"ZONI LAW, PLLC",LLC,Active,1344206,2022-03-31,3 HUNTERS RIDGE,COLUMBIA,United States,06237,CT,szoni@zonilaw.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:08:40.7933333,,,,,,,,,,,,,,,,,,,,,,,
"RB JONES, INC.",Stock,Active,1344207,2022-05-14,30833 NORTHWESTERN HIGHWAY SUITE 220,FARMINGTON HILLS,United States,48334,MI,Compliancemail@cscinfo.com,Foreign,2020-05-14,MI,MI,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:40.8266667,,,,,2020-05-14,"RB JONES, INC.",United States,,,,,,,,,,,,,,,,
LANGDON SOLAR LLC,LLC,Active,1344209,2022-03-31,"C/O ALLCO RENEWABLE ENERGY 157 CHURCH ST., 19TH FLOOR",NEW HAVEN,United States,06510,CT,reed.reynolds@ecosrenewable.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:08:40.8266667,,,,,,,,,,,,,,,,,,,,,,,
"S&K, LLC",LLC,Dissolved,1344210,2022-03-31,58 DOGWOOD ROAD,MOODUS,United States,06469,CT,KIMSHOMESTYLE@YAHOO.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.8266667,,,,2021-09-30T00:00:00.000,,,,,,,,,,,,,,,,,,,
HEATHERDAWN14 LLC,LLC,Active,1344212,2022-03-31,18 MACARTHUR DRIVE,PLANTSVILLE,United States,06479,CT,COMPLIANCE@ZENBUSINESS.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:40.8266667,,,,,,,,,,,,,,,,,,,,,,,
BLUEBIRD KOMBUCHA LLC,LLC,Active,1344213,2022-03-31,500 THOMPSON AVENUE,EAST HAVEN,United States,06512,CT,mzurstadt@gmail.com,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:08:40.8266667,,,,,,,,,,,,,,,,,,,,,,,
F&N SHADES LLP,LLP,Active,1344214,2021-05-14,50 DEN ROAD,STRATFORD,United States,06614,CT,FN.SUNGLASSES@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Optical Goods Stores (446130),446130.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
JEY ALVARREZ LLC,LLC,Active,1344215,2021-03-31,1704 LLANO ST STE B - 1113,SANTA FE,United States,87505,NM,MALDONADOSBC@GMAIL.COM,Foreign,2020-05-14,NM,NM,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,2020-05-14,JEY ALVARREZ LLC,United States,"1704 LLANO ST STE B - 1113, SANTA FE, NM, 87505, United States",1704 LLANO ST STE B - 1113,SANTA FE,NM,87505,United States,"1704 LLANO ST STE B - 1113, SANTA FE, NM, 87505, United States",1704 LLANO ST STE B - 1113,SANTA FE,NM,87505,United States,,,,
BARROW SOLAR LLC,LLC,Active,1344216,2022-03-31,"C/O ALLCO RENEWABLE ENERGY 157 CHURCH ST., 19TH FLOOR",NEW HAVEN,United States,06510,CT,reed.reynolds@ecosrenewable.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:08:40.8266667,,,,,,,,,,,,,,,,,,,,,,,
MCHENRY SOLAR LLC,LLC,Active,1344217,2022-03-31,"C/O ALLCO RENEWABLE ENERGY 157 CHURCH ST., 19TH FLOOR",NEW HAVEN,United States,06510,CT,reed.reynolds@ecosrenewable.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:08:40.8266667,,,,,,,,,,,,,,,,,,,,,,,
COMMERCE COUPON LLC,LLC,Active,1344220,2021-03-31,121 SUNRISE HILL RD,NORWALK,United States,06851,CT,LEONARDO.MONTERO@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"DREAM BIGGS, LLC",LLC,Active,1344221,2021-03-31,21 BEACON STREET,BEACON FALLS,United States,06403,CT,ADAMHEATHER.KEOGHBIGGS@HOTMAIL.COM,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"GEMINI TRUCKING, LLC",LLC,Active,1344222,2021-03-31,53 WADDELL ROAD,MANCHESTER,United States,06040,CT,ELIGALARZA11@YAHOO.COM,Domestic,2020-05-14,CT,Connecticut,True,False,True,False,False,Freight Transportation Arrangement (488510),488510.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
L&M MARKETS LLC,LLC,Active,1344223,2021-03-31,156 WILCOX ST,NEW BRITAIN,United States,06051,CT,LMMARKETS@YAHOO.COM,Domestic,2020-05-14,CT,Connecticut,True,True,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
131 NORTH ST LLC,LLC,Active,1344224,2021-03-31,131 NORTH STREET,NEW BRITAIN,United States,06051,CT,JOSEACOSTA100@YAHOO.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
AC ACCOUNTING & TAX SERVICES LLC,LLC,Active,1344225,2021-03-31,1880 PARK AVE,BRIDGEPORT,United States,06604,CT,ACORDEROTAX@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CRISPY MELTY LLC,LLC,Active,1344226,2022-03-31,165 COUNTRY CLUB RD,CHESHIRE,United States,06410,CT,tom@thecheesetruck.com,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:40.8733333,,,,,,,,,,,,,,,,,,,,,,,
MATOSHI CLEANING SERVICES LLC,LLC,Dissolved,1344227,2021-03-31,40 SPRING ST,WETHERSFIELD,United States,06109,CT,MARIA10.CHIPS@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:40.8733333,Annual report past due,,,2021-09-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
THE NEST FUND INC.,Non-Stock,Active,1344228,2020-08-12,No information provided,,,,,FRAN@THENESTFUND.COM,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Other Grantmaking and Giving Services (813219),813219.0,2021-11-10 00:08:40.8733333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
"PEAK PERFORMANCE FOR MEN HAMPTON ROADS, INC.",Stock,Active,1344229,2021-05-14,287 INDEPENDENCE BLVD. SUITE 340,VIRGINIA BEACH,United States,23462,VA,KEVIN@PEAKPERFORMANCEFORMEN.ORG,Foreign,2020-05-14,VA,VA,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:40.8733333,Annual report past due,,,,2020-06-22,"PEAK PERFORMANCE FOR MEN HAMPTON ROADS, INC.",United States,,,,,,,,,,,,,,,,
WAIST TIME LLC,LLC,Active,1344232,2021-03-31,167 URSULA PLACE,STAMFORD,United States,06902,CT,CINNYA6211@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.8733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
SOUFRINE BEST DEALS LLC,LLC,Active,1344301,2021-03-31,99 MILLER RD,BETHANY,United States,06524,CT,WLSOUFRINE@AOL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LJL INVESTMENTS LLC,LLC,Active,1344307,2021-03-31,143 KENT ST,HARTFORD,United States,06112,CT,LJLINVESTMENTSCT@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:42.0766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
MARAH JUNE ESTHETICS LLC,LLC,Active,1344473,2021-03-31,647 MAIN STREET SUITE 2,EAST HAVEN,,06512,CT,MWALLACH25@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:40.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"3 SQUAWKING GEESE, LLC",LLC,Active,1344474,2022-03-31,125 DERBY ROAD,BERLIN,United States,01503,MA,marks007@charter.net,Domestic,2020-05-14,MA,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:40.2166667,,,,,,,,,,,,,,,,,,,,,,,
"BMUR BRANDING GROUP, LLC",LLC,Active,1344513,2022-03-31,504 BELDEN HILL ROAD,WILTON,United States,06897,CT,brittney@bmurbrandinggroup.com,Domestic,2020-05-14,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:40.8266667,,,,,,,,,,,,,,,,,,,,,,,
REGENXBIO INC.,Stock,Active,1344514,2021-05-14,9600 BLACKWELL ROAD SUITE 210,ROCKVILLE,,20850,MD,POMALLEY@REEGENXBIIO.COM,Foreign,2020-05-14,DE,DE,False,False,False,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,2021-11-10 00:08:40.8266667,Annual report past due,,,,2019-10-01,REGENXBIO INC.,,,,,,,,,,,,,,,,,
WELLSKY CORPORATION,Stock,Active,1344517,2022-05-14,11300 SWITZER ROAD,OVERLAND PARK,United States,66210,KS,Compliancemail@cscinfo.com,Foreign,2020-05-14,NY,NY,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:08:40.8266667,,,,,2020-04-01,WELLSKY CORPORATION,United States,,,,,,,,,,,,,,,,
WE 101 COLLEGE STREET LLC,LLC,Active,1344521,2022-03-31,150 BAKER AVENUE EXTENSION,CONCORD,United States,01742,MA,mcunha@winent.com,Foreign,2020-05-14,DE,DE,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:40.8733333,,,,,2020-05-14,WE 101 COLLEGE STREET LLC,United States,"850 NEW BURTON ROAD SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD SUITE 201,DOVER,DE,19904,United States,"850 NEW BURTON ROAD SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON ROAD SUITE 201,DOVER,DE,19904,United States,,,,
NATIONAL AUTO PROTECTION CORPORATION,Stock,Active,1344522,2021-05-21,325 COLUMBUS BLVD.,NEW BRITAIN,United States,06051,CT,MGALLAGHER02@GMAIL.COM,Domestic,2020-05-14,CT,Connecticut,False,False,False,False,False,"Other Direct Insurance (except Life, Health, and Medical) Carriers (524128)",524128.0,2021-11-10 00:08:40.8733333,Annual report past due,,20000.0,,,,,,,,,,,,,,,,,,,,
"ADV PROPERTIES, LLC",LLC,Active,1344230,2022-03-31,22 REGENT COURT,STAMFORD,United States,06907,CT,dvirvo@gmail.com,Domestic,2020-05-15,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:40.8733333,,,,,,,,,,,,,,,,,,,,,,,
ACCESSIBLE ADVICE LLC,LLC,Active,1344234,2022-03-31,115 BOULTER RD,WETHERSFIELD,United States,06109,CT,adamscr13@gmail.com,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:40.8733333,,,,,,,,,,,,,,,,,,,,,,,
"LITCHFIELD STAFFING SERVICES, INC.",Non-Stock,Active,1344237,2021-05-15,47 WEST STREET,LITCHFIELD,United States,06759,CT,LITCHFIELDAMBULANCE@GMAIL.COM,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Ambulance Services (621910),621910.0,2021-11-10 00:08:40.8733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"IT'S THAT THYME CATERING, LLC",LLC,Active,1344240,2022-03-31,143 EDGEWOOD STREET,HARTFORD,United States,06112,CT,JENDAYIBSCOTT@GMAIL.COM,Domestic,2020-05-15,CT,Connecticut,True,False,True,False,False,Caterers (722320),722320.0,2021-11-10 00:08:40.8733333,,,,,,,,,,,,,,,,,,,,,,,
SKYRONA LLC,LLC,Active,1344242,2022-03-31,1495 BLACK ROCK TURNPIKE SUITE 2A,FAIRFIELD,United States,06825,CT,govt@wenigcpa.com,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:40.8733333,,,,,,,,,,,,,,,,,,,,,,,
MACKIN CONSULTANCY LLC,LLC,Active,1344243,2022-03-31,16192 COASTAL HIGHWAY,LEWES,United States,19958,DE,leniece@mackinconsultancy.com,Foreign,2020-05-15,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:40.8733333,,,,,2020-06-01,MACKIN CONSULTANCY LLC,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,,,,
AW HOME IMPROVEMENT LLC,LLC,Active,1344244,2021-03-31,387 WOODLAND STREET,HARTFORD,United States,06112,CT,ANNAWATSON97@COMCAST.NET,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:40.8733333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
HARBOR VAN DYKE CORP.,Stock,Active,1344245,2021-05-15,176 UNION STREET,BROOKLYN,United States,11231,NY,KRISTEN@PREMIERCFS.COM,Foreign,2020-05-15,NY,NY,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,2020-05-15,HARBOR VAN DYKE CORP.,United States,,,,,,,,,,,,,,,,
"M & V MANAGEMENT, LLC",LLC,Active,1344246,2021-03-31,"1155 WARBURTON AVE, APT 1X",YONKERS,United States,10701,NY,MAURIELLO628@GMAIL.COM,Domestic,2020-05-15,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
VSF CARPENTRY LLC,LLC,Active,1344247,2021-03-31,10 GRANDVIEW AVE APT 1,DANBURY,United States,06810,CT,BRTAX18@GMAIL.COM,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"CG&SONS', LLC",LLC,Active,1344248,2022-03-31,795 CLEVELAND AVE,BRIDGEPORT,United States,06604,CT,albacastillo946@gmail.com,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
ALL STATE ROOFING & CONSTRUCTION LLC,LLC,Active,1344249,2021-03-31,415 CENTRAL ST,SPRINGFIELD,United States,01105,MA,ALLSTATE@INSCLIENTS.COM,Domestic,2020-05-15,MA,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"MAIN STREET RESTAURANT GROUP, LLC",LLC,Active,1344250,2021-03-31,751 EAST BROADWAY,MILFORD,United States,06460,CT,LEOGTS@AOL.COM,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
43 GOODSELL ST LLC,LLC,Active,1344251,2021-03-31,43 GOODSELL ST,WEST HARTFORD,United States,06110,CT,JEFFCMCDONOUGH@GMAIL.COM,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
RJOMEARA ENTERPRISES LLC,LLC,Active,1344252,2021-03-31,38 BASSWOOD ROAD,FARMINGTON,United States,06032,CT,BOBOMEARAREALESTATE@GMAIL.COM,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"TRINITY ENGINEERING, PLLC",LLC,Active,1344253,2022-03-31,236 MARKET ST SUITE 230,LOCUST,United States,28097,NC,accounting@trinityengineeringpllc.com,Foreign,2020-05-15,NC,NC,False,False,False,False,False,Engineering Services (541330),,2021-11-10 00:08:40.9033333,,,,,2020-06-01,"TRINITY ENGINEERING, PLLC",United States,"236 MARKET ST SUITE 230, LOCUST, NC, 28097, United States",236 MARKET ST SUITE 230,LOCUST,NC,28097,United States,"236 MARKET ST SUITE 230, LOCUST, NC, 28097, United States",236 MARKET ST SUITE 230,LOCUST,NC,28097,United States,,,,
"MAJESTYSKIN, LLC",LLC,Active,1344259,2022-03-31,2389 MAIN STREET STE 100,GLASTONBURY,United States,06033,CT,Carlvens1@hotmail.com,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
DELICIOUS AFRICAN MEALS LLC,LLC,Active,1344260,2022-03-31,3 CRESTVIEW DRIVE,UNCASVILLE,United States,06382,CT,SUSIEMOUNTAINS101@GMAIL.COM,Domestic,2020-05-15,CT,Connecticut,True,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
WITCH WITH ME LLC,LLC,Active,1344261,2022-03-31,15 CORNFIELD LANE,MADISON,United States,06443,CT,louisa@witchwithme.com,Domestic,2020-05-15,CT,Connecticut,True,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
45 CALHOUN STREET LLC,LLC,Active,1344262,2022-03-31,49 CALHOUN STREET,WASHINGTON DEPOT,United States,06794,CT,STEPHENRBRIGHENTI@GMAIL.COM,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:41.9800000,,,,,,,,,,,,,,,,,,,,,,,
STYLISH KWEEN COUTURE LLC,LLC,Active,1344265,2021-03-31,317 WEST AVE #113197,STAMFORD,,06911,CT,TRICIA_S21@HOTMAIL.COM,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CAMILLA FAWN LLC,LLC,Active,1344266,2022-03-31,166 OLD BROOKFIELD ROAD UNIT 18-6,DANBURY,United States,06811,CT,camillafawnllc@gmail.com,Domestic,2020-05-15,CT,Connecticut,False,False,False,False,False,Pipeline Transportation of Crude Oil (486110),486110.0,2021-11-10 00:08:41.9800000,,,,,,,,,,,,,,,,,,,,,,,
