name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,category_survey_email_address,total_authorized_shares,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_address,reason_for_administrative,date_of_organization_meeting,billing_unit
"R&R EXPRESS, INC.",Stock,Active,1341865,2021-04-17,2020-04-17,100 COMMERCE DRIVE,PITTSBURGH,United States,15275,PA,FUELTAX@SHIPRREXP.COM,"R&R EXPRESS, INC.",Foreign,United States,2020-04-17,PA,PA,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:40.1833333,,,Annual report past due,,,,,,,,,,,,,,,,,
"NETAFIM IRRIGATION, INC.",Stock,Active,1341867,2022-04-17,1996-01-01,5470 E. HOME AVE.,FRESNO,United States,93727,CA,cls-ctarmsevidence@wolterskluwer.com,"NETAFIM IRRIGATION, INC.",Foreign,United States,2020-04-17,NY,NY,False,False,False,False,False,Construction Machinery Manufacturing (333120),,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
"LEAK PROTECT USA, LLC",LLC,Active,1341868,2022-03-31,,34 YORK ST.,GUILFORD,United States,06437,CT,ADMIN@LEAKPROTECTUSA.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.1833333,,,,,,,,,,,,,,,,,,,,
RL METHODS LLC,LLC,Active,1341869,2021-03-31,,27 TIERNEY ST.,NORWALK,United States,06851,CT,TINA.LLESHDEDAJ@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:40.1833333,,,Annual report past due,,,,,,,,,,,,,,,,,
"DEBRA M MOORES, LLC",LLC,Active,1341870,2022-03-31,,12 AYRESHIRE CT.,SUFFIELD,United States,06078,CT,dscheinblum@gmail.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,,,,,
THEE-HEIRESS L.L.C.,LLC,Active,1341871,2021-03-31,,67 PIEDMONT ST.,WATERBURY,United States,06706,CT,MSBANKS1919@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:08:40.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
TRELLIS MARKETING LLC,LLC,Active,1341872,2022-03-31,,6 TYLER DRIVE,ELLINGTON,United States,06029,CT,king.kerry@outlook.com,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,,,,,
RIGO PRODUCTIONS LLC,LLC,Active,1341873,2022-03-31,,20 SHORTWOODS RD.,NEW FAIRFIELD,United States,06812,CT,mark@RIGOproductions.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",337122.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,,,,,
MADAME BELLABIANCA PARIS : GLAM & BEAUTY LLC,LLC,Active,1341875,2021-03-31,,317 WEST AVE #113197,STAMFORD,,06911,CT,BSTEDMAN27@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:08:40.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
J AND BROTHER CONSTRUCTION LLC,LLC,Active,1341876,2022-03-31,,439 TOWNSEND AVE,NEW HAVEN,United States,06512,CT,RMONROY@ROHUER.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,,,,,
"PILICY TITLE SERVICES, LLC",LLC,Active,1341877,2021-03-31,,365 MAIN STREET,WATERTOWN,United States,06795,CT,JPILICY@PILICY.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:08:40.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
CANNABIS INFUSED BY LARUE JADE LLC,LLC,Dissolved,1341878,2021-03-31,,154 FOUNTAIN ST #2SG,NEW HAVEN,United States,06515,CT,LARUEJADE@ICLOUD.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,2021-04-20T00:00:00.000,,,,
"KENLYN, LLC",LLC,Active,1341879,2022-03-31,,11 EAST RIDGE COURT,CHESHIRE,United States,06410,CT,krock1331@yahoo.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,,,,,
311 COUNTRY ROAD LLC,LLC,Dissolved,1341880,2021-03-31,,175 PAPURAH ROAD,FAIRFIELD,United States,06825,CT,ERIC@DELAURENTISDEVELOPMENTS.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,2021-05-20T00:00:00.000,,,,
224 ROMANOCK ROAD LLC,LLC,Dissolved,1341881,2021-03-31,,175 PAPURAH ROAD,FAIRFIELD,United States,06824,CT,ERIC@DELAURENTISDEVELOPMENTS.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,2021-05-20T00:00:00.000,,,,
WINNERS WIGS LLC,LLC,Active,1341883,2021-03-31,,627 BLUE HILLS AVE 1ST FLOOR,HARTFORD,United States,06112,CT,WINNERSWIGS@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:40.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
AMERICAN STUDENTS FOR EDUCATIONAL LIBERTY INC.,Non-Stock,Dissolved,1341884,2021-05-14,,45 LOON PL,SOUTH WINDSOR,United States,06074,CT,RAHULSKANDAMAHESH@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,True,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,2021-04-15T00:00:00.000,,,,
MONTAUK AIR LLC,LLC,Active,1341889,2022-03-31,,152 GLENGARRY RD.,FAIRFIELD,United States,06825,NY,macuomo@me.com,,Domestic,,2020-04-17,NY,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),,2021-11-10 00:08:40.2300000,,,,,,,,,,,,,,,,,,,,
MICHELINA'S APIZZA & RISTORANTE LLC,LLC,Active,1341890,2021-03-31,,126 MIDDLETOWN AVENUE,NORTH HAVEN,United States,06437,CT,SAL@TEMPLEGRILL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Drinking Places (Alcoholic Beverages) (722410),722410.0,2021-11-10 00:08:40.2300000,,,Annual report past due,,,,,,,,,,,,,,,,,
"DDV ENTERPRISES, LLC",LLC,Active,1341891,2021-03-31,,250 MAIN STREET SUITE # 910,HARTFORD,United States,06106,CT,DDIAZ@DDVENTERPRISES.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
LUX HAIR COMPANY LLC,LLC,Active,1341892,2021-03-31,,152 SIMSBURY ROAD,AVON,United States,06001,CT,SAMANTHA1226@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
"SHORELINE SMOKE SHOP, LLC",LLC,Active,1341893,2021-03-31,,85 HUNTERS TRAIL,MADISON,United States,06443,CT,SHORELINESMOKESHOP@GAMIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
COMPASS TO BLISS LLC,LLC,Active,1341894,2022-03-31,,1020 WINDSOR AVENUE,WINDSOR,United States,06095,CT,karen@karenmbutler.com,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
"8JRRS, LLC",LLC,Active,1341895,2022-03-31,,46 KELSEYTOWN RD,KILLINGWORTH,United States,06419,CT,8jrrsllc@gmail.com,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
"LEXINGTON GREEN WEST CONDOMINIUM ASSOCIATION, INC.",Non-Stock,Active,1341896,2022-04-29,,"COUNTY MANAGEMENT SERVICES, LLC 5527 MAIN STREET",TRUMBULL,United States,06611,CT,D.DESIENA@COUNTYMGMT.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),813990.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
ONE 5 LLC,LLC,Active,1341897,2021-03-31,,194 SOUTH WATER ST,GREENWICH,United States,06830,CT,CASEY.DECK1@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
PETRI ENVIRONMENTAL LLC,LLC,Active,1341898,2021-03-31,,43 CRESCENT PLACE,MONROE,United States,06468,CT,INFO@PETRIENVIRO.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Environmental Consulting Services (541620),541620.0,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
LAW OFFICES OF MEGHAN D. SMITH LLC,LLC,Active,1341899,2022-03-31,,34 HULL ROAD,BURLINGTON,United States,06013,CT,megsbc01@hotmail.com,,Domestic,,2020-04-17,CT,Connecticut,True,False,True,True,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
EXPRESS LIQUIDATORS LLC,LLC,Active,1341900,2022-03-31,,13 COVENTRY LANE,BEACON FALLS,United States,06403,CT,Katiedeleo22@yahoo.com,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Wholesale Trade Agents and Brokers (425120),425120.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
J E J LLC,LLC,Dissolved,1341901,2021-03-31,,45 ORLAND ST,BRIDGEPORT,United States,06605,CT,EFRANCIANE@ROHUER.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Other Building Finishing Contractors (238390),238390.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,2020-12-28T00:00:00.000,,,,
AD ENERGY LLC,LLC,Active,1341902,2021-03-31,2020-05-01,975 ROUTE 73N SUITE C,MARLTON,United States,08053,NJ,CHRIS.HORIHAN@AD-ENERGY.COM,AD ENERGY LLC,Foreign,United States,2020-04-17,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
AUDREY LASTRA PHOTOGRAPHY LLC,LLC,Active,1341903,2021-03-31,,50 RED TOP DRIVE,WEST HARTFORD,United States,06110,CT,AUDREYLASTRAPHOTOGRAPY@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Photofinishing Laboratories (except One-Hour) (812921),812921.0,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
"FANCY STYLE TILE & COATING, LLC",LLC,Active,1341904,2021-03-31,,685 CAPITOL AVE 1FL,BRIDGEPORT,United States,06606,CT,JALVARADO@ROHUER.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),238340.0,2021-11-10 00:08:40.8100000,,,Annual report past due,,,,,,,,,,,,,,,,,
PLANTED BY J&M LLC,LLC,Active,1341905,2022-03-31,,5 LAKESIDE DRIVE,STAMFORD,United States,06903,CT,plantedbyjm@gmail.com,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
OG GRABBA LLC,LLC,Active,1341906,2022-03-31,,6A NORTHWOOD DR,BLOOMFIELD,United States,06002-1911,CT,OGGRABBA@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Tobacco and Tobacco Product Merchant Wholesalers (424940),,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
PLANKTON PROSE LLC,LLC,Active,1341907,2022-03-31,,251 RICHARDS AVE,NORWALK,United States,06850,CT,aimeehiltz@gmail.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,
"MTG GROOMING COMPANY, LLC",LLC,Active,1341908,2021-03-31,,30 STONY HILL ROAD 1ST FLOOR,BROOKFIELD,United States,06804,CT,CHELSEA.GOTCH@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,True,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:08:40.8400000,,,Annual report past due,,,,,,,,,,,,,,,,,
SHARICK EXPRESS LLC,LLC,Active,1341909,2021-03-31,,75 SOUTHWOOD DR,WINDSOR,United States,06095,CT,SHARICKEXPRESS@YAHOO.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:40.8400000,,,Annual report past due,,,,,,,,,,,,,,,,,
ASHMAZINGNAILS LLC,LLC,Active,1341910,2021-03-31,,400 UNIVERSAL DR SUIT 408-409,NORTH HAVEN,United States,06473,CT,ASHMAZINGNAILS@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Nail Salons (812113),812113.0,2021-11-10 00:08:40.8400000,,,Annual report past due,,,,,,,,,,,,,,,,,
BECKFORD REAL ESTATE LLC,LLC,Active,1341911,2022-03-31,,87 OLMSTED STREET,EAST HARTFORD,United States,06108,CT,Oraine9898@yahoo.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.8400000,,,,,,,,,,,,,,,,,,,,
VIRTUAL ACCOUNTING  LLC,LLC,Active,1341912,2022-03-31,,63 E Center St,Manchester,United States,06040-5221,CT,info@virtualaccountss.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,True,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:08:40.8400000,,,,,,,,,,,,,,,,,,,,Suite 2C
"ENGINEERED TECHNICAL SERVICES, INC.",Stock,Active,1341935,2022-04-17,2020-04-17,"5177 BELLEWOOD COURT, SUITE A",BUFORD,United States,30518,GA,JWIEDENFELD@ENTEK-INC.COM,"ENGINEERED TECHNICAL SERVICES, INC.",Foreign,United States,2020-04-17,GA,GA,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,2021-11-10 00:08:40.8866667,,,,,,,,,,,,,,,,,,,,
"E & A SHAW, LLC",LLC,Dissolved,1342046,2021-03-31,,34 MOHAWK DRIVE,CANTON,United States,06019,CT,EUGENE.SHAW@VERIZON.NET,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:42.7000000,,,,,,,,,,,,,,,,2021-05-07T00:00:00.000,,,,
TEXT YOUR GUESTS LLC,LLC,Active,1342047,2021-03-31,,240  HIGHLAND AVENUE,CHESIRE,United States,06410,CT,SUSIE@TEXTYOURGUESTS.COM,,Domestic,,2020-04-17,CT,Connecticut,True,False,False,False,False,Advertising Material Distribution Services (541870),541870.0,2021-11-10 00:08:42.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
"ENLIGHTEN ME, LLC",LLC,Active,1342055,2021-03-31,,20 PRATT ST. 3RD FLOOR,BRISTOL,,06010,CT,SSHANTA14@YAHOO.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
FRANKY RENOVATION LLC,LLC,Active,1342078,2021-03-31,,470 GLENBROOK RD.,STAMFORD,,06906,CT,GABO13FRANTZ@YAHOO.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5133333,,,Annual report past due,,,,,,,,,,,,,,,,,
"SUNRISE AFFILIATES, LLC",LLC,Active,1342086,2022-03-31,,35 ANTHONY DRIVE,BRISTOL,United States,06010,CT,gfuller2@aol.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,
"SET FREE, INC.",Non-Stock,Active,1342093,2020-07-16,,No information provided,,,,,,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5433333,,,First report past due,,,,,,,,,,,,,,,Failure to file First Report,,
KINGSWAY AT TRUMAN PARK LLC,LLC,Active,1342099,2022-03-31,,152 WESTPORT AVENUE,NORWALK,United States,06851,CT,MICHAEL@KINGSWAYGROUP.ORG,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Administration of Housing Programs (925110),,2021-11-10 00:08:39.5433333,kdsmgt@mac.com,,,,,,,,,,,,,,,,,,,
"305 BUTLERTOWN, LLC",LLC,Active,1342128,2022-03-31,,305 BUTLERTOWN ROAD,MONTVILLE,United States,06375,CT,kpope@bandwpaving.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
"326 BUTLERTOWN, LLC",LLC,Active,1342130,2022-03-31,,305 BUTLERTOWN ROAD,MONTVILLE,,06353,CT,kpope@bandwpaving.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:40.1066667,,,,,,,,,,,,,,,,,,,,
"STONE RIDGE RE, LLC",LLC,Active,1342131,2022-03-31,,305 BUTLERTOWN ROAD,MONTVILLE,,06353,CT,kpope@bandwpaving.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:40.1533333,,,,,,,,,,,,,,,,,,,,
"LOMBARDI GRAVEL, LLC",LLC,Active,1342132,2022-03-31,,70 FOSTER ROAD,WATERFORD,United States,06385,CT,kpope@bandwpaving.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Construction Sand and Gravel Mining (212321),,2021-11-10 00:08:40.1533333,,,,,,,,,,,,,,,,,,,,
"BUTLERTOWN ROAD HOLDINGS, LLC",LLC,Active,1342135,2022-03-31,,305 BUTLERTOWN ROAD,MONTVILLE,,06353,CT,kpope@bandwpaving.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:40.1533333,,,,,,,,,,,,,,,,,,,,
"BIERLEIN COMPANIES, INC.",Stock,Active,1342516,2022-04-17,2020-04-01,2000 BAY CITY ROAD,MIDLAND,United States,48642,MI,corporate@bierlein.com,"BIERLEIN COMPANIES, INC.",Foreign,United States,2020-04-17,MI,MI,False,False,False,False,False,Site Preparation Contractors (238910),238910.0,2021-11-10 00:08:40.8566667,,,,,,,,,,,,,,,,,,,,
"BRIGHTON PARK CAPITAL MANAGEMENT, LIMITED PARTNERSHIP",Limited Partnership,Active,1342518,2022-04-17,2020-03-30,330 RAILROAD AVE 2ND FLOOR,GREENWICH,United States,06830,CT,Compliancemail@cscinfo.com,"BRIGHTON PARK CAPITAL MANAGEMENT, L.P.",Foreign,United States,2020-04-17,DE,DE,False,False,False,False,False,Portfolio Management (523920),,2021-11-10 00:08:40.8566667,,,,,,,,,,"330 RAILROAD AVENUE, SUITE 200, GREENWICH, CT, 06830, United States","330 RAILROAD AVENUE, SUITE 200",GREENWICH,CT,06830,United States,,,,,
COS COB KELP & SHELL LLC,LLC,Active,1342520,2021-03-31,,16 WINNIPAUK DR.,NORWALK,,06851,CT,,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.8866667,,,Annual report past due,,,,,,,,,,,,,,,,,
RIGHT BOWER CONSULTING LLC,LLC,Active,1342521,2022-03-31,,9 NURSERY ST.,NORWALK,United States,06850,CT,brucevanvelzor@hotmail.com,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),,2021-11-10 00:08:40.8866667,,,,,,,,,,,,,,,,,,,,
STATE STREET FLATS LLC,LLC,Active,1342522,2022-03-31,,19 GREGORY FARM RD,EASTON,United States,06612,CT,Longhillre@optonline.net,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:40.8866667,,,,,,,,,,,,,,,,,,,,
"NEPC, LLC",LLC,Active,1342523,2022-03-31,2020-04-15,255 STATE STREET,BOSTON,United States,02109,MA,Compliancemail@cscinfo.com,"NEPC, LLC",Foreign,United States,2020-04-17,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:40.8866667,,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 10808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,10808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 10808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,10808,United States,,,,,
PARAMOUNT BANK,Stock,Active,1342542,2022-04-17,2019-02-25,90 VILLAGE SHOPPING CENTER,HAZELWOOD,United States,63042,MO,tfrank@paramountbank.com,PARAMOUNT BANK,Foreign,United States,2020-04-17,MO,MO,False,False,False,False,False,Real Estate Credit (522292),,2021-11-10 00:08:41.9666667,,,,,,,,,,,,,,,,,,,,
"FALCO DESIGN & SUPPLY, INC.",Stock,Dissolved,1341874,2020-07-16,,No information provided,,,,,LISA@PRO-FIRESYSTEMS.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,2021-11-10 00:05:34.7700000,,20000.0,,,,,,,,,,,,,,2020-05-22T00:00:00.000,,,,
SEERYLOGIC LLC,LLC,Dissolved,1341845,2021-03-31,,26 SHERMAN ST,NORWICH,United States,06360,CT,SEERYLOGIC@GMAIL.COM,,Domestic,,2020-04-17,CT,Connecticut,False,False,False,False,False,Administration of Public Health Programs (923120),,2021-11-10 00:05:44.9466667,,,,,,,,,,,,,,,,2020-10-05T00:00:00.000,,,,
CGB LLC,LLC,Active,1341913,2022-03-31,,2777 SUMMER ST SUITE 700,STAMFORD,United States,06905,CT,gbre203@gmail.com,,Domestic,,2020-04-18,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),541990.0,2021-11-10 00:08:40.8400000,,,,,,,,,,,,,,,,,,,,
AJO QUALITY CONSTRUCTION LLC,LLC,Active,1341914,2021-03-31,,317 BISHOP ST # 3,WATERBURY,United States,06704,CT,FILINGS@CORPNET.COM,,Domestic,,2020-04-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.8400000,,,Annual report past due,,,,,,,,,,,,,,,,,
"DOCTOR HAWKS CONSULTING, LLC",LLC,Active,1341916,2021-03-31,,"304 WEST MAIN ST. SUITE 2-1019,",AVON,United States,06001,CT,SUPPORT@DRHAWKS.COM,,Domestic,,2020-04-18,CT,Connecticut,False,False,True,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:40.8400000,,,Annual report past due,,,,,,,,,,,,,,,,,
LEONETTI DEVELOPMENT LLC,LLC,Active,1341917,2022-03-31,,148 GILBERT AVE,ROCKY HILL,United States,06067,CT,LeonettiDevelopment@gmail.com,,Domestic,,2020-04-18,CT,Connecticut,False,True,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:40.8400000,,,,,,,,,,,,,,,,,,,,
AX DRYWALL LLC,LLC,Active,1341918,2021-03-31,,2704 FAIRFIELD AVE,BRIDGEPORT,United States,06605,CT,VERONICAHUITZIL@AOL.COM,,Domestic,,2020-04-18,CT,Connecticut,True,False,True,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:08:40.8400000,,,Annual report past due,,,,,,,,,,,,,,,,,
SWIVEL MOUNT LLC,LLC,Active,1341919,2021-03-31,,65 HORSESHOE ROAD,GUILFORD,United States,06437,CT,SWIVEL.MOUNT.TROY@GMAIL.COM,,Domestic,,2020-04-18,CT,Connecticut,False,False,False,False,False,Audio and Video Equipment Manufacturing (334310),334310.0,2021-11-10 00:08:40.8400000,,,Annual report past due,,,,,,,,,,,,,,,,,
