name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"Q RIVER WOODWORKS, LLC",LLC,Active,1336340,2022-03-31,48 HAVOVER ST,WALLINGFORD,United States,06492,CT,adrianjones76@hotmail.com,Domestic,2020-02-18,CT,Connecticut,True,True,False,False,False,Wood Kitchen Cabinet and Countertop Manufacturing (337110),,2021-11-10 00:10:37.4500000,,,,,,,,,,,,,,,,,,,,,,
FJ DELEO & COMPANY LLC,LLC,Active,1336341,2021-03-31,461 VALLEY ROAD,FAIRFIELD,,06825,CT,FJ426@AOL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:37.4500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"A. SUPINO & SONS SEPTIC & EXCAVATION, INC.",Stock,Active,1336342,2021-02-18,3 BARGER ST,PUTNAM VALLEY,,10579,NY,SUPINOANDSON@OPTONLINE.NET,Foreign,2020-02-18,NY,NY,False,False,False,False,False,,0.0,2021-11-10 00:10:37.4500000,Annual report past due,,2020-03-01,"A. SUPINO & SONS SEPTIC & EXCAVATION, INC.",,,,,,,,,,,,,,,,,,
"WILD ROCK VENTURES, LLC",LLC,Active,1336426,2022-03-31,87 SPICER HILL ROAD,LEDYARD,United States,06339,CT,heather@carwild.net,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:10:36.7633333,,,,,,,,,,,,,,,,,,,,,,
DESIGN BUILD CONSTRUCTION  LLC,LLC,Active,1336436,2022-03-31,1288 Stillwater Rd,Stamford,United States,06902-1440,CT,restrepolorena33@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:10:36.7633333,,,,,,,,,,,,,,,,,,,,,,
"TREEFORT CONSULTING, LLC",LLC,Active,1336446,2022-03-31,7 CRANBERRY LANE,BURLINGTON,United States,06013,CT,adamt1227@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:10:36.8100000,,,,,,,,,,,,,,,,,,,,,,
BAYWING L.L.C.,LLC,Active,1336450,2022-03-31,18 CROOKED TRAIL,ROWAYTON,United States,06853,CT,randrews@baywingcapital.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Real Estate Credit (522292),522292.0,2021-11-10 00:10:36.8100000,,,,,,,,,,,,,,,,,,,,,,
EXTREME CONTRACTING LLC,LLC,Active,1336454,2021-03-31,80 HANOVER STREET SUITE 100,MERIDEN,United States,,CT,EXTREMECONTRACT@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:10:36.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"AIRGLOW CAPITAL, LLC",LLC,Active,1336461,2022-03-31,10 CAESAR ST,NORWALK,United States,06851,CT,charleskthomson@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Investment Banking and Securities Dealing (523110),,2021-11-10 00:10:37.3700000,,,,,,,,,,,,,,,,,,,,,,
KILLEANEY PROPERTIES LLC,LLC,Active,1336570,2021-03-31,402 NORWICH WESTERLY ROAD,NORTH STONINGTON,United States,06359,CT,MOLONEYD1@HOTMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:36.0900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TURTLE HOUSE LLC,LLC,Dissolved,1336572,2021-03-31,71 S. ORANGE ST.,NEW HAVEN,United States,06510,CT,ASHLEYZDEB@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Theater Companies and Dinner Theaters (711110),711110.0,2021-11-10 00:10:36.0900000,,2021-02-09T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"THE K4 FOUNDATION, INC.",Non-Stock,Active,1336574,2022-06-01,176 Amity Rd,Woodbridge,United States,06525-2239,CT,IAMNATASHAW@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,True,False,True,False,False,Grantmaking Foundations (813211),813211.0,2021-11-10 00:10:36.0900000,,,,,,,,,,,,,,,,,,,,,Suite 204,
"PATHWAYS TO WELLNESS, LLC",LLC,Active,1336575,2022-03-31,554 BOSTON POST ROAD,ORANGE,United States,06477,CT,pathwaystowellness74@gmail.com,Domestic,2020-02-18,CT,Connecticut,True,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),,2021-11-10 00:10:36.0900000,,,,,,,,,,,,,,,,,,,,,,
ACCRA SMALL LOGISTICS LLC,LLC,Active,1336576,2021-03-31,700 BURNSIDE AVENUE,EAST HARTFORD,United States,06108,CT,HMENSAH@HENRYMENSAHCPA.COM,Domestic,2020-02-18,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:10:36.0900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"NAUGATUCK VALLEY GREENHOUSE & GARDENS, LLC",LLC,Active,1336580,2022-03-31,110 SALEM ST.,NAUGATUCK,United States,06770,CT,naugatuckgreenhouse@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,"Nursery, Garden Center, and Farm Supply Stores (444220)",444220.0,2021-11-10 00:10:36.0900000,,,,,,,,,,,,,,,,,,,,,,
VISION FOR TOMORROW LLC,LLC,Active,1336581,2022-03-31,"310 MAIN ST, STE 1C",EAST HAVEN,United States,06512,CT,CRYPTO8669@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),,2021-11-10 00:10:36.0900000,,,,,,,,,,,,,,,,,,,,,,
CHEROKEE MEDIA LLC,LLC,Active,1336583,2021-03-31,"25 FLORENCE ROAD, UNIT 27",BRANFORD,United States,06405,CT,TEDARLIER@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:10:36.0900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
77 VENTURES LLC,LLC,Active,1336584,2021-03-31,"1530 MCDONALD AVENUE, SUITE D",BROOKLYN,United States,11230,NY,SALES@FILEACORP.COM,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.0900000,Annual report past due,,2020-02-18,77 VENTURES LLC,United States,,,"1530 MCDONALD AVENUE, SUITE D, BROOKLYN, NY, 11230, United States","1530 MCDONALD AVENUE, SUITE D",BROOKLYN,NY,11230,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,United States,,,
CT5 VENTURES LLC,LLC,Active,1336585,2022-03-31,211 BLVD OF THE AMERICAS SUITE 104,LAKEWOOD,United States,08701,NJ,Carol@srkmgmt.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.0900000,,,2020-02-18,CT5 VENTURES LLC,United States,,,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,United States,,,
311 VENTURES LLC,LLC,Active,1336587,2022-03-31,211 BOULEVARD OF AMERICA UNIT 104,LAKEWOOD,United States,08701,NJ,carol@srkmgmt.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.1200000,,,2020-02-18,311 VENTURES LLC,United States,,,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,United States,,,
112 LASALLE VENTURES LLC,LLC,Active,1336588,2022-03-31,211 BOULEVARD OF AMERICA UNIT 104,LAKEWOOD,United States,08701,NJ,carol@srkmgmt.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.1200000,,,2020-02-18,112 LASALLE VENTURES LLC,United States,,,"1530 MCDONALD AVENUE, SUITE D, BROOKLYN, NY, 11230, United States","1530 MCDONALD AVENUE, SUITE D",BROOKLYN,NY,11230,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,United States,,,
PLEASANT VENTURES LLC,LLC,Active,1336590,2022-03-31,211 BOULEVARD OF AMERICA UNIT 104,LAKEWOOD,United States,08701,NJ,carol@srkmgmt.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.1200000,,,2020-02-18,PLEASANT VENTURES LLC,United States,,,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,United States,,,
33-45 DUNLAY VENTURES LLC,LLC,Active,1336591,2022-03-31,211 BOULEVARD OF AMERICA UNIT 104,LAKEWOOD,United States,08701,NJ,carol@srkmgmt.com,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.1200000,,,2020-02-18,33-45 DUNLAY VENTURES LLC,United States,,,"1530 MCDONALD AVENUE, SUITE D, BROOKLYN, NY, 11230, United States","1530 MCDONALD AVENUE, SUITE D",BROOKLYN,NY,11230,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,United States,,,
POLITEES LLC,LLC,Dissolved,1336594,2021-03-31,954 LEXINGTON AVE NUM 1051,NEW YORK,United States,10021,NY,SFRIED@OLIVERCLARITY.COM,Domestic,2020-02-18,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:36.1200000,,2021-01-11T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"WINDHAM REGION CHAMBER OF COMMERCE FOUNDATION, INC.",Non-Stock,Active,1336595,2021-06-02,1010 MAIN STREET,WILLIMANTIC,United States,06226,CT,DIANE@WINDHAMCHAMBER.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Other Grantmaking and Giving Services (813219),813219.0,2021-11-10 00:10:36.1200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PHYSICIANS ON BOARD INC,Non-Stock,Active,1336598,2020-05-18,No information provided,,,,,MD@PHYSICIANSONBOARD.ORG,Domestic,2020-02-18,CT,Connecticut,True,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:36.1200000,First report past due,,,,,Failure to file First Report,,,,,,,,,,,,,,,,
LANDMARK BUILDING AND RENOVATION LLC,LLC,Active,1336599,2021-03-31,27 FLEETWOOD AVE,BETHEL,United States,06801,CT,LPOLOZANI@YAHOO.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:10:36.1200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BELLTOWN ADVISORS LLC,LLC,Active,1336600,2022-03-31,"566 NEWFIELD AVE, #14",STAMFORD,United States,06905,CT,allison@belltownadvisors.com,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,
"PK EVENTS, LLC",LLC,Active,1336601,2022-03-31,199 SOUTH MAIN STREET,PUTNAM,United States,06260,CT,madilyn@mcsatlaw.com,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,
JIMVON MOVING LLC,LLC,Active,1336602,2021-03-31,180 ALPINE ST,BRIDGEPORT,United States,06610,CT,JIMVONMOVING@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:36.1200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DR. ROBERT G. VAUGHN JR LLC,LLC,Active,1336603,2021-03-31,1330 BOSTON POST RD,MILFORD,United States,06460,CT,FILINGS@BETTERLEGAL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:36.1200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TLC NORTHEAST LLC,LLC,Active,1336604,2022-03-31,220 PONTE VEDRA PARK DRIVE STE 100,PONTE VEDRA BEACH,United States,32082,FL,EQUINDOZA@TLCANNONCO.COM,Domestic,2020-02-18,FL,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,
HARTFORD RIDERS LLC,LLC,Active,1336605,2022-03-31,221 GOVERNOR STREET,EAST HARTFORD,United States,06108,CT,chad@hartfordharley.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,"Motorcycle, ATV, and All Other Motor Vehicle Dealers (441228)",441228.0,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,
SPIRITUAL JOURNEYING LLC,LLC,Active,1336606,2022-03-31,40 OAK STREET,SOUTHINGTON,United States,06489,CT,janicelaut56@gmail.com,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:36.1533333,,,,,,,,,,,,,,,,,,,,,,
"KELLY DOWNEY CONSULTING, LLC",LLC,Active,1336607,2022-03-31,30 HUNTING RIDGE LANE,WILTON,United States,06897,CT,ktmh729@gmail.com,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:10:36.1533333,,,,,,,,,,,,,,,,,,,,,,
HOMEGROWNGAINS LLC,LLC,Active,1336608,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:36.1533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
LANDMARK DESIGN LLC,LLC,Active,1336610,2021-03-31,27 FLEETWOOD AVE,BETHEL,United States,06801,CT,POLOZANIF@YAHOO.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:10:36.1533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ASCENSION MOTORS LLC,LLC,Active,1336612,2021-03-31,16 OAK PLACE,MANCHESTER,United States,06040,CT,ASCENSIONMOTORS@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,True,False,False,Passenger Car Rental (532111),532111.0,2021-11-10 00:10:36.1533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PROJECT CHOIR ONE INC,Non-Stock,Dissolved,1336613,2021-02-28,30B COOPER ST,MANCHESTER,United States,06040,CT,PROJECTCHOIRONE@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:10:36.1533333,,2021-03-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,
AVAIL ENTERPRISES LLC,LLC,Active,1336614,2021-03-31,7 RABBIT LANE,BROOKFIELD,United States,06804,CT,GABRIELLA@PREMIERCFS.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:36.1533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"BYD PARTNERS, LLC",LLC,Active,1336617,2021-03-31,31 MOREHOUSE LANE,NORWALK,United States,06850,CT,KRISTEN@PREMIERCFS.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:36.1533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
LOS MARTINEZ LLC,LLC,Active,1336618,2021-03-31,52 LOCUST AVE,DANBURY,United States,06810,CT,ULICESR271@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:10:36.1533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"10 WOODLAND, LLC",LLC,Active,1336619,2022-03-31,37 PEMBROKE HILL,FARMINGTON,United States,06032,CT,fec@pembrokecapital.net,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.1533333,,,,,,,,,,,,,,,,,,,,,,
CT JEWELRY BROKERS LLC,LLC,Active,1336632,2021-03-31,317 WEST AVE #113197,STAMFORD,,06911,CT,MARIODILLULIO@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:36.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"GOLD FIELD HOME SOLUTIONS, LLC",LLC,Active,1336633,2022-03-31,34 DANNUNZIO AVE,ENFIELD,United States,06082,CT,AHECHLER@NCHINC.COM,Foreign,2020-02-18,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:36.6833333,,,2020-02-18,"GOLD FIELD HOME SOLUTIONS, LLC",United States,,,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,United States,,,
"HONORABLE HEMP, LLC",LLC,Active,1336634,2021-03-31,215 B CHAPLIN ROAD,EASTFORD,United States,06242,CT,HONORABLEHEMP@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),111998.0,2021-11-10 00:10:36.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CHARTER OAK ENVIRONMENTAL & DEMOLITION LLC,LLC,Active,1336635,2021-03-31,28 EDGEWOOD AVE,SHELTON,United States,06484,CT,PASTORJERRYM@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,True,False,True,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:10:36.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
JANUKA ONE LLC,LLC,Active,1336636,2022-03-31,18 WHITESIDE ST,NEWINGTON,United States,06111,CT,DALSUNEE6@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:10:36.6833333,,,,,,,,,,,,,,,,,,,,,,
"TALCOTT PHARMACEUTICALS, LLC",LLC,Active,1336637,2022-03-31,15 FERRY LANE,SIMSBURY,United States,06070,CT,edvanderbeck@gmail.com,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,Other Chemical and Allied Products Merchant Wholesalers (424690),424690.0,2021-11-10 00:10:36.6833333,,,,,,,,,,,,,,,,,,,,,,
"ALEXANDRIA DATA, LLC",LLC,Active,1336639,2022-03-31,110 STONY HILL ROAD,BROOKFIELD,United States,06804,CT,marc.loewengart@alexandriadata.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",518210.0,2021-11-10 00:10:36.6833333,,,,,,,,,,,,,,,,,,,,,,
BLUE RAVEN 47 LLC,LLC,Active,1336640,2022-03-31,21 RIDGE RD,CENTERBROOK,United States,06409,CT,blueravenguitars@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Musical Instrument and Supplies Stores (451140),,2021-11-10 00:10:36.6833333,,,,,,,,,,,,,,,,,,,,,,
"APEX ROOFING AND SIDING, LLC",LLC,Active,1336641,2021-03-31,18 HIGHVIEW RD,RIDGEFIELD,United States,06877,CT,JASON@FERRANDINOENTERPRISES.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:10:36.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TIKI SWEETS AND TREATS LLC,LLC,Active,1336642,2021-03-31,26 MARVEL ROAD,NEW HAVEN,United States,06515,CT,DOTAXES@SBCGLOBAL.NET,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:10:36.6833333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
VITELIO PEREZ LLC,LLC,Active,1336643,2021-03-31,21 HARRISON ST,DANBURY,United States,06810,CT,MILDREDP2003@HOTMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:35.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MRESULT TECHNOLOGIES INCORPORATED,Stock,Withdrawn,1336646,2021-02-18,12 ROOSEVELT AVE.,MYSTIC,United States,06355,CT,MACIMMINO@MRESULT.COM,Foreign,2020-02-18,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:10:35.5266667,Annual report past due,,2019-04-01,MRESULT TECHNOLOGIES INCORPORATED,United States,,,,,,,,,,,,,,,,,
THE BLUSHING PEONY LLC,LLC,Active,1336647,2021-03-31,463 TODD RD,WOLCOTT,United States,06716,CT,LUCY.PRIG@YAHOO.COM,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:35.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
695 WEST LLC,LLC,Active,1336650,2022-03-31,695 WEST AVE,MILFORD,United States,06461,CT,demotors@hotmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:10:35.5266667,,,,,,,,,,,,,,,,,,,,,,
REGAN RENOVATIONS LLC,LLC,Active,1336651,2021-03-31,67 WALES RD,ANDOVER,United States,06232,CT,REGANRENOVATIONS2017@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:35.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"1352 RIVERBANK, LLC",LLC,Dissolved,1336652,2021-03-31,121 MADISON AVE APT 7D,NEW YORK,United States,10016,NY,EFILE1234@INCFILE.COM,Domestic,2020-02-18,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:35.5266667,,2021-03-31T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"E SEA CONSTRUCTION, LLC",LLC,Active,1336653,2021-03-31,78 POPLAR STREET,TRUMBULL,United States,06611,CT,ERIC.D.CYR@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:35.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
JC ESTATE LLC,LLC,Active,1336654,2022-03-31,248 KINNE ROAD,GLASTONBURY,United States,06033,CT,paulchen1014@msn.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:35.5266667,,,,,,,,,,,,,,,,,,,,,,
EC ESTATES LLC,LLC,Active,1336655,2022-03-31,248 KINNE ROAD,GLASTONBURY,United States,06033,CT,Paulchen1014@msn.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:10:35.5266667,,,,,,,,,,,,,,,,,,,,,,
BREATHING HOME LLC,LLC,Active,1336656,2022-03-31,6 CARISSA LN,GREENWICH,United States,06830,CT,ceciliasalvarredi@gmail.com,Domestic,2020-02-18,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),,2021-11-10 00:10:35.5266667,,,,,,,,,,,,,,,,,,,,,,
JE MARA,LLC,Active,1336657,2021-03-31,188 GARDNER AVE,NEW LONDON,United States,,CT,JACKWEINBERGJR@GMAIL.COM,Domestic,2020-02-18,CT,Connecticut,False,True,False,False,False,All Other Miscellaneous Manufacturing (339999),339999.0,2021-11-10 00:10:35.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"JJ HITCHCOCK, LLC",LLC,Active,1336660,2022-03-31,55 ELDERBERRY LANE,FAIRFIELD,United States,06824,CT,goldnerjay@gmail.com,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:35.5266667,,,,,,,,,,,,,,,,,,,,,,
GOVONI REAL ESTATE LLC,LLC,Active,1336661,2021-03-31,9 LEE LANE,ELLINGTON,United States,06029,CT,LYLEGOVONI1@ALLSTATE.COM,Domestic,2020-02-18,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:10:35.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
