name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address,mailing_jurisdiction_3,office_jurisdiction_3
TANGO COMMUNICATIONS LLC,LLC,Active,1333613,2022-03-31,30B VREELAND ROAD SUITE 110 PO BOX 674,FLORHAM PARK,United States,07932,NJ,Compliancemail@cscinfo.com,Foreign,2020-01-22,NJ,NJ,False,False,False,False,False,Marketing Consulting Services (541613),0.0,2021-11-10 00:08:38.9666667,,2020-01-08,TANGO COMMUNICATIONS LLC,United States,,,,,,,,,,,,,,,,,,,,,
KAELUS INC.,Stock,Active,1333614,2022-01-22,1101 N. FANCHER RD. SUITE B,SPOKANE VALLEY,United States,99212,WA,tsoseman@sosemanlaw.com,Foreign,2020-01-22,DE,DE,False,False,False,False,False,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals (334515),0.0,2021-11-10 00:08:39.4666667,,2020-01-13,KAELUS INC.,United States,,,,,,,,,,,,,,,,,,,,,
"BUBBLES BUYER, INC.",Stock,Withdrawn,1333615,2021-01-22,2005 E INDIAN SCHOOL RD.,PHOENIX,,85016,AZ,BLINDQUIST@LESL.COM,Foreign,2020-01-22,DE,DE,False,False,False,False,False,,0.0,2021-11-10 00:08:39.4666667,Annual report past due,2017-02-07,"BUBBLES BUYER, INC.",,,,,,,,,,,,,,,,,,,,,,
"COMMUNITY SOLAR, INC.",Non-Stock,Active,1333623,2022-01-30,555 SAVIN AVE,WEST HAVEN,United States,06516,CT,director@ctoxfordhouse.org,Domestic,2020-01-22,CT,Connecticut,False,False,True,True,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:08:39.4666667,,,,,,,,,,,,,,,,,,,,,,,,,
ZARMI BRA BOUTIQUE L.L.C.,LLC,Active,1333624,2022-03-31,316 CENTER ROCK GREEN,OXFORD,United States,06478,CT,zarmibraboutique@gmail.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),0.0,2021-11-10 00:08:39.4666667,,,,,,,,,,,,,,,,,,,,,,,,,
DG TILE REMODELING LLC,LLC,Active,1333625,2021-03-31,140 POPLAR ST,NEW HAVEN,,06513,CT,IRAMDIAZ201515@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.4666667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
LIMITLESS TRAVEL LLC,LLC,Active,1333626,2021-03-31,10 BRIARWOOD DR,WINDSOR,United States,06095,CT,LIMITLESSTRAVELBIZ@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Travel Agencies (561510),561510.0,2021-11-10 00:08:39.4666667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
WEBBS HILL PARTNERS LLC,LLC,Active,1333627,2021-03-31,309 LUKES WOOD ROAD,NEW CANAAN,,06890,CT,PATTIARIS@MSN.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,0.0,2021-11-10 00:08:39.4666667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"P & E ORRICO REALTY COMPANY, LLC",LLC,Active,1333628,2022-03-31,28 POND PLACE,COS COB,United States,06807,CT,eorrico@aol.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),0.0,2021-11-10 00:08:39.4666667,,,,,,,,,,,,,,,,,,,,,,,,,
"NAVAL AND MARITIME CONSORTIUM, INC.",Non-Stock,Active,1333629,2021-04-07,"UCONN, AVERY POINT CAMPUS 1084 SHENNECOSSETT RD., BPB306",GROTON,,06340,CT,ahalvordson@nmconsortium.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,0.0,2021-11-10 00:08:39.4666667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"APPLUS VELOSI AMERICA, LLC",LLC,Active,1333630,2022-03-31,3 SUGAR CREEK CENTER BLVD SUITE 600,SUGAR LAND,United States,77478,TX,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-01-22,TX,TX,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),0.0,2021-11-10 00:08:39.4666667,,2020-01-17,"APPLUS VELOSI AMERICA, LLC",United States,NONE,NONE,,,,,NONE,NONE,,,,,,,,,,,,,
315 MUSIC MOUNTAIN LLC,LLC,Active,1333634,2022-03-31,16 PINE STREET,CORNWALL,United States,06753,CT,deckerhubbardllc@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,,,,,,
SAGE HOME COMPANY LLC,LLC,Active,1333637,2021-03-31,19 PINECROFT RD.,GREENWICH,,06830,CT,,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
WOZA LLC,LLC,Active,1333640,2021-03-31,131 COLDSPRING XING,SOUTH GASTONBURY,,06073,CT,,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"PUTNAM TIRE, LLC",LLC,Active,1333642,2021-03-31,169 PROVIDENCE PIKE,PUTNAM,,06260,CT,,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.5133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"BITTERSWEET VENTURES, LLC",LLC,Active,1333646,2022-03-31,3 TRUMBULL ST.,WEST HAVEN,United States,06516,CT,BOOTLEG.ROCKS@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:39.5133333,,,,,,,,,,,,,,,,,,,,,,,,,
EXTREMELY RELIABLE PROFESSIONAL PAINTING LLC,LLC,Active,1333739,2021-03-31,183 POQUONOCK AVE,WINDSOR,United States,06095,CT,XRPPAINTING@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"562 AMITY ROAD, LLC",LLC,Active,1333743,2021-03-31,108 DOOLITTLE DRIVE,BETHANY,United States,06524,CT,ROBERT.DELLATORRE@SANTANDER.US,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
LINK AFFILIATE PROGRAM LLC,LLC,Active,1333744,2021-03-31,94 NURSERY RD.,RIDGEFIELD,United States,06877,CT,DSANDILANDS@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
REDPALETTE MEDIA LLC,LLC,Active,1333745,2022-03-31,16 OLD TURNPIKE RD.,BROOKFIELD,United States,06804,CT,redpalette10@yahoo.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
"DOYLE COFFIN INTERIOR DESIGN, LLC",LLC,Active,1333746,2022-03-31,158 DANBURY ROAD,RIDGEFIELD,United States,06877,CT,jody@jodyfierz.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Interior Design Services (541410),,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
MOON HOLLOW FARM LLP,LLP,Renunciated,1333748,2021-01-22,60 SIMSBURY ROAD,WEST GRANBY,United States,06090,CT,HEMP@MOONHOLLOW.ORG,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Crop Farming (111998),111998.0,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
AZIMUTH AVIATION LLC,LLC,Active,1333749,2022-03-31,600 GREAT MEADOW ROAD,STRATFORD,United States,06615,CT,accounting@fly-azimuth.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Nonscheduled Chartered Passenger Air Transportation (481211),481211.0,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
"MERLIN-MITALY, LLC",LLC,Active,1333750,2021-03-31,238 POST RD,FAIRFIELD,United States,06824,CT,KIMBA1473123@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"RONALD E. WYGONIK, DDS, LLC",LLC,Active,1333751,2022-03-31,184 ROUTE 81,KILLINGWORTH,United States,06419,CT,rewxyz@comcast.net,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Offices of Dentists (621210),,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
CBD THERAPEUTIC SOLUTIONS LLC,LLC,Active,1333752,2021-03-31,14 ARROWHEAD WAY APT 7,WOOBURY,United States,06798,CT,INFO@PMPHLLC.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
TAKO-K REALTY LLC,LLC,Active,1333753,2021-03-31,31 FRANKLIN AVENUE,HEWLETT,United States,11557,NY,MGKRAS@OPTONLINE.NET,Domestic,2020-01-22,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"FIFTH ELEMENT YOGA, LLC",LLC,Active,1333754,2021-03-31,28 MAIN STREET,REDDING,United States,06896,CT,5EYOGACT@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Fitness and Recreational Sports Centers (713940),713940.0,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
DOCS LLC,LLC,Active,1333755,2021-03-31,7 PALMER CT,RIDGEFIELD,United States,06877,CT,DETAILERONCALL@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"BLAQ DIAMONDZ AUTO DETAILING, LLC",LLC,Active,1333756,2021-03-31,1150 OLD COLONY ROAD UNIT 2,MERIDEN,United States,06451,CT,DIAMONDZBLAQ@YAHOO.COM,Domestic,2020-01-22,CT,Connecticut,False,False,True,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"DAMIAN INVESTMENT, LLC",LLC,Active,1333757,2021-03-31,66 KINGS HIGHWAY,NORTH HAVEN,United States,06473,CT,LARRY@LAWRENCELEVINSONLAW.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
JPL ENTERPRISES LLC,LLC,Active,1333758,2022-03-31,56 MCFADDEN DR.,WILTON,United States,06897,CT,johnlegaz@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,,,,,,
RDK INVESTMENTS LLC,LLC,Active,1333759,2021-03-31,4 WALNUT LN.,AVON,United States,06001,CT,RHLONGBOTTOM@OUTLOOK.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"MANNA TOAST WESTPORT, LLC",LLC,Active,1333760,2022-03-31,29 CHURCH LN,WESTPORT,United States,06880,CT,howie@mannatoast.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:37.5900000,,,,,,,,,,,,,,,,,,,,stacy@mannatoast.com,,,,,
DEWITT PLANNING LLC,LLC,Active,1333761,2021-03-31,68 PELICAN DR.,GROTON,United States,06340,CT,DEWITTPLANNING@OUTLOOK.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
11 CAMP LLC,LLC,Active,1333762,2022-03-31,312 BOSTON POST ROAD,ORANGE,United States,06477,CT,lenny.alvarez@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:37.6366667,,,,,,,,,,,,,,,,,,,,,,,,,
HELENA JAMES LLC,LLC,Active,1333763,2022-03-31,20 PUNKUP ROAD,OXFORD,United States,06478,CT,designedbycassandramiller@gmail.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:37.6366667,,,,,,,,,,,,,,,,,,,,,,,,,
NICKYALINA LLC,LLC,Active,1333764,2021-03-31,51 NORTH AVE,MERIDEN,United States,06451,CT,WILSONMARTINEZ4497@YAHOO.COM,Domestic,2020-01-22,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:37.6366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"FAIRFIELD COUNTY LAW GROUP, LLC",LLC,Active,1333766,2021-03-31,799 SILVER LANE,TRUMBULL,United States,06611,CT,BOYERLAW@YAHOO.COM,Domestic,2020-01-22,CT,Connecticut,True,False,True,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:08:37.6366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"COASTAL KENNELS, LLC",LLC,Active,1333767,2022-03-31,2 COURT HOUSE SQUARE SUITE 5,NORWICH,United States,06360,CT,silvertrailsanimalinn@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),532289.0,2021-11-10 00:08:37.6366667,,,,,,,,,,,,,,,,,,,,,,,,,
SAGE SALON LLC,LLC,Active,1333770,2021-03-31,577 ARROWHEAD LANE,ORANGE,United States,06477,CT,CMAKLA@YAHOO.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:37.6366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
HONEY PIE LLC,LLC,Active,1333772,2021-03-31,3 WATCH HILL,WESTPORT,United States,06880,CT,CARLYM0410@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Children's and Infants' Clothing Stores (448130),448130.0,2021-11-10 00:08:37.6366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
S&S ELECTRIC LLC,LLC,Active,1333773,2022-03-31,137 DALE ROAD,WETHERSFIELD,United States,06109,CT,dm@s-selectric.net,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:08:37.6366667,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIALBOIL, INC.",Stock,Active,1333774,2021-01-22,283 NEW BRITAIN AVE,HARTFORD,United States,06106,CT,INFO@SOCIALBOIL.COM,Foreign,2020-01-22,DE,DE,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:37.6366667,Annual report past due,2020-01-02,"SOCIALBOIL, INC.",United States,,,,,,,,,,,,,,,,,,,,,
EARATIONAL REAL ESTATE INVESTMENTS LLC,LLC,Active,1333776,2021-03-31,29 W LAKELAND STREET,BAY SHORE,United States,11706,NY,EARATIONAL@YAHOO.COM,Domestic,2020-01-22,NY,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.6366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
YOUNG FOREVER LLC,LLC,Active,1333778,2021-03-31,31 SAMPSON ST,BRIDGEPORT,United States,06606,CT,EFILE1234@INCFILE.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SANCTUARY SPACE LLC,LLC,Active,1333779,2022-03-31,79 MAPLE ST APT 3,NEW HAVEN,United States,06511,CT,Jr.joel.frazier@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),,2021-11-10 00:08:37.6366667,,,,,,,,,,,,,,,,,,,,,,,,,
"CHYLINSKI MEDIA, LLC",LLC,Active,1333780,2022-03-31,1178 SILAS DEANE HIGHWAY  APT 309,WETHERSFIELD,United States,06109,CT,danielle@chylinskimedia.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:37.6366667,,,,,,,,,,,,,,,,,,,,,,,,,
SERENITY MASSAGE AND WELLNESS LLC,LLC,Active,1333781,2021-03-31,370 WEST MAIN ST,STAMFORD,,06902,CT,EFILE1234@INCFILE.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CARMEL STREET MARKETING SOLUTIONS LLC,LLC,Active,1333782,2021-03-31,9 CARMEL STREET,WATERBURY,United States,06704,CT,MICHAELMITCHELL9678@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ARNOLD ASSETS CT, LLC",LLC,Active,1333783,2022-03-31,354 EAST STREET,PLAINVILLE,United States,06062,CT,gsessionsarnold@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
ALLEN LANDSCAPING LLC,LLC,Active,1333785,2022-03-31,48 ELIZABETH ST,WEST HAVEN,United States,06516,CT,robertbell5225@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Home and Garden Equipment Repair and Maintenance (811411),811411.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
T N LANDSCAPING CORPORATION,Stock,Active,1333786,2022-01-27,13-B MOUNTAINVILLE RD,DANBURY,United States,06810,CT,t.nlandscaping@yahoo.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,100.0,,,,,,,,
"FOUR DADS, LLC",LLC,Active,1333788,2022-03-31,18 HARTFORD AVE,GRANBY,United States,06035,CT,Fourdadspub@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,True,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
"HBN H&M, LLC",LLC,Active,1333793,2022-03-31,C/O THE HB NITKIN GROUP 230 MASON STREET,GREENWICH,United States,06905,CT,pchristian@hbnitkin.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
"323 AUDUBON, LLC",LLC,Active,1333795,2022-03-31,388 EAST MAIN STREET,BRANFORD,United States,06405,CT,bard@snet.net,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
"ESSEX MOVING COMPANY, LLC",LLC,Active,1333796,2021-03-31,63 BUSHY HILL ROAD,IVORYTON,United States,06442,CT,ESSEXMOVINGCOMPANY@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Used Household and Office Goods Moving (484210),484210.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"SUR-MESURE ESTATE & LIFESTYLE SERVICES, LLC",LLC,Active,1333797,2022-03-31,5 CRANBURY ROAD,NORWALK,United States,06851,CT,Laurence@sur-mesureestates.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Private Households (814110),814110.0,2021-11-10 00:08:37.6700000,,,,,,,,,,,,,,,,,,,,,,,,,
"ANGELICA WALTER, LLC",LLC,Active,1333798,2021-03-31,"365 MATHER STREET, UNIT 12",HAMDEN,United States,06514,CT,ANGELICA.WALTER@SLALOM.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PROFESSIONAL PRETTYS LLC,LLC,Active,1333799,2021-03-31,454 THOMPSON AVE.,EAST HAVEN,United States,06512,CT,PROFESSIONALPRETTYS@YAHOO.COM,Domestic,2020-01-22,CT,Connecticut,True,False,True,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:37.6700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
LOUGH & COMPANY LLC,LLC,Active,1333800,2022-03-31,43 FEATHERBED LANE,BRANFORD,United States,06405,CT,HELLO@PAINTEDBYTHESHORE.COM,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Fine Arts Schools (611610),611610.0,2021-11-10 00:08:38.2933333,,,,,,,,,,,,,,,,,,,,,,,,,
"VR IT CONSULTING, LLC",LLC,Active,1333801,2022-03-31,143 HOYT STREET APT 7J,STAMFORD,United States,06905,CT,vrupolo@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:38.2933333,,,,,,,,,,,,,,,,,,,,,,,,,
771 ORANGE LLC,LLC,Active,1333802,2021-03-31,31 ELIZABETH TERRACE,NORTH HAVEN,United States,06473,CT,VDELUCIA@SNET.NET,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
FAWN VALLEY FARM LLC,LLC,Active,1333803,2021-03-31,600 WILDCAT HILL RD,HARWINTON,United States,06791,CT,WILDCATEXC@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,True,False,False,False,Forest Nurseries and Gathering of Forest Products (113210),113210.0,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
WELLNESS WITCHERY LLC,LLC,Active,1333804,2021-03-31,135 WILKINSON ST.,PUTNAM,United States,06260,CT,AMONDOR1807@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
THE VIDEO DUDE PRODUCTIONS LLC,LLC,Active,1333805,2021-03-31,79 DODGINGTOWN RD UNIT 1,BETHEL,,06801,CT,THEVIDEODUDE01@GMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
1473 THOMASTON AVE LLC,LLC,Active,1333806,2022-03-31,641 MARSHALL LAKE TD,TORRINGTON,United States,06790,CT,phucbui12@yahoo.com,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:38.2933333,,,,,,,,,,,,,,,,,,,,,,,,,
"HIP HOP 1001, INC.",Non-Stock,Active,1333807,2021-01-27,48 HAZALWOOD AVENUE,BRIDGEPORT,United States,06605,CT,JONLETT@HOTMAIL.COM,Domestic,2020-01-22,CT,Connecticut,False,False,True,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
TJW AUTO SERVICES LLC,LLC,Active,1333808,2022-03-31,81 ABBEY LANE,WINDSOR,United States,06095,CT,tyrell.wellington@gmail.com,Domestic,2020-01-22,CT,Connecticut,False,False,True,False,False,All Other Automotive Repair and Maintenance (811198),811211.0,2021-11-10 00:08:38.2933333,,,,,,,,,,,,,,,,,,,,,,,,,
"THIS WAY UP, LLC",LLC,Active,1333809,2022-03-31,15 ARGYLE AVENUE,WEST HARTFORD,United States,06107,CT,SAMYSAMYSAMY33@YAHOO.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:38.2933333,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ENGLAND CYCLE CENTER, LLC",LLC,Active,1333810,2021-03-31,262 MARLBOROUGH STREET,PORTLAND,United States,06480,CT,GLAW@LOGALCT.COM,Domestic,2020-01-22,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:08:38.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
EMPOWER CLAY CO. LLC,LLC,Active,1333811,2022-03-31,11 GLORIA HEIGHTS,PORTLAND,United States,06480,CT,empowerclayco@gmail.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:38.2933333,,,,,,,,,,,,,,,,,,,,,,,,,
"JAC PROPERTY RENTAL, LLC",LLC,Active,1333812,2022-03-31,519 COOKE STREET,FARMINGTON,United States,06032,CT,jclement@modernmech.com,Domestic,2020-01-22,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:38.2933333,,,,,,,,,,,,,,,,,,,,,,,,,
"A LIVING TRIBUTE, LLC",LLC,Active,1333813,2022-03-31,"300 DELAWARE AVE, STE 210-A",WILMINGTON,United States,19801,DE,EFILE1234@INCFILE.COM,Foreign,2020-01-22,DE,DE,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:38.2933333,,2020-01-22,"A LIVING TRIBUTE, LLC",United States,"300 DELAWARE AVE, STE 210-A, WILMINGTON, DE, 19801, United States","300 DELAWARE AVE, STE 210-A",WILMINGTON,DE,19801,United States,"300 DELAWARE AVE STE 210-A, WILMINGTON, DE, 19801, United States",300 DELAWARE AVE STE 210-A,WILMINGTON,DE,19801,United States,,,,,,,,,
