name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address
"SOUTHEASTERN CONNECTICUT ORGANIZATION FOR RACIAL EQUITY, INC.",Non-Stock,Active,Annual report due,1359045,2021-12-14,"58 PENNSYLVANIA AVE SUITE 2, #5",NIANTIC,United States,06357,CT,SECT4RACIALEQUITY@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Civic and Social Organizations (813410),813410.0,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,,,
SJW RENTAL PROPERTIES LLC,LLC,Active,Annual report past due,1359046,2021-03-31,10 SAMPSON TERR,DANBURY,United States,06810,CT,DOCUMENTS@DIRECTINCORP.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,,,
SAUCY MEL LLC,LLC,Active,,1359047,2022-03-31,36 STONYBROOK RD,NORWALK,United States,06851,CT,saucymels@gmail.com,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,,,
LONG ISLAND DENTIST P.C.,Stock,Active,Annual report past due,1359049,2021-09-16,"2250 86TH STREET, 2ND FLOOR",BROOKLYN,United States,11214,NY,M.MALINDDS@GMAIL.COM,Foreign,2020-09-16,NY,NY,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:39.5866667,2020-09-18,LONG ISLAND DENTIST P.C.,United States,,,,,,,,,,,,,,,,,,,
ROBERTO SALAZAR LANDSCAPE DESIGN LLC,LLC,Active,,1359050,2022-03-31,94 Elm St,Danbury,United States,06810-6506,CT,R.BERTOSALAZARUSA@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,B,,
TINGELING'S EVENT PLANNING & RENTALS LLC,LLC,Active,Annual report past due,1359051,2021-03-31,197 DEACON STREET,BRIDGEPORT,United States,06607,CT,TINGELINGEVENTPLANNINGRENTALS@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,,,
"OZANNE EDUCATION, LLC",LLC,Dissolved,,1359052,2021-03-31,94 RINGS END ROAD,DARIEN,United States,06820,CT,JHO@JHOZANNE.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,"Trust, Fiduciary, and Custody Activities (523991)",523991.0,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,2021-07-19T00:00:00.000,,,,,
"COMBAT VETERAN COMMUNITY REVITALIZATION PARTNERSHIP FOUNDATION, INC.",Non-Stock,Active,First report past due,1359053,2020-12-15,No information provided,,,,,,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,,,
IRIE NATURAL LLC,LLC,Dissolved,,1359054,2021-03-31,100 PEARL STREET FLOOR 14,HARTFORD,United States,06103,CT,IRIENATURALCO@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,2021-04-21T00:00:00.000,,,,,
Harrington Realty LLC,LLC,Active,,1359055,2022-03-31,2389 Main St,Glastonbury,United States,06033-4617,CT,harrington.joshua@outlook.com,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),561720.0,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,ste100,,
EK CONSULTING & STRATEGIES LLC,LLC,Active,Annual report past due,1359056,2021-03-31,3336 FAIRFIELD AVE 102,BRIDGEPORT,United States,,CT,ERIKA@TOBEPRAISED.COM,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:12:39.5866667,,,,,,,,,,,,,,,,,,,,,,
"CHRISTINE HOME CARE, LLC",LLC,Active,,1359057,2022-03-31,339 SAUNDERS AVE,BRIDGEPORT,United States,06606,CT,hsj_rico@hotmail.com,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
NIGHTINGALE COACH LLC,LLC,Active,Annual report past due,1359058,2021-03-31,83 DUNCAN DRIVE,GREENWICH,,06831,CT,,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
A SIMPLE PATH LLC,LLC,Active,Annual report past due,1359059,2021-03-31,1234 SUMMER STREET 4TH FLOOR,STAMFORD,United States,06905,CT,LLEGIERSE@SBCGLOBAL.NET,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,Outpatient Mental Health and Substance Abuse Centers (621420),621420.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
AUTONOMOUS TRUCKING LLC,LLC,Active,,1359060,2022-03-31,442 PAINTER DRIVE UNIT 205,WEST HAVEN,United States,06516,CT,autonomousservice@gmail.com,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
MOTIFF LLC,LLC,Active,Annual report past due,1359061,2021-03-31,141 SHEFFIELD AVE APT 2B,NEW HAVEN,United States,06511,CT,MOTIFFSHAW@YAHOO.COM,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
EAST28 TRANSPORT LLC,LLC,Active,,1359062,2022-03-31,37 HOLLOW TREE RD,NORWALK,United States,06854,CT,esusmail@gmail.com,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
"THE NEST SANCTUARY FOR WOMEN, INC",Non-Stock,Active,First report past due,1359063,2020-12-15,No information provided,,,,,MERRIE1231@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
CLAIRE TULLY PHOTOGRAPHY LLC,LLC,Active,,1359065,2022-03-31,3 PARK AVE,OLD GREENWICH,United States,06870,CT,claire@clairetullyphotography.com,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
ENRICHMENT HOME CARE LLC,LLC,Dissolved,,1359066,2021-03-31,1266 EAST MAIN STREET SUITE 700R,STAMFORD,United States,06902,CT,ANGELICA.SINISCALCHI@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Services for the Elderly and Persons with Disabilities (624120),624120.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,2021-03-19T00:00:00.000,,,,,
"JEN LUBLIN DESIGN, LLC",LLC,Active,,1359067,2022-03-31,380 HITCHCOCK RD UNIT 198,WATERBURY,United States,06705,CT,info@jenlublindesign.com,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
EL NOPAL MEXICAN RESTAURANT LLC,LLC,Active,Annual report past due,1359068,2021-03-31,1950 PARK ST,HARTFORD,United States,06106,CT,EVENCIOJIMENEZ05@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
"FRANKLIM PROPERTIES, LLC",LLC,Active,,1359070,2022-03-31,32 WINDBROOK DR,SUFFIELD,United States,06078,CT,franklimproperties@gmail.com,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
"KJD SERVICE, LLC",LLC,Active,Annual report past due,1359071,2021-03-31,99 GLENWOOD,BLOOMFIELD,United States,06002,CT,JUNCREATOR@YAHOO.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2600000,,,,,,,,,,,,,,,,,,,,,,
CONSTELLATION COMMERCIAL REAL ESTATE ADVISORS LLC,LLC,Active,,1359073,2022-03-31,163 ROEBLING STREET OFC 6,BROOKLYN,United States,11211,NY,grs@constellationrea.com,Foreign,2020-09-16,NY,NY,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:40.2600000,2020-09-16,CONSTELLATION COMMERCIAL REAL ESTATE ADVISORS LLC,United States,,"4011 KLONDIKE ROAD, LONG EDDY, NY, 12760, United States",4011 KLONDIKE ROAD,LONG EDDY,NY,12760,United States,"4011 KLONDIKE ROAD, LONG EDDY, NY, 12760, United States",4011 KLONDIKE ROAD,LONG EDDY,NY,12760,United States,,,,,,
CROSSCOUNTRY CONSULTING II LLC,LLC,Active,,1359074,2022-03-31,1600 TYSONS BLVD. SUITE 1100,MCLEAN,United States,22102,VA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-09-16,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:12:40.2600000,2020-09-01,CROSSCOUNTRY CONSULTING II LLC,United States,,"1600 TYSONS BLVD. SUITE 1100, MCLEAN, VA, 22102, United States",1600 TYSONS BLVD. SUITE 1100,MCLEAN,VA,22102,United States,"1600 TYSONS BLVD. SUITE 1100, MCLEAN, VA, 22102, United States",1600 TYSONS BLVD. SUITE 1100,MCLEAN,VA,22102,United States,,,,,,
"CERTAINTY TITLE, LLC",LLC,Active,,1359075,2022-03-31,150 E 52ND STREET SUITE 4002,NEW YORK,United States,10022,NY,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-09-16,DE,DE,False,False,False,False,False,Direct Title Insurance Carriers (524127),,2021-11-10 00:12:40.3833333,2020-09-15,"CERTAINTY TITLE, LLC",United States,,,,,,,,,,,,,,,,,,,
RELIABLE HOME BUYERS LLC,LLC,Active,Annual report past due,1359076,2021-03-31,705 RAINBOW RD,WINDSOR,United States,06095,CT,RELIABLEHOMEBUYERLLC@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
OPERA PROVIDENCE INC.,Non-Stock,Active,,1359077,2022-11-16,16 JEROME ROAD,NEW LONDON,United States,06320,CT,RDEROBBIO@HOTMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,True,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
DOGPOUND STRENGTH & FITNESS LLC,LLC,Active,,1359078,2022-03-31,11 BREWSTER STREET,COVENTRY,United States,06238,CT,Dogpoundfitct@gmail.com,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
"MICHELS POWER, INC.",Stock,Active,,1359080,2022-09-16,817 MAIN STREET,BROWNSVILLE,United States,53006,WI,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-09-16,DE,DE,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),237130.0,2021-11-10 00:12:40.3833333,2020-09-16,"MICHELS POWER, INC.",United States,,,,,,,,,,,,,,,,,,,
SAI CONSTRUCTION LLC,LLC,Active,,1359081,2022-03-31,369 MIDDLESEX ROAD,DARIEN,United States,06820,CT,ARPITA@MUCHHAL.COM,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
"GR INVESTORS GROUP, LLC",LLC,Active,,1359082,2022-03-31,415 NORTH WASHINGTON AVENUE,BRIDGEPORT,United States,06604,CT,afebles@afebleslaw.com,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
SMITHMADE ESSENTIALS LLC,LLC,Active,,1359083,2022-03-31,1861 CHAPEL STREET,NEW HAVEN,United States,06515,CT,kiah@smithmade-essentials.com,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Soap and Other Detergent Manufacturing (325611),325611.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
"HOMECARE1, LLC",LLC,Active,,1359084,2022-03-31,164 MASON STREET,GREENWICH,United States,06830,CT,jpmuir@homecareconnectors.com,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Employment Placement Agencies (561311),561311.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
SHAYKIES BY SHAY LLC,LLC,Active,Annual report past due,1359085,2021-03-31,8 ASH CIRCLE,TRUMBULL,United States,06611,CT,INFO@SHAYKIESBYSHAY.COM,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
ANTIQUE LIGHTING & MORE LLC,LLC,Active,Annual report past due,1359088,2021-03-31,143 W BROAD ST,PAWCATUCK,United States,06379,CT,GERRICHARLIE@SBCGLOBAL.NET,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
IZZY CATH LLC,LLC,Active,,1359089,2022-03-31,130 WEST STREET,DANBURY,United States,06810,CT,diane@eatjustice.com,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
MALLY MAL LLC,LLC,Active,,1359090,2022-03-31,130 WEST STREET,DANBURY,United States,06810,CT,diane@eatjustice.com,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
KKC?S TRUCKING ?LIMITED LIABILITY COMPANY?,LLC,Active,Annual report past due,1359091,2021-03-31,19 RUTLAND ST,HARTFORD,United States,06120,CT,KENO22K@YAHOO.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
"EATZY DE, INC.",Stock,Active,,1359092,2022-09-16,38 POND RD,OLD SAYBROOK,United States,06475,CT,DW@EATZY.COM,Foreign,2020-09-16,DE,DE,False,False,False,False,False,Local Messengers and Local Delivery (492210),492210.0,2021-11-10 00:12:40.3833333,2020-09-21,"EATZY, INC.",United States,,,,,,,,,,,,,,,,,,,
MORGAN GROUP PROPERTIES LLC,LLC,Active,,1359093,2022-03-31,114 MORGAN ST #330,STAMFORD,United States,06905,CT,Akimwhitaker@gmail.com,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:40.3833333,,,,,,,,,,,,,,,,,,,,,,
RIVERFRONT WELDING & FABRICATION LLC,LLC,Active,,1359094,2022-03-31,5 SHARON COURT,SHELTON,United States,06484,CT,RIVERFRONTWELDINGFAB@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Fabricated Metal Product Manufacturing (332999),332999.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
DEEP INTENTIONS BAND LLC,LLC,Active,Annual report past due,1359095,2021-03-31,7 LOCK UP BOX 6,SALISBURY,United States,06068,CT,HDYKE@ATT.NET,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",711410.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
26 THREE LAKE LLC,LLC,Active,Annual report past due,1359096,2021-03-31,33 DURANT ST,STAMFORD,United States,06902,CT,RONNYCEBALLO@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
DAVES TIRE & AUTO REPAIR LLP,LLP,Active,,1359097,2022-09-16,43 NORTH ELM ST,CANAAN,United States,06018,CT,DAVESTIRE@COMCAST.NET,Domestic,2020-09-16,CT,Connecticut,False,True,False,False,False,Used Car Dealers (441120),441120.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
WOOL & COTTON LLC,LLC,Active,Annual report past due,1359099,2021-03-31,244 MIDDLETOWN AVENUE,EAST HAMPTON,United States,06424,CT,WOOLANDCOTTON@PROTONMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
MIND BLOOM PSYCHOTHERAPY PLLC,LLC,Active,Annual report past due,1359101,2021-03-31,1922 MILL PLAIN RD,FAIRFIELD,United States,06824,CT,ZIARAMINDBLOOM@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
AUGMENTED INDUSTRY SERVICES LLC,LLC,Active,,1359102,2022-03-31,14 THATCHER TER,FARMINGTON,United States,06032,CT,jberklas@augserve.com,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
"BROWN HARRIS STEVENS CONNECTICUT, LLC",LLC,Active,,1359103,2022-03-31,671 POST ROAD,DARIEN,United States,06820,CT,esaunders@halstead.com,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
COZY OAK AVENUE LLC,LLC,Active,,1359104,2022-03-31,1 DIXIE LANE,NORWALK,,06850,CT,YASMEENIS@YAHOO.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
"EDWARDS & SON, LLC",LLC,Active,Annual report past due,1359105,2021-03-31,690 ALBANY AVENUE UNIT A,HARTFORD,United States,06112,CT,PETEEDWARDS2424@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
A FAMILY PAINTING LLC,LLC,Active,Annual report past due,1359106,2021-03-31,168 BAILEYVILLE ROAD,MIDDLEFIELD,United States,06455,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
GOLDEN SOHO LLC,LLC,Active,Annual report past due,1359107,2021-03-31,850 HARTFORDTPKE SUITE P220,WATERFORD,United States,06385,CT,AMYMAIDIEP@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,Nail Salons (812113),812113.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
EDM LLC,LLC,Active,Annual report past due,1359108,2021-03-31,48 LANE ST,SEYMOUR,United States,06483,CT,PAWELLIPIEC@AOL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
"P.A.C. ADMINISTRATION, LLC",LLC,Active,,1359109,2022-03-31,463 CONGRESS AVENUE APT 201,NEW HAVEN,United States,06519,CT,everyonesfavoriteassistant@gmail.com,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
LINDA'S OP NAILS LLC,LLC,Active,Annual report past due,1359110,2021-03-31,136 CENTER ST,MANCHESTER,United States,06040,CT,LIENPHAM712020@YAHOO.COM,Domestic,2020-09-16,CT,Connecticut,True,False,False,False,False,Nail Salons (812113),812113.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
KAP NAILS LLC,LLC,Active,Annual report past due,1359111,2021-03-31,139 S MAIN ST,COLCHESTER,United States,06415,CT,QUOCDAT128@YAHOO.COM,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Nail Salons (812113),812113.0,2021-11-10 00:12:41.1200000,,,,,,,,,,,,,,,,,,,,,,
UNCLE T'S LLC,LLC,Active,Annual report past due,1359112,2021-03-31,573 N MAIN STREET,WATERBURY,United States,06704,CT,UNCLETSCARIBBEAN@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
"DAN5PR, LLC",LLC,Active,,1359113,2022-03-31,"2514 WHITNEY AVENUE, SUITE 185218",HAMDEN,United States,06518,CT,svgorti@gmail.com,Domestic,2020-09-16,CT,Connecticut,True,False,True,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
EMMANUEL-ADONAI LAWN CARE AND TREE SERVICES LLC,LLC,Active,,1359115,2022-03-31,184 LIBERTY ST 1ST FLOOR,MERIDEN,United States,06451,CT,TREJOALEYDI123@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
"SEESQUARED, LLC",LLC,Active,Annual report past due,1359116,2021-03-31,156 BENSON ST,BRIDGEPORT,United States,06606,CT,NESSAD@SEESQUARED.IO,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
"FOSS HILL CAPITAL PARTNERS, LLC.",LLC,Active,,1359117,2022-03-31,45 WYLLYS AVE,MIDDLETOWN,United States,06459,CT,fosshillcapital@outlook.com,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Other Financial Vehicles (525990),525990.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
14 CHESTNUT CT LLC,LLC,Active,Annual report past due,1359118,2021-03-31,179 NEJAKO DR,MIDDLETOWN,United States,06457-2057,CT,MCAM343@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
4WOMEN FOUNDATION INC,Non-Stock,Active,First report past due,1359119,2020-12-15,No information provided,,,,,4WOMENFOUNDATION@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
LEVEL CONSTRUCTION LLC.,LLC,Active,Annual report past due,1359120,2021-03-31,1141 AMOSTOWN RD,WEST SPRINGFIELD,United States,01089,MA,LEVELCONSTRUCTION2017@GMAIL.COM,Foreign,2020-09-16,MA,MA,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:42.6800000,2020-09-16,LEVEL CONSTRUCTION LLC.,United States,,"1141 AMOSTOWN RD, WEST SPRINGFIELD, MA, 01089, United States",1141 AMOSTOWN RD,WEST SPRINGFIELD,MA,01089,United States,"1141 AMOSTOWN RD, WEST SPRINGFIELD, MA, 01089, United States",1141 AMOSTOWN RD,WEST SPRINGFIELD,MA,01089,United States,,,,,,
12 ST CLAIRE LLC,LLC,Active,Annual report past due,1359121,2021-03-31,12 SAINT CLAIRE AVENUE,OLD GREENWICH,United States,06870,CT,JTHALER@JATCAPITAL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
SAFEWAY ELECTRIC LLC,LLC,Active,Annual report past due,1359122,2021-03-31,33 ALPINE,BRIDGEPORT,United States,06610,CT,JDPHOON@GMAIL.COM,Domestic,2020-09-16,CT,Connecticut,False,False,True,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:12:42.6800000,,,,,,,,,,,,,,,,,,,,,,
