name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,billing_unit,reason_for_administrative,category_survey_email_address
JOAQUIN CAMACHO JR. ENTERPRISES LLC,LLC,Active,1382960,2022-03-31,19 BROWN STREET,HARTFORD,United States,06144,CT,JOAQUINCAMACHOJR.ENTERPRISES.LLC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Book Publishers (511130),2021-11-10 00:06:10.0933333,,,,,,,,,,,,,,,,,,,,,,
BACK OFFICE STAFFING SOLUTIONS LLC,LLC,Active,1383013,2022-03-31,46 FRANKLIN AVENUE,MIDLAND PARK,United States,07432,NJ,NEIL@BACKOFFICESTAFFINGSOLUTIONS.COM,Domestic,2021-03-17,NJ,Connecticut,False,False,False,False,False,Temporary Help Services (561320),2021-11-10 00:06:10.6566667,,,,,,,,,,,,,,,,,,,,,,
CARBELLA LLC,LLC,Active,1383048,2022-03-31,87 JEREMIAHS WAY,GLASTONBURY,United States,06073,CT,JEANKATIGBAK@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:15.2966667,,,,,,,,,,,,,,,,,,,,,,
OPOSSIBILITY LLC,LLC,Active,1383049,2022-03-31,39 CORAM CT,MILFORD,United States,06461,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:11.8433333,,,,,,,,,,,,,,,,,,,,,,
PROJECT STANLEY LLC,LLC,Active,1383047,2022-03-31,17 ASPENWOOD DRIVE,WEATOGUE,United States,06089,CT,ARICCIO@PROJECTSTANLEY.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:06:05.4533333,,,,,,,,,,,,,,,,,,,,,,
THE COMPLETE CATHOLIC LLC,LLC,Active,1383046,2022-03-31,"1111 HOPE STREET, APT 11",STAMFORD,United States,06907,CT,THECOMPLETECATHOLIC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),2021-11-10 00:06:13.1733333,,,,,,,,,,,,,,,,,,,,,,
PERFECT TEMP HEATING COOLING AND REFRIGERATION LLC,LLC,Active,1383059,2022-03-31,46 KINGSBURY ROAD,BRIDGEPORT,United States,06610,CT,AKEEM.PTHVACR@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,True,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2021-11-10 00:06:12.5166667,,,,,,,,,,,,,,,,,,,,,,
THE INDIGO RAE EXPERIENCE LLC,LLC,Active,1383057,2022-03-31,115 MAPLE STREET FLOOR 3,NEW HAVEN,United States,06511,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:13.2033333,,,,,,,,,,,,,,,,,,,,,,
MLG PAINTING LLC,LLC,Active,1383058,2022-03-31,36 OAKLAND AVE EXD,DANBURY,United States,06811,CT,MULTISERVICE@7STATECT.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:06:12.5300000,,,,,,,,,,,,,,,,,,,,,,
ANGEL PAWS I LLC,LLC,Active,1383014,2022-03-31,100 HEMLOCK ROAD UNIT 8-2,BRANFORD,United States,06405,CT,LAURENLESH@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),2021-11-10 00:06:13.2666667,,,,,,,,,,,,,,,,,,,,,,
"A.M. LOPRESTE, INC.",Stock,Active,1383055,2022-03-17,6 FARM RD,SAINT JAMES,United States,11780-1204,NY,AMLOPRESTE@YAHOO.COM,Foreign,2021-03-17,NY,NY,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:12.4533333,,,2021-05-03,"A.M. LOPRESTE, INC.",United States,,,,,,,,,,,,,,,,,
MAD BODY FITNESS LLC,LLC,Active,1382997,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@REGISTEREDAGENTSINC.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:03.5933333,,,,,,,,,,,,,,,,,,,,,,
CURATED BY KIM WEDDINGS AND EVENTS LLC,LLC,Active,1382995,2022-03-31,415 Boston Post Rd,Milford,United States,06460-2578,CT,HELLO@CURATEDBYKIM.NET,Domestic,2021-03-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:06:04.9533333,,,,,,,,,,,,,,,,,,,,,,
KSH EMPIRE GROUP LLC,LLC,Active,1383050,2022-03-31,37A COOPER ST APT 3F,BROOKLYN,United States,11207,NY,KIMBERLY@KSHEMPIREGROUP.COM,Foreign,2021-03-17,NY,NY,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:04.9533333,,,2021-03-22,KSH EMPIRE GROUP LLC,United States,,,,,,,,,,,,,,,,,
ASTELLA PAINTING AND HOME IMPROVEMENT LLC,LLC,Active,1382962,2022-03-31,21 FOOTHILLS WAY,BLOOMFIELD,United States,06002,CT,ASTELLAHOMEIMPROVEMENT@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:25.9933333,,,,,,,,,,,,,,,,,,,,,,
AFFLUENT VIRTUES LLC,LLC,Active,1382964,2022-03-31,2490 BLACK ROCK TPKE. #169,FAIRFIELD,United States,06825,CT,COMPANY@AFFLUENTVIRTUES.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:27.4133333,,,,,,,,,,,,,,,,,,,,,,
ABOVE ALL BOUTIQUE LLC,LLC,Active,1382963,2022-03-31,115 E MAIN STREET,VERNON ROCKVILLE,United States,06066,CT,ABOVEALLBOUTIQUESTORE@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:16.5633333,,,,,,,,,,,,,,,,,,,,,,
SCHOOL STREET DELI MART LLC,LLC,Dissolved,1382855,2022-03-31,60 SCHOOL ST,VERNON,United States,06066,CT,SALESSI@COMCAST.NET,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),2021-11-10 00:06:24.1600000,2021-06-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
"SWBC INSURANCE SERVICES, INC.",Stock,Active,1384114,2022-03-17,9311 SAN PEDRO AVE. STE 600,SAN ANTONIO,,78216,TX,LEGAL@SWBC.COM,Foreign,2021-03-17,TX,TX,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:06:25.9600000,,,2021-03-15,"SWBC INSURANCE SERVICES, INC.",,,,,,,,,,,,,,,,,,
ASSISTABLE PRODUCTS LLC,LLC,Active,1382993,2022-03-31,16 SIGNAL HILL RD,BROOKFIELD,United States,06804,CT,SALES@STANZME.COM,Domestic,2021-03-17,CT,Connecticut,True,False,True,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",2021-11-10 00:06:26.6033333,,,,,,,,,,,,,,,,,,,,,,
"BCSFM, LLC",LLC,Active,1383085,2022-03-31,2900 ST. MICHAEL DRIVE SUITE 304,TEXARKANA,United States,75503,TX,ACCOUNTING@BCSDATACENTEROPERATIONS.COM,Foreign,2021-03-17,TX,TX,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",2021-11-10 00:06:27.4000000,,,2021-04-01,"BCSFM, LLC",United States,"PO BOX 7209, TEXARKANA, TX, 75505, United States",PO BOX 7209,TEXARKANA,TX,75505,United States,"2900 ST. MICHAEL DRIVE SUITE 304, TEXARKANA, TX, 75503, United States",2900 ST. MICHAEL DRIVE SUITE 304,TEXARKANA,TX,75503,United States,,,,,
GL TILE LLC,LLC,Active,1383056,2022-03-31,126 TRIANGLE ST APT B17,DANBURY,United States,06810,CT,GEFERSONGBRANDAO@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),2021-11-10 00:06:16.6266667,,,,,,,,,,,,,,,,,,,,,,
VALESTRA TOOLS LLC,LLC,Active,1382927,2022-03-31,232 MUNSON ROAD,WOLCOTT,United States,06716,CT,CALMCWAID@SBCGLOBAL.NET,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:06:21.2700000,,,,,,,,,,,,,,,,,,,,,,
"A TOUCH OF LIGHT, LLC",LLC,Active,1382909,2022-03-31,440 ROUTE 198,WOODSTOCK,United States,06282,CT,MAC10528@YAHOO.COM,Domestic,2021-03-17,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:06:20.5666667,,,,,,,,,,,,,,,,,,,,,,
MAIN STREET HOSPITALITY CONSULTING LLC,LLC,Active,1382911,2022-03-31,1114 MAIN STREET,BRANFORD,United States,06405,CT,HOMEBRANFORD@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:23.3933333,,,,,,,,,,,,,,,,,,,,,,
"THE CENTER FOR URBAN BIBLICAL EDUCATION, INC.",Non-Stock,Active,1382890,2021-06-15,No information provided,,,,,,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:03.9166667,,,,,,,,,,,,,,,,,,First report past due,,,,
COGNETTA HOMES LLC,LLC,Active,1382910,2022-03-31,202 DANS HIGHWAY,NEW CANAAN,United States,06840,CT,COGNETTAHOMES@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2021-11-10 00:04:14.8566667,,,,,,,,,,,,,,,,,,,,,,
"NALLAPANENI CONSULTANTS, LLC",LLC,Active,1384646,2022-03-31,12001 SIMSBURY CT,GLEN ALLEN,,23059-5591,VA,NLP007@HOTMAIL.COM,Foreign,2021-03-17,VA,VA,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:04:16.2000000,,,2021-03-17,"NALLAPANENI CONSULTANTS, LLC",,"12001 SIMSBURY CT, GLEN ALLEN, VA, 23059-5591,",12001 SIMSBURY CT,GLEN ALLEN,VA,23059-5591,,"12001 SIMSBURY CT, GLEN ALLEN, VA, 23059-5591,",12001 SIMSBURY CT,GLEN ALLEN,VA,23059-5591,,,,,,
JESSIE'S STORE LLC,LLC,Active,1382889,2022-03-31,182 QUINNIPIAC STREET,WALLINFORD,United States,06492,CT,JESSICAPRIETO2016@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:04:07.6333333,,,,,,,,,,,,,,,,,,,,,,
AGAPE COUNSELING SERVICES LLC,LLC,Active,1383113,2022-03-31,150 WINSTED NORFOLK ROAD,COLEBROOK,United States,06021,CT,SARAH.RANAUDO@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,True,False,False,False,False,Outpatient Mental Health and Substance Abuse Centers (621420),2021-11-10 00:04:06.9466667,,,,,,,,,,,,,,,,,,,,,,
M & A ROOFING AND CONSTRUCTION LLC,LLC,Active,1382928,2022-03-31,36 WORTH ST FLR2,BRIDGEPORT,United States,06604,CT,MEVA19GG@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Roofing Contractors (238160),2021-11-10 00:04:05.4933333,,,,,,,,,,,,,,,,,,,,,,
CLARION ARCADE INVESTORS LLC,LLC,Active,1383066,2022-03-31,80 GRENNAN RD,WEST HARTFORD,United States,06107,CT,JCHAPMAN@ARCADEPARTNERS.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:04:11.5266667,,,,,,,,,,,,,,,,,,,,,,
GAVILANES CONSTRUCTION LLC,LLC,Active,1382987,2022-03-31,34 SMITH ST APT1,NEW BRITAIN,United States,06053,CT,KRISTALMONTANEZ26@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:04:10.2600000,,,,,,,,,,,,,,,,,,,,,,
"SOMETHING SPECTACULAR, LLC",LLC,Active,1384129,2022-03-31,48 QUAKER FARM RD,OXFORD,,06478,CT,SOMETHINGSPECTACULARLLC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:04:14.8566667,,,,,,,,,,,,,,,,,,,,,,
"OTO CONNECTICUT, LLC",LLC,Active,1382891,2022-03-31,293 BRIDGE STREET SUITE 500,SPRINGFIELD,United States,01103,MA,SULLIVAN@OTO-ENV.COM,Foreign,2021-03-17,MA,MA,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:04:25.6700000,,,2021-03-15,"OTO CONNECTICUT, LLC",United States,,,,,,,,,,,,,,,,,
"POSIGEN, LLC",LLC,Active,1383065,2022-03-31,"819 CENTRAL AVE, STE. 210",JEFFERSON,United States,70121,LA,SMCCAY@POSIGEN.COM,Foreign,2021-03-17,USA,USA,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:04:25.6533333,,,2021-03-26,"POSIGEN, LLC",United States,"819 CENTRAL AVE, STE. 210, JEFFERSON, LA, 70121, United States","819 CENTRAL AVE, STE. 210",JEFFERSON,LA,70121,United States,"819 CENTRAL AVE, STE. 210, JEFFERSON, LA, 70121, United States","819 CENTRAL AVE, STE. 210",JEFFERSON,LA,70121,United States,,,,,
GLOBAL DISPATCH XPRESS LLC,LLC,Active,1383068,2022-03-31,1245 FARMINGTON AVE #1099,WEST HARTFORD,United States,06107,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Freight Transportation Arrangement (488510),2021-11-10 00:04:17.7466667,,,,,,,,,,,,,,,,,,,,,,
"DIANA B. DAVIS PSYCHOTHERAPY, LLC",LLC,Active,1383062,2022-03-31,36 MALLORY HILL ROAD,RIDGEFIELD,United States,06877,CT,DIANABDAVIS@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:04:28.3733333,,,,,,,,,,,,,,,,,,,,,,
"124 OLD ZOAR, LLC",LLC,Active,1382874,2022-03-31,131 OLD ZOAR ROAD,MONROE,United States,06468,CT,DIGSUPDIRT@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:18.9500000,,,,,,,,,,,,,,,,,,,,,,
NYSA STEEL LLC,LLC,Active,1382871,2022-03-31,35 CLAUDIA DRIVE APT 418,WEST HAVEN,United States,06516,CT,NYSASTEELLLC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:04:20.9833333,,,,,,,,,,,,,,,,,,,,,,
EAST COAST SECURITY PRODUCTS LLC,LLC,Active,1382888,2022-03-31,67 PUTNAM AVE,HAMDEN,United States,06517,CT,ECOASTSECURITY@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),2021-11-10 00:04:23.0133333,,,,,,,,,,,,,,,,,,,,,,
54-58 TRUMBULL LLC,LLC,Active,1383025,2022-03-31,19 HOWE ST.,NEW HAVEN,,06511,CT,SAM@PIKEINTL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:04:24.9833333,,,,,,,,,,,,,,,,,,,,,,
ALLIED HOME CARE LLC,LLC,Active,1383076,2022-03-31,28 WILLOW ST.,WEST HAVEN,United States,06516,CT,ALLIEDHOMECARELLC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,True,False,False,Home Health Care Services (621610),2021-11-10 00:04:17.0900000,,,,,,,,,,,,,,,,,,,,,,
ARETE ASSOCIATES INC,Stock,Active,1384086,2022-03-17,9301 CORBIN AVENUE SUITE 2000,NORTHRIDGE,,91324,CA,,Foreign,2021-03-17,CA,CA,False,False,False,False,False,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",2021-11-10 00:04:19.5900000,,,2021-02-01,ARETE ASSOCIATES,,,,,,,,,,,,,,,,,,
"R. DUBORD TOOLS, LLC",LLC,Active,1384662,2022-03-31,104 TRIPP RD,ELLINGTON,,06029,CT,,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Hardware Stores (444130),2021-11-10 00:04:29.0933333,,,,,,,,,,,,,,,,,,,,,,
CDJ XPRESS OF EAST HARTFORD LLC,LLC,Dissolved,1383060,2022-03-31,798 SIVER LANE,EAST HARTFORD,United States,06118,CT,CRABDUJOUR@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:04:26.9366667,2021-06-04T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
MASSAGED BY AMY LLC,LLC,Active,1383141,2022-03-31,15 BACKUS AVENUE STE 24,DANBURY,United States,06810,CT,AMYDIAZLMT@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2021-11-10 00:04:26.9366667,,,,,,,,,,,,,,,,,,,,,,
DE LASA & GALLAGHER DESIGN LLC,LLC,Active,1382985,2022-03-31,195 LAKE AVENUE,GREENWICH,United States,06830,CT,KYLEDELASAINTERIORS@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Interior Design Services (541410),2021-11-10 00:04:24.3566667,,,,,,,,,,,,,,,,,,,,,,
ALL STAR SIGNS LLC,LLC,Active,1383024,2022-03-31,203 ELIZABETH STREET APT 2,DERBY,United States,06418,CT,MSLEAJORDAN@YAHOO.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Sign Manufacturing (339950),2021-11-10 00:04:29.7000000,,,,,,,,,,,,,,,,,,,,,,
"THE FARMS COUNTRY CLUB FOUNDATION, INC.",Non-Stock,Active,1384091,2022-05-13,180 CHESHIRE ROAD,WALLINGFORD,United States,06492,CT,RICHARD@FARMSCC.ORG,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Other Grantmaking and Giving Services (813219),2021-11-10 00:04:29.0600000,,,,,,,,,,,,,,,,,,,,,,
88 FARWELL STREET LLC,LLC,Active,1382986,2022-03-31,88 FARWELL STREET,WEST HAVEN,United States,06516,CT,RAY@BIOCLEANCT.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:04:25.5466667,,,,,,,,,,,,,,,,,,,,,,
MERRIKAL EMPLOYMENT SERVICES LLC,LLC,Active,1382873,2022-03-31,1245 FARMINGTON AVE #1100,WEST HARTFORD,United States,06107,CT,INFO@MERRIKALSTAFFING.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Professional Organizations (813920),2021-11-10 00:04:20.9966667,,,,,,,,,,,,,,,,,,,,,,
GREEN STATE ENERGY SOLUTIONS LLC,LLC,Active,1383026,2022-03-31,146 ROUTE 34,HOLMDEL,,07733,NJ,KRISTINE@GREENSTATEENERGY.COM,Foreign,2021-03-17,NJ,NJ,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:04:27.6866667,,,2021-03-17,GREEN STATE ENERGY SOLUTIONS LLC,,,,,,,,,,,,,,,,,,
DORNBRACHT AMERICAS INC.,Stock,Active,1382872,2022-03-17,1700 EXECUTIVE DRIVE S. SUITE 600,DULUTH,United States,30096,GA,RBANKS@DORNBRACHTGROUP.COM,Foreign,2021-03-17,GA,GA,False,False,False,False,False,Plumbing Fixture Fitting and Trim Manufacturing (332913),2021-11-10 00:04:18.9366667,,,2021-03-16,DORNBRACHT AMERICAS INC.,United States,,,,,,,,,,,,,,,,,
THE CT PHANTOM LLC,LLC,Dissolved,1383061,2022-03-31,107 BENHAM RD APT 10,GROTON,United States,06340,CT,SUPPORT@CT-PHANTOM.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),2021-11-10 00:04:25.0133333,2021-05-10T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
MINERAL DISTRO LLC,LLC,Active,1383067,2022-03-31,167 CHERRY ST #195,MILFORD,United States,06460,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Other Grocery and Related Products Merchant Wholesalers (424490),2021-11-10 00:04:22.2333333,,,,,,,,,,,,,,,,,,,,,,
LLE ENTERPRISES L.L.C.,LLC,Active,1383078,2022-03-31,94 CHERRY HILL DRIVE,BRIDGEPORT,United States,06606,CT,LELLIOTT80@HOTMAIL.COM,Domestic,2021-03-17,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:20.2466667,,,,,,,,,,,,,,,,,,,,,,
"BODINH, LLC",LLC,Active,1384686,2022-03-31,16 BURMA RD,WOODBRIDGE,,06525,CT,LMBERKLEY@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:04:25.6233333,,,,,,,,,,,,,,,,,,,,,,
1AK STEAM CLEANING LLC,LLC,Active,1383063,2022-03-31,49 HOPEVILLE DR,WATERBURY,United States,06706,CT,1AKSTEAMCLEANING@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,True,False,False,Car Washes (811192),2021-11-10 00:04:32.5600000,,,,,,,,,,,,,,,,,,,,,,
LOS GOT FLAVAS LLC,LLC,Active,1383064,2022-03-31,100 TRUMBULL ST APT 307,HARTFORD,United States,06103,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Shoe Stores (448210),2021-11-10 00:04:35.0933333,,,,,,,,,,,,,,,,,,,,,,
SANTIAGO & CIRESOLA CONSTRUCTION LLC,LLC,Active,1383008,2022-03-31,83 GARFIELD AVE,DANBURY,United States,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:04:32.6566667,,,,,,,,,,,,,,,,,,,,,,
"CORE DG, LLC",LLC,Active,1383009,2022-03-31,155 W MARKET STREET SUITE 200,YORK,United States,17401,PA,VNELSON@CORE-DESIGNGROUP.COM,Foreign,2021-03-17,PA,PA,False,False,False,False,False,Architectural Services (541310),2021-11-10 00:04:33.7966667,,,2021-03-17,"CORE DG, LLC",United States,"155 W MARKET STREET SUITE 200, YORK, PA, 17401, United States",155 W MARKET STREET SUITE 200,YORK,PA,17401,United States,"155 W MARKET STREET SUITE 200, YORK, PA, 17401, United States",155 W MARKET STREET SUITE 200,YORK,PA,17401,United States,,,,,
ISLAND CHO LLC,LLC,Active,1383007,2022-03-31,101 WHALLEY AVE APT 2,NEW HAVEN,United States,06511,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:04:37.0633333,,,,,,,,,,,,,,,,,,,,,,
"TUCKUP, LLC",LLC,Active,1384667,2022-03-31,300 FLANDERS RD,EAST LYME,,06333,CT,,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:04:31.9366667,,,,,,,,,,,,,,,,,,,,,,
"SCRATCH TO TABLE WITH TRANG, LLC",LLC,Active,1383079,2022-03-31,330 MAIN STREET,MIDDLETOWN,United States,06457,CT,HARMONYTL@YAHOO.COM,Domestic,2021-03-17,CT,Connecticut,True,False,True,False,False,Mobile Food Services (722330),2021-11-10 00:04:34.5166667,,,,,,,,,,,,,,,,,,,,,,
MARIA?S FASHION BOUTIQUE LLC,LLC,Active,1382867,2022-03-31,51 YORKSHIRE LANE,WINDSOR,United States,06095,CT,TAIMIEREZ2019@YAHOO.COM,Domestic,2021-03-17,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:04:37.0800000,,,,,,,,,,,,,,,,,,,,,,
HEART OF THE STATE SANITIZING CLEANING COMPANY LLC,LLC,Active,1382876,2022-03-31,31 MERRILL STREET,HARTFORD,United States,06106-2913,CT,HEARTOFTHESTATELLC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Carpet and Upholstery Cleaning Services (561740),2021-11-10 00:04:40.2966667,,,,,,,,,,,,,,,,,,,,,,
TADA INVESTORS LLC,LLC,Active,1382919,2022-03-31,"509 FOREST AVE, SUITE 250",PORTLAND,,04101,ME,KEVIN.ROSE@WISHROCKGROUP.COM,Foreign,2021-03-17,ME,ME,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:35.6866667,,,2021-01-31,TADA INVESTORS LLC,,,,,,,,,,,,,,,,,,
CENTER FOR ASSESSMENT & PSYCHOTHERAPY LLC,LLC,Active,1383006,2022-03-31,25 CHURCH HILL RD,NEWTOWN,United States,06470,CT,DRMARYMURPHYPHD@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:04:35.6866667,,,,,,,,,,,,,,,,,,,,,,
MVL PAINTING & JANITORIAL SVC INC,Stock,Active,1382881,2022-03-17,13 BOXWOOD LANE,DANBURY,,06811,CT,,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:04:40.1866667,,200.0,,,,,,,,,,,,,,,,,,,,
MARKY REALTY LLC,LLC,Active,1383010,2022-03-31,"300 SCHRAFFTS DRIVE, UNIT 1",WATERBURY,United States,06705,CT,FAVORITEINVESTMENTS1@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:04:38.8300000,,,,,,,,,,,,,,,,,,,,,,
"MINTURNO MINNOWS, LLC",LLC,Active,1383034,2022-03-31,11 THOMPSON ROAD,STORRS-MANSFIELD,United States,06268,CT,TORCHIOTOUCH@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:41.5300000,,,,,,,,,,,,,,,,,,,,,,
SEASIDE COMMERCE LLC,LLC,Dissolved,1382866,2022-03-31,69 ROCKRIDGE LANE,STAMFORD,United States,06903,CT,SEASIDECOMMERCELLC@GMAIL.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:04:46.4233333,2021-04-23T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
EMC PAINTING LLC,LLC,Active,1382880,2022-03-31,378 HAWLEY AVE,BPT,United States,06606,CT,EMCPAINTINGS@OUTLOOK.COM,Domestic,2021-03-17,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:04:50.9533333,,,,,,,,,,,,,,,,,,,,,,
