name,business_type,status,accountnumber,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,annual_report_due_date,country_formation,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,total_authorized_shares,sub_status,mailing_international_address,dissolution_date,mail_jurisdiction,record_address,records_address_street,records_address_state,records_address_zip_code,records_address_country,records_address_city
Stratford SD Spa LLC,LLC,Active,2346284,,1804 Barnum Ave,,Stratford,United States,06614-5306,CT,ctndy2@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:06:41.6533333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Staffing Solutions LLC,LLC,Active,2346288,2021-09-20,236 Market St,,Locust,United States,28097-9438,NC,courtney@trinityroofinspections.com,Trinity Staffing Solutions LLC,Foreign,2021-09-17,NORTH CAROLINA,NORTH CAROLINA,False,False,False,False,False,Employment Placement Agencies (561311),2021-11-10 00:06:41.7166667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Contracting LLC,LLC,Active,2346295,2021-11-01,300 Field Club Ridge Rd,,Pittsburgh,United States,15238-2422,PA,nick@pinecontracting.com,Pine Contracting LLC,Foreign,2021-09-17,PENNSYLVANIA,PENNSYLVANIA,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:06:41.7000000,2022-03-31,,,"300 Field Club Ridge Rd, Pittsburgh, PA, 15238-2422, United States",300 Field Club Ridge Rd,,Pittsburgh,PA,15238-2422,United States,"300 Field Club Ridge Rd, Pittsburgh, PA, 15238-2422, United States",300 Field Club Ridge Rd,,Pittsburgh,PA,15238-2422,United States,,,,,,,,,,,,
"Clothes for Humans, LLC",LLC,Active,2346313,,20 George Ave,,Groton,United States,06340-4918,CT,kano@kinnaman.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),2021-11-10 00:06:41.6700000,2022-03-31,United States,david@nicholsash.com,,,,,,,,,,,,,,,,,,,,,,,,,,
THE ROOFING K LLC,LLC,Active,2346315,,42 Mountain View Dr,,Brookfield,United States,06804-1416,CT,atlantisllc@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:41.7166667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heritage Park Farm, LLC",LLC,Active,2346316,,625 Sterling Road,,Sterling,United States,06377,CT,sweetprovidence@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Beef Cattle Ranching and Farming (112111),2021-11-10 00:06:41.7500000,2022-03-31,United States,sweetprovidence@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
The Goldshare Group LLC,LLC,Active,2346320,,42 Lake Avenue Ext,# 258,Danbury,United States,06811,CT,mordche@msmhomesny.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:41.7500000,2022-03-31,United States,crennico@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
J Taylor Transportation LLC,LLC,Active,2346325,,652 Hillside Ave,,Hartford,United States,06106-4533,CT,1alwiliams@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:06:41.7000000,2022-03-31,United States,1alwiliams@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
ElevateYourStatus LLC,LLC,Active,2346331,,191 Farrell Rd,,Waterbury,United States,06706-2330,CT,entityspecialist@1800accountant.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,All Other Travel Arrangement and Reservation Services (561599),2021-11-10 00:06:41.6700000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH STAR LAMP & CHANDELIER RESTORATION LLC,LLC,Active,2346347,,13 DEVON AVENUE,,NORWALK,United States,06850-2906,CT,northstarlamp1@yahoo.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Appliance Repair and Maintenance (811412),2021-11-10 00:06:41.7000000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elaine Rodriguez Enterprises, LLC",LLC,Active,2346346,,3 Trolley Pl,10,Norwalk,United States,06853-2016,CT,elaine@elainerodriguez.com,,Domestic,2021-09-17,Connecticut,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2021-11-10 00:06:41.6866667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
KarmaMind LLC,LLC,Active,2346348,,850 Pacific Street #424,,Stamford,United States,06902,CT,marissa.mieke@icloud.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:06:41.6866667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALVES FLOORS LLC,LLC,Active,2346342,,71 Burnsford Ave,,Bridgeport,United States,06606-3515,CT,kellysouzadmv@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:41.6700000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pembroke Gold & More LLC,LLC,Active,2346350,,86 Route 37,2,New Fairfield,United States,06812,CT,pembrokegold@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,True,False,False,False,False,,2021-11-10 00:06:41.6700000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL Rios LLC,LLC,Active,2346358,,5 Warner Street Ext,5A,Hartford,United States,06114,CT,tlriosllc@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAMUNAY LLC,LLC,Active,2346360,,749 Saybrook Rd,,Middletown,United States,06457-4742,CT,nish@winebeermart.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Brothers Transportation LLC,LLC,Active,2346374,,16 Michaud Rd,,Danbury,United States,06810-4013,CT,carlsonpierre76@yahoo.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:41.7166667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVA TRANSPORTATION LLC,LLC,Active,2346368,,124 River Rd Ext,D,Greenwich,United States,06807,CT,camfitnesstrainer@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,All Other Transit and Ground Passenger Transportation (485999),2021-11-10 00:06:41.7166667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBERSON SERVICES LLC,LLC,Active,2346369,,1758 Park St,Apt 301,Hartford,United States,06106-2146,CT,albersonborges22@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:06:41.6700000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Admin Hero LLC,LLC,Active,2346375,,951 Briarwood Ave,,Bridgeport,United States,06604-2005,CT,reyesjessicai@outlook.com,,Domestic,2021-09-17,Connecticut,Connecticut,True,False,True,False,False,Office Administrative Services (561110),2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Auto Sound L.L.C.,LLC,Active,2346373,,297 W Main St,,Norwich,United States,06360-5430,CT,nickautosound@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,True,False,False,Tiendas de repuestos y accesorios automotrices (441310),2021-11-10 00:06:41.6866667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmview Circle LLC,LLC,Active,2346379,,42 Lake Avenue Ext,#258,Danbury,United States,06811,CT,mordche@msmhomesny.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:41.7333333,2022-03-31,United States,crennico@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS MARIACHIS 1 Incorporated,Stock,Active,2346380,,,,,,,,jalvarado@rohuer.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:06:41.7166667,2021-12-16,United States,,,,,,,,,,,,,,,,,100.0,First report due,,,,,,,,,
House Of Passions L.L.C.,LLC,Active,2346384,,76 Center St,,Waterbury,United States,06702-2140,CT,pbrown3443@gmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,True,False,True,False,True,,2021-11-10 00:06:41.6700000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunare LLC,LLC,Active,2346394,,70 smith st,,West haven,United States,06516,CT,lunare219@hotmail.com,,Domestic,2021-09-17,Connecticut,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:06:41.7500000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOW LLC,LLC,Active,2346420,,34 EAST MAIN ST,2,MYSTIC,United States,06355,CT,mysticfood@live.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:41.7166667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxury at Lans LLC,LLC,Active,2346425,,2 Yellow Green Rd,,Middletown,United States,06457-4922,CT,info@luxuryandlan.com,,Domestic,2021-09-17,Connecticut,Connecticut,False,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:06:41.6533333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A.J. LETIZIO SALES & MARKETING, INC.",Stock,Active,2346926,2019-01-01,55 ENTERPRISE DRIVE,,WINDHAM,USA,03087,NH,ALETIZIO@AJLETIZIO.COM,"A.J. LETIZIO SALES & MARKETING, INC.",Foreign,2021-09-17,,NEW HAMPSHIRE,False,False,False,False,False,541613,2021-11-10 00:06:45.3266667,2022-09-20,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
J & TT BROTHERS HOME IMPROVEMENT LLC,LLC,Active,2346929,,888 PEARL HARBOR ST,,BRIDGEPORT,UNITED STATES,06610,CT,,,Domestic,2021-09-17,,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.2966667,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONEORIGIN FOUNDATION INC.,Non-Stock,Active,2346935,,,,,,,,,,Domestic,2021-09-17,,Connecticut,False,False,False,False,False,,2021-11-10 00:06:45.3266667,2021-12-16,,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
HUDSON BAY ACQUISITION LLC,LLC,Active,2346982,2021-09-17,"C/O DECCAN VALUE INVESTORS L.P. ONE FAWCETT PLACE, FLOOR 2",,GREENWICH,USA,06830,CT,operations@deccanvalue.com,HUDSON BAY ACQUISITION LLC,Foreign,2021-09-17,,DELAWARE,False,False,False,False,False,,2021-11-10 00:06:45.3266667,2022-03-31,USA,,"850 NEW BURTON ROAD, SUITE 201, DOVER, DE, 19904, United States","850 NEW BURTON ROAD, SUITE 201",,DOVER,DE,19904,United States,"850 NEW BURTON ROAD, SUITE 201, DOVER, DE, 19904, United States","850 NEW BURTON ROAD, SUITE 201",,DOVER,DE,19904,United States,,,,,,,,,,,,
"FAMIGLIA CONSTRUCTION, LLC",LLC,Active,2357790,2021-08-01,4 ROGERS PLACE,,MANCHESTER,USA,06040,CT,,"FAMIGLIA CONSTRUCTION, LLC",Foreign,2021-09-17,,TEXAS,False,False,False,False,False,,2021-11-10 00:06:47.6700000,2022-03-31,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BANASKY, AN ALERA INSURANCE AGENCY, LLC",LLC,Active,2358658,2021-09-17,"THREE PARKWAY NORTH, SUITE 500",,DEERFIELD,UNITED STATES,60015-2544,IL,,"BANASKY, AN ALERA INSURANCE AGENCY, LLC",Foreign,2021-09-17,,DELAWARE,False,False,False,False,False,524210,2021-11-10 00:06:48.2966667,2022-03-31,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNOA PHARMA LLC,LLC,Active,2358774,2021-11-01,201 TRESSER BOULEVARD,,STAMFORD,UNITED STATES,06901,CT,rocana.aleali@pharma.com,KNOA PHARMA LLC,Foreign,2021-09-17,,DELAWARE,False,False,False,False,False,,2021-11-10 00:06:48.3100000,2022-03-31,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZayCar Mobile Wash LLC,LLC,Active,2345766,,21 Ridge Rd,,Wallingford,United States,06492-2931,CT,ken@zaycarmobilewash.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Car Washes (811192),2021-11-10 00:06:41.6866667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jess's Sweets & Crafts LLC,LLC,Active,2346441,,83 Belmont St,,New Britain,United States,06053-3505,CT,rosadojessy@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,True,False,True,False,False,Cookie and Cracker Manufacturing (311821),2021-11-10 00:06:41.7500000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiral Light Ventures Inc,Stock,Active,2346445,,,,,,,,mauricelara@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Wholesale Trade Agents and Brokers (425120),2021-11-10 00:06:41.7500000,2021-12-17,United States,,,,,,,,,,,,,,,,,10000.0,First report due,,,,,,,,,
Wells Electric LLC,LLC,Active,2346449,,365 Allentown Rd,Unit 25,Bristol,United States,06010-1605,CT,callmesparky@outlook.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:06:41.6700000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blossum Within LLC,LLC,Active,2346458,,650 Prospect Ave,,Hartford,United States,06105-4289,CT,blossumwithin21@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,True,False,True,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2021-11-10 00:06:41.7500000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRUNI LLC,LLC,Active,2346474,,35 Wyman St,,Waterbury,United States,06710-1827,CT,oneoakagency@yahoo.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROAD WARRIOR'S TRANSPORTING LLC,LLC,Active,2346480,,2 Armonk St,suite 138,Greenwich,United States,06830-5803,CT,danielleccampbell72@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,All Other Transit and Ground Passenger Transportation (485999),2021-11-10 00:06:41.6533333,2022-03-31,United States,cowdendeborah605@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Tots Childcare and Learning Center LLC,LLC,Active,2346478,,35 Princeton St,,Bridgeport,United States,06605-2962,CT,wendy.whittingham@yahoo.com,,Domestic,2021-09-18,Connecticut,Connecticut,True,False,True,False,False,,2021-11-10 00:06:41.7000000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J&S SunShine Getaways, LLC",LLC,Active,2346495,,19 McLean St,,Hartford,United States,06114-2626,CT,jssunshinegetaways@yahoo.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:41.6533333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
A91 Customs LLC,LLC,Active,2346481,,11 Knollwood Lane,,West Granby,United States,06090,CT,snackrock@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Nonupholstered Wood Household Furniture Manufacturing (337122),2021-11-10 00:06:41.6533333,2022-03-31,United States,snackrock@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
A Touch of Health Massage Therapy LLC,LLC,Active,2346496,,5 Newington Road,,West Hartford,United States,06110,CT,touch-health@sbcglobal.net,,Domestic,2021-09-18,Connecticut,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:41.6533333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOOO SUPREME MOVERS & HAULAGE LLC,LLC,Active,2346499,,125 Johnson Ct,,Stratford,United States,06615-6517,CT,sooosuprememovers@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:41.7500000,2022-03-31,United States,sooosuprememovers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Adventure Vans LLC,LLC,Active,2346504,,159 Johnson Street,,Torrington,United States,06790,CT,jordon@northeastadventurevans.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",2021-11-10 00:06:41.7500000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarlett Candles L.L.C.,LLC,Active,2346507,,31 Kimberly Ave,,New Haven,United States,06519-2411,CT,scarlettcandlesllc@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Bobbitt Construction LLC,LLC,Active,2346511,,90 Belmont St,,Fairfield,United States,06824-6204,CT,t.o.bobbitt@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:41.6533333,2022-03-31,United States,t.o.bobbitt@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"KF Consulting, LLC",LLC,Active,2346517,,3 Aquila Rd,,Stamford,United States,06902-5419,CT,krisanne51@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:06:41.7166667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATIVE AND ADVANCED CONSTRUCTION SERVICES LLC,LLC,Active,2346526,,77 Cowles St,1 FL,Bridgeport,United States,06607-2102,CT,contact@amesur.net,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-11-10 00:06:41.7333333,2022-03-31,United States,contact@amesur.net,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSTITUTION STATE LABOR LLC,LLC,Active,2346529,,123 COOK ST  2FL,,WATERBURY,United States,06710,CT,constitutionstatelabor@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:41.6866667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WALLY DRYWALL, LLC. Limited Liability Company",LLC,Active,2346536,,41 Wall St.,1,Waterbury,United States,06705,CT,tripon2688@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
806 Ventures LLC,LLC,Active,2346539,,290 Newtown St,,Middletown,United States,06457-4246,CT,806ventures@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,True,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:06:41.7333333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Mountain Realty Partners L.L.C.,LLC,Active,2346542,,89 Robert Treat Dr,D,Milford,United States,06460,CT,tanicedoman@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,True,False,True,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:06:41.6533333,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge roofing LLC,LLC,Rejected,2346553,,37 Hill St,,Waterbury,United States,06704-3466,CT,jorgekago@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:06:41.7000000,,United States,groupmembersllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMOR TRANSPORTATION LLC,LLC,Active,2346557,,349 Wooster St,,Naugatuck,United States,06770-3155,CT,lamortransport@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:06:41.6866667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
VK Services LLC,LLC,Active,2346570,,110 Exeter St,,Bridgeport,United States,06606-3818,CT,vkservicesgroup@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-11-10 00:06:41.7166667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tint City LLC,LLC,Active,2346592,,138 Glendale Ave,,Hartford,United States,06106,CT,tintcityhartford@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Automotive Glass Replacement Shops (811122),2021-11-10 00:06:41.7500000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuddy Shopping LLC,LLC,Active,2346588,,5 Stanton Rd,,Clinton,United States,06413-2733,CT,chuddyllc2021@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:06:41.7000000,2022-03-31,United States,skesh83@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,
SIBECO LLC,LLC,Active,2346608,,1127 High Ridge Rd,196,Stamford,United States,06905-1203,CT,denisimo149@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),2021-11-10 00:06:41.7500000,2022-03-31,United States,denisimo149@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Jacks LLC,LLC,Active,2346622,,36 Hearthstone Dr,,Hebron,United States,06248-1202,CT,jacktarca9@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:41.6866667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brand Urban, LLC",LLC,Active,2346646,2022-01-01,413 W 14th St,236,New York,United States,10014-1023,NY,taryn@brandurbanre.com,"Brand Urban, LLC",Foreign,2021-09-18,NEW YORK,NEW YORK,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:45.7966667,2022-03-31,,,"413 W 14th St, 236, New York, NY, 10014-1023, United States",413 W 14th St,236,New York,NY,10014-1023,United States,"413 W 14th St, 236, New York, NY, 10014-1023, United States",413 W 14th St,236,New York,NY,10014-1023,United States,,,,,,,,,,,,
Kalinga Sports Corporation,Non-Stock,Active,2346650,,,,,,,,kalingasports2021@gmail.com,,Domestic,2021-09-18,Connecticut,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),2021-11-10 00:06:45.3433333,2021-12-17,United States,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
