name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,total_authorized_shares,dissolution_date,billing_unit,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
JM NEWINGTON LLC,LLC,Active,1396184,2022-03-31,2251 LANDMARK PLACE,MANASQUAN,United States,08736,NJ,LDEBELLO@JERSEYMIKES.COM,Domestic,2021-06-14,NJ,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.2166667,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235 WEST IVY STREET RENOVATIONS LLC,LLC,Active,1396186,2022-03-31,23132 TOWN WALK DRIVE,HAMDEN,United States,06518,CT,SUPREMEJUSTICE457@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:31.8600000,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APEX PERSONAL TRAINING LLC,LLC,Active,1396045,2022-03-31,25 DEER RUN,BETHEL,United States,06801,CT,APEXPT26@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.9366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMITLESS HOLDINGS LLC,LLC,Active,1396168,2022-03-31,216 OAK RIDGE LANE,MILFORD,United States,06461,CT,LIMITLESSHOLDINGSS@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.6866667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARA PATEL DESIGNS LLC,LLC,Active,1396165,2022-03-31,42 WENTWORTH DR,SOUTH WINDSOR,United States,06074,CT,DHARAPATEL0807@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:37.0933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPECC SERVICES LLC,LLC,Active,1396066,2022-03-31,47 COTTAGE STREET,MANCHESTER,United States,06040-5415,CT,VENICEBROWN8@ICLOUD.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.1100000,Home Health Care Services (621610),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REVIVE US MINISTRIES, LLC",LLC,Active,1396166,2022-03-31,48 CRESCENT PL,BRIDGEPORT,United States,06608,CT,ADMIN@THISISREVIVEUS.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:50.9400000,Religious Organizations (813110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM AUTO TRANSPORT INC,Stock,Active,1396182,2021-09-12,No information provided,,,,,NOELHNIEVES@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:53.3333333,,,,,,,,,,,,,,,,,First report past due,,10000.0,,,,,,,,,,,,,
"ROMA CONSTRUCTION, INC.",Stock,Active,1396090,2022-08-30,630 Plainfield Road,Jewett City,United States,06351,CT,PCAMPUTARO@AMERICANIND.NET,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:56.8033333,"Highway, Street, and Bridge Construction (237310)",,,,,,,,,,,,,,,,,2021-06-14,1000.0,,,,,,,,,,,,,
TOTAL ACCOUNT MANAGEMENT LLC,LLC,Active,1396167,2022-03-31,435 BUCKLAND ROAD,SOUTH WINDSOR,United States,06074,CT,EASIAS1@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:54.6166667,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLUNTEER LOUDER LLC,LLC,Active,1396047,2022-03-31,587 HAVILAND RD.,STAMFORD,United States,06903,CT,RENEE@VOLUNTEERLOUDER.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:53.9600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOVING FREIGHT LLC,LLC,Active,1396185,2022-03-31,86 CELANTANO DR,NAUGATUCK,United States,06770,CT,GALBERTHR@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:42.8766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJR GENERAL CONSTRUCTION LLC,LLC,Active,1395995,2022-03-31,36 LINCOLN AVE,DANBURY,United States,06810,CT,JAIRORODRIGUEZ1990JR@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:52.8800000,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEEKLY CATALYSTS LLC,LLC,Active,1396046,2022-03-31,29 SYLVAN KNOLL RD.,STAMFORD,United States,06902,CT,WEEKLYCATALYSTS@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:43.5633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FONZ MOTORCYCLE ACADEMY LLC,LLC,Active,1396065,2022-03-31,121 OXFORD RD,MILFORD,United States,06460,CT,FONZMOTORCYCLEACADEMY@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,True,True,False,False,2021-11-10 00:04:53.3333333,All Other Miscellaneous Schools and Instruction (611699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRANDON'S LIMITED EDITION STORE, LLC",LLC,Active,1396048,2022-03-31,9 NEWFIELD ST,NORWALK,United States,06850,CT,BRANDON.SIMMONS0618@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:54.6466667,Supermarkets and Other Grocery (except Convenience) Stores (445110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLOSS HANDYMAN SERVICES LLC,LLC,Active,1396063,2022-03-31,140 REDCOAT RD.,WATERBURY,United States,06704,CT,KLOSSCOMPLETESERVICES@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:48.0933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGLESIA PENTECOSTAL VISION CELESTIAL 2 INC,Non-Stock,Active,1396089,2021-09-12,No information provided,,,,,CTBIZREG@YAHOO.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:51.5233333,,,,,,,,,,,,,,,,,First report past due,,,,,,,,,,,,,,,
"HAYOSHA, LLC",LLC,Active,1396189,2022-03-31,50 TOLL GATE ROAD,BERLIN,United States,06037,CT,DRBRIMALBPATEL@YAHOO.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:44.9066667,Septic Tank and Related Services (562991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BACKHEEL, LLC",LLC,Active,1396190,2022-03-31,42 ROCKY RIDGE DR.,TRUMBULL,United States,06611,CT,CNW@COPPERPOTPICTURES.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:44.9400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIPLE CAPITAL ADVISERS, LLC",LLC,Active,1396187,2022-03-31,12 BUTTERNUT RIDGE,NEWTOWN,United States,06470,CT,DSOHLSON@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:48.9866667,Investment Advice (523930),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIDEL PROPERTIES, LLC",LLC,Active,1396145,2022-03-31,885 WASHINGTON STREET,WEYMOUTH,United States,02189,MA,RDELUCA@DELUCAPROPERTIES.COM,Foreign,2021-06-14,MA,MA,False,False,False,False,False,2021-11-10 00:04:53.4766667,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-06-01,"RIDEL PROPERTIES, LLC",United States,"885 WASHINGTON STREET, WEYMOUTH, MA, 02189, United States",885 WASHINGTON STREET,WEYMOUTH,MA,02189,United States,"885 WASHINGTON STREET, WEYMOUTH, MA, 02189, United States",885 WASHINGTON STREET,WEYMOUTH,MA,02189,United States,,,,,,,,,,,,,,,,
"GULFSTREAM CONTRACTING GROUP, LLC.",LLC,Active,1396188,2022-03-31,50 NORTH LAURA STREET,JACKSONVILLE,United States,32202,FL,CVICKERS@LIVEOAKCONTRACTING.COM,Foreign,2021-06-14,FL,FL,False,False,False,False,False,2021-11-10 00:04:46.9866667,Drywall and Insulation Contractors (238310),2021-06-21,"GULFSTREAM CONTRACTING GROUP, LLC.",United States,"50 NORTH LAURA STREET, JACKSONVILLE, FL, 32202, United States",50 NORTH LAURA STREET,JACKSONVILLE,FL,32202,United States,"50 NORTH LAURA STREET, JACKSONVILLE, FL, 32202, United States",50 NORTH LAURA STREET,JACKSONVILLE,FL,32202,United States,,,,,,,,,,,,,,,,
DIVAJE CONSIGNMENT BOUTIQUE LLC,LLC,Active,1396061,2022-03-31,496 DEXTER DRIVE,BRIDGEPORT,United States,06606,CT,VALMAL95@HOTMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:56.8666667,Women's Clothing Stores (448120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAROON LLC,LLC,Active,1396148,2022-03-31,90 WORTH STREET,BRIDGEPORT,United States,06604,CT,LONGLIVECLAYE@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:57.5233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOUNDATIONS HOME CARE LLC,LLC,Active,1395801,2022-03-31,"159 MAYBURY CIRCLE, APT 1",WATERBURY,,06705,CT,,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:03.9066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCD PROPERTIES DE LLC,LLC,Active,1396143,2022-03-31,399 WHALLEY AVENUE,NEW HAVEN,United States,06511,CT,LEIBI@TOWERFUNDING.NET,Foreign,2021-06-14,DE,DE,False,False,False,False,False,2021-11-10 00:05:05.2166667,Lessors of Residential Buildings and Dwellings (531110),2021-06-14,ABCD PROPERTIES DE LLC,United States,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810, United States",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,United States,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810, United States",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,United States,,,,,,,,,,,,,,,,
ONYX SKIES LLC,LLC,Active,1396081,2022-03-31,3 DAMIEN RD,BRANFORD,United States,06405,CT,JOSHUAGODEK@ONYXSKIES.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:01.3266667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J&S HOME RENOVATIONS LLC,LLC,Active,1395824,2022-03-31,446 ORCHARD ST,PORTCHESTER,United States,10573,NY,JSHOMERENOVATIONS5@GMAIL.COM,Foreign,2021-06-14,NY,NY,False,False,False,False,False,2021-11-10 00:04:58.1533333,Residential Remodelers (236118),2021-07-01,J&S HOME RENOVATIONS LLC,United States,"446 ORCHARD ST, PORTCHESTER, NY, 10573, United States",446 ORCHARD ST,PORTCHESTER,NY,10573,United States,"446 ORCHARD ST, PORTCHESTER, NY, 10573, United States",446 ORCHARD ST,PORTCHESTER,NY,10573,United States,,,,,,,,,,,,,,,,
BREEZIN LLC,LLC,Active,1395825,2022-03-31,134 POPES ISLAND ROAD,MILFORD,,06461,CT,DCROWLE@DOCKSTREETCAP.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:36.9733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORES BROTHER'S LANDSCAPING LLC,LLC,Active,1396022,2022-03-31,133 SCRIBNER AVENUE,NORWALK,United States,06854,CT,ETURCIOS@TURCIOSINS.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:18.4066667,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAW OFFICES OF JOEY-LYNN DARIUS LLC,LLC,Active,1396013,2022-03-31,175 CAPITAL BOULEVARD,ROCKY HILL,United States,06067,CT,JOEYDARIUS@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:18.4066667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLM2 TRADING LLC,LLC,Active,1395799,2022-03-31,57 OLD TROLLEY RD,RIDGEFIELD,,06877,CT,MARK.BOHRER@JLM2TRADING.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:17.7033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWTONIX LLC,LLC,Active,1396080,2022-03-31,"287 , Prospect Mountain Rd",Litchfield,United States,06759,CT,NEWTONIX3@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:45.5566667,Internet Publishing and Broadcasting and Web Search Portals (519130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR MERLE KENNELS LLC,LLC,Active,1395865,2022-03-31,25 ASIA CIRCLE,BRIDGEPORT,,06610,CT,,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.0300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIRST CALVARY ACADEMY, INC.",Non-Stock,Active,1395797,2021-09-12,No information provided,,,,,BURBANK.ELDER@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:11.3100000,Sports and Recreation Instruction (611620),,,,,,,,,,,,,,,,First report past due,,,,,,,,,,,,,,,
TRUE-CARE PHARMACY LLC,LLC,Active,1396082,2022-03-31,1300 Whalley Ave,New Haven,United States,06515-1101,CT,RRCLIENT@HOTMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:19.1866667,Pharmacies and Drug Stores (446110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANDA CONSTRUCTION LLC,LLC,Active,1395808,2022-03-31,34 GOSS STREET,WATERBURY,United States,06706,CT,DIEGOGRANDA_LL@ICLOUD.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:21.6866667,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRC SKY TRANSPORT CORP.,Stock,Active,1396099,2022-08-29,9 Golden Hill lane,Danbury,United States,06811,CT,MRCSKYTRANSPORT@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:16.9533333,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,2021-07-14,1.0,,,,,,,,,,,,,
"SUPPORT D1 HARTFORD ATHLETICS, INC.",Non-Stock,Active,1395868,2022-06-23,1536 New Britain Ave.,Farmington,UNITED STATES,06032,CT `,TTRILLO@RIDGEFIELDCAP.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.5766667,Other Grantmaking and Giving Services (813219),,,,,,,,,,,,,,,,Annual report due,2021-06-14,,,,,,,,,,,,,,
"W.J. MERIT GENERAL CONTRACTING AND CONSTRUCTION SERVICES, LLC",LLC,Active,1396100,2022-03-31,6206 FLANAGAN DR,GLASTONBURY,United States,06033,CT,BMEGOFNA@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:20.5000000,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNIA'S DELIGHTS LLC,LLC,Active,1396175,2022-03-31,377 POPLAR STREET,NEW HAVEN,United States,06513,CT,MALDONADOSBC@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:13.3900000,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YES WE CAN DO IT ALL LLC,LLC,Active,1395809,2022-03-31,46 BENTON ST APT 1R,HAMDEN,United States,06517,CT,JAQUONJONES22@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:20.4066667,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A STUFFY FOR LIFE FOUNDATION, INC.",Non-Stock,Active,1395864,2021-09-12,No information provided,,,,,STUFFYFORLIFEFOUNDATION@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:26.7366667,Other Social Advocacy Organizations (813319),,,,,,,,,,,,,,,,First report past due,,,,,,,,,,,,,,,
"CAPRIO'S CONTRACTING, LLC",LLC,Active,1396130,2022-03-31,92 MAIN STREET APT 105,DEEP RIVER,United States,06417,CT,CJCSERVICES21@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:31.4866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROLFES DESIGN LLC,LLC,Active,1396123,2022-03-31,65 CALDERWOOD COURT,BRIDGEPORT,United States,06605,CT,ROLFESDESIGNCO@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:43.6800000,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNNING EXPLAINED LLC,LLC,Active,1396176,2022-03-31,55 NATCHAUG DRIVE,GLASTONBURY,United States,06033-1913,CT,ELISABETHKSCOTT@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:26.6433333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NINETEEN ACRES, LLC",LLC,Active,1396122,2022-03-31,"C/O PILICY & RYAN, PC 235 MAIN STREET",WATERTOWN,United States,06795,CT,CYARDE@CRAIGYARDE.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:34.7400000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEAN FOCUS YIELD LLC,LLC,Active,1396183,2022-03-31,127 WASHINGTON AVE WEST BUILDING LOWER LEVEL,NORTH HAVEN,United States,06473,CT,LEGAL@GREENSKIES.COM,Foreign,2021-06-14,DE,DE,False,False,False,False,False,2021-11-10 00:05:43.5533333,Solar Electric Power Generation (221114),2021-06-14,CLEAN FOCUS YIELD LLC,United States,"919 NORTH MARKET STREET SUITE 950, WILMINGTON, DE, 19801, United States",919 NORTH MARKET STREET SUITE 950,WILMINGTON,DE,19801,United States,"919 NORTH MARKET STREET SUITE 950, WILMINGTON, DE, 19801, United States",919 NORTH MARKET STREET SUITE 950,WILMINGTON,DE,19801,United States,,,,,,,,,,,,,,,,
FE AUTO LLC,LLC,Active,1396157,2022-03-31,419 SOUTH CHERRY ST UNIT 11,WALLINGFORD,United States,,CT,MOC4729@YAHOO.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:27.5966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRADY INVESTMENTS LLC,LLC,Active,1396177,2022-03-31,753 CAPITOL AVENUE,HARTFORD,United States,06106,CT,DRPRADYMAZUMDER@YAHOO.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:43.0400000,General Rental Centers (532310),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUXURY IN BUSINESS LLC,LLC,Active,1396074,2022-03-31,545 1/2 WHALLEY AVE,NEW HAVEN,United States,06511,CT,KAIJACKSON1981@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:48.2766667,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL LLC,LLC,Active,1396075,2022-03-31,136 COLUMBIA BLVD,WATERBURY,United States,06710,CT,FILINGS@VCORPSERVICES.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:43.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DANBURY REALTY CAPITAL, LLC",LLC,Active,1396158,2022-03-31,143 WEST STREET SUITE 201,NEW MILFORD,United States,06776,CT,WDUNNING@SEABOARDSOLAR.COM,Foreign,2021-06-14,DE,DE,False,False,False,False,False,2021-11-10 00:05:46.4300000,Nonresidential Property Managers (531312),2021-06-01,"DANBURY REALTY CAPITAL, LLC",United States,"401 FEDERAL ROAD SUITE 4, DOVER, DE, 19901, United States",401 FEDERAL ROAD SUITE 4,DOVER,DE,19901,United States,"401 FEDERAL ROAD SUITE 4, DOVER, DE, 19901, United States",401 FEDERAL ROAD SUITE 4,DOVER,DE,19901,United States,,,,,,,,,,,,,,,,
"DUNN CONSTRUCTION, LLC",LLC,Active,1396073,2022-03-31,24 FAWN HILL ROAD,SHELTON,United States,06484,CT,DUNNCONSTRUCTION203@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:26.0533333,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RGZ, LLC",LLC,Active,1396191,2022-03-31,47 LAUREL COVE ROAD,EAST HADDAM,United States,06423,CT,JLEONE@KSDISTRIBUTORSINC.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:21.5200000,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER FIRE FIX LLC,LLC,Active,1396053,2022-03-31,304 MAIN AVE #341,NORWALK,United States,06851,CT,TIM@WATERFIREFIX.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.8966667,,,,,,,,,,,,,,,,,No Agent,,,,,,Failure to appoint or maintain an agent for service,,,,,,,,,
K&M VILLA-STATE LLC,LLC,Active,1396133,2022-03-31,596 NEW SWEDEN RD,WOODSTOCK,United States,06281,CT,MELISSAB824@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:38.3500000,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRS SPORTS AND ENTERTAINMENT LLC,LLC,Active,1396050,2022-03-31,142 COMPO RD S,WESTPORT,United States,06880,CT,JRSIKORSKI1234@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:35.1800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHADWICK LLC,LLC,Active,1396051,2022-03-31,4 COVEWOOD DR,NORWALK,United States,06853,CT,TFREDDY@ME.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:39.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"170 LIBERTY STREET, LLC",LLC,Active,1396162,2022-03-31,5 SHERMAN PLACE,MERIDEN,United States,06451,CT,DOCKSIDESERVICES@COMCAST.NET,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:39.1300000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZA GENERAL CONSTRUCTION LLC,LLC,Active,1396163,2022-03-31,780 BALDWING ST 3RD FLOOR,WATERBURY,United States,06706,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:39.1300000,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAJOMA GLOBAL CORP,B Corp,Active,1396135,2021-09-12,No information provided,,,,,JAJOMAGLOBALCORP@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:31.9900000,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,First report past due,,100.0,,,,,,,,,,,,,
WELL WORDS LLC,LLC,Active,1396164,2022-03-31,14 NUTMEG RIDGE,RIDGEFIELD,United States,06877-5914,CT,ELENAROVER@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:29.3800000,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREEMINENT PROPERTIES LLC,LLC,Active,1396128,2022-03-31,1133 MERIDEN WATERBURY TURNPIKE PLANTSVI,PLANTSVILLE,United States,06479,CT,TREGONING001@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:41.1466667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431 PARK STREET LLC,LLC,Active,1396161,2022-03-31,431 PARK STREET,BRIDGEPORT,United States,06608,CT,HUDSONDEREK@ATT.NET,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:39.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANDSCAPING FCM LLC,LLC,Active,1396127,2022-03-31,158 MAIN ST,NORWALK,United States,06851,CT,TAXCENTERCT@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:29.3200000,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITTLE ITALY PIZZA TRUCK LLC,LLC,Active,1396160,2022-03-31,7 KELLY COURT,EAST HAVEN,United States,06512,CT,CABETH007@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:35.8033333,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIS AND SONS LLC,LLC,Active,1396136,2022-03-31,36 BARNARD AVE,HARTFORD,United States,06106,CT,ABDULPEAY552@GMAIL.COM,Domestic,2021-06-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:29.3033333,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TOP SHELF HOME SOLUTIONS, LLC",LLC,Active,1395806,2022-03-31,1499 BUSHWICK AVE,BROOKLYN,United States,11207,NY,FRANKLYNSPAN@HOTMAIL.COM,Foreign,2021-06-14,NV,NV,False,False,False,False,False,2021-11-10 00:03:41.1800000,Other Activities Related to Real Estate (531390),2021-06-14,"TOP SHELF HOME SOLUTIONS, LLC",United States,"4730 S FORT APACHE RD SUITE 300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD SUITE 300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD SUITE 300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD SUITE 300,LAS VEGAS,NV,89147,United States,,,,,,,,,,,,,,,,
