name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,sub_status,date_of_organization_meeting,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,billing_unit,mailing_international_address,mailing_address,category_survey_email_address
ABSTRACT EXPRESSIONS LLC,LLC,Active,1387519,2022-03-31,63 RIVERSIDE DR,MILFORD,United States,06461,CT,INTELLECTION7@YAHOO.COM,Domestic,2021-04-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:11.8433333,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,
"WESTDEV, LLC",LLC,Active,1387494,2022-03-31,9C PASCO DRIVE,EAST WINDSOR,United States,06088,CT,LMARKS@JMATTYS.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.8133333,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,,,,,
"SENSATIONNELLE, LLC",LLC,Active,1387496,2022-03-31,66 CHESTNUT STREET,MANCHESTER,United States,06040,CT,SENSATIONELLE2020@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:05.5166667,,,,,,,,,,,,,,,,,,,,,,,,
OC BAKERY NEW MILFORD LLC,LLC,Active,1387539,2022-03-31,60 RAILROAD STREET,NEW MILFORD,United States,06776,CT,PAULCOSAKWE@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.6700000,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,,,,,
"87 MONTOWESE HOLDINGS, LLC",LLC,Active,1387538,2022-03-31,87 SOUTH MONTOWESE STREET,BRANFORD,United States,06405,CT,INDIANNECKMOTORS@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:15.3433333,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,
MTM CLOTHEZ LLC,LLC,Active,1387638,2022-03-31,197 DROME AVE.,STRATFORD,United States,06615,CT,MTMCLOTHEZ@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.0633333,,,,,,,,,,,,,,,,,,,,,,,,
LITTLE WHITE SQUIRREL COMPANY LLC,LLC,Active,1387639,2022-03-31,857 POST RD. #124,FAIRFIELD,United States,06824,CT,SJEGTVIG@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.7200000,,,,,,,,,,,,,,,,,,,,,,,,
BLUE WOLF BLUE SHIELD SECURITY CO.,LLC,Active,1387491,2022-03-31,136 HUBINGER,NEW HAVEN,United States,06511,CT,BLUEWOLFBLUESHIELD@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.0300000,Security Guards and Patrol Services (561612),,,,,,,,,,,,,,,,,,,,,,,
ROBIN'S PAINTING & CONSTRUCTION LLC,LLC,Active,1387493,2022-03-31,42 DAVIS ST APT A,DANBURY,United States,06810,CT,ROBINGGUAILLAS@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:13.1866667,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,
STRCOMMERCIAL LLC,LLC,Active,1387641,2022-03-31,"100 BROAD ST., APT. 202",NORWICH,United States,06360,CT,DAVIDNEUNDORF@STRCOMMERCIAL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:03.5933333,,,,,,,,,,,,,,,,,,,,,,,,
3 DEEPWOOD ROAD LLC,LLC,Active,1387475,2022-03-31,3 DEEPWOOD ROAD,WESTON,United States,06883,CT,PSINGH2035@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.1400000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
"32 AND 38 BRUCE PARK HOMEOWNERS ASSOCIATION, INC.",Non-Stock,Active,1387540,2022-04-20,320 POST ROAD SUITE 260,DARIEN,,06820,CT,,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:14.0166667,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,,,,,,,,,,,,,,,,,,,,,,
VIDYUT LATAY PRODUCTIONS LLC,LLC,Active,1387522,2022-03-31,128 JONATHAN ROAD,NEW CANAAN,United States,06840-2116,CT,VIDYUT.LATAY@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:08.8300000,Motion Picture and Video Production (512110),,,,,,,,,,,,,,,,,,,,,,,
STARMARK FINANCIAL LLC,LLC,Active,1387476,2022-03-31,"800 FAIRWAY DRIVE, SUITE 190",DEERFIELD BEACH,United States,33441,FL,SUSAN.RICHARDS@STARMARKFIN.COM,Foreign,2021-04-14,FL,FL,False,False,False,False,False,2021-11-10 00:06:13.9700000,Collection Agencies (561440),,,,2021-04-19,STARMARK FINANCIAL LLC,United States,"800 FAIRWAY DRIVE, SUITE 190, DEERFIELD BEACH, FL, 33441, United States","800 FAIRWAY DRIVE, SUITE 190",DEERFIELD BEACH,FL,33441,United States,"800 FAIRWAY DRIVE, SUITE 190, DEERFIELD BEACH, FL, 33441, United States","800 FAIRWAY DRIVE, SUITE 190",DEERFIELD BEACH,FL,33441,United States,,,,,
"BROTHERS KTP, LLC",LLC,Active,1387477,2022-03-31,91 ELM ST APT 407A,MANCHESTER,United States,06040,CT,OSCAR.CAAMANO@HOTMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:06:06.1100000,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
MKM CONTRACTORS &HANDYMAN SERVICES LLC,LLC,Active,1387640,2022-03-31,"213 OAKLAND ST., APT. A",MANCHESTER,United States,06042,CT,MKMCONTRACTOR4@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:22.0966667,,,,,,,,,,,,,,,,,,,,,,,,
IMPERIAL TRUCKING LLC,LLC,Active,1387642,2022-03-31,"2600 PARK AVE., UNIT 7P",BRIDGEPORT,United States,06604,CT,DSP.DRIVERFLEX@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:25.9600000,,,,,,,,,,,,,,,,,,,,,,,,
"ARS ACQUISITION HOLDINGS, LLC",LLC,Active,1387552,2022-03-31,965 RIDGE LAKE BLVD. SUITE 201,MEMPHIS,United States,38120,TN,CGIOVANNETTI@ARS.COM,Foreign,2021-04-14,DE,DE,False,False,False,False,False,2021-11-10 00:06:20.5500000,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,2021-04-14,"ARS ACQUISITION HOLDINGS, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
BEAGLE TOOLS LIMITED LIABILITY COMPANY,LLC,Active,1387637,2022-03-31,252 INDIAN ROCK RD.,NEW CANAAN,United States,06840,CT,KURT.FEICK@SNET.NET,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:25.9600000,,,,,,,,,,,,,,,,,,,,,,,,
THE ANGELO COLLECTIONS LLC,LLC,Active,1387788,2022-03-31,215 ALBA AVENUE,BRIDGEPORT,United States,06606,CT,THEANGELOCOLLECTIONS@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:18.9866667,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,
TRIN-DEE EMBROIDERY L.L.C.,LLC,Active,1387789,2022-03-31,52 CHERRY ANN ST,HAMDEN,United States,06514,CT,TIMYKANEWMOM0517@YAHOO.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:19.8300000,,,,,,,,,,,,,,,,,,,,,,,,
BRION HEATING & COOLING LLC,LLC,Active,1387790,2022-03-31,57 OVERLOOK AVE,BRISTOL,United States,06010,CT,NBRION2691@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:06:25.9300000,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,
MUSARA CORP,Non-Stock,Withdrawn,1387551,2022-04-14,14 SUNNY DR,BELLPORT,United States,11713,NY,MUCIUS@OPTONLINE.NET,Foreign,2021-04-14,NY,NY,False,False,False,False,False,2021-11-10 00:06:22.0666667,Lessors of Other Real Estate Property (531190),,,,2021-04-14,MUSARA CORP,United States,,,,,,,,,,,,,,,,,
FISH TEAM 6 LLC,LLC,Active,1387549,2022-03-31,164 KRUG RD,PRESTON,United States,06365,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:28.0233333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
HALLEN REMODELACION LLC,LLC,Active,1387550,2022-03-31,435 COLUMBUS BLVD,NEW BRITAIN,United States,06051,CT,JC.FRIAS@AOL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:29.9633333,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
THERAGI LLC,LLC,Dissolved,1387555,2022-03-31,286 STROBEL ROAD,TRUMBULL,United States,06611,CT,OSHIKHMAN@BRIDGEINNOVATIONS.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:24.9300000,Surgical and Medical Instrument Manufacturing (339112),,,2021-05-17T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"LISETTE INTERIORS, LLC",LLC,Active,1387583,2022-03-31,70 FOREST STREET 17C,STAMFORD,United States,06901,CT,ROBINSLB@YAHOO.COM,Domestic,2021-04-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:16.5800000,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
QU CONSTRUCTION CT LLC,LLC,Active,1387548,2022-03-31,554 AVENUE E,BAYONNE,United States,07002,NJ,EFILE1234@INCFILE.COM,Domestic,2021-04-14,NJ,Connecticut,False,False,False,False,False,2021-11-10 00:04:08.1800000,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
RPM AUT0 DETAILING LLC,LLC,Active,1387554,2022-03-31,60 LANCE LANE,MILFORD,United States,06460,CT,KIKISSTAVROS@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:14.8100000,Car Washes (811192),,,,,,,,,,,,,,,,,,,,,,,
"AMPLIFYBIO, LLC",LLC,Active,1387585,2022-03-31,505 KING AVENUE,COLUMBUS,,43201,OH,,Foreign,2021-04-14,DE,DE,False,False,False,False,False,2021-11-10 00:04:08.8700000,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",,,,2021-05-01,"AMPLIFYBIO, LLC",,,,,,,,,,,,,,,,,,
"FAIRWAY AMERICA, LLC",LLC,Active,1387556,2022-03-31,16150 SW UPPER BOONES FERRY RD,PORTLAND,United States,97224,OR,KATHY.ANDERSON@FAIRWAYAMERICA.COM,Foreign,2021-04-14,OR,OR,False,False,False,False,False,2021-11-10 00:04:09.6200000,Miscellaneous Intermediation (523910),,,,2021-04-14,"FAIRWAY AMERICA, LLC",United States,,,,,,,,,,,,,,,,,
JUNK SUPERIOR LLC,LLC,Active,1387547,2022-03-31,430 NEW PARK AVE,WEST HARTFORD,United States,06110,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:13.5900000,All Other Business Support Services (561499),,,,,,,,,,,,,,,,,,,,,,,
"IJK SERVICES, LLC",LLC,Active,1387657,2022-03-31,89 ROUND HILL ROAD,FAIRFIELD,United States,06824,CT,VGONZALEZ@BLUMB.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:14.8700000,,,,,,,,,,,,,,,,,,,,,,,,
"PAVING PATHS, INC.",Non-Stock,Active,1387587,2022-04-15,208 BARBARA JEAN DRIVE,ENFIELD,United States,06082,CT,SALCKIM@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:12.2600000,Educational Support Services (611710),,,,,,,,,,,,,,,,,,,,,,,
DIAMOND ENTERPRISE LLC,LLC,Active,1387553,2022-03-31,442 BARBOUR STREET APT 3 B,HARTFORD,United States,06120-1047,CT,LEANNARADLEIN@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:03.9633333,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,
RIDGEFIELD RECORD COMPANY,Non-Stock,Active,1387565,2022-07-26,62 Prospect Ridge,Ridgefield,United States,06877,CT,EDITOR@RIDGEFIELDRECORD.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:09.5566667,All Other Information Services (519190),Annual report due,2021-07-13,,,,,,,,,,,,,,,,,,D4,,,
ANDRADE HANDYMAN LLC,LLC,Active,1387581,2022-03-31,4 FAIRVIEW AVE APT 12,DANBURY,United States,06810,CT,AMELIASERVICES@LIVE.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:11.5900000,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
DOWNTOWN DIALECTIC ADVISORY LLC,LLC,Active,1387562,2022-03-31,12 NEILL ROAD,VERNON,United States,06066,CT,MATTHEW.NGUYEN@UCONN.EDU,Domestic,2021-04-14,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:14.2600000,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,
HELMSTEAD FARM LLC,LLC,Active,1387582,2022-03-31,251 LITTLE FALLS DRIVE,WILMINGTON,United States,19808,DE,NINA@HELMSTEADFARM.COM,Foreign,2021-04-14,DE,DE,False,False,False,False,False,2021-11-10 00:04:14.1833333,Other Vegetable (except Potato) and Melon Farming (111219),,,,2021-04-14,HELMSTEAD FARM LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
SPORTS TURF SPECIALTIES INC,Non-Stock,Active,1387499,2022-04-14,20 KENNETH MINER DRIVE,WRENTHAM,United States,02093-1084,MA,KATHY@STS1INC.COM,Foreign,2021-04-14,MA,MA,False,False,False,False,False,2021-11-10 00:04:14.1833333,All Other Specialty Trade Contractors (238990),,,,2021-04-01,SPORTS TURF SPECIALTIES INC,United States,,,,,,,,,,,,,,,,,
"INGA EDUCATION CONSULTANT, LLC",LLC,Active,1387500,2022-03-31,45 OVERBROOK RD.,WEST HARTFORD,United States,06107,CT,SANDRA.INGA@YAHOO.COM,Domestic,2021-04-14,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:16.2466667,Educational Support Services (611710),,,,,,,,,,,,,,,,,,,,,,,
JOE P REALTY LLC,LLC,Active,1387502,2022-03-31,105 HARBOR DRIVE #138,STAMFORD,United States,06902,CT,JOEPMEYERSON@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:24.9366667,,,,,,,,,,,,,,,,,,,,,,,,
229 IRON ST LLC,LLC,Active,1387564,2022-03-31,587 BECK STREET,BRONX,United States,10455,NY,STEPHANIE_SUN@BECKSTMGMT.COM,Domestic,2021-04-14,NY,Connecticut,False,False,False,False,False,2021-11-10 00:04:22.2633333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
EYE DO BROWS LLC,LLC,Active,1387593,2022-03-31,15 BEACON STREET,HAMDEN,United States,0651,CT,DEJAMARIEE18@AOL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:17.6400000,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,
ZION MANAGEMENT LLC,LLC,Active,1387501,2022-03-31,605 E NEW YORK AVE 4L,BROOKLYN,United States,11203,NY,QUALITY1DEVCT@GMAIL.COM,Domestic,2021-04-14,NY,Connecticut,False,False,False,False,False,2021-11-10 00:04:29.7800000,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,
"BNI GLOBAL, LLC",LLC,Active,1387586,2022-03-31,11525 N. COMMUNITY HOUSE ROAD  SUITE 475,CHARLOTTE,,28277,NC,ELITSABRYANT@BNI.COM,Foreign,2021-04-14,DE,DE,False,False,False,False,False,2021-11-10 00:04:21.5900000,All Other Support Services (561990),,,,2021-04-30,"BNI GLOBAL, LLC",,"850 NEW BURTON RD. SUITE 201, DOVER, DE, 19904,",850 NEW BURTON RD. SUITE 201,DOVER,DE,19904,,"850 NEW BURTON RD. SUITE 201, DOVER, DE, 19904,",850 NEW BURTON RD. SUITE 201,DOVER,DE,19904,,,,,,
VECTOR BUILDERS LLC,LLC,Active,1387566,2022-03-31,3 ALLIED DRIVE- SUITE 303,DEDHAM,United States,02026,MA,BJ@VECTORBUILDERS.NET,Foreign,2021-04-14,MA,MA,False,False,False,False,False,2021-11-10 00:04:18.3566667,Commercial and Institutional Building Construction (236220),,,,2021-04-01,VECTOR BUILDERS LLC,United States,"3 ALLIED DRIVE- SUITE 303, DEDHAM, MA, 02026, United States",3 ALLIED DRIVE- SUITE 303,DEDHAM,MA,02026,United States,"3 ALLIED DRIVE- SUITE 303, DEDHAM, MA, 02026, United States",3 ALLIED DRIVE- SUITE 303,DEDHAM,MA,02026,United States,,,,,
KAY BE WELLNESS LLC,LLC,Active,1387590,2022-03-31,113 BALTIMORE ST 113 BALTIMORE ST,HARTFORD,United States,06112-1803,CT,KBFYTLYFE03@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:26.2966667,All Other Health and Personal Care Stores (446199),,,,,,,,,,,,,,,,,,,,,,,
K & A HOME SERVICES LLC,LLC,Active,1387866,2022-03-31,34 BEACH STREET,LITCHFIELD,United States,06759,CT,KYLEAPOMEROY@ICLOUD.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:28.4366667,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
BRIDGECO HOMES SOLUTIONS LLC,LLC,Active,1387497,2022-03-31,34 CAMBRIDGE DRIVE,GREENWICH,United States,06831,CT,BRIDGECOHOMES@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:18.9200000,,,,,,,,,,,,,,,,,,,,,,,,
QUAD COIN LLC,LLC,Active,1387563,2022-03-31,113 WEST G STREET #545,SAN DIEGO,United States,32101,CA,AGENT@MYCOMPANYWORKS.COM,Foreign,2021-04-14,CA,CA,False,False,False,False,False,2021-11-10 00:04:27.0300000,,,,,2021-04-14,QUAD COIN LLC,United States,"113 WEST G STREET #545, SAN DIEGO, CA, 32101, United States",113 WEST G STREET #545,SAN DIEGO,CA,32101,United States,"113 WEST G STREET #545, SAN DIEGO, CA, 32101, United States",113 WEST G STREET #545,SAN DIEGO,CA,32101,United States,,,,,
UNRULY VIBEZ LLC,LLC,Active,1387591,2022-03-31,59 BASSICK AVE,"BRIDGEPORT, CT",United States,06605,CT,UNRULYVIBEZ@AOL.COM,Domestic,2021-04-14,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:20.9366667,Women's Clothing Stores (448120),,,,,,,,,,,,,,,,,,,,,,,
C&T DOCUMENTATION LLC,LLC,Active,1387868,2022-03-31,118 NASHVILE ROAD,BETHEL,United States,06801,CT,CRESTONGOPRO@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,True,False,2021-11-10 00:04:25.5300000,Offices of Other Holding Companies (551112),,,,,,,,,,,,,,,,,,,,,,,
"COMPLI, LLC.",LLC,Active,1388229,2022-03-31,9801 RENNER BLVD. SUITE 300,LENEXA,,66219,KS,GBACT@GBATEAM.COM,Foreign,2021-04-14,DE,DE,False,False,False,False,False,2021-11-10 00:04:24.2633333,"All Other Professional, Scientific, and Technical Services (541990)",,,,2021-01-01,"COMPLI, LLC.",,,,,,,,,,,,,,,,,,
DIXWELL PAVING LLC,LLC,Active,1387636,2022-03-31,683 NORWICH RD.,PLAINFIELD,United States,06374,CT,ONTOUR.GILL@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:27.6866667,,,,,,,,,,,,,,,,,,,,,,,,
"WILLIAMSTAR DESIGNS, LLC",LLC,Active,1387594,2022-03-31,107 WOODLAND DR. APT. B,UNCASVILLE,United States,06382,CT,194541819LAD@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:29.1233333,Other Specialized Design Services (541490),,,,,,,,,,,,,,,,,,,,,,,
HEARTH WORKS LLC,LLC,Active,1387503,2022-03-31,12 FOSTER LEIGH RD.,NIANTIC,United States,06357,CT,HEARTHWORKSLLC@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:21.5300000,,,,,,,,,,,,,,,,,,,,,,,,
HERALD REALTY IV LLC,LLC,Active,1387504,2022-03-31,2026 OCEAN AVENUE #1B,BROOKLYN,United States,11230,NY,FILINGS@VCORPSERVICES.COM,Domestic,2021-04-14,NY,Connecticut,False,False,False,False,False,2021-11-10 00:04:27.0000000,,,,,,,,,,,,,,,,,,,,,,,,
FLOSS EXOTIC RENTAL LLC,LLC,Active,1387505,2022-03-31,10 WILLOW CT.,WATERBURY,United States,06710,CT,FLOSSEXOTICRENTAL@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:21.5433333,,,,,,,,,,,,,,,,,,,,,,,,
"ATLANTIC UNION EQUIPMENT FINANCE, INC.",Stock,Active,1387589,2022-04-14,"1051 EAST CARY STREET, STE 1200",RICHMOND,,23219,VA,RACHAEL.LAPE@ATLANTICUNIONBANK.COM,Foreign,2021-04-14,VA,VA,False,False,False,False,False,2021-11-10 00:04:20.2633333,Sales Financing (522220),,,,2021-04-14,"ATLANTIC UNION EQUIPMENT FINANCE, INC.",,,,,,,,,,,,,,,,,,
YANSA LLC,LLC,Active,1387531,2022-03-31,615 WEST JOHNSON AVENUE SUITE 202,CHESHIRE,United States,06410,CT,YANSAPRODUCTS@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:32.6100000,,,,,,,,,,,,,,,,,,,,,,,,
LIONS CLUB OF CROMWELL CT Inc.,Non-Stock,Active,1387644,2022-09-29,19 Briar Ct,Cromwell,United States,06416-1723,CT,cromwellctlionsclub@gmail.com,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.6266667,Civic and Social Organizations (813410),,2020-03-20,,,,,,,,,,,,,,,,,,,,,
"WESTBROOK DENTAL PROPCO, LLC",LLC,Active,1387687,2022-03-31,29 UPDIKE AVE.,NORTH KINGSTOWN,United States,02852,RI,CONOR@ESKOWLAWGROUP.COM,Domestic,2021-04-14,RI,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.6400000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
"STUDENT UNION USA, INC.",Non-Stock,Active,1387686,2022-08-12,105 Main Street,Hebron,United States,06248,CT,studentunionusa@gmail.com,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:31.2033333,Other Social Advocacy Organizations (813319),Annual report due,2021-04-14,,,,,,,,,,,,,,,,,,,,,
CHARTER OAK ADVISORY LLC,LLC,Active,1387515,2022-03-31,39 SAXON WOODS,AVON,United States,06001,CT,WILLIAMHAIGSMITH@GMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.2333333,,,,,,,,,,,,,,,,,,,,,,,,
117 BUCKS HILL RD LLC,LLC,Active,1387532,2022-03-31,48 THE OLD ROAD,NEWTOWN,United States,06470,CT,KIM.CICCHIELLO@CBREALTY.COM,Domestic,2021-04-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:38.8600000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
TNT SEWER AND DRAIN CLEANING LLC,LLC,Active,1387688,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.3300000,,,,,,,,,,,,,,,,,,,,,,,,
MOSIER LLC,LLC,Active,1387518,2022-03-31,3890 ACREE DR,HOOD RIVER,United States,97031,OR,HIYUWINEFARM@AVALARA.COM,Foreign,2021-04-14,USA,USA,False,False,False,False,False,2021-11-10 00:04:39.5300000,Wineries (312130),,,,2021-05-01,UNITED STATES,United States,"3890 ACREE DR, HOOD RIVER, OR, 97031, United States",3890 ACREE DR,HOOD RIVER,OR,97031,United States,"3890 ACREE DR, HOOD RIVER, OR, 97031, United States",3890 ACREE DR,HOOD RIVER,OR,97031,United States,,,,,
MODERN EYECARE LLC,LLC,Active,1387598,2022-03-31,100 WATER ST. UNIT 2825,NORWALK,United States,06854,CT,SADIABHATTI@FMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.6866667,All Other Outpatient Care Centers (621498),,,,,,,,,,,,,,,,,,,,,,,
HAND IN HAND. COUNSELING LLC,LLC,Active,1387516,2022-03-31,447 NORTH STREET,GREENWICH,United States,06830,CT,GINNYGRAYWORK@GINNYGRAYWORK.COM,Domestic,2021-04-14,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:31.8433333,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,
"CYLINK SOLUTIONS, LLC",LLC,Active,1387530,2022-03-31,27 PAXTON WAY,GLASTONBURY,United States,06033-3386,CT,KKREH@CYLYNK.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.8300000,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,,,,,,,,
"57 MEAD STREET, LLC",LLC,Active,1387646,2022-03-31,151 DOGWOOD DRIVE,BRIDGEPORT,United States,06606,CT,VALLEM20@HOTMAIL.COM,Domestic,2021-04-14,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.9066667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
