name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,dissolution_date,sub_status,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
INNER VISION AESTHETICS & WELLNESS PLLC,LLC,Active,1377501,2022-03-31,,24 PEASE FARM ROAD,ELLINGTON,United States,06029,CT,SARADUSZA@AOL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:31.4400000,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,
ANGLE THREE ASSOCIATES LLC,LLC,Active,1377563,2022-03-31,2021-02-02,16192 COASTAL HIGHWAY,LEWES,United States,19958,DE,VLATKO@ANGLE9.COM,ANGLE THREE ASSOCIATES LLC,Foreign,United States,2021-02-10,DE,DE,False,False,False,False,False,2021-11-10 00:05:25.8133333,Internet Publishing and Broadcasting and Web Search Portals (519130),"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,United States,,,,,,,
FEOCA SERVICES LLC,LLC,Active,1377503,2022-03-31,,26 DOWNING ST,NEW HAVEN,United States,06513,CT,TAXCENTERCT@GMAUIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:29.4566667,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,
"KIKI, LLC",LLC,Active,1377440,2022-03-31,,133 ROOSEVELT DRIVE,TRUMBULL,United States,06601,CT,ALEX@LAFORTUNACT.COM,,Domestic,,2021-02-10,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:30.1100000,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,
"HMN, LLC",LLC,Active,1377441,2022-03-31,,275 POST ROAD EAST UNIT 626,WESTPORT,United States,06880,CT,SMSERIKI@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:32.6900000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
PROFESSIONAL GOLF CONSULTING COMPANY LLC,LLC,Active,1377482,2022-03-31,,401 Commons Park S,STAMFORD,United States,06902,CT,JBUONGIORNO2@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:33.3466667,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,Apt 969,,
JOHNNY'S CONVENIENCE STORE LLC,LLC,Active,1377484,2022-03-31,,168 MAPLE STREET,NAUGATUCK,United States,06770,CT,JONATHANALI489@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:27.6900000,Convenience Stores (445120),,,,,,,,,,,,,,,,,,,
MEZA LLC,LLC,Active,1377502,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:49.6500000,,,,,,,,,,,,,,,,,,,,
"FAIR SCREEN, INC.",B Corp,Active,1377496,2022-02-23,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@REGISTEREDAGENTSINC.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.2600000,Credit Bureaus (561450),,,,,,,,,,,,,,,1000.0,,,,
"B7O GROWTH ADVISORS, LLC",LLC,Active,1377500,2022-03-31,,167 OLD CIDER MILL ROAD,SOUTHINGTON,United States,06489,CT,BISCOGLIO@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:43.0400000,Investment Advice (523930),,,,,,,,,,,,,,,,,,,
LIMO TRUCKING LLC,LLC,Active,1377589,2022-03-31,,1243 SILVER LN,EAST HARTFORD,United States,06118,CT,LIMOTRUCKINGLLC@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.1800000,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,
MALETIN INC.,Stock,Active,1377587,2022-02-10,2021-02-11,2200 EASTRIDGE LOOP #730612,SAN JOSE,United States,95173-3024,CA,ZARKOMALETIN@GMAIL.COM,MALETIN INC.,Foreign,United States,2021-02-10,CA,CA,False,False,False,False,False,2021-11-10 00:05:46.3066667,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,
MADD TRUCKING LLC,LLC,Active,1377481,2022-03-31,,128 GEORGETOWN RD,BRISTOL,United States,06010,CT,DDAVIS1277@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:46.9800000,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,
DSGN CONSULTING CORPORATION,Stock,Active,1377586,2022-07-11,,19 BLAKESLEE RD,LITCHFIELD,United States,06759,CT,joealoi@msn.com,,Domestic,,2021-02-10,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:47.0100000,Interior Design Services (541410),,,,,,,,,,,,,,Annual report due,100.0,2021-02-10,,,
MARK & SONS RESTORATION LLC.,LLC,Active,1377588,2022-03-31,,35 BURNHAM ST,ENFIELD,United States,06082,CT,MARKTAMAYO3@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:46.9633333,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,
ITCHY BRAIN LLC,LLC,Active,1377716,2022-03-31,,1053 DURHAM ROAD,WALLINGFORD,,06492,CT,,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:38.2233333,,,,,,,,,,,,,,,,,,,,
TOMMY ALGORITHM LLC,LLC,Active,1377518,2022-03-31,,85 RIPTON PARISH,STRATFORD,United States,06614,CT,TJCHICHI@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:39.0033333,,,,,,,,,,,,,,,,,,,,
COUNTERPOISE COACHING LLC,LLC,Active,1377514,2022-03-31,,198 LENORE DR.,SHELTON,United States,06484,CT,COUNTERPOISECOACHINGFT@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:17.2533333,,,,,,,,,,,,,,,,,,,,
"MAGGIE'S MIDDLEBURY REALTY, LLC",LLC,Active,1377862,2022-03-31,,"574 HERITAGE ROAD, SUITE 202",SOUTHBURY,United States,06488,CT,RHARPER@MAGGIEMCFLYS.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:26.6933333,,,,,,,,,,,,,,,,,,,,
THREE M LLC,LLC,Active,1377795,2022-03-31,,23 MIDWOOD FARM ROAD,EAST HAMPTON,United States,06424,CT,QSUBS@ATT.NET,,Domestic,,2021-02-10,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:20.1000000,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,
SEA CHANGE GROUP LLC,LLC,Active,1377540,2022-03-31,,101 MERRITT 7,NORWALK,United States,,CT,JUDE@RUSHMORECONSULTINGLLC.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:23.5066667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
TNASANA LLC,LLC,Active,1377863,2022-03-31,,50 CODY DRIVE,STAMFORD,United States,06905,CT,TRACY@TRACYNICOLE.YOGA,,Domestic,,2021-02-10,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:23.5366667,All Other Miscellaneous Schools and Instruction (611699),,,,,,,,,,,,,,,,,,,
LAMBS TREE AND PLANT HEALTH CARE LLC,LLC,Active,1377516,2022-03-31,,413 POND MEADOW RD.,WESTBROOK,United States,06498,CT,LAMBSTREESERVICE@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:29.3500000,,,,,,,,,,,,,,,,,,,,
MWT STUDIO LLC,LLC,Active,1377517,2022-03-31,,"222 MAIN ST, SUITE 318",MIDDLETOWN,United States,06457,CT,TOTOKMU7@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:31.2866667,,,,,,,,,,,,,,,,,,,,
HOMESESSION LLC,LLC,Active,1377593,2022-03-31,,"1200 SUMMER ST, #101-A",STAMFORD,United States,06905,CT,IRYNA.YOUR.REALTOR@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,True,False,True,False,False,2021-11-10 00:03:37.7100000,Offices of Real Estate Agents and Brokers (531210),,,,,,,,,,,,,,,,,,,
TAMARACK VEST I LLC,LLC,Active,1377515,2022-03-31,,12 WOODDALE RD.,GREENWICH,United States,06830,CT,JOHN@TAMARACKGLOBAL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:33.8333333,,,,,,,,,,,,,,,,,,,,
"STAMFORD DENTAL ASSOCIATES, INC.",Stock,Active,1377596,2022-09-17,,125 Strawberry Hill Ave,Stamford,United States,06902,CT,MARK@MARKSANK.COM,,Domestic,,2021-02-10,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:40.4766667,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,100.0,2021-02-10,Suite 201,,
RED FALCON LLC,LLC,Active,1377582,2022-03-31,,33 HUTCHINSON ST,NEW BRITAIN,United States,06053,CT,SHERRIF.ELZEIN@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:39.1300000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
"SOJA METHOD, LLC",LLC,Active,1378659,2022-03-31,,76 ARDEN LANE,STAMFORD,,06905,CT,INFO@SOJAMETHOD.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:30.0366667,All Other Support Services (561990),,,,,,,,,,,,,,,,,,,
"246 SPRING, LLC",LLC,Active,1377594,2022-03-31,,27 COGNEWAUGH RD.,GREENWICH,United States,06807,CT,DHKARSON@AOL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:32.0066667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
1603 MONROE TPKE LLC,LLC,Active,1377544,2022-03-31,,1603 MONROE TPKE,MONROE,United States,06468,CT,ADMIN@MONDOCONSTRUCTION.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:29.3666667,,,,,,,,,,,,,,,,,,,,
MELISSA PORTER LLC,LLC,Active,1377646,2022-03-31,,11 CRESTWOOD ROAD,WEST HARTFORD,United States,06107,CT,MAP1973@SBCGLOBAL.NET,,Domestic,,2021-02-10,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:42.5700000,Home and Garden Equipment Repair and Maintenance (811411),,,,,,,,,,,,,,,,,,,
"K & A PICKERS, LLC",LLC,Active,1377581,2022-03-31,,9 CEDAR SWAMP ROAD,DEEP RIVER,United States,06417,CT,ALLISONSLOANE3494@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:50.7100000,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
"20 CARRIAGE HOUSE, LLC",LLC,Active,1377647,2022-03-31,2021-02-15,925 LONG RIDGE ROAD,STAMFORD,United States,06902,CT,PPOWERS@HCS-INVESTMENTS.COM,"20 CARRIAGE HOUSE, LLC",Foreign,United States,2021-02-10,DE,DE,False,False,False,False,False,2021-11-10 00:03:42.5700000,Lessors of Residential Buildings and Dwellings (531110),"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,United States,,,,,,,
TORRES DRYWALL LLC,LLC,Active,1377542,2022-03-31,,349 CURTIS ST,MERIDEN,United States,06450,CT,TUTIGRE@ME.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:48.0700000,Drywall and Insulation Contractors (238310),,,,,,,,,,,,,,,,,,,
ROSSIGNOLEXPRESS LLC,LLC,Active,1377541,2022-03-31,,119 BLUE HILLS AVE APT 104,HARTFORD,United States,06112,CT,ROSSIGNOLEXPRESS@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:48.7733333,Couriers and Express Delivery Services (492110),,,,,,,,,,,,,,,,,,,
"LANDSCAPE MANAGEMENT SYSTEMS, INC.",Stock,Active,1377506,2022-02-10,1983-11-14,175 LINCOLN AVE E,WEST HARRISON,United States,10604-2120,NY,LMSLANDSCAPEINC@GMAIL.COM,"LANDSCAPE MANAGEMENT SYSTEMS, INC.",Foreign,United States,2021-02-10,NY,NY,False,False,False,False,False,2021-11-10 00:03:47.5066667,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,
WOODLAND PAINTING LLC,LLC,Active,1377507,2022-03-31,,158 RING DRIVE,GROTON,United States,06340,CT,WOODLANDPLLC@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,True,False,False,2021-11-10 00:03:43.8500000,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,
HONEYBEAR FARM THOMPSON LLC,LLC,Active,1377645,2022-03-31,,267 CHASE RD,THOMPSON,United States,06277-2854,CT,HONEYBEARFARM.THOMPSON@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,True,False,False,False,False,2021-11-10 00:03:52.6333333,All Other Miscellaneous Crop Farming (111998),,,,,,,,,,,,,,,,,,,
S THALER CONSTRUCTION LLC,LLC,Active,1377543,2022-03-31,,250 HUNYADI AVENUE,FAIRFIELD,United States,06824,CT,SCOTTTHALER@YMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:55.3200000,Other Building Finishing Contractors (238390),,,,,,,,,,,,,,,,,,,
CSMARTANDDESIGN LLC,LLC,Active,1377644,2022-03-31,,398 ORCHARD HILL LANE,FAIRFIELD,United States,06824,CT,CSM163@OPTONLINE.NET,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:49.3833333,Graphic Design Services (541430),,,,,,,,,,,,,,,,,,,
"WOLF ADVISORS, LLC",LLC,Active,1377508,2022-03-31,,22 SWIFTS LANE,DARIEN,United States,06820,CT,DMASHCRAFT@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:45.8366667,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
TAMARACK EV OPPORTUNITIES I LLC,LLC,Active,1377510,2022-03-31,,12 WOODDALE RD.,GREENWICH,United States,06830,CT,JOHN@TAMARACKGLOBAL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:43.7400000,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,
"INSGROUP DALLAS, LLC",LLC,Active,1377509,2022-03-31,2021-02-10,5151 SAN FELIPE ST. SUITE 2400,HOUSTON,United States,77056,TX,GOVDOCS@CORPCREATIONS.COM,"INSGROUP DALLAS, LLC",Foreign,United States,2021-02-10,FL,FL,False,False,False,False,False,2021-11-10 00:03:50.7266667,Insurance Agencies and Brokerages (524210),"4211 W. BOY SCOUT BLVD SUITE 800, TAMPA, FL, 33607, United States",4211 W. BOY SCOUT BLVD SUITE 800,TAMPA,FL,33607,"4211 W. BOY SCOUT BLVD SUITE 800, TAMPA, FL, 33607, United States",4211 W. BOY SCOUT BLVD SUITE 800,TAMPA,FL,33607,United States,United States,,,,,,,
"TLE AT NEWINGTON, LLC",LLC,Active,1377744,2022-03-31,2021-02-10,395 WILLARD AVE,NEWINGTON,,06111,CT,SLEVINE@TLECORP.COM,"TLE AT NEWINGTON, LLC",Foreign,,2021-02-10,DE,DE,False,False,False,False,False,2021-11-10 00:03:59.1333333,Child Day Care Services (624410),"9 E. LOOCKERMAN STREET STE 311, DOVER, DE, 19901,",9 E. LOOCKERMAN STREET STE 311,DOVER,DE,19901,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901,",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,,,,,,,,,
GARNETS DELIVERY LLC,LLC,Active,1377742,2022-03-31,,57 COUNTRY CLUB RD.,NEW BRITAIN,,06053,CT,CRISTALIECENTENO@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:59.1500000,,,,,,,,,,,,,,,,,,,,
NEW CANAAN CHAMBER MUSIC INC.,Non-Stock,Active,1377743,2022-04-12,,452 MAIN STREET,NEW CANAAN CT,United States,06840-5907,CT,NEWCANAANCHAMBERMUSIC@GMAIL.COM,,Domestic,,2021-02-10,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:00.4633333,Musical Groups and Artists (711130),,,,,,,,,,,,,,,,,,,
"SPERANZA THERAPEUTICS, INC.",Stock,Active,1377886,2022-02-11,2021-02-11,433 PLAZA REAL SUITE 275,BOCA RATON,,33432,FL,,"SPERANZA THERAPEUTICS, INC.",Foreign,,2021-02-11,DE,DE,False,False,False,False,False,2021-11-10 00:05:55.4833333,,,,,,,,,,,,,,,,,,,,
TLT ENTERPRISE LLC,LLC,Active,1377888,2022-03-31,,55 BRITTANY FARMS RD,NEW BRITAIN,United States,06053,CT,TLTENTERPRISE2021@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:53.5000000,Other Social Advocacy Organizations (813319),,,,,,,,,,,,,,,,,,,
"LIBERTY SHORE, LLC",LLC,Active,1377812,2022-03-31,,7 PINE LEDGE RD,BRANT LAKE,United States,12815,NY,RAYMONDMCGEE@ME.COM,,Domestic,,2021-02-11,NY,Connecticut,False,False,False,False,False,2021-11-10 00:05:52.7966667,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,
"97 CARROLL, LLC",LLC,Active,1377707,2022-03-31,,1301 NW 6TH STREET,BOCA RATON,United States,33486,FL,MKRAWIEC327@GMAIL.COM,,Domestic,,2021-02-11,FL,Connecticut,False,False,False,False,False,2021-11-10 00:05:54.6866667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
POLARIS HOSPITALITY INC.,Stock,Active,1377885,2022-03-31,,317 WEST AVE #113197,STAMFORD,United States,06911,CT,KPONNAVOLU@YAHOO.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:54.6866667,Hotels (except Casino Hotels) and Motels (721110),,,,,,,,,,,,,,,10000.0,,,,
ANDERSON ONLINE LLC,LLC,Active,1377709,2022-03-31,,1485 MOUNTAIN RD,WEST SUFFIELD,United States,06093,CT,AANDERSON81@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:56.8266667,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,
ALADDIN SMOKE SHOP INC.,Stock,Active,1377807,2021-05-12,,No information provided,,,,,HAIFATAMIMI04@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:59.5766667,Tobacco Stores (453991),,,,,,,,,,,,,,First report past due,200.0,,,,
T'S AUTO REPAIR LLC,LLC,Active,1377811,2022-03-31,,248 SPRUCE STREET,MANCHESTER,United States,06040,CT,TARAS2583@HOTMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:00.2633333,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,
NHRHS PROJECT GRAD INC.,Non-Stock,Active,1377809,2021-05-12,,No information provided,,,,,NHRHSPG@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:51.4166667,Civic and Social Organizations (813410),,,,,,,,,,,,,,First report past due,,,,,
E&C LANDSCAPING SERVICE LLC,LLC,Active,1377706,2022-03-31,,152 HORACE ST,BRIDGEPORT,United States,06610,CT,SMOURA@ATLANTISTAXLLC.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:57.4366667,Landscape Architectural Services (541320),,,,,,,,,,,,,,,,,,,
"AHIMSA STATE OF MIND, LLC",LLC,Active,1377884,2022-03-31,,41 GILDERSLEEVE RD,PORTLAND,United States,06480,CT,AHIMSASTATEOFMIND@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:01.4366667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
SE IRM GP LLC,LLC,Active,1377708,2022-03-31,,201 EAST 86TH STREET 14F,NEW YORK,United States,10028,NY,AFRIEDMAN@SAPIENTEQUITIES.COM,,Domestic,,2021-02-11,NY,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.7800000,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,
"AFBN.COM, INC.",Stock,Active,1377704,2022-03-01,,82 UNION CITY ROAD,NAUGATUCK,United States,06770,CT,GERRYRGINGRAS@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.0933333,All Other Information Services (519190),,,,,,,,,,,,,,,1000.0,,,,
340 ARCH STREET LLC,LLC,Active,1377785,2022-03-31,,340 ARCH STREET,NEW BRITAIN,United States,06051,CT,BRIANKUTAYIAH@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:11.7666667,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,
COLEYTOWN ADVISORS LLC,LLC,Active,1377808,2022-03-31,,5 SUNNYSIDE LANE,WESTPORT,United States,06880,CT,HAYMES.BRUCE@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:05.4533333,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
W.T.R. WEEKEND LLC,LLC,Active,1377759,2022-03-31,,121 DOGWOOD DR,BRIDGEPORT,United States,06606,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.7666667,,,,,,,,,,,,,,,,,,,,
DEVIN FORD DEVELOPMENT LLC,LLC,Active,1377882,2022-03-31,,140 THOMPSON ST 22C,EAST HAVEN,United States,06513,CT,DEVIN.D.FORD@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:14.6400000,Custom Computer Programming Services (541511),,,,,,,,,,,,,,,,,,,
BABEL PROJECTS PLLC,LLC,Active,1377881,2022-03-31,,53 ROCKWELL ROAD,RIDGEFIELD,United States,06877,CT,JB@JEREMYBABEL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.7800000,Architectural Services (541310),,,,,,,,,,,,,,,,,,,
EDP SPORTS LLC,LLC,Active,1377792,2022-03-31,,85 KNOLLWOOD DRIVE,FARIFIELD,United States,06824,CT,ERIC.PERUGINI@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:05.5633333,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
ALL THINGS ELECTRIC LLC,LLC,Active,1377790,2022-03-31,,703 THOMPSON ST,EAST HAVEN,United States,06513,CT,THOMASJACKSON0516@HOTMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:15.3133333,Electrical Contractors and Other Wiring Installation Contractors (238210),,,,,,,,,,,,,,,,,,,
BLACK ROCK CUTS LLC,LLC,Active,1377784,2022-03-31,,2746 FAIRFIELD AVE,BRIDGEPORT,United States,06605,CT,SALOBARBER30@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:04.2966667,,,,,,,,,,,,,,,,,,,,
MY HEART ANALYSIS LLC,LLC,Dissolved,1377761,2022-03-31,,64 SUMMER STREET,STRATFORD,United States,06614,CT,INFO@MYHEARTANALYSIS.COM,,Domestic,,2021-02-11,CT,Connecticut,True,False,True,False,False,2021-11-10 00:06:06.7966667,All Other Miscellaneous Ambulatory Health Care Services (621999),,,,,,,,,,,,,2021-03-02T00:00:00.000,,,,,,
E&E'S INTEGRITY THE HOLY AND EVIL WAR LLC,LLC,Active,1377810,2022-03-31,,120 CARMEL ST.,NEW HAVEN,United States,06511,CT,ERNESTANDELIAS@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:04.2666667,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,
K&L OF MONROE LLC,LLC,Active,1379836,2022-03-31,,17 CHERYL DRIVE,MONROE,,06468,CT,SK.WOODLAWNTREE@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.6400000,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,
5TH AVENUE AUCTION GALLERY LLC,LLC,Active,1377760,2022-03-31,,481 CANAL STREET,STAMFORD,United States,06902,CT,FIFTHAVENUEAUCTIONS@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:03.5933333,Used Merchandise Stores (453310),,,,,,,,,,,,,,,,,,,
"BREWCADE, LLC",LLC,Active,1377786,2022-03-31,,11 SILVER STREET #2673,MIDDLETOWN,United States,06457,CT,JASON.KUSHNER14@GMAIL.COM,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:10.0633333,,,,,,,,,,,,,,,,,,,,
"BUILT WITH OUR HANDS, INC.",Non-Stock,Active,1378338,2022-04-26,,71 PERIA DR,ROCKY HILL,,06067-1741,CT,jenniferszoka@hotmail.com,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:13.9700000,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,
CARDIO CRUSH TENNIS INC.,Stock,Active,1377788,2022-02-22,,1 GLOVER AVE - APT 430,NORWALK,United States,06850,CT,,,Domestic,,2021-02-11,CT,Connecticut,False,False,False,False,False,2021-11-10 00:06:06.1233333,Sports Teams and Clubs (711211),,,,,,,,,,,,,,,200.0,,,,
AROMA SPA CT INC,Stock,Active,1377689,2022-04-28,,1306 BOSTON POST ROAD,MADISON,,06443,CT,,,Domestic,,2021-02-11,CT,Connecticut,True,False,False,False,False,2021-11-10 00:06:06.8266667,Research and Development in Nanotechnology (541713),,,,,,,,,,,,,,,20000.0,,,,
