name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,category_survey_email_address,naics_code,create_dt,billing_unit,began_transacting_in_ct,business_name_in_state_country,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,total_authorized_shares,mail_jurisdiction,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mailing_international_address,records_address_unit
"RIDGEVIEW GP III, LLC",LLC,Active,2363928,2022-03-31,60 LONG RIDGE ROAD SUITE 306,STAMFORD,USA,06902,CT,ROBINSON@RIDGEVIEWASSET.COM,Foreign,USA,2021-10-14,,DELAWARE,False,False,False,False,False,,523930,2021-11-10 00:06:42.2800000,,2021-10-12,"RIDGEVIEW GP III, LLC",,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,,,,,,,,,
"Elizabeth LaVoie Photography, LLC",LLC,Active,2363939,2022-03-31,2 Cider Mill Rd,Stamford,United States,06903,CT,elavoiephotography@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,False,False,False,,Commercial Photography (541922),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMO Properties LLC,LLC,Active,2363941,2022-03-31,120 Hyde St,New Haven,United States,06512-3612,CT,anaikaocasiomt@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,False,False,False,,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:06:42.3433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sibling Reality LLC,LLC,Active,2363944,2022-03-31,1968 Park Ave,Bridgeport,United States,06604-1925,CT,leonardomatthews@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,True,False,False,,Other Activities Related to Real Estate (531390),2021-11-10 00:06:42.3433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blueberry Hill Farm, LLC",LLC,Active,2363962,2022-03-31,215 Blueberry Hill Road,Harwinton,United States,06791,CT,mks05004@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Horses and Other Equine Production (112920),2021-11-10 00:06:42.2966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RELIANT MD TELEHEALTH GROUP, PLLC",LLC,Active,2363957,2022-03-31,6500 RIVER PLACE BLVD BLDG 4 STE 102,AUSTIN,UNITED STATES,78730,TX,preston.legere@gmail.com,Foreign,UNITED STATES,2021-10-14,,TEXAS,False,False,False,False,False,,621399,2021-11-10 00:06:42.3100000,,2021-09-01,"RELIANT MD TELEHEALTH GROUP, PLLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spak Road, LLC",LLC,Active,2363966,2022-03-31,75 Gerber Road,South Windsor,United States,06074,CT,don.vaccaro@ticketnetwork.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Residential Property Managers (531311),2021-11-10 00:06:41.7500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88 Oak Ave, LLC",LLC,Active,2363965,2022-03-31,92 Brookside Rd,Waterbury,United States,06708-1466,CT,waterbury9212@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,decenthousingllc@gmail.com,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:42.3266667,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penthouse Mindset LLC,LLC,Active,2363968,2022-03-31,222 Post Rd,Fairfield,United States,06824,CT,info@penthousemindset.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,True,False,False,,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:06:42.2966667,2nd Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESERVOIR 33 LLC,LLC,Active,2363978,2022-03-31,45 Diamond Glen Rd,Farmington,United States,06032-2301,CT,uwantmn@yahoo.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,uwantmn@yahoo.com,,2021-11-10 00:06:41.7500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIDGEVIEW ASSET MANAGEMENT REAL ESTATE FUND, LIMITED PARTNERSHIP",Limited Partnership,Active,2363989,2022-10-14,1209 ORANGE STREET,"WILMINGTON, NEW CASTLE COUNTY",USA,19801,DE,ROBINSON@RIDGEVIEWASSET.COM,Foreign,USA,2021-10-14,,DELAWARE,False,False,False,False,False,,,2021-11-10 00:06:42.3266667,,2021-10-12,"RIDGEVIEW ASSET MANAGEMENT REAL ESTATE FUND, LP",,,,,,,,,,,,,,,,,,,"60 LONG RIDGE ROAD, SUITE 306, STAMFORD, CT, 06902, USA",60 LONG RIDGE ROAD,STAMFORD,CT,6902.0,USA,,,SUITE 306
Pistachio Holdings Inc.,Stock,Active,2364016,2022-10-14,120 Broad St,Milford,United States,06460-4725,CT,spencer@pistachiohomes.com,Foreign,,2021-10-14,DELAWARE,DELAWARE,False,False,False,False,False,,Used Merchandise Stores (453310),2021-11-10 00:06:41.7633333,,2021-10-15,Pistachio Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D/L Next Door, LLC",LLC,Rejected,2364011,,35 Shewville Road,Mystic,United States,06355,CT,danvank333@aol.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,lisa@lll-legal.com,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAD Realty Corporation,Stock,Active,2364030,2022-01-12,,,,,,jay@fivepillarsgroup.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,dj@mgslawct.com,Lessors of Other Real Estate Property (531190),2021-11-10 00:06:42.2966667,,,,First report due,,,,,,,,,,,,,,,,20000.0,,,,,,,,,,
Meta Investments LLC,LLC,Active,2364012,2022-03-31,2389 Main St.,Glastonbury,United States,06033,CT,cravettine@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,cravettine@gmail.com,Lessors of Other Real Estate Property (531190),2021-11-10 00:06:42.2800000,STE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pams Empanadas LLC,LLC,Active,2364015,2022-03-31,122 Danbury Rd,New Milford,United States,06776-3412,CT,pamsempanadas@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,True,False,True,,Mobile Food Services (722330),2021-11-10 00:06:42.2166667,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE Electrical LLC,LLC,Active,2364017,2022-03-31,100 Westport Dr,Waterbury,United States,06706-2857,CT,kyle@ireelectrical.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D/L Next Door, LLC",LLC,Active,2364043,2022-03-31,35 Shewville Rd,Mystic,United States,06355,CT,danvank333@aol.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,lisa@lll-legal.com,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympia Estates LLC,LLC,Active,2364019,2022-03-31,48 Olympia Ln,Waterbury,United States,06704-6120,CT,mo@euroestatesllc.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,cglad.kmalaw@gmail.com,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:42.3433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bevey Company LLC,LLC,Active,2364026,2022-03-31,690 Main Street South,Southbury,United States,06488,CT,ssacco@markethospitalitygroup.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Limited-Service Restaurants (722513),2021-11-10 00:06:42.3433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theadora G. Bolton LLC,LLC,Active,2364045,2022-03-31,12 Echo Dr,Darien,United States,06820-3105,CT,theabolton@optimum.net,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,False,False,False,,Other Personal Care Services (812199),2021-11-10 00:06:42.2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAQUIPULLA PROPERTIES LLC,LLC,Active,2364050,2022-03-31,25-27 SEDGEWICK STREET,BRIDGEPORT,United States,06606,CT,raymilduarte@hotmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Other Activities Related to Real Estate (531390),2021-11-10 00:06:42.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALAKI INC,Non-Stock,Active,2364061,2022-01-12,,,,,,dahopk88@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:42.2166667,,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,
AmNet ESOP Corporation,Stock,Active,2364068,2022-10-14,347 3rd Avenue,Chula Vista,United States,91910,CA,licensing@amnetmtg.com,Foreign,,2021-10-14,DELAWARE,DELAWARE,False,False,False,False,False,,Real Estate Credit (522292),2021-11-10 00:06:42.2333333,2nd Floor,2021-11-01,AmNet ESOP Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D.D. Landscaping & Construction, LLC",LLC,Active,2364072,2022-03-31,72 Vista Road,North Haven,United States,06473,CT,david.degrand5@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,dparnoff@setteparnoff.com,Landscaping Services (561730),2021-11-10 00:06:42.2966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM Gas Inc,Stock,Active,2364095,2022-10-18,263 Roosevelt Dr,Derby,United States,06418-1628,CT,mohammeddabsheh@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,smonereau@blumb.com,Gasoline Stations with Convenience Stores (447110),2021-11-10 00:06:42.2166667,,,,,,,,,,,,,,,,,,,2021-10-14,200.0,,,,,,,,,,
Sharpe Mindset PLLC,LLC,Active,2364100,2022-03-31,304 West Main St Suite 2-1069,Avon,United States,06001,CT,sharpe.shanell@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,onlinefilings@nolo.com,,2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADELSO CONSTRUCTION LLC,LLC,Active,2364107,2022-03-31,319 GREENWICH AVE,STAMFORD,United States,06902,CT,amatos@choiceservicesllc.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,"Brick, Stone, and Related Construction Material Merchant Wholesalers (423320)",2021-11-10 00:06:42.2800000,3R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONDON INDUSTRIES LLC,LLC,Active,2364109,2022-03-31,37 Farmington Ave,New Britain,United States,06053-2919,CT,industrieslondon@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,True,False,False,,Other Activities Related to Real Estate (531390),2021-11-10 00:06:42.3433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Court LLC,LLC,Active,2364126,2022-03-31,35 Collins Ave,Spring Valley,United States,10977-4743,NY,moshegrossbard1@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Lessors of Other Real Estate Property (531190),2021-11-10 00:06:42.2966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corduroy LLC,LLC,Active,2364132,2022-03-31,155 Old Hickory Rd,Fairfield,United States,06824-1924,CT,jamie.sanger@daversapartners.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:42.2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carolina Bunta, LLC",LLC,Active,2364135,2022-03-31,2911 Dixwell Ave,Hamden,United States,06518,CT,info@carolinabunta.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,True,False,False,cbunta@love-on.org,Professional Organizations (813920),2021-11-10 00:06:42.2800000,B11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllTHEMONEY LLC,LLC,Active,2364137,2022-03-31,316 STANLEY STREET,NEW BRITAIN,United States,06051,CT,allthemoney10@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,False,False,False,,Other Commercial Equipment Merchant Wholesalers (423440),2021-11-10 00:06:42.3266667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Benjamin LLC,LLC,Active,2364141,2022-03-31,1936 main st,Stratford,United States,06615,CT,grandbenjamin18@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,True,False,False,,Hotels (except Casino Hotels) and Motels (721110),2021-11-10 00:06:42.2966667,1st floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
janna General trading L.L.C.,LLC,Active,2364143,2022-03-31,105 Bardon St,Chicopee,United States,01020-2006,MA,jannagentradingllc@yahoo.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Other Activities Related to Real Estate (531390),2021-11-10 00:06:42.2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate of Cheshire LLC,LLC,Active,2364155,2022-03-31,408 Saint Ronan Street,New Haven,United States,06511,CT,margaret.chustecki@imgnh.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,False,False,False,,Other Activities Related to Real Estate (531390),2021-11-10 00:06:42.2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerial 51 Drones LLC,LLC,Active,2364158,2022-03-31,45 Ridge Blvd,East Granby,United States,06026-9302,CT,ian.plocki@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Commercial Photography (541922),2021-11-10 00:06:42.3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrayBeardPhotos LLC,LLC,Active,2364165,2022-03-31,439 Central Ave,New Haven,United States,06515,CT,jason.weaving@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,True,True,True,,"Photography Studios, Portrait (541921)",2021-11-10 00:06:42.3600000,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRI-STATE CARRIERS, LLC",LLC,Active,2364168,2022-03-31,34 Russwin Rd,New Britain,United States,06053-3815,CT,orlandog007@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:42.3600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate of Hamden LLC,LLC,Active,2364166,2022-03-31,408 Saint Ronan Street,New Haven,United States,06511,CT,margaret.chustecki@imgnh.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,False,False,False,,Other Activities Related to Real Estate (531390),2021-11-10 00:06:42.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NORTHERN REALTY, LLC",LLC,Active,2364169,2022-03-31,34 Russwin Rd,New Britain,United States,06053-3815,CT,orlandog007@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:42.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDC MANAGEMENT SERVICES, LLC",LLC,Active,2364170,2022-03-31,369 Main Street,West Haven,United States,06516,CT,drt@shorelinedentalcare.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,donna@thewilsonlegalgroup.com,,2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EYESAWAY FROMHOME LLC,LLC,Active,2364171,2022-03-31,225 Indian Ave,Bridgeport,United States,06606-4826,CT,info@jassbofinancial.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,True,False,False,,Residential Remodelers (236118),2021-11-10 00:06:42.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud 9 LLC,LLC,Active,2364172,2022-03-31,451 New Britain Ave,Newington,United States,06111-4367,CT,adnannaji1999@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Tobacco Stores (453991),2021-11-10 00:06:42.2500000,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040 & 1052 Boston Post Road LLC,LLC,Active,2364173,2022-03-31,566 Bridgeport Ave,Milford,United States,06460-4202,CT,jmerriam@keycars.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,cklaneski@pullcom.com,,2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSJ TRUCKING INDUSTRIES INC.,Stock,Active,2364179,2022-01-12,,,,,,shannonberard@yahoo.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:42.2633333,,,,First report due,,,,,,,,,,,,,,,,20000.0,,,,,,,,,,
PaulCon LLC,LLC,Active,2364186,2022-03-31,1 Donna Drive,Norwalk,United States,06854,CT,palcon123@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,paulanddenise@allfurdogs.net,Residential Remodelers (236118),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTAN LLC,LLC,Active,2364193,2022-03-31,1 SPRUCE ST,NORWALK,United States,06850,CT,mohsinsiddiqui24@yahoo.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Middle Way LLC,LLC,Active,2364199,2022-03-31,4 Middle Way,Old Greenwich,United States,06870-2405,CT,bjackelow@brxglobal.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,dh@davidhopperlaw.com,,2021-11-10 00:06:41.7633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JT's Pc's LLC,LLC,Active,2364200,2022-03-31,80 Branca Ct,Milford,United States,06461-2269,CT,jtspcscompany@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,True,False,,Other Computer Related Services (541519),2021-11-10 00:06:42.2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA Electric LLC,LLC,Active,2364202,2022-03-31,169 Circle Drive,Bantam,United States,06750,CT,andrew.adams@aaelectricllc.net,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,True,False,False,,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:06:42.3266667,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASARABIA NEW CONSTRUCTION AND RENOVATION LLC,LLC,Active,2364212,2022-03-31,579 NORTH GRAND ST,SUFFIELD,United States,06093,CT,monaspike@cs.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,True,False,False,,New Single-Family Housing Construction (except For-Sale Builders) (236115),2021-11-10 00:06:42.2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InsurSynergy LLC,LLC,Active,2364214,2022-03-31,183 Forest Ln,Glastonbury,United States,06033-3919,CT,zc_212@hotmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,True,False,False,,Custom Computer Programming Services (541511),2021-11-10 00:06:42.3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Mold Design LLC,LLC,Active,2364213,2022-03-31,9 Oak St,New Fairfield,United States,06812,CT,deanterrian@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,,Computer Systems Design Services (541512),2021-11-10 00:06:42.3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Girl Sis Ma'am Podcast LLC,LLC,Active,2364215,2022-03-31,140 Fulkerson Dr,Waterbury,United States,06708,CT,thegsmpodcast@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,True,False,False,,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:06:42.3266667,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIANAS LUNCH BOX LLC,LLC,Active,2364219,2022-03-31,709 E Main St,Waterbury,United States,06702-1711,CT,jrtaxpreparer@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,jrtaxpreparer@gmail.com,Limited-Service Restaurants (722513),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hidden Gem Event Space, LLC",LLC,Active,2364231,2022-03-31,303 Nott St.,Wethersfield,United States,06109,CT,info@hiddengemct.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,True,False,False,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:42.3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Your Mental Health LLC,LLC,Active,2364235,2022-03-31,5 West Main Street,Chester,United States,06412,CT,kim@pitapeaces.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,True,False,False,False,False,,"Gift, Novelty, and Souvenir Stores (453220)",2021-11-10 00:06:42.3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LeRos Transportation, LLC",LLC,Active,2364238,2022-03-31,1 Mabel Ave,Danbury,United States,06811-3740,CT,lerostransportation@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,True,False,False,,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",2021-11-10 00:06:42.2633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREFA LANDSCAPING LLC,LLC,Active,2364245,2022-03-31,168 Springdale Ave,Meriden,United States,06451-2955,CT,taxcenterct@gmail.com,Domestic,United States,2021-10-14,Connecticut,Connecticut,False,False,False,False,False,taxcenterct@gmail.com,Landscaping Services (561730),2021-11-10 00:06:42.3266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOLVE THERAPEUTICS, INC.",Stock,Active,2364265,2022-10-15,11045 ROSELLE STREET SUITE 130,SAN DIEGO,USA,92121,CA,AP@SOLVETX.COM,Foreign,USA,2021-10-14,,DELAWARE,False,False,False,False,False,,873101,2021-11-10 00:06:42.3266667,,2021-10-13,"SOLVE THERAPEUTICS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"IPMS NEWCO, LLC",LLC,Active,2364272,2022-03-31,"99 EAST RIVER DRIVE, FIFTH FLOOR",EAST HARTFORD,UNITED STATES,06108,CT,liz_dickman@ipmscorp.com,Domestic,United States,2021-10-14,,Connecticut,False,False,False,False,False,,561900,2021-11-10 00:06:42.2633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ICE SKATING FOR EVERYONE, INC.",Non-Stock,Active,2364274,2022-10-26,6 OLD SAUGATUCK ROAD,NORWALK,US,06855,CT,EMILY.KELTING@GMAIL.COM,Domestic,United States,2021-10-14,,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:42.2966667,,,,,,,,,,,,,,,,,,,2021-10-18,,,,,,,,,,,
RENSNEST FLORALS LLC,LLC,Active,2364275,2022-03-31,20 EMERSON STREET,NORWALK,UNITED STATES,06855,CT,hellobloomingseason@gmail.com,Domestic,United States,2021-10-14,,Connecticut,False,False,False,False,False,,435110,2021-11-10 00:06:42.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
