name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,country_formation,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,business_email_address,formation_place,sub_status,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,record_address,records_address_street,records_address_unit,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address
"AMG, PUB II LLC",LLC,Active,2382087,2022-03-31,"555 S. Columbus Ave., Ste 201",Mount Vernon,United States,10550,NY,Foreign,,2021-11-12,NEW YORK,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.7400000,terry@atlantismgmt.com,NEW YORK,,,,2021-11-12,"AMG, PUB II LLC",,,,,,,,,,,,,,,,,,,,,,,,,
Hudson Walk Investments LLC,LLC,Active,2382094,2022-03-31,1 Hinchley Wood,Farmington,United States,06032-1457,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.7566667,aa2384@cornell.edu,Connecticut,,,,,,aa2384@cornell.edu,,,,,,,,,,,,,,,,,,,,,,,,
520 East Putnam Avenue LLC,LLC,Active,2382102,2022-03-31,520 E Putnam Ave,Greenwich,United States,06830-4806,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),2021-12-13 00:06:46.7566667,snfpetroleum@gmail.com,Connecticut,,,,,,snfpetroleum@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
OBED VICENTE LLC,LLC,Active,2382108,2022-03-31,113 Kenyon Cir,New Britain,United States,06053-2214,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-12-13 00:06:47.2700000,wendy@durangoagency.com,Connecticut,,,,,,wendy@durangoagency.com,,,,,,,,,,,,,,,,,,,,,,,,
NEW CANAAN RIVER LLC,LLC,Active,2382117,2022-03-31,167 RICHMOND HILL ROAD,NEW CANAAN,United States,06840,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7566667,mark@newcanaanpartners.com,Connecticut,,,,,,jim@weinbergpc.com,,,,,,,,,,,,,,,,,,,,,,,,
Avery Concerts Inc.,Non-Stock,Active,2382127,2022-02-10,,,,,,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7566667,averyensemble@gmail.com,Connecticut,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa carmelina guncay llc,LLC,Active,2382123,2022-03-31,16 high st,new milford,United States,06776,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-12-13 00:06:46.7400000,rosaguncay610@gmail.com,Connecticut,,,,,,urideautosalesllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"CASADOON, LLC",LLC,Active,2382124,2022-03-31,35 MASON STREET,GREENWICH,United States,06830,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7400000,anlyn@nitrongroup.com,Connecticut,,,3RD FLOOR,,,jim@weinbergpc.com,,,,,,,,,,,,,,,,,,,,,,,,
M.Moonchild Scented Creations LLC,LLC,Active,2382126,2022-03-31,14 Holland Rd,East Haven,United States,06512-4244,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-12-13 00:06:47.2700000,mmoonchildscentedcreations@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Bluff Soap LLC,LLC,Active,2382135,2022-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2700000,eastern@registeredagentsinc.com,Connecticut,,,,,,ne@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,
Sno 'N' Dough LLC,LLC,Active,2382134,2022-03-31,1400 park street,Hartford,United States,06106,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-12-13 00:06:47.2866667,dj@snondough.com,Connecticut,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD Property Services LLC,LLC,Active,2382137,2022-03-31,43 Upper Reservoir Rd,New Milford,United States,06776-3037,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-12-13 00:06:47.2700000,mkdpropertyservicesllc@gmail.com,Connecticut,,,,,,matthewdeitz13@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
151 Sequoia Drive LLC,LLC,Active,2382143,2022-03-31,425 Bridge Street,Groton,United States,06340,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2700000,cfrconsulting@aol.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cover Whale Insurance Solutions Inc.,Stock,Active,2382144,2022-11-12,30211 Ave de Las Banderas,Rancho Santa Margarita,United States,92688,CA,Foreign,,2021-11-12,DELAWARE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-12-13 00:06:46.7566667,gene@coverwhale.com,DELAWARE,,,Suite 200,2021-11-04,Cover Whale Insurance Solutions Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
K Rod Holdings LLC,LLC,Active,2382156,2022-03-31,25 Stanley St,west hartford,United States,06107,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,,2021-12-13 00:06:47.2700000,krodholdingsllc@gmail.com,Connecticut,,,b1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazul Realty LLC,LLC,Active,2382265,2022-03-31,123 metacomet rd,plainville,United States,06062,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:47.2700000,peterchmielowiec@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlas Homes LLC,LLC,Active,2382166,2022-03-31,"9 Oakhurst Rd,",Simsbury,United States,06070,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:47.2866667,triathlon123@hotmail.com,Connecticut,,,,,,triathlon123@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
The Cub Hub LLC,LLC,Active,2382258,2022-03-31,27 S Lake Shore Dr,Brookfield,United States,06804-1431,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Children's and Infants' Clothing Stores (448130),2021-12-13 00:06:47.3033333,cubhubllc@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cope & Calm, LLC",LLC,Active,2382177,2022-03-31,36 Mill Plain Rd,Danbury,United States,06811-5181,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Other Individual and Family Services (624190),2021-12-13 00:06:47.2700000,amberyoung@copecalm.com,Connecticut,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
adeolacaesars LLP,LLP,Active,2382179,2022-11-12,49 W Elderkin Ave,Groton,United States,06340-4932,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),2021-12-13 00:06:46.7566667,adekola.alagbe@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collaborative Equity Consulting LLC,LLC,Active,2382188,2022-03-31,179 Walnut St,Willimantic,United States,06226-2308,CT,Domestic,United States,2021-11-12,Connecticut,True,False,True,True,True,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:06:46.7566667,equitablect@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113Homerst LLC,LLC,Active,2382217,2022-03-31,113 Homer St,Waterbury,United States,06704-1728,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,,2021-12-13 00:06:47.2566667,cthalal@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gritty Nurses LLC,LLC,Active,2382198,2022-03-31,540 Locust Dr,Orange,United States,06477-2532,CT,Domestic,United States,2021-11-12,Connecticut,True,False,True,False,False,Educational Support Services (611710),2021-12-13 00:06:47.2566667,rosale@1099successacademy.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Coast Transport LLC,LLC,Active,2382202,2022-03-31,38 Walker Brook Dr,New Milford,United States,06776-2657,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7566667,ku9025bk@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTOSCAPE AUTO SALON LLC,LLC,Active,2382208,2022-03-31,705 N Mountain Rd,Newington,United States,06111-1412,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Car Washes (811192),2021-12-13 00:06:47.2866667,roman.genov@hotmail.com,Connecticut,,,STE A-210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Savannah LLC,LLC,Active,2382215,2022-03-31,112 Pawcatuck Ave,Pawcatuck,United States,06379-2415,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:47.2866667,chris@huntersavannah.com,Connecticut,,,,,,chris@huntersavannah.com,,,,,,,,,,,,,,,,,,,,,,,,
Bigga Balls LLC,LLC,Active,2382216,2022-03-31,25 Patricia Drive,Shelton,United States,06484,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Sporting and Recreational Goods and Supplies Merchant Wholesalers (423910),2021-12-13 00:06:47.2866667,legalassistant@kkandd.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Voriou Development, LLC",LLC,Active,2382230,2022-03-31,166 Highland Park Dr,Bloomfield,United States,06002-5306,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Industrial Building Construction (236210),2021-12-13 00:06:47.2700000,pete.leonidas@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Outlook Amusements, Inc.",Stock,Active,2382227,2022-11-12,3746 Foothill Blvd,Glendale,United States,91214,CA,Foreign,,2021-11-12,California,False,False,False,False,False,,2021-12-13 00:06:46.7700000,dperini@outlookamusements.com,California,,,1119,2022-01-01,"Outlook Amusements, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
WL MARTINS SERVICES LLC,LLC,Active,2382240,2022-03-31,31 Well Ave,Danbury,United States,06810-6301,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2021-12-13 00:06:47.2700000,larissaamorim110@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action Installations & Maintenance Inc.,Stock,Active,2382261,2022-11-12,"1000 N West St., Ste 1202",Wilmington,United States,19801,DE,Foreign,,2021-11-12,DELAWARE,False,False,False,False,False,Other Building Finishing Contractors (238390),2021-12-13 00:06:47.2700000,admin.aim@acorporations.com,DELAWARE,,,,2021-11-12,Action Installations & Maintenance Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
Porky's 1505 LLC,LLC,Active,2382249,2022-03-31,1503 State Street,New Haven,United States,06511,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),2021-12-13 00:06:46.7566667,mail2rey@aol.com,Connecticut,,,,,,carrington5.financial@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Nina's Body Butter LLC,LLC,Active,2382250,2022-03-31,479 Broad St,Hartford,United States,06106-1481,CT,Domestic,United States,2021-11-12,Connecticut,True,False,False,False,False,Fats and Oils Refining and Blending (311225),2021-12-13 00:06:46.7700000,ninas.body.butter@gmail.com,Connecticut,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cito Aviation LLC,LLC,Active,2382256,2022-03-31,1 Wheeler Gate,Westport,United States,06880-5072,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-12-13 00:06:46.7700000,chris.damianos@citoaviation.com,Connecticut,,,,,,chris.damianos@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,
MLA RAMP LLC,LLC,Rejected,2382263,,1096 PORTLAND COBALT RD,PORTLAND,United States,06480,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Gasoline Stations with Convenience Stores (447110),2021-12-13 00:06:46.7566667,azijulislam74@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VA Main, LLC",LLC,Active,2382272,2022-03-31,55 Randall Ave,Bridgeport,United States,06606,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.3033333,rvonancken@aol.com,Connecticut,,,,,,jkassimis@berchemmoses.com,,,,,,,,,,,,,,,,,,,,,,,,
Home Flooring Consulting Limited Liability Company,LLC,Active,2382275,2022-03-31,130 Coe Ave,East Haven,United States,06512-4770,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-12-13 00:06:47.2700000,dfobrien@aol.com,Connecticut,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Ridge Homes LLC,LLC,Active,2382277,2022-03-31,29 Bob Hill Road,Pound Ridge,United States,10576-1902,NY,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:47.2700000,ryanjkelly17@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flowers & Produce by Terra, LLC",LLC,Active,2382297,2022-03-31,59 Hillsdale avenue,Wethersfield,United States,06109,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers (424930)",2021-12-13 00:06:46.7566667,anyeles@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ragsoft LLC,LLC,Active,2382404,2022-03-31,1450 Washington Blvd Apt #602N,Stamford,United States,06902,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2700000,rakjain@outlook.com,Connecticut,,,,,,corponline@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,
Reavyn Beauty Gardens LLC,LLC,Active,2382407,2022-03-31,1407 Norman St,Bridgeport,United States,06604,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2700000,service@myllc.com,Connecticut,,,,,,service@myllc.com,,,,,,,,,,,,,,,,,,,,,,,,
J Hernandez Remodeling LLC,LLC,Active,2382302,2022-03-31,612 Seaview Ave,Bridgeport,United States,06607-2438,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-12-13 00:06:47.2566667,atlclnsvc@aol.com,Connecticut,,,,,,atlclnsvc@aol.com,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut Real Estate Investors LLC,LLC,Active,2382308,2022-03-31,64 Goodrich St,Hartford,United States,06114-2612,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:06:47.3033333,emir@connecticutrealestateinvestors.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNELLO & SONS TRUCKING LLC,LLC,Active,2382315,2022-03-31,37 EVERGREEN ST,WATERBURY,United States,06708,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-12-13 00:06:47.2866667,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
"SELENACO, LLC",LLC,Active,2382317,2022-03-31,2 Armonk Street,Greenwich,United States,06830,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-12-13 00:06:46.7700000,bcford28@gmail.com,Connecticut,,,#198,,,doloresburton@unitedcorporate.com,,,,,,,,,,,,,,,,,,,,,,,,
Back 9 Social LLC,LLC,Active,2382322,2022-03-31,805 N Colony Rd,Wallingford,United States,06492-2409,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-12-13 00:06:47.2566667,difonzos@comcast.net,Connecticut,,,,,,ralph@difonzos.net,,,,,,,,,,,,,,,,,,,,,,,,
SVP ASSET MANAGEMENT LLC,LLC,Active,2382331,2022-03-31,"30 WESTPORT AVENUE, SUITE 1",NORWALK,US,06851,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,531311,2021-12-13 00:06:46.7400000,justinwpascarelli@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GKPKPROPERTIES, LLC",LLC,Active,2382345,2022-03-31,510 Swanson Cres,Milford,United States,06461-2747,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:06:46.7700000,klineproperties22@gmail.com,Connecticut,,,,,,sue@milfordlegal.com,,,,,,,,,,,,,,,,,,,,,,,,
"Icon Nursing and Healthcare, LLC",LLC,Active,2382350,2022-03-31,23134 Town Walk Dr,Hamden,United States,06518-3764,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2566667,jackieewart.je@gmail.com,Connecticut,,,,,,jackieewart.je@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Reverse Mortgage Alert LLC,LLC,Active,2382352,2022-03-31,45 Grove St,New Canaan,United States,06840,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),2021-12-13 00:06:47.2566667,john@ratezip.com,Connecticut,,,G2,,,leeann@ratezip.com,,,,,,,,,,,,,,,,,,,,,,,,
Torino Port Chester LLC,LLC,Rejected,2382336,,172 Center Street,Jackson,United States,83001,WY,Foreign,,2021-11-12,WYOMING,False,False,False,False,False,Full-Service Restaurants (722511),2021-12-13 00:06:46.7566667,info@corporatedirect.com,WYOMING,,,Suite 202,2021-08-20,Torino Port Chester LLC,,"PO Box 2869, Jackson, WY, 83001, United States",PO Box 2869,Jackson,WY,83001,United States,"172 Center St, Suite 202, Jackson, WY, 83001-8700, United States",172 Center St,Jackson,WY,83001-8700,United States,,,Suite 202,,,,,,,,,
"DMV Express, LLC",LLC,Active,2382343,2022-03-31,14 Clark ST,Danbury,United States,06810-3246,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Document Preparation Services (561410),2021-12-13 00:06:46.7400000,farley_silva@sbcglobal.net,Connecticut,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPH C&C LLC,LLC,Active,2382354,2022-03-31,15 Grennan Rd,West Hartford,United States,06107-1818,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-12-13 00:06:46.7400000,jphllc.1973@gmail.com,Connecticut,,,,,,sneville@nevillelawoffice.com,,,,,,,,,,,,,,,,,,,,,,,,
"SIS CONTENT SERVICES, INC.",Stock,Active,2382351,2022-11-12,1209 ORANGE ST,WILMINGTON,US,19801,DE,Foreign,US,2021-11-12,DE,False,False,False,False,False,519130,2021-12-13 00:06:47.2866667,siscsinc@sis.tv,,,,,2021-11-01,"SIS CONTENT SERVICES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
Dean Rapid Prototypes LLC,LLC,Active,2382376,2022-03-31,251 Church Street,Putnam,United States,06260,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Engineering Services (541330),2021-12-13 00:06:46.7566667,dean.rapid.prototypes@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK Construction LLC,LLC,Active,2382375,2022-03-31,101 Newton Street,Meriden,United States,06450,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-12-13 00:06:46.7400000,hk-constructionllc@outlook.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64 Cody Street, LLC",LLC,Active,2382391,2022-03-31,64 Cody St,West Hartford,United States,06110-1904,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-12-13 00:06:46.7400000,henry@pneumaticsys.com,Connecticut,,,,,,sbf@franklinlaw.net,,,,,,,,,,,,,,,,,,,,,,,,
WOI Advisory LLC,LLC,Active,2382377,2022-03-31,15 Gough Drive,Branford,United States,06405-5018,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:06:47.2700000,nadimrri@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Guzman Tough Designs LLC,LLC,Active,2382380,2022-03-31,161 Silvermine Ave,Norwalk,United States,06850-1611,CT,Domestic,United States,2021-11-12,Connecticut,False,False,True,False,True,Interior Design Services (541410),2021-12-13 00:06:46.7700000,felix@felixguzmantough.com,Connecticut,,,,,,felix.guzman.jr@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Justflex LLC,LLC,Active,2382405,2022-03-31,55 Southport Rdg,Southport,United States,06890-1194,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:46.7700000,james.freelove29@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Clinical Solutions Inc,Stock,Active,2382408,2022-11-12,64 Morgan Farms Dr,South Windsor,United States,06074-1370,CT,Foreign,,2021-11-12,CALIFORNIA,False,False,False,False,False,,2021-12-13 00:06:46.7400000,mary_williams44@outlook.com,CALIFORNIA,,,,2021-06-01,Dynamic Clinical Solutions Inc,,,,,,,,,,,,,,,,,,,,,,,,,
"PIES BY MAYA, LLC",LLC,Active,2382411,2022-03-31,104A Waterview Dr,Sandy Hook,United States,06482,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,,2021-12-13 00:06:47.2700000,tidycat70@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J-SCAPES Lawncare LLC,LLC,Active,2382412,2022-03-31,18 Lloyd Road,Waterford,United States,06385,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-12-13 00:06:46.7700000,jpmes77@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Hill Crest LLC,LLC,Active,2382421,2022-03-31,26 Hillcrest Ln,Weston,United States,06883-1105,CT,Domestic,United States,2021-11-12,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:06:46.7700000,ng2@imperiumre.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
