name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,sub_status,dissolution_date,total_authorized_shares,billing_unit,reason_for_administrative,mailing_address,category_survey_email_address,office_jurisdiction_3
JM SOUTHINGTON LLC,LLC,Active,1392267,2022-03-31,2251 LANDMARK PLACE,MANASQUAN,United States,08736,NJ,JKAPALKO@JERSEYMIKES.COM,Domestic,2021-05-17,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:05:32.7066667,,,,,,,,,,,,,,,,,,,,,,,,
"THREE LADIES BOUTIQUE, INC.",Stock,Active,1392222,2022-05-25,1441 MAIN STREET SUITE 220,SPRINGFIELD,United States,01103,MA,PM@PLMANCINONE.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:05:37.0200000,,,,,,,,,,,,,,,,,,,10000.0,,,,,
BOOK BALANCERS LLC,LLC,Active,1392335,2022-03-31,120 SPRING ST,WINDSOR LOCKS,,06096,CT,SANDSDEBBIE@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:42.3500000,,,,,,,,,,,,,,,,,,,,,,,,
SKYE BY DESIGN STUDIOS LLC,LLC,Active,1392409,2022-03-31,120 WAUREGAN RD.,BROOKLYN,United States,06234,CT,SKYE@SKYEBYDESIGN.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:28.3600000,,,,,,,,,,,,,,,,,,,,,,,,
HARPTRANSCO INC,Stock,Active,1392337,2021-08-15,No information provided,,,,,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:49.5900000,,,,,,,,,,,,,,,,,First report past due,,10000.0,,,,,
PAP ONLINE ENTERPRISES LLC,LLC,Active,1392407,2022-03-31,172 BRADFORD CORNER RD,WOODSTOCK VALLEY,United States,06282,CT,PETE@PETERPATRICIAN.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:05:34.0666667,,,,,,,,,,,,,,,,,,,,,,,,
GLICKENHAUS ZERO LLC,LLC,Active,1392408,2022-03-31,48 B MIRY BROOK ROAD,DANBURY,United States,06810,CT,JESSE@SCGCARS.COM,Foreign,2021-05-17,DE,DE,False,False,False,False,False,,2021-11-10 00:05:28.8466667,2021-05-17,GLICKENHAUS ZERO LLC,United States,"3500 S DUPONT HWY, DOVER, DE, 19901, United States",3500 S DUPONT HWY,DOVER,DE,19901,United States,"3500 S DUPONT HWY, DOVER, DE, 19901, United States",3500 S DUPONT HWY,DOVER,DE,19901,United States,,,,,,,,,
Juju's Daycare LLC,LLC,Active,1392171,2022-03-31,63 ORMOND ST.,WEST HAVEN,United States,06516,CT,JUNENERS@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),2021-11-10 00:05:26.6733333,,,,,,,,,,,,,,,,,,,,,,,,
NEXTGEN SANITIZING SERVICES LLC,LLC,Active,1392221,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:36.1766667,,,,,,,,,,,,,,,,,,,,,,,,
"METRO ELECTRICAL DESIGN, LLC",LLC,Active,1392334,2022-03-31,86 FAIRLANE DRIVE,WETHERSFIELD,United States,06109,CT,ANDREAPERRAULT@SBCGLOBAL.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:05:31.4866667,,,,,,,,,,,,,,,,,,,,,,,,
PILLAR7 LLC,LLC,Active,1392169,2022-03-31,39 WINTERBROOK RD,WOLCOTT,United States,06716,CT,PJKENS@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:05:34.1300000,,,,,,,,,,,,,,,,,,,,,,,,
GADA EXPRESS LLC,LLC,Active,1392219,2022-03-31,35 DEPINEO AVE APT1,STAMFORD,United States,06902,CT,WILLYD@JATRUCKINGLLC.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Local Messengers and Local Delivery (492210),2021-11-10 00:05:29.5500000,,,,,,,,,,,,,,,,,,,,,,,,
B & R LOGISTICS LLC,LLC,Active,1393175,2022-03-31,624 WASHINGTON AVE 2ND FLR,WATERBURY,,06708,CT,GURU372@ICLOUD.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",2021-11-10 00:05:25.0466667,,,,,,,,,,,,,,,,,,,,,,,,
"LIMINAL SPACE THERAPY, LLC",LLC,Active,1392170,2022-03-31,57 RIVER EDGE FARMS ROAD,MADISON,United States,06443,CT,THERAPIES101@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:05:43.6466667,,,,,,,,,,,,,,,,,,,,,,,,
MIND YOUR BUSINESS LLC,LLC,Active,1392336,2022-03-31,40 PUTNAM STREET STE# 6312,HAMDEN,United States,06517,CT,TRANSFORMYOUROUTLOOK@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,True,True,False,Other Management Consulting Services (541618),2021-11-10 00:05:38.9900000,,,,,,,,,,,,,,,,,,,,,,,,
TC CLEANING SERVICES LLC,LLC,Active,1392225,2022-03-31,241 HIGH STREET,MANCHESTER,United States,06040,CT,TERRYX4@COX.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:05:46.3366667,,,,,,,,,,,,,,,,,,,,,,,,
8 OAKWOOD AVENUE UNIT B3 LLC,LLC,Active,1392224,2022-03-31,40 PERSHING AVENUE,STAMFORD,United States,06905,CT,SCRIVAMI@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:48.8866667,,,,,,,,,,,,,,,,,,,,,,,,
"HORNBLOWER SHIPYARD, LLC",LLC,Active,1392226,2022-03-31,"PIER 3, THE EMBARCADERO",SAN FRANCISCO,United States,94111,CA,JANET.NALL@AQSC.COM,Foreign,2021-05-17,DE,DE,False,False,False,False,False,,2021-11-10 00:03:21.4733333,2021-05-17,"HORNBLOWER SHIPYARD, LLC",United States,,,,,,,,,,,,,,,,,,,,,
ESSENTIALLY YOU LLC,LLC,Active,1392237,2022-03-31,4 BUCKINGHAM LANE,NORTH HAVEN,United States,06473,CT,KANEWHART03@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Specialty Canning (311422),2021-11-10 00:03:21.4100000,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL BUILDING SOLUTIONS LLC,LLC,Active,1392216,2022-03-31,45 ROSE HILL ROAD,BRANFORD,United States,06405,CT,NATIONALBUILDINGSOLUTIONSLLC@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:03:20.8500000,,,,,,,,,,,,,,,,,,,,,,,,
"FINDING YOUR STRENGTH, LLC",LLC,Active,1392886,2022-03-31,498 FERN STREET,WEST HARTFORD,,06107,CT,DANIELLESONDEENMFT@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:25.3800000,,,,,,,,,,,,,,,,,,,,,,,,
HALL WILLIAMS HOLDINGS LLC,LLC,Active,1392223,2022-03-31,795 COLORADO AVE,BRIDGEPORT,United States,06604,CT,AHALLJR17@OUTLOOK.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-11-10 00:03:17.3333333,,,,,,,,,,,,,,,,,,,,,,,,
SE7EN FIGURES LLC,LLC,Active,1392218,2022-03-31,212 BROAD STREET UNIT 16,MERIDEN,United States,06450,CT,SE7ENFIGURESLLC@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,True,False,False,Other Clothing Stores (448190),2021-11-10 00:03:20.8633333,,,,,,,,,,,,,,,,,,,,,,,,
H & A LANDSCAPING AND SNOW REMOVAL LLC,LLC,Active,1392378,2022-03-31,Q-1 SAINT MARC CIRCLE,SOUTH WINDSOR,United States,06074,CT,MARCOSVELASQUEZ0611@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:03:24.5833333,,,,,,,,,,,,,,,,,,,,,,,,
UP-RITE FENCING LLC,LLC,Active,1392380,2022-03-31,41 NEW ENGLAND ROAD,GUILDFORD,United States,06437,CT,RONGAM@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:03:39.7733333,,,,,,,,,,,,,,,,,,,,,,,,
TANARTISH LLC,LLC,Active,1392265,2022-03-31,16 WINTERBERRY LN,GLASTONBURY,United States,06033,CT,ARTIPRABHA@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,True,False,False,Limited-Service Restaurants (722513),2021-11-10 00:03:30.6000000,,,,,,,,,,,,,,,,,,,,,,,,
JJ SOLUTIONS LLC,LLC,Active,1392622,2022-03-31,15 CROFUT PL,DANBURY,United States,06810,CT,JAIMEYUNGANAULA97@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:03:35.0833333,,,,,,,,,,,,,,,,,,,,,,,,
LEYSHAS RENTAL SPOT LLC,LLC,Active,1392263,2022-03-31,58 HILL ST,WATERBURY,United States,06704,CT,MANINDERARORA67@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),2021-11-10 00:03:37.8333333,,,,,,,,,,,,,,,,,,,,,,,,
"POWERBRIDGE INVESTMENTS, LLC",LLC,Active,1392266,2022-03-31,501 KINGS HWY EAST SUITE 300,FAIRFIELD,United States,06825,CT,TBEAUMONTE@POWERBRIDGE.US,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:03:37.8333333,,,,,,,,,,,,,,,,,,,,,,,,
"TOLOKAN BROTHERS, LLC",LLC,Active,1392262,2022-03-31,932 LONG HILL ROAD,GUILFORD,United States,06437,CT,JAY.TOLOKAN@COMCAST.NET,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2021-11-10 00:03:33.2566667,,,,,,,,,,,,,,,,,,,,,,,,
NINJA BUBBLE TEA LLC,LLC,Active,1392217,2022-03-31,1273 EAST PUTNAM AVE #623,RIVERSIDE,United States,06878,CT,AMAISONAVE@BLUMB.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),2021-11-10 00:03:30.0533333,,,,,,,,,,,,,,,,,,,,,,,,
BRING THE PARTY LLC,LLC,Active,1392310,2022-03-31,15D MERRITT PL.,NORWALK,,06854,CT,CHRISYON65@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:29.3800000,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTION CONSULTING & COUNSELING LLC,LLC,Active,1392379,2022-03-31,14 LUM LOT RD,SOUTHBURY,United States,06488,CT,CONNECTIONCONSULTINGCOUNSELING@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:03:35.0700000,,,,,,,,,,,,,,,,,,,,,,,,
VERY NICE MUSIC SHED LLC,LLC,Active,1392264,2022-03-31,75 SHERMAN TURNPIKE,REDDING,United States,06896,CT,H@VERYNICEINDUSTRIES.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2021-11-10 00:03:36.5533333,,,,,,,,,,,,,,,,,,,,,,,,
CUFFE'S REAL ESTATE INVESTMENTS LLC,LLC,Active,1392309,2022-03-31,327 WAYNE ST,BRIDGEPORT,,06606,CT,VCUFF.READY@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:36.5533333,,,,,,,,,,,,,,,,,,,,,,,,
"INFINITY IMAGES, INC.",Stock,Active,1392350,2022-05-17,5600 NE HASSALO STREET,PORTLAND,United States,97213,OR,COLE.HOWLAN@INFINITYIMAGES.COM,Foreign,2021-05-17,OR,OR,False,False,False,False,False,Commercial Printing (except Screen and Books) (323111),2021-11-10 00:03:38.3666667,2021-05-17,"INFINITY IMAGES, INC.",United States,,,,,,,,,,,,,,,,,,,,,
GREENSIDE LAWNCARE LLC,LLC,Active,1392349,2022-03-31,67 STERLING RD,EAST HARTFORD,United States,06108,CT,GREENSIDELAWN67@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),2021-11-10 00:03:38.3666667,,,,,,,,,,,,,,,,,,,,,,,,
CAPOEIRA ESPERAZNCA LLC,LLC,Active,1392834,2022-03-31,83 MORRIS ST APT 2,HAMDEN,,06517,CT,CAPOEIRAESPERANCACT@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:03:35.7866667,,,,,,,,,,,,,,,,,,,,,,,,
VICEROY MANAGEMENT LLC,LLC,Dissolved,1392352,2022-03-31,88 GREENWICH STREET #502,NEW YORK,United States,10006,NY,LYEE@ALUM.MIT.EDU,Domestic,2021-05-17,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:38.4300000,,,,,,,,,,,,,,,,,,,,,,,,
JOEY'S SEAFOOD AND MORE LLC,LLC,Active,1392377,2022-03-31,594 NORTH MAIN ST,MOOSUP,United States,06354,CT,DONAANDGEO1981@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:03:31.3333333,,,,,,,,,,,,,,,,,,,,,,,,
SNACK QUEST LLC,LLC,Active,1392311,2022-03-31,35 HERITAGE DRIVE,SEYMOUR,United States,06483,CT,POPIELASZ85@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,General Line Grocery Merchant Wholesalers (424410),2021-11-10 00:03:34.4600000,,,,,,,,,,,,,,,,,,,,,,,,
STICKZ X FIGURES LLC,LLC,Active,1392261,2022-03-31,124 BONNER ST,HARTFORD,United States,06106,CT,CHRASHAUNA@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:03:41.0866667,,,,,,,,,,,,,,,,,,,,,,,,
ANTS ENTERPRISE SERVICES LLC,LLC,Active,1392704,2022-03-31,215 DANA LANE,MERIDEN,,06450,CT,,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:30.6633333,,,,,,,,,,,,,,,,,,,,,,,,
"VARGA KNIVES, LLC",LLC,Active,1392183,2022-03-31,15 CIRCLE DRIVE EXT.,GREENWICH,United States,06830,CT,VARGAKNIVES@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing (332215)",2021-11-10 00:03:36.5233333,,,,,,,,,,,,,,,,,,,,,,,,
BAILOUT GALLERY LLC,LLC,Dissolved,1392351,2022-03-31,91 SHELTON AVE,NEW HAVEN,United States,06511,CT,AHB01PROJECTS@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",2021-11-10 00:03:48.8033333,,,,,,,,,,,,,,,,,,,,,,,,
BELLAMISH LLC,LLC,Active,1392832,2022-03-31,184 SOUTH MAIN ST APT C,MANCHESTER,,06040,CT,BELLAMISHLLC@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:48.0400000,,,,,,,,,,,,,,,,,,,,,,,,
31 BARBERRY HILL LLC,LLC,Active,1392148,2022-03-31,31 BARBERRY HILL RD #1126,SHARON,,06069,CT,IRVIN@LEVINEANDSCHMUTTER-CPA-LLP.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:47.5700000,,,,,,,,,,,,,,,,,,,,,,,,
SABEEL PARTNERS LLC,LLC,Active,1392184,2022-03-31,11 BAYBERRY LANE,GREENWICH,,06831,CT,KEITHR@CRUISERCAP.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:43.7900000,,,,,,,,,,,,,,,,,,,,,,,,
"APOLLO HEALTH PRODUCTS, LLC",LLC,Active,1392299,2022-03-31,"28311 N. MAIN ST., STE. 200",DAPHNE,United States,36526,AL,TERI.STAPLETON@UNISEARCH.COM,Foreign,2021-05-17,AL,AL,False,False,False,False,False,Drugs and Druggists' Sundries Merchant Wholesalers (424210),2021-11-10 00:03:47.5533333,2021-05-17,"APOLLO HEALTH PRODUCTS, LLC",United States,"28311 N. MAIN ST., STE. 200, DAPHNE, AL, 36526, United States","28311 N. MAIN ST., STE. 200",DAPHNE,AL,36526,United States,"28311 N. MAIN ST., STE. 200, DAPHNE, AL, 36526, United States","28311 N. MAIN ST., STE. 200",DAPHNE,AL,36526,United States,,,,,,,,,
"NORTH STAR FERTILITY PARTNERS, LLC",LLC,Active,1393030,2022-03-31,200 HIGH STREET 6TH FLOOR,BOSTON,,02110,MA,EHENDERSON@NSFERTILITY.COM,Foreign,2021-05-17,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:03:53.3366667,2021-01-01,"NORTH STAR FERTILITY PARTNERS, LLC",,,,,,,,,,,,,,,,,,,,,,
EUGENES GREEN RACING TEAM LLC,LLC,Active,1392772,2022-03-31,2622 FAIRFIELD AVENUE,BRIDGEPORT,,06605-3039,CT,AUDITECH203@GMAIL.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Other Spectator Sports (711219),2021-11-10 00:03:55.9300000,,,,,,,,,,,,,,,,,,,,,,,,
"KOGUT'S PLANTSCAPES, LLC",LLC,Active,1392813,2022-03-31,54 WINDY WAY,MERIDEN,,06450,CT,BJKOGUT@YAHOO.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:03:57.2433333,,,,,,,,,,,,,,,,,,,,,,,,
MAIN STREET 737 LLC,LLC,Active,1392497,2022-03-31,90 PENT ROAD,BRANFORD,United States,06405,CT,TONY@DICROSTALAW.COM,Domestic,2021-05-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:03:58.4766667,,,,,,,,,,,,,,,,,,,,,,,,
"SUGARSILK SOAPS, LLC",LLC,Active,1392587,2022-03-31,25 ELLSWORTH ST #21,BRIDGEPORT,United States,06605,CT,HJS_795@HOTMAIL.COM,Domestic,2021-05-17,CT,Connecticut,True,False,False,False,False,Soap and Other Detergent Manufacturing (325611),2021-11-10 00:04:00.4000000,,,,,,,,,,,,,,,,,,,,,,,,
WILL HOFFMANN LLC,LLC,Active,1392482,2022-03-31,50 SHARP HILL ROAD,WILTON,United States,06897,CT,WBHOFF19@G.HOLYCROSS.EDU,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.1700000,,,,,,,,,,,,,,,,,,,,,,,,
MARIA JULIETA OROZCO LLC,LLC,Active,1392557,2022-03-31,50 SOUTH  ST APT 2,DANBURY,United States,06810,CT,KARENVALLEJOS@LIVE.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:52.8266667,,,,,,,,,,,,,,,,,,,,,,,,
THE CODA COMPANY USA LLC,LLC,Active,1392480,2022-03-31,47 LOCUST ST,GREENWICH,United States,06830,CT,THECODACOMP@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:00.9066667,,,,,,,,,,,,,,,,,,,,,,,,
A&G ROOFING LLC,LLC,Active,1392479,2022-03-31,74 DALTON ST,OAKVILLE,United States,06779,CT,MEROLLICONNIE@YAHOO.COM,Domestic,2021-05-18,CT,Connecticut,True,False,False,False,False,Roofing Contractors (238160),2021-11-10 00:05:56.8433333,,,,,,,,,,,,,,,,,,,,,,,,
OLIVARES TECH LLC,LLC,Active,1392483,2022-03-31,101 OSBORN LANE,MONROE,United States,06468-2565,CT,COHEN.ANDREW.N@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:05:52.7800000,,,,,,,,,,,,,,,,,,,,,,,,
SIERPINSKI BUILDERS LLC,LLC,Active,1392558,2022-03-31,888 LITTLE CITY RD,HIGGANUM,United States,06441,CT,ROSSIPINSKI@OUTLOOK.COM,Domestic,2021-05-18,CT,Connecticut,True,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:05:58.2166667,,,,,,,,,,,,,,,,,,2021-08-23T00:00:00.000,,,,,,
OCEAN BEACH VILLA LLC,LLC,Active,1392481,2022-03-31,539 ALEWIFE PKWY,NEW LONDON,United States,06320,CT,JCV5757@AOL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.8900000,,,,,,,,,,,,,,,,,,,,,,,,
"BOHO PREP, LLC",LLC,Active,1392556,2022-03-31,2500 NORTH STREET,FAIRFIELD,United States,06824,CT,XOXO2PLUTO@ICLOUD.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,Women's Clothing Stores (448120),2021-11-10 00:05:52.2000000,,,,,,,,,,,,,,,,,,,,,,,,
ACF CONNECTICUT LIMOUSINE LLC,LLC,Active,1392602,2022-03-31,1080 MADISON AVE,BRIDGEPORT,United States,06606,CT,ORCHY@AVONLIMO.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:55.4200000,,,,,,,,,,,,,,,,,,,,,,,,
ACA ENDEAVORS LLC,LLC,Active,1392555,2022-03-31,55 BENZ ST,ANSONIA,United States,06401-2628,CT,SUPPORT@LAFFOLIL.COM,Domestic,2021-05-18,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:05:51.4633333,,,,,,,,,,,,,,,,,,,,,,,,
BERCH DRYWALL LLC,LLC,Active,1392559,2022-03-31,47 HILL ST,EAST HAVEN,United States,06512,CT,ZTORRES1084@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),2021-11-10 00:05:57.3733333,,,,,,,,,,,,,,,,,,,,,,,,
COMMPRO LLC,LLC,Withdrawn,1392419,2022-03-31,113 DUNTON CIRCLE,HAMPDEN,United States,04444,ME,JOE@CCCMAINE.COM,Foreign,2021-05-18,ME,ME,False,False,False,False,False,,2021-11-10 00:05:56.1233333,2021-05-03,COMMPRO LLC,United States,"113 DUNTON CIRCLE, HAMPDEN, ME, 04444, United States",113 DUNTON CIRCLE,HAMPDEN,ME,04444,United States,"113 DUNTON CIRCLE, HAMPDEN, ME, 04444, United States",113 DUNTON CIRCLE,HAMPDEN,ME,04444,United States,,,,,,,,,
ASIAN SPIRITS LLC,LLC,Active,1392501,2022-03-31,650 BANKS NORTH ROAD,FAIRFIELD,United States,06824,CT,LISHELI@ICLOUD.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",2021-11-10 00:06:14.0000000,,,,,,,,,,,,,,,,,,,,,,,,
VEE'S APOTHECARY SHOPPE LLC,LLC,Active,1392425,2022-03-31,458 CLARK STREET,BRIDGEPORT,United States,06606,CT,WYNTER.BLISS013@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),2021-11-10 00:06:05.5633333,,,,,,,,,,,,,,,,,,,,,,,,
THE JUSTICE WALK LLC,LLC,Active,1392502,2022-03-31,342 GROVERS AVE FLOOR 1,BRIDGEPORT,United States,06605,CT,ABBYA6575@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:06:15.3300000,,,,,,,,,,,,,,,,,,,,,,,,
CARLITO'S WAY TRANSPORT LLC,LLC,Active,1392424,2022-03-31,1172 MERIDEN WATERBURY TURNPIKE,PLANTSVILLE,United States,06479,CT,MALDONADOSBC@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:06:13.2333333,,,,,,,,,,,,,,,,,,,,,,,,
QUICK HANDS LLC,LLC,Active,1392422,2022-03-31,26 BREWSTER STREET #2,NEW HAVEN,United States,06511,CT,LENNONLAQUIDA@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:06:06.0633333,,,,,,,,,,,,,,,,,,,,,,,,
PAGERANK KINGS LLC,LLC,Active,1392443,2022-03-31,57 ORNE ST.,WEST HAVEN,United States,06516,CT,J.CARD@PAGERANKKINGS.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:13.1866667,,,,,,,,,,,,,,,,,,,,,,,,
RICHARD FREEMAN FINE JEWELS LLC,LLC,Active,1392709,2022-03-31,47 PILGRIM ROAD,QUAKER HILL,United States,06375,CT,RICHARDFREEMAN812@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:14.5633333,,,,,,,,,,,,,,,,,,,,,,,,
HELLO CHEESEBREAD LLC,LLC,Active,1392421,2022-03-31,124 LONGFELLOW ROAD,SHELTON,United States,06484,CT,HELENAPAZMC@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:08.2200000,,,,,,,,,,,,,,,,,,,,,,,,
J'S HOME RENOVATION LLC,LLC,Active,1392427,2022-03-31,922 EAST BROADWAY,STRATFORD,United States,06615,CT,JHOMERENOVATION1@GMAIL.COM,Domestic,2021-05-18,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:09.3900000,,,,,,,,,,,,,,,,,,,,,,,,
"RAD 2021 BLOOM ESA FUND IV, LLC",LLC,Active,1392396,2022-03-31,4353 NORTH FIRST STREET,SAN JOSE,,95134,CA,,Foreign,2021-05-18,DE,DE,False,False,False,False,False,,2021-11-10 00:06:11.8300000,2021-06-01,"RAD 2021 BLOOM ESA FUND IV, LLC",,,,,,,,,,,,,,,,,,,,,,
"RAD 2021 BLOOM ESA FUND V, LLC",LLC,Active,1392398,2022-03-31,4353 NORTH FIRST STREET,SAN JOSE,,95134,CA,,Foreign,2021-05-18,DE,DE,False,False,False,False,False,,2021-11-10 00:06:12.5300000,2021-06-01,"RAD 2021 BLOOM ESA FUND V, LLC",,,,,,,,,,,,,,,,,,,,,,
