name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billingcountry,reason_for_administrative,total_authorized_shares,sub_status,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,naics_sub_code,dissolution_date,billing_unit,date_of_organization_meeting
"FIRMFLEX, LLC",LLC,Active,1318492,2022-03-31,1 ENTERPRISE DRIVE SUITE 305,SHELTON,06484,CT,jay@getfirmflex.com,Domestic,2019-08-15,CT,Connecticut,True,False,True,False,False,Advertising Agencies (541810),2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,541810.0,,,
GREEN LEDGE LLC,LLC,Active,1318493,2022-03-31,189 DAY STREET,GRANBY,06035,CT,Glongley96@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Goat Farming (112420),2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,112420.0,,,
MA4 LLC,LLC,Active,1318494,2021-03-31,85 HOWE STREET,NEW HAVEN,06511,CT,dotaxes@sbcglobal.net,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:10:26.7933333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531311.0,,,
JOHN REALTY CT LLC,LLC,Active,1318496,2022-03-31,136 BURNHAM STREET,HARTFORD,06112,CT,JOHNREALTYCTLLC1@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:10:26.7933333,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
VAMPIRE ON THE GO LLC,LLC,Active,1318497,2021-03-31,21 COOKE STREET UNIT 2B,WATERBURY.,06710,CT,Vampireonthegoct@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),2021-11-10 00:10:26.7933333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,,,,
HOPE STREET REALTY LLC,LLC,Active,1318506,2022-03-31,243 WEST AVE,STAMFORD,06902,CT,KNOMANI@HOTMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,True,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:10:26.8233333,United States,,,,knomani@hotmail.com,,,,,,,,,,,,,,,,,,,
SOVEREIGN OF FLORIDA LLC,LLC,Active,1318507,2021-03-31,129 N 13TH TER,FERNANDINA BEACH,32034,FL,brandanm@gmail.com,Foreign,2019-08-15,FL,FL,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),2021-11-10 00:10:26.8233333,United States,,,Annual report past due,,2019-09-01,SOVEREIGN OF FLORIDA LLC,United States,"129 N 13TH TER, FERNANDINA BEACH, FL, 32034, United States",129 N 13TH TER,FERNANDINA BEACH,FL,32034,United States,"1204 MAIN STREET #123506, BRANFORD, FL, 06405, United States",1204 MAIN STREET #123506,BRANFORD,FL,6405.0,United States,238210.0,,,
XEN HUA MARKET LLC,LLC,Active,1318508,2022-03-31,130 WOOD AVE,BRIDGEPORT,06605,CT,chomiennamgrocery@gmail.com,Domestic,2019-08-15,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:10:26.8233333,United States,,,,,,,,,,,,,,,,,,,,453998.0,,,
"L & D COMMERCIAL CLEANING, LLC",LLC,Active,1318509,2021-03-31,32 PINE COURT,CROMWELL,06416,CT,ldcleaning860@gmail.com,Domestic,2019-08-15,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2021-11-10 00:10:26.8233333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,812990.0,,,
"BOB'S LAWN AND YARD SERVICE, INC.",Stock,Active,1318514,2020-08-15,86 BATES ROAD,CHAPLIN,06235,CT,,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8233333,,Failure to file Annual Report,20000.0,Annual report past due,,,,,,,,,,,,,,,,,,,,
JULIA'S SALON & COMPANY LLC,LLC,Active,1318519,2022-03-31,386 WHITE OAK SHADE ROAD,NEW CANAAN,06840,CT,julialamazi77@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:10:26.8233333,United States,,,,,,,,,,,,,,,,,,,,446120.0,,,
STRATEGIC ADVANTAGE INC,Stock,Active,1318525,2022-08-15,71 ROUND HILL DR,FAIRFIELD,06824,CT,roberta.vergari@aol.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Advertising Agencies (541810),2021-11-10 00:10:26.8566667,United States,,200.0,,,,,,,,,,,,,,,,,,541810.0,,,
THOMAS GARAGE DOORS LLC,LLC,Active,1318527,2020-03-31,370 HENRY AVE,STRATFORD,06614,CT,THOMASDOORS7@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8566667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"AIRPLANES, LLC",LLC,Active,1318530,2022-03-31,2000 NE JENSEN BEACH BLVD,JENSEN BEACH,34957,FL,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-08-15,DE,DE,False,False,False,False,False,Other Support Activities for Air Transportation (488190),2021-11-10 00:10:26.8700000,United States,,,,,2019-07-22,"AIRPLANES, LLC",United States,,,,,,,,,,,,,488190.0,,,
NEXGEN REALTY LLC,LLC,Active,1318531,2020-03-31,19 CADILLAC DR,NEW ROCHELLE,10804,NY,HMARTIN@BRMCPA.COM,Domestic,2019-08-15,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"LAW OFFICE OF KENT D. MAWHINNEY, LLC",LLC,Active,1318532,2020-03-31,"34 JEROME AVENUE, SUITE 108",BLOOMFIELD,06002,CT,MAWHINNEY.KENT@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"SOF-XI LT HOLDINGS, L.L.C.",LLC,Active,1318533,2022-03-31,591 WEST PUTNAM AVENUE,GREENWICH,06830,CT,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-08-15,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:10:26.8700000,United States,,,,,2019-08-14,"SOF-XI LT HOLDINGS, L.L.C.",United States,NONE,NONE,,,,,NONE,NONE,,,,,531210.0,,,
"HOMETEAM TECHNOLOGIES, INC.",Stock,Active,1318534,2022-08-15,287 PARK AVE SOUTH 3RD FLOOR,NEW YORK,10010,NY,lash@vestahealthcare.com,Foreign,2019-08-15,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:10:26.8700000,United States,,,,,2019-08-15,"HOMETEAM TECHNOLOGIES, INC.",United States,,,,,,,,,,,,,541511.0,,,
"NEW CANAAN MEN'S CLUB, INC.",Non-Stock,Active,1318535,2021-08-15,No information provided,,,,,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,,,,First report past due,,,,,,,,,,,,,,,,,,,,
TAVERAS ENTERPRISES LLC,LLC,Dissolved,1318537,2021-03-31,801 TOLLAND STREET,EAST HARTFORD,06108,CT,lbtaverasenterprisesllc@gmail.com,Domestic,2019-08-15,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),2021-11-10 00:10:26.8700000,United States,,,,,,,,,,,,,,,,,,,,812199.0,2021-03-30T00:00:00.000,,
STANLEY FOODMART LLC,LLC,Active,1318538,2020-03-31,406 HUNTINGTON TPKE,BRIDGEPORT,06610,CT,OFFICE959@AOL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
AMG CONSULTING LLC,LLC,Active,1318539,2020-03-31,209 Hilliard St,Manchester,06042-3005,CT,mechanictone@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ALW INNOVATIVE MARKETING LLC,LLC,Active,1318540,2020-03-31,47 TRUMAN ST,NEW HAVEN,06519,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.8700000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
330 BREWSTER STREET LLC,LLC,Dissolved,1318541,2020-03-31,2838 MAITLAND AVENUE,BRONX,10461,NY,ISUF_DJON@YAHOO.COM,Domestic,2019-08-15,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,,2021-06-15T00:00:00.000,,
PREMIER APPRAISALS LLC,LLC,Active,1318542,2022-03-31,50 ALLENDALE DRIVE,NORTH HAVEN,06473,CT,PremierAppraisals@yahoo.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Appraisers (531320),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,531320.0,,,
COSSIO'S CLEANING COMPANY LLC,LLC,Active,1318543,2022-03-31,37 BONNER STREET,STAMFORD,06902,CT,Cossiocleaningco@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,True,False,False,Janitorial Services (561720),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,561720.0,,,
"CULTRA TRAIL RUNNING, LLC",LLC,Active,1318544,2022-03-31,57 PIPPIN DRIVE EAST,GLASTONBURY,06033,CT,Art.byram@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Other Sound Recording Industries (512290),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,512290.0,,,
BEAUTIFUL DAY LLC,LLC,Dissolved,1318545,2021-03-31,25 LARKSPUR LANE,BRISTOL,06010,CT,nancy@brauningcpa.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,,2021-02-05T00:00:00.000,,
AGK CONSTRUCTION LLC,LLC,Active,1318546,2020-03-31,63 LONGO DRIVE,MILLDALE,06467,CT,JIMMY.KILEY@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"NEW HAVEN RESTORATION & CONSTRUCTION SERVICES, LLC",LLC,Active,1318547,2020-03-31,18 OAKLAND AVENUE,MILFORD,06460,CT,KEN.BECKER@RESTORATION1.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
R COOMBS LLC,LLC,Active,1318548,2020-03-31,412 MAIN STREET,DANBURY,06810,CT,RCOOMBS.NEWDIRECTIONS@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"NORTHEAST PROPERTY SERVICES, LLC",LLC,Active,1318549,2020-03-31,145-153 ARCH STREET,NEW BRITAIN,06052,CT,WINTERMANAGEGP@AOL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CF LESSEE K4 LLC,LLC,Active,1318550,2022-03-31,127 WASHINGTON AVE WEST BUILDING LOWER LEVEL,NORTH HAVEN,06473,CT,legal@greenskies.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,221114.0,,,
GREENWICH HEATING & COOLING LLC,LLC,Active,1318551,2022-03-31,25 ALMIRA DRIVE,GREENWICH,06831,CT,kelly@mjscpa.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,238220.0,,,
GUARINO VENTURES LLC,LLC,Active,1318552,2022-03-31,1092 HIGH RIDGE RD,STAMFORD,06905,CT,jeff.guarino@yahoo.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Exam Preparation and Tutoring (611691),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,,,,
CHRONIC CARE MANAGEMENT DIRECT LLC,LLC,Dissolved,1318553,2021-03-31,150 BURRITT ST 3D,PLANTSVILLE,06467,CT,LIRELAND@CHRONICCAREDIRECT.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,541690.0,2021-04-21T00:00:00.000,,
INVESTFINESSE LLC,LLC,Active,1318554,2022-03-31,45 OVERLOOK DRIVE,GREENWICH,06830,CT,bennomeier@hotmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:10:26.9033333,United States,,,,,,,,,,,,,,,,,,,,523999.0,,,
GREEN VALLEY TRANSPORT SERVICES LLC,LLC,Active,1318555,2021-03-31,107 GREEN RD,WOODSTOCK,06281,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",2021-11-10 00:10:26.9033333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,484220.0,,,
WHITETAIL GLASS LLC,LLC,Active,1318556,2020-03-31,25 WHITE OAK DRIVE,HARWINTON,06791,CT,WHITETAILGLASS@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
SURVEY ENGINEERING RESOURCES LLC,LLC,Withdrawn,1318557,2020-03-31,102 THOMAS POND TERRACE,RAYMOND,04071,ME,SUE.SPENCER@SERLLC.COM,Foreign,2019-08-15,ME,ME,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,,,,,2019-08-15,SURVEY ENGINEERING RESOURCES LLC,United States,"102 THOMAS POND TERRACE, RAYMOND, ME, 04071, United States",102 THOMAS POND TERRACE,RAYMOND,ME,04071,United States,"102 THOMAS POND TERRACE, RAYMOND, ME, 04071, United States",102 THOMAS POND TERRACE,RAYMOND,ME,4071.0,United States,,,,
MALDONADO HANDYMAN LLC,LLC,Active,1318558,2020-03-31,2546 MAIN ST APT 2,BRIDGEPORT,06606,CT,MALDONADOHANDYMAN.1@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.9033333,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ELITE TREATS LLC,LLC,Active,1318559,2020-03-31,282 MCGRATH COURT,STRATFORD,06615,CT,EFILE1234@INCFILE.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"CHANCE CONSULTING, LLC",LLC,Active,1318560,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,eastern@northwestregisteredagent.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,541611.0,,,
"DSA SOLUTIONS, LLC",LLC,Active,1318561,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,eastern@northwestregisteredagent.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,518210.0,,,
JWL PROPERTIES LLC,LLC,Active,1318562,2022-03-31,15 PARTRIDGE LANE,WESTON,06883,CT,allmail@johnmfarah.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,,,,
"CDL HOLDINGS, LLC",LLC,Active,1318563,2022-03-31,24 SKYLINE DRIVE,SHELTON,06484,CT,Cdlholdings@gmail.com,Domestic,2019-08-15,CT,Connecticut,True,False,False,False,False,Hardwood Veneer and Plywood Manufacturing (321211),2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,,,,
"ON POINT SPEECH THERAPY, LLC",LLC,Active,1318565,2022-03-31,9 IRVINGDELL PLACE,EAST LYME,06333,CT,Juliesummers@onpointspeechtherapy.com,Domestic,2019-08-15,CT,Connecticut,True,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,621340.0,,,
MAGIC PAINTING LLC,LLC,Active,1318566,2020-03-31,29 LEXINGTON AVE APT A,NORWALK,06854,CT,MAGICPAINTING19@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"ELITE SYNTHETIC SURFACES, INC.",Stock,Active,1318570,2022-08-15,486 WILLIS AVENUE,WILLISTON PARK,11596,NY,Mikegiz48@aol.com,Foreign,2019-08-15,NY,NY,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:10:27.5100000,United States,,,,,2019-08-15,"ELITE SYNTHETIC SURFACES, INC.",United States,,,,,,,,,,,,,,,,
"VSM US, LLC",LLC,Active,1318571,2022-03-31,190 SPERRY ROAD,BETHANY,06524,CT,chelseywallace@wallcpa.us,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Analytical Laboratory Instrument Manufacturing (334516),2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,,,,
FIREPSYCH INC,Stock,Active,1318573,2022-08-15,107 MEETINGHOUSE RD,NORFOLK,02056,MA,firepsych@comcast.net,Foreign,2019-08-15,MA,MA,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:10:27.5100000,United States,,,,,2019-09-16,FIREPSYCH INC,United States,,,,,,,,,,,,,621330.0,,,
"JTS TIRES, INC",Stock,Withdrawn,1318574,2020-08-15,515 SOUTH STREET,SHREWSBURY,01545,MA,ACCOUNTING@JTSTIRE.COM,Foreign,2019-08-15,DE,DE,False,False,False,False,False,,2021-11-10 00:10:27.5100000,,,,,,2019-08-01,"JTS TIRES, INC",,,,,,,,,,,,,,,,,
"365 MAIN STREET, LLC",LLC,Active,1318575,2022-03-31,83 BANK STREET,WATERBURY,06702,CT,jyamin@yamingrant.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:10:27.5100000,United States,,,,,,,,,,,,,,,,,,,,531190.0,,,
"LA GRAN PLACITA MEAT MARKET #1, LLC",LLC,Active,1318576,2020-03-31,2110 EAST MAIN ST,BRIDGEPORT,06610,CT,GRISELDATORRES0810@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
BINB PROPERTIES INC.,Stock,Active,1318577,2020-08-15,167 HARWINTON AVE #8,TORRINGTON,06790,CT,binbproperties@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,100.0,Annual report past due,,,,,,,,,,,,,,,,,,,,
MANDARINE INC.,Stock,Active,1318578,2021-08-15,1820 GLENVIEW ROAD,GLENVIEW,60025,IL,info@mandarinehome.com,Foreign,2019-08-15,IL,IL,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:10:27.5100000,United States,,,Annual report past due,,2019-08-15,MANDARINE INC.,United States,,,,,,,,,,,,,452319.0,,,
JC ENTERTAINMENT LLC,LLC,Active,1318579,2021-03-31,59 MATHEWS STREET,STAMFORD,06902,CT,djjoeycrabdip@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Other Performing Arts Companies (711190),2021-11-10 00:10:27.5100000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,711190.0,,,
MO NIKLZ LLC,LLC,Active,1318580,2020-03-31,86 SPRINGSIDE AVE F1,NEW HAVEN,06515,CT,TLEVY@LIVE.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
703 DIXWELL LLC,LLC,Active,1318581,2020-03-31,234 CRESCENT ST,NEW HAVEN,06511,CT,CANVACUUMANDJET@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"ENPE, LLC",LLC,Active,1318582,2020-03-31,382 GREENWICH AVE #5,GREENWICH,06830,CT,,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"THE WELL CAPITAL, LLC",LLC,Active,1318583,2020-03-31,382 GREENWICH AVE #5,GREENWICH,06830,CT,,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
SUPERIOR REAL ESTATE CLEANOUTS LLC,LLC,Active,1318584,2020-03-31,1175 S. BROAD ST,WALLINGFORD,06492,CT,SUPERIORREALESTATECLEANOUTS@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
SURF BOWLS LLC,LLC,Active,1318585,2020-03-31,14 SHIRE DRIVE,WALLINGFORD,06492,CT,JAY_BUNNELL@HOTMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.5600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
CNLV II SSGLASCT LLC,LLC,Active,1318586,2021-03-31,195 NORTH ST STE 100,TETERBORO,07608,NJ,MDECKER@CPIFUNDS.COM,Domestic,2019-08-15,NJ,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:10:27.5600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,,,,
TRANSFORM SR HOME IMPROVEMENT PRODUCTS LLC,LLC,Active,1318587,2022-03-31,3333 BEVERLY RD,HOFFMAN ESTATES,60179,IL,Griffith.Messina@searshc.com,Foreign,2019-08-15,DE,DE,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:10:27.5600000,United States,,,,,2019-08-15,TRANSFORM SR HOME IMPROVEMENT PRODUCTS LLC,United States,"3333 BEVERLY ROAD, HOFFMAN ESTATES, IL, 60179, United States",3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,United States,"3333 BEVERLY ROAD, HOFFMAN ESTATES, IL, 60179, United States",3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179.0,United States,452319.0,,,
AFRIQUE PROSPERE LLC,LLC,Active,1318588,2022-03-31,29 ELIZABETH STREET,ANSONIA,06401,CT,honorenz@gmail.com,Domestic,2019-08-15,CT,Connecticut,False,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,541990.0,,,
JEL INNOVATIVE SOLUTIONS LLC,LLC,Active,1318589,2022-03-31,21 BRENN RD,BROOKLYN,06234,CT,j_lebeau2001@yahoo.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,453998.0,,,
SOMETHING WOLFY INC.,Non-Stock,Active,1318591,2021-07-01,31 ROCTON PL,BRIDGEPORT,06606,CT,SOMETHINGWOLFYTRAINING@GMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:10:27.5600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,611699.0,,,
LUCKY LETTUCE LLC,LLC,Active,1318592,2022-03-31,45 OVERLOOK DRIVE,GREENWICH,06830,CT,BENNOMEIER@HOTMAIL.COM,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,111998.0,,,
EAV RETAIL LLC,LLC,Active,1318593,2022-03-31,49 JOHN ST.,FAIRFIELD,06890,CT,anthony@mustolawfirm.com,Domestic,2019-08-15,CT,Connecticut,False,False,False,False,False,Pet and Pet Supplies Stores (453910),2021-11-10 00:10:27.5600000,United States,,,,,,,,,,,,,,,,,,,,453910.0,,,
