name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,dissolution_date,billing_unit,mailing_jurisdiction_country,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address
"KML, LLC",LLC,Active,Ready for dissolution,1321672,2020-03-31,102 CATHERINE DRIVE,MERIDEN,United States,06450-2076,CT,KLEELAHAYE@AOL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5100000,,,,,,,,,,,,,,,,,,,,,,
LANGFORD APIARY LLC,LLC,Active,,1321673,2022-03-31,148 LANGFORD LANE,EAST HARTFORD,United States,06118,CT,Langford.apiary@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,Apiculture (112910),112910.0,,,,,,,,,,,,,,,,,,,,
"BRIGHTWOODHAUS, LLC",LLC,Active,,1321674,2022-03-31,625 WEST HILL RD,NEW HARTFORD,United States,06057,CT,aaron_doyle@live.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
"EMBELLISHED KINKS HAIR COL., LLC",LLC,Active,,1321675,2022-03-31,NONE,,,,,JENAE@EMBELLISHEDKINKSHAIRCO.COM,Domestic,2019-09-17,,Connecticut,True,False,True,False,False,,2021-11-10 00:10:29.5100000,Clothing Accessories Stores (448150),453998.0,,,,,,,,,,,,,,,,,,,,
LOADED GOAT COFFEE COMPANY LLP,LLP,Active,Annual report past due,1321678,2020-09-17,153 MAIN ST,OAKVILLE,United States,06795,CT,TAX1040-941@HOTMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,,,,,,
"LOGIC CARE SERVICES, LLC",LLC,Active,Ready for dissolution,1321690,2020-03-31,255 CAROLINE ST,DERBY,United States,06418,CT,LUQUENEO@YAHOO.COM,Foreign,2019-09-17,NV,NV,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,2019-09-17,"LOGIC CARE SERVICES, LLC","4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,United States,United States,,
BARNLIGHT PRODUCTIONS COMPANY,Non-Stock,Active,First report past due,1321694,2021-09-17,No information provided,,,,,,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,,,,,,
B LINE TRANSPORTATION LLC,LLC,Active,,1321698,2022-03-31,13 PHELAN STREET,PLAINVILLE,United States,06062,CT,steve.biggar@blinetransportation.net,Domestic,2019-09-17,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:30.8233333,School and Employee Bus Transportation (485410),485410.0,,,,,,,,,,,,,,,,,,,,
C.J. PORTO ARTS LLC,LLC,Active,Ready for dissolution,1321704,2020-03-31,27 MAGNOLIA AVE.,WEST HAVEN,United States,06516,CT,CJPORTO77@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
DA SILVA MOVING SERVICES INC.,Stock,Active,Annual report past due,1321718,2021-09-17,9 OLIVE STREET,DANBURY,United States,06810,CT,dasilvaservices44@gmail.com,Domestic,2019-09-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:30.0900000,Used Household and Office Goods Moving (484210),484210.0,100.0,,,,,,,,,,,,,,,,,,,
HANDS OF HARMONY LLC,LLC,Active,,1321720,2022-03-31,12 INDIAN HILL RD,FARMINGTON,United States,06032,CT,asta.nenortas@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.0900000,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,,,,,,,,
PUREHM U.S. INC.,Stock,Active,,1321721,2022-09-17,600 CENTURY PLAZA DRIVE SUITE C130,HOUSTON,United States,77073,TX,Compliancemail@cscinfo.com,Foreign,2019-09-17,DE,DE,False,False,False,False,False,,2021-11-10 00:10:30.0900000,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,2019-09-01,PUREHM U.S. INC.,,,,,,,,,,,United States,,,,,,
"GREAT LAKES HOLDINGS, LLC",LLC,Active,,1321722,2022-03-31,10 MIDDLE ST 15TH FLR,BRIDGEPORT,United States,06604,CT,bobrien@zeislaw.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.0900000,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,
CLOUDPATH LLC,LLC,Active,,1321723,2022-03-31,6 LANDMARK SQUARE 4TH FLOOR,STAMFORD,United States,06901,CT,msulpizi@amnetsystems.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.0900000,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,
"FOREST VIEW CONSULTING, LLC",LLC,Active,Ready for dissolution,1321726,2020-03-31,71 OLD FARMS RD EAST,MIDDLETOWN,,06457,CT,,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.0900000,,,,,,,,,,,,,,,,,,,,,,
54 BRIARWOOD LLC,LLC,Active,,1321727,2022-03-31,900 MIX AVE. UNIT 17,HAMDEN,United States,06514,CT,mattwien13@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.0900000,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
"SALTIEST BITCH ON THE EAST COAST, L.L.C.",LLC,Active,Ready for dissolution,1321732,2020-03-31,351 OLD STRATFIELD ROAD,FAIRFIELD,,06825,CT,PERFECTLY.SEASONED10000@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.0900000,,,,,,,,,,,,,,,,,,,,,,
"AIMCT, LLC",LLC,Active,Ready for dissolution,1321735,2020-03-31,1078 E MAIN ST. APT. 4,STAMFORD,United States,06902,CT,IHOR.ANDIIV@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.0900000,,,,,,,,,,,,,,,,,,,,,,
"SIGNET LOGISTICS, INC.",Stock,Active,,1321740,2022-09-17,434 SPRINGVILLE ROAD,EPHRATA,United States,17522,PA,peterwest@signaturecab.com,Foreign,2019-09-17,PA,PA,False,False,False,False,False,,2021-11-10 00:10:30.1200000,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",484122.0,,2020-01-01,"SIGNET LOGISTICS, INC.",,,,,,,,,,,United States,,,,,,
"AT  YOUR REQUEST CONCIERGE, LLC",LLC,Dissolved,,1321741,2020-03-31,22A OX HILL ROAD,NEWTOWN,,06470,CT,VALERIETENNIS@HOTMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1200000,,,,,,,,,,,,,,,,,2021-02-05T00:00:00.000,,,,,
NOT NORMAL LLC,LLC,Active,Annual report past due,1321744,2021-03-31,956/980 OLD COLONY ROAD,MERIDEN,United States,06451,CT,mttlaw@sbcglobal.net,Domestic,2019-09-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:30.1200000,All Other Automotive Repair and Maintenance (811198),811198.0,,,,,,,,,,,,,,,,,,,,
"LEMON GROUP, LLC",LLC,Active,Annual report past due,1321748,2021-03-31,46 SOMERSET LANE,MILFORD,United States,06461,CT,marc.franzman@gmail.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.1200000,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,,
ERIC BARRET LLC,LLC,Active,,1321787,2022-03-31,23C ALLEN ONEILL DR,DARIEN,United States,06820,CT,eric@secure-processing.com,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,Other Computer Related Services (541519),541519.0,,,,,,,,,,,,,,,,,,,,
THREE BROTHERS PROPERTY MANAGEMENT LLC,LLC,Active,Ready for dissolution,1321831,2020-03-31,461C COOK STREET,FARMINGTON,United States,06038,CT,KENHENRIKSEN3@HOTMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7166667,,,,,,,,,,,,,,,,,,,,,,
BIOCYTOGEN BOSTON CORP,Stock,Withdrawn,,1321609,2020-09-17,50-D AUDUBON ROAD,WAKEFIELD,United States,01880,MA,MLEE@BIOCYTOGEN.COM,Foreign,2019-09-17,MA,MA,False,False,False,False,False,,2021-11-10 00:06:08.8300000,,,,2019-09-24,BIOCYTOGEN BOSTON CORP,,,,,,,,,,,United States,,,,,,
"EAGLES LAND, LLC",LLC,Dissolved,,1321664,2020-03-31,125 LEWIS RD,NEW BRITAIN,United States,06053,CT,KINDNESSSESAY@OUTLOOK.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:15.2500000,,,,,,,,,,,,,,,,,2019-09-30T00:00:00.000,,,,,
"CONNECTICUT ASSOCIATION OF PARAMEDICS AND EMTS, LLC",LLC,Dissolved,,1321623,2020-03-31,120 TONE DRIVE,NORTH CANAAN,United States,06018,CT,DERRICK.CARANCI@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:27.4133333,,,,,,,,,,,,,,,,,2019-12-12T00:00:00.000,,,,,
EUCURE BIOPHARMA BOSTON CORP,Stock,Withdrawn,,1321653,2020-09-17,50-D AUDUBON ROAD,WAKEFIELD,United States,01880,MA,MLEE@BIOCYTOGEN.COM,Foreign,2019-09-17,MA,MA,False,False,False,False,False,,2021-11-10 00:04:31.1233333,,,,2019-09-24,EUCURE BIOPHARMA BOSTON CORP,,,,,,,,,,,United States,,,,,,
BIG BOSS STONE LLC,LLC,Dissolved,,1321498,2021-03-31,104 KING ST,STRATFORD,United States,06615,CT,JALVARADO@ROHUER.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:38.9366667,Residential Remodelers (236118),,,,,,,,,,,,,,,,2020-11-09T00:00:00.000,,,,,
NEW ENGLAND BALLET COLLECTIVE CO.,Non-Stock,Dissolved,,1321729,2020-09-17,24 LANCASTER RD,WEST HARTFORD,,06119,CT,NE.BALLETCOLLECTIVE@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:32.5933333,,,,,,,,,,,,,,,,,2020-05-31T00:00:00.000,,,,,
PUNTO NUTRITIVO LLC,LLC,Dissolved,,1321719,2020-03-31,273 1/2 FRANKLIN AVE,HARTFORD,,06114,CT,LESLIEJTORRE@GMAIL.COM,Domestic,2019-09-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:34.7400000,,,,,,,,,,,,,,,,,2020-03-03T00:00:00.000,,,,,
"GTI MERGER SUB II, LLC",LLC,Merged,,1321655,2020-03-31,325 W. HURON ST. STE. 412,CHICAGO,United States,60654,IL,NSAYERS@GTIGROWS.COM,Domestic,2019-09-17,IL,Connecticut,False,False,False,False,False,,2021-11-10 00:05:46.4300000,,,,,,,,,,,,,,,,,,,,,,
CARTAGENA TRANSPORT LLC,LLC,Active,Ready for dissolution,1321649,2020-03-31,182 BELDEN ST,NEW BRITAIN,United States,06051,CT,MANNYCARTAGENA77@GMAIL.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.7933333,,,,,,,,,,,,,,,,,,,,,,
JOHANNA BARGER DESIGN LLC,LLC,Active,Ready for dissolution,1321663,2020-03-31,1980 POST OAK BLVD. STE 1800,HOUSTON,,77056,TX,,Foreign,2019-09-18,TX,TX,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5100000,,,,2019-10-01,JOHANNA BARGER DESIGN LLC,,,,,,,,,,,,,,,,,
"PERUVIAN AMERICAN COMMUNITY CENTER OF CONNECTICUT, INC.",Non-Stock,Active,First report past due,1321668,2021-09-18,No information provided,,,,,,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5100000,,,,,,,,,,,,,,,,,,,,,,
F N B FILMS LLC,LLC,Active,Ready for dissolution,1321676,2020-03-31,19 COVENTRY LANE,TRUMBULL,United States,06611-1980,CT,FLEMMING.STEPHEN@GMAIL.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5100000,,,,,,,,,,,,,,,,,,,,,,
HARD EIGHT FUTURES L.L.C.,LLC,Active,Ready for dissolution,1321677,2020-03-31,141 W JACKSON BLVD STE 1175,CHICAGO,United States,60604,IL,COMPLIANCE@GOULDRATNER.COM,Foreign,2019-09-18,IL,IL,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,2019-09-10,HARD EIGHT FUTURES L.L.C.,"222 N LASALLE ST STE 300, CHICAGO, IL, 60601, United States",222 N LASALLE ST STE 300,CHICAGO,IL,60601,"141 W JACKSON BLVD STE 1175, CHICAGO, IL, 60604, United States",141 W JACKSON BLVD STE 1175,CHICAGO,IL,60604,United States,,,United States,United States,,
435 WETHERSFIELD LLC,LLC,Active,Ready for dissolution,1321680,2020-03-31,18 HAYES CT. #203,MONROE,United States,10950,NY,TERNOUERABE@GMAIL.COM,Foreign,2019-09-18,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,2019-09-18,435 WETHERSFIELD LLC,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,United States,,,United States,United States,,
715 WETHERSFIELD LLC,LLC,Active,Ready for dissolution,1321681,2020-03-31,18 HAYES CT. #203,MONROE,United States,10950,NY,TERNOUERABE@GMAIL.COM,Foreign,2019-09-18,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,2019-09-18,715 WETHERSFIELD LLC,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,United States,,,United States,United States,,
"C&C MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1321682,2020-03-31,3450 WHITNEY AVENUE SUITE #4,HAMDEN,United States,06518,CT,MACKYCIANCIOLO@SBCGLOBAL.NET,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,,,,,,
WILLETT CARPENTRY LLC,LLC,Active,,1321683,2022-03-31,42 Montoya Drive,Branford,United States,06405,CT,info@willettcarpentry.com,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5433333,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
HOUSE OF LAY ENTERTAINMENT LLC,LLC,Active,,1321684,2022-03-31,36 PLAZA DR.,MIDDLETOWN,United States,06457,CT,miaezlay@gmail.com,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5433333,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",,,,,,,,,,,,,,,,,,,,,
165 ROOSEVELT ST. LLC,LLC,Active,Ready for dissolution,1321685,2020-03-31,18 HAYES CT. #203,MONROE,United States,10950,NY,TERNOUERABE@GMAIL.COM,Foreign,2019-09-18,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,2019-09-18,165 ROOSEVELT ST. LLC,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,United States,,,United States,United States,,
12 SOUTH ST. CT LLC,LLC,Active,Ready for dissolution,1321686,2020-03-31,18 HAYES CT. #203,MONROE,United States,10950,NY,TERNOUERABE@GMAIL.COM,Foreign,2019-09-18,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,2019-09-18,12 SOUTH ST. CT LLC,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,"51 FOREST RD. SUIT 316-25, MONROE, NY, 10950, United States",51 FOREST RD. SUIT 316-25,MONROE,NY,10950,United States,,,United States,United States,,
"PROCTOR MANAGEMENT, LLC",LLC,Active,Ready for dissolution,1321687,2020-03-31,2210 SCOTT RD,CHESHIRE,United States,06410,CT,PROCTORMANAGMENT@GMAIL.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,,,,,,
ELITE DIGITAL RADIO LLC,LLC,Active,Ready for dissolution,1321689,2020-03-31,330 MAIN ST SUITE 13,MANCHESTER,United States,06040,CT,ELITEDIGITALRADIO@GMAIL.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,,,,,,
RESWEEP LLC,LLC,Active,Ready for dissolution,1321691,2020-03-31,11 HINCKLEY AVE.,STAMFORD,United States,06902,CT,INFO@RESWEEP.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,,,,,,
"ROLLING RIDGE MAINTENANCE & REPAIR, LLC",LLC,Active,,1321692,2022-03-31,115 CHRISTIAN HILL ROAD,BROOKLYN,United States,06234,CT,matta06234@yahoo.com,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5433333,Other Automotive Mechanical and Electrical Repair and Maintenance (811118),,,,,,,,,,,,,,,,,,,,,
"COLUMBUS ACQUISITIONS PARKING, LLC",LLC,Active,,1321693,2022-03-31,"777 CHESTNUT RIDGE ROAD, SUITE 301",CHESTNUT RIDGE,United States,10977,NY,yehuda@emeraldempireinc.com,Foreign,2019-09-18,DE,DE,False,False,False,False,False,,2021-11-10 00:10:29.5433333,Nonresidential Property Managers (531312),,,2019-09-18,"COLUMBUS ACQUISITIONS PARKING, LLC","1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 29805,","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,29805,"1013 CENTRE ROAD, SUITE 403-B, WILMINGTON, DE, 19805, United States","1013 CENTRE ROAD, SUITE 403-B",WILMINGTON,DE,19805,United States,,,,United States,,
SANTOS BAKERY & GRILL II LLC,LLC,Dissolved,,1321695,2020-03-31,827 NORTH AVE,BRIDGEPORT,,06606,CT,,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,2021-02-04T00:00:00.000,,,,,
"VP MOTORTSPORTS, LLC",LLC,Active,Ready for dissolution,1321696,2020-03-31,1177 FOXON ROAD,NORTH BRANFORD,,06471,CT,VICTOR.P@SNET.NET,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:29.5433333,,,,,,,,,,,,,,,,,,,,,,
DELTA RAILROAD CONSTRUCTION INC.,Stock,Active,,1321697,2022-09-18,2648 WEST PROSPECT RD,ASHTABULA,United States,44004,OH,jpenna@deltarr.com,Foreign,2019-09-18,OH,OH,False,False,False,False,False,,2021-11-10 00:10:30.8233333,Other Heavy and Civil Engineering Construction (237990),237990.0,,2019-08-26,DELTA RAILROAD CONSTRUCTION INC.,,,,,,,,,,,United States,,,,,,
"SJN PROPERTIES, LLC",LLC,Active,Ready for dissolution,1321699,2020-03-31,386 HITCHING POST DRIVE,ORANGE,,06477,CT,JODY-MORALES@YAHOO.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
"JUBILEE EVENTS, LLC",LLC,Active,Annual report past due,1321700,2021-03-31,884 HIGHLAND AVENUE,CHESHIRE,United States,06410,CT,diana@eventjubilee.com,Domestic,2019-09-18,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:30.8233333,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
MORALES CALLE CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1321701,2020-03-31,675 TOWNSEND AVE UNIT 111,NEW HAVEN,,06512,CT,DPMO1982@CRCCPRO.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
"VIEIRA PROPERTY MANAGEMENT, LLC",LLC,Active,,1321703,2022-03-31,22 JESSUP ST,STAMFORD,United States,06902,CT,marc.alberto@gmail.com,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8233333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
93 MPR HOLDCO LLC,LLC,Active,,1321706,2022-03-31,201 EAST 86TH STREET #14F,NEW YORK,United States,10028,NY,JERRY@DIVERSIFIEDCORP.COM,Domestic,2019-09-18,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8233333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
MEGAMICHELLE LLC,LLC,Dissolved,,1321707,2021-03-31,50 FOREST ST APT 1506,STAMFORD,United States,06901,CT,michelle@megamichelle.com,Domestic,2019-09-18,CT,Connecticut,True,True,True,True,False,,2021-11-10 00:10:30.8233333,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,,,2021-03-01T00:00:00.000,,,,,
GRULLON GROCERY LLC,LLC,Active,Ready for dissolution,1321708,2020-03-31,1914 SEAVIEW AVE,BRIDGEPORT,United States,06610,CT,EASOTO106608@YAHOO.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
CECE AND BELLA INC.,Non-Stock,Dissolved,,1321710,2021-09-18,No information provided,,,,,CONTACT@CECEANDBELLA.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000,,,,,
"TP SUN, LLC",LLC,Active,,1321712,2022-03-31,9060 SPRING RUN BOULEVARD APT. 209,BONITA SPRINGS,United States,34135,FL,ts44lg@gmail.com,Domestic,2019-09-18,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8233333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
T&F VENTURES LLC,LLC,Active,Ready for dissolution,1321713,2020-03-31,75 SENIOR PL,FAIRFIELD,United States,06825,CT,BTIMI1017@GMAIL.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
JOSE HANDYMAN LLC,LLC,Active,Ready for dissolution,1321714,2020-03-31,104 N STATE ST,ANSONIA,United States,06401-1561,CT,J.W.HANDYMAN3@GMAIL.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
TRI-CITY ENTERTIANMENT LLC,LLC,Active,Ready for dissolution,1321715,2020-03-31,45 WINTONBURY AVE,BLOOMFIRLD,United States,06002,CT,CHANON74@SBCGLOBAL.NET,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
CCR SERVICES LLC,LLC,Active,Ready for dissolution,1321716,2020-03-31,24 TENNYSON RD,MERIDEN,United States,06451,CT,EFILE1234@INCFILE.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8233333,,,,,,,,,,,,,,,,,,,,,,
LEONARDOS PIZZA LLC,LLC,Active,Ready for dissolution,1321717,2020-03-31,205 MAIN ST STORE #10,NORWALK,United States,06851,CT,EFILE1234@INCFILE.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.0900000,,,,,,,,,,,,,,,,,,,,,,
"A & M PAINTWORKS, LLC",LLC,Dissolved,Ready for dissolution,1321724,2020-03-31,162 PORTMAN STREET,WINDSOR,United States,06095,CT,AMMSCORPIO7@YAHOO.COM,Domestic,2019-09-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.0900000,,,,,,,,,,,,,,,,,2021-10-19T00:00:00.000,,,,,
"EPOS USA, INC.",Stock,Active,,1321730,2022-09-18,580 HOWARD AVE,SOMERSET,United States,08873,NJ,Compliancemail@cscinfo.com,Foreign,2019-09-18,DE,DE,False,False,False,False,False,,2021-11-10 00:10:30.0900000,Software Publishers (511210),511210.0,,2019-09-01,"EPOS USA, INC.",,,,,,,,,,,United States,,,,,,
