name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,total_authorized_shares,mailing_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_international_address
MEYEBEAUTYLOOK LLC,LLC,Active,Ready for dissolution,1325000,2020-03-31,1253 NORMAN ST,BRIDGEPORT,06604,CT,NWANDALIZ1@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7766667,,United States,,,,,,,,,,,,,,,,,,,,,,
GOOD VIBE LLC,LLC,Active,,1325001,2022-03-31,942 NORWICH RD,PLAINFIELD,06374,CT,info@goodvibechocolate.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7766667,,United States,,,,,,,,Confectionery Manufacturing from Purchased Chocolate (311352),311352.0,,,,,,,,,,,,,
WE DO IT ALL TEMPS LLC,LLC,Active,Ready for dissolution,1325002,2020-03-31,107 ROGERS RD,MIDDLETOWN,06457,CT,TEMPSDOITALL@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7766667,,United States,,,,,,,,,,,,,,,,,,,,,,
"LAW OFFICES OF PATRICK J. FILAN, PC",Stock,Active,First report past due,1325003,2021-10-21,No information provided,,,,PFILAN@FILAN-LAW.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7766667,,,,,,,,,,,,,,,,,,,10000.0,,,,,
"BENJAMIN ORTIZ, LLC",LLC,Active,Ready for dissolution,1325004,2020-03-31,986 LAUREL AVENUE,BRIDGEPORT,06604,CT,BENJAMINCARIAS1998@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7766667,,United States,,,,,,,,,,,,,,,,,,,,,,
199 PICKETT DISTRICT ROAD LLC,LLC,Active,,1325005,2022-03-31,199 PICKETT DISTRICT ROAD,NEW MILFORD,06776,CT,mfioccola@aol.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Lessors of Miniwarehouses and Self-Storage Units (531130),531130.0,,,,,,,,,,,,,
"SANTIAGO SERVICES, LLC",LLC,Active,Ready for dissolution,1325006,2020-03-31,43 LATIMER STREET,EAST HARTFORD,06108,CT,SANTIAGOSERVICESLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3566667,,United States,,,,,,,,,,,,,,,,,,,,,,
LUIS CELA SERVICES LLC,LLC,Active,Ready for dissolution,1325007,2020-03-31,66 WHITMORE LANE,STAMFORD,06807,CT,ENAJULISSA@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3566667,,United States,,,,,,,,,,,,,,,,,,,,,,
PINNACLE DOCUMENT REVIEW SERVICES LLC,LLC,Active,Annual report past due,1325008,2021-03-31,53 E. FARM LN.,RIDGEFIELD,06877,CT,jamessandy17@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Document Preparation Services (561410),561410.0,,,,,,,,,,,,,
"RESEARCH PROPERTIES, LLC",LLC,Active,,1325010,2022-03-31,15 RESEARCH DRIVE SUITE 3,WOODBRIDGE,06525,CT,bn@bbengrs.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,
CANDLELIGHT FARMS AIRPORT LLC,LLC,Active,,1325011,2022-03-31,49 QUAKER RIDGE RD,SHERMAN,06784,CT,mfioccola@aol.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Other Airport Operations (488119),488119.0,,,,,,,,,,,,,
ZIVA JEWELS LLC,LLC,Active,Ready for dissolution,1325012,2020-03-31,78 TOPAZ LANE,MONROE,06468,CT,ZIVAJEWELUSA@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3566667,,United States,,,,,,,,,,,,,,,,,,,,,,
"LIFT GROUP, LLC",LLC,Active,Ready for dissolution,1325014,2020-03-31,230 ELLA GRASSO AVE,TORRINGTON,06790,CT,LIFTGROUPLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3566667,,United States,,,,,,,,,,,,,,,,,,,,,,
TIV PROPERTIES LLC,LLC,Active,,1325015,2022-03-31,7 ELM ST  APT#2,NORWALK,06850,CT,adasr2000@yahoo.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
EAT RIGHT PLAN PLLC,LLC,Active,,1325016,2022-03-31,109 DANBURY ROAD LOWER LEVEL SUITE D11,RIDGEFIELD,06877,CT,tamra@eatrightplan.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,,,,,
MONSTER CONCRETE AND PAVERS LLC,LLC,Active,,1325017,2022-03-31,97 BULL AVE,WALLINGFORD,06492,CT,mconcretep@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Flooring Contractors (238330),238330.0,,,,,,,,,,,,,
GEO HANDGUARDS LLC,LLC,Active,,1325018,2022-03-31,16 LINCOLN AVENUE,PAWCATUCK,06379,CT,geohandguards@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Sporting and Athletic Goods Manufacturing (339920),339920.0,,,,,,,,,,,,,
"JEWEL OF HIMALAYA, INC.",Stock,Active,First report past due,1325019,2021-10-21,No information provided,,,,MARK@MARKSANK.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,,,,,,,,,,,,,,,,,,100.0,,,,,
REHMAT LLC,LLC,Active,Annual report past due,1325020,2021-03-31,962 PINE ST,PLAINVILLE,06062,CT,psingh32@yahoo.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,
"PARADISE LOST, LLC",LLC,Active,,1325021,2022-03-31,137 PECK HILL ROAD,WOODBRIDGE,06525,CT,miltons99@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3566667,,United States,,,,,,,,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,,,,,,,,,,,,,
"TOXINSIGHTS, LLC",LLC,Active,,1325023,2022-03-31,2 MORRIS LANE,EAST LYME,06333,CT,dadofsdnp@sbcglobal.net,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,
JOHN J MCFADYEN LLC,LLC,Active,Ready for dissolution,1325024,2020-03-31,4 TINGLEY ROAD,MORRISTOWN,07960,NJ,CONSOLIDATED@NETZERO.NET,Foreign,2019-10-21,NJ,NJ,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4033333,2019-10-21,United States,JOHN J MCFADYEN LLC,United States,"4 TINGLEY ROAD, MORRISTOWN, NJ, 07960, United States",4 TINGLEY ROAD,MORRISTOWN,NJ,07960,,,"4 TINGLEY ROAD, MORRISTOWN, NJ, 07960, United States",4 TINGLEY ROAD,MORRISTOWN,NJ,07960,United States,,,United States,,,,
GFM IMPROVEMENTS LLC,LLC,Active,Annual report past due,1325025,2021-03-31,285 EDGEWOOD AVENUE,NEW HAVEN,06511,CT,Mikeliberty10@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,
"APPARENT HEALTH AND WELLNESS, LLC",LLC,Active,,1325026,2022-03-31,50 WATERBURY ROAD SUITE A,PROSPECT,06712,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,
SOFTWARE TECH SOLUTIONS LLC,LLC,Active,,1325027,2022-03-31,11 Bedford Ave Apt J4,Norwalk,06850,CT,patelbhv16@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Custom Computer Programming Services (541511),541511.0,,,,,,,,,,,,,
EVERLASTING TRANSPORT & HOTSHOT LIMITED LIABILITY COMPANY,LLC,Active,Annual report past due,1325028,2021-03-31,199 BLAKE ST APT 1I,NEW HAVEN,06515,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Local Messengers and Local Delivery (492210),492210.0,,,,,,,,,,,,,
LA ANTIGUA RESTAURANT & BAKERY LLC,LLC,Active,,1325029,2022-03-31,177 MAIN STREET,NORWALK,06851,CT,wpalma804@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Full-Service Restaurants (722511),,,,,,,,,,,,,,
"GUERRERA STRATEGIES, LLC",LLC,Active,Ready for dissolution,1325030,2020-03-31,466 LIME ROCK ROAD,LAKEVILLE,06039,CT,ATHORNETHOMSEN@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4033333,,United States,,,,,,,,,,,,,,,,,,,,,,
FORMATION INC,Stock,Active,,1325031,2022-10-21,315 Montgomery Street,SAN FRANCISCO,94104,CA,ap@formation.ai,Foreign,2019-10-21,DE,DE,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-07-29,United States,FORMATION INC,United States,,,,,,Custom Computer Programming Services (541511),541511.0,,,,,,,,,,,,10th Floor,
ONIVID MUSIC PUBLISHING LLC,LLC,Active,Annual report past due,1325032,2021-03-31,210 PINE STREET APT. 236,MANCHESTER,06040,CT,divinomusic@gmail.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,
KONRAD CONSULTING SERVICES LLC,LLC,Active,,1325034,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,sherry.konrad@konradcs.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:33.4033333,,United States,,,,,,,,Other Scientific and Technical Consulting Services (541690),541690.0,,,,,,,,,,,,,
RESISTANCE BROADCAST LLC,LLC,Active,Ready for dissolution,1325035,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4033333,,United States,,,,,,,,,,,,,,,,,,,,,,
POSITIVE RECORDS PERIOD LLC,LLC,Active,Ready for dissolution,1325036,2020-03-31,78 SYLVAN AV,NEW HAVEN,06519,CT,GLENN.ELLIS77@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4033333,,United States,,,,,,,,,,,,,,,,,,,,,,
"NORTHEAST METAL, INC.",Stock,Active,First report past due,1325037,2021-10-21,No information provided,,,,GLOBALENT@USA.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4033333,,,,,,,,,,,,,,,,,,,100.0,,,,,
"ANSN, LLC",LLC,Active,Ready for dissolution,1325038,2020-03-31,230 MASON STREET,GREENWICH,06830,CT,ANITKIN@HBNITKIN.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4033333,,United States,,,,,,,,,,,,,,,,,,,,,,
PRATNER LLC,LLC,Active,,1325039,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,eastern@registeredagentsinc.com,Foreign,2019-10-21,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:33.4033333,2019-10-28,United States,PRATNER LLC,United States,"111 TOWN SQUARE PLACE SUITE 1203, JERSEY CITY, NJ, 07310, United States",111 TOWN SQUARE PLACE SUITE 1203,JERSEY CITY,NJ,07310,General Automotive Repair (811111),811111.0,"111 TOWN SQUARE PLACE SUITE 1203, JERSEY CITY, NJ, 07310, United States",111 TOWN SQUARE PLACE SUITE 1203,JERSEY CITY,NJ,07310,United States,,,United States,,,,
"VR ON THE GO LLC,",LLC,Active,Ready for dissolution,1325041,2020-03-31,7 S LAKESHORE DR.,BROOKFIELD,06804,CT,VRONTHEGO.EVENT@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
F R CLEANING SERVICES LLC,LLC,Active,,1325042,2022-03-31,4 FARRELL ROAD,NEWTOWN,06470,CT,fjgoncalves1@gmail.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:33.4333333,,United States,,,,,,,,All Other Support Services (561990),561990.0,,,,,,,,,,,,,
"NEW HAVEN POWER EQUIPMENT, LLC",LLC,Active,Ready for dissolution,1325043,2020-03-31,37 NETTLTON AVENUE,NORTH HAVEN,06473,CT,MIKEA@EXECUTIVELANDSCAPING.BIZ,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
SHAVED LLC,LLC,Active,,1325044,2022-03-31,257 REEF ROAD,FAIRFIELD,06824,CT,bridget@reefshackffld.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4333333,,United States,,,,,,,,Limited-Service Restaurants (722513),,,,,,,,,,,,,,
RPM LLC,LLC,Active,Ready for dissolution,1325045,2020-03-31,40 EAST PUTNAM AVENUE,COS COB,06807,CT,INFO@SARAHBROOKSPILATES.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
"JAMES GADZIK MUSIC, LLC",LLC,Active,,1325046,2022-03-31,7 TURKEY HILL CIRCLE,WESTPORT,06880,CT,quatrains75@yahoo.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4333333,,United States,,,,,,,,Other Performing Arts Companies (711190),711190.0,,,,,,,,,,,,,
ATTENTIVE SUPPLIERS LLC,LLC,Active,Ready for dissolution,1325048,2020-03-31,2389 MAIN ST,GLASTONBURY,,CT,ATTENATIVESUPPLIERSLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
MJLT MANAGEMENT LLC,LLC,Active,Ready for dissolution,1325049,2020-03-31,780 HIGHLAND AVENUE,CHESHIRE,06410,CT,MIKE.HORN.1987@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
R&R HOUSING LLC,LLC,Active,Ready for dissolution,1325050,2020-03-31,19 MARION STREET,HARTFORD,06106,CT,RANDRHOUSING101@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
LTT LLC,LLC,Active,Ready for dissolution,1325051,2020-03-31,123 FARMINGTON AVE SUITE 3,BRISTOL,06010,CT,LANITATHOMAS68@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
FIVE MINUTES CONSTRUCTION CORP,Stock,Active,Annual report past due,1325052,2021-10-21,30 CHURCH HILL ROAD,WASHINGTON DEPOT,06794,CT,JIM@WEINBERGPC.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4333333,,United States,,,,,,,,Finish Carpentry Contractors (238350),,,,,,,,,1000.0,,,,,
GS CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1325055,2020-03-31,17  DR AARON B SAMUELS BLVD,DANBURY,06810,CT,GENEALHELPCT@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
MINDFUL RESOLUTIONS PSYCHOTHERAPEUTIC SERVICES LLC,LLC,Active,,1325057,2022-03-31,193 WESTPORT ROAD,EASTON,06612,CT,Harry.Migenes@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:33.4333333,,United States,,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,
A & E RENOVATIONS LLC,LLC,Active,Ready for dissolution,1325058,2020-03-31,89 KELSEY ST,NEW BRITAIN,06051,CT,AERENOVATIONSLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,,,,,,,,,,,,,,,
W&M PARTNERS LLC,LLC,Active,,1325059,2022-03-31,42 LEDGEBROOK DRIVE,NORWALK,06854,CT,willandmafe@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4333333,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
AUTOMOTIVE 7 CORP.,Stock,Active,Annual report past due,1325060,2021-09-02,991 DIXWELL AVENUE,HAMDEN,06514,CT,HAIFATAMIMI04@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4333333,,United States,,,,,,,,Used Car Dealers (441120),441120.0,,,,,,,,200.0,,,,,
"LIBERTY HILL BRANDS, LLC",LLC,Active,Annual report due,1325061,2021-03-31,21 OLD HILL FARMS ROAD,WESTPORT,06880,CT,lwatkins@libertyhillbrands.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4333333,,United States,,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,
"JBRAND & CO, LLC",LLC,Active,Annual report past due,1325063,2021-03-31,145 OLD WATERBURY RD,TERRYVILLE,06786,CT,JBrand.woodworking@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4666667,,United States,,,,,,,,Residential Remodelers (236118),,,,,,,,,,,,,,
"MARK MULRONEY, LLC",LLC,Active,,1325064,2022-03-31,39 KNOLLWOOD ROAD,NORTH HAVEN,06473,CT,markjmulroney@yahoo.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4666667,,United States,,,,,,,,Art Dealers (453920),453920.0,,,,,,,,,,,,,
MJT & ASSOCIATES ACCOUNTING SERVICES LLC,LLC,Active,,1325065,2022-03-31,95 ROSEWOOD LANE,BERLIN,06037,CT,MJTCPA64@HOTMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4666667,,United States,,,,,,,,Other Accounting Services (541219),,,,,,,,,,,,mjtcpa64@hotmail.com,,
SMART CUTS BY PATRICK LLC,LLC,Active,Annual report past due,1325066,2021-03-31,124 SOUTH MAIN STREET,EAST WINDSOR,06088,CT,mjtcpa64@hotmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4666667,,United States,,,,,,,,Beauty Salons (812112),812112.0,,,,,,,,,,,,,
"MK SQUARED, INC.",Stock,Active,,1325067,2022-04-03,54 SARAH BISHOP RD,RIDGEFIELD,06877,CT,MATT@CTNY.FOREVERLAWN.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4666667,,United States,,,,,,,,All Other Specialty Trade Contractors (238990),,,,,,,,,20000.0,,,,,
"THE OLD LYME BARN COMPANY, INC.",Stock,Active,,1325068,2022-10-21,102 MITCHELL HILL RD,LYME,06371,CT,madeletti@grenierandlender.com,Domestic,2019-10-21,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:33.4666667,,United States,,,,,,,,"Other Foundation, Structure, and Building Exterior Contractors (238190)",,,,,,,,,1000.0,,,,,
29 BOULEY LLC,LLC,Active,Ready for dissolution,1325071,2020-03-31,9 ALMA AVENUE,WOLCOTT,06716,CT,PRESTIGEHOUSINGLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4666667,,United States,,,,,,,,,,,,,,,,,,,,,,
92-94 GLENSTONE RD LLC,LLC,Active,Ready for dissolution,1325072,2020-03-31,9 ALMA AVENUE,WOLCOTT,06716,CT,PRESTIGEHOUSINGLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4666667,,United States,,,,,,,,,,,,,,,,,,,,,,
"SMOOTHVILLE, LLC",LLC,Active,,1325073,2022-03-31,310 HAZARD AVENUE,ENFIELD,06082,CT,smoothvillesmoothies@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4800000,,United States,,,,,,,,Limited-Service Restaurants (722513),722513.0,,,,,,,,,,,,,
"HELIENE USA, INC.",Non-Stock,Active,Annual report past due,1325074,2020-10-21,8787 SILICON WAY,MT. IRON,55768,MN,SHERALYN@WGHCPAS.COM,Foreign,2019-10-21,MN,MN,False,False,False,False,False,,2021-11-10 00:10:33.4800000,2019-08-01,United States,"HELIENE USA, INC.",United States,,,,,,,,,,,,,,,,,,,,
9 ALMA AVENUE LLC,LLC,Active,Ready for dissolution,1325075,2020-03-31,9 ALMA AVENUE,WOLCOTT,06716,CT,PRESTIGEHOUSINGLLC@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4800000,,United States,,,,,,,,,,,,,,,,,,,,,,
FAS MAINTENANCE LLC,LLC,Active,Ready for dissolution,1325076,2020-03-31,58 WINDSOR ST,ENFIELD,,CT,FASMAINTENANCECT@GMAIL.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4800000,,United States,,,,,,,,,,,,,,,,,,,,,,
C&S PRINTING LLC,LLC,Active,,1325077,2022-03-31,81 BRADLEY PL,STAMFORD,06905,CT,csprinting01@gmail.com,Domestic,2019-10-21,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:33.4800000,,United States,,,,,,,,Support Activities for Printing (323120),323120.0,,,,,,,,,,,,,
ALEX SERVICES LLC,LLC,Active,Annual report past due,1325078,2021-03-31,102 COURTLAND CIR,WEST HARTFORD,06107,CT,ejprofessionalpaintingllc@outlook.com,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4800000,,United States,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,
GABY ROOFING LLC,LLC,Dissolved,,1325079,2020-03-31,379 GRANDVIEW AVE,WATERBURY,06704,CT,GABYROOFING@YAHOO.COM,Domestic,2019-10-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4800000,,United States,,,,,,,,,,,,,,,,2021-05-18T00:00:00.000,,,,,,
"PATRICIA GIANNATTASIO COUNSELING & THERAPY, LLC",LLC,Active,,1325083,2022-03-31,461 MAIN ST,NIANTIC,06357,CT,info@pattygtherapy.com,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.0600000,,United States,,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,
"VILLA ELENA, LLC.",LLC,Active,,1325102,2022-03-31,18 WAKE ROBIN LANE,SHELTON,06484,CT,Gtwardell@sbcglobal.net,Domestic,2019-10-21,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.0900000,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,
"BON AIRE, LLC",LLC,Active,,1325129,2022-03-31,11 LADY SLIPPER DRIVE,SHELTON,06484,CT,tia820@sbcglobal.net,Domestic,2019-10-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.1366667,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
