name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,naics_sub_code,dissolution_date,category_survey_email_address,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
MULLEN MECHANICAL SERVICES LLC,LLC,Active,Annual report past due,1329989,2021-03-31,59 SANDRA DRIVE,EAST HARTFORD,United States,06118,CT,jtoppsman@comcast.net,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4800000,,,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,238220.0,,,,,,,
BJM PUMPS OPERATING LLC,LLC,Active,,1329990,2022-03-31,104 JOHN W. MURPHY DRIVE,NEW HAVEN,United States,06513,CT,sharonmoy@paulhastings.com,Foreign,2019-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2019-12-11,BJM PUMPS OPERATING LLC,United States,"1209 ORANGE ST, WILMINGTON, DE, 19801,",1209 ORANGE ST,WILMINGTON,DE,19801,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing (333914)","1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,United States,,333914.0,,,,,,,
"BUJIN WELLNESS CENTER, LLC",LLC,Dissolved,,1329991,2021-03-31,121 ADELINE STREET,NEW HAVEN,United States,06519,CT,kenreconnects@gmail.com,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4800000,,,,,,,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,621399.0,2021-03-10T00:00:00.000,,,,,,
"LAKEVIEW CONSTRUCTION, LLC",LLC,Active,,1329992,2022-03-31,"10505 CORPORATE DRIVE, SUITE 200",PLEASANT PRAIRIE,United States,53158,WI,ACCOUNTING@LVCONSTRUCTION.COM,Foreign,2019-12-11,WI,WI,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2019-11-15,"LAKEVIEW CONSTRUCTION, LLC",United States,"10505 CORPORATE DRIVE, SUITE 200, PLEASANT PRAIRIE, WI, 53158,","10505 CORPORATE DRIVE, SUITE 200",PLEASANT PRAIRIE,WI,53158,Commercial and Institutional Building Construction (236220),"10505 CORPORATE DRIVE, SUITE 200, PLEASANT PRAIRIE, WI, 53158, United States","10505 CORPORATE DRIVE, SUITE 200",PLEASANT PRAIRIE,WI,53158,United States,,236220.0,,,,,,,
"USN NORTH AMERICA, INC",Stock,Active,Annual report due,1329993,2021-12-11,2598 E SUNRISE BLVD  SUITE 2104,FORT LAUDERDALE,United States,33304,FL,marcia@usnsupplements.com,Foreign,2019-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2019-11-25,"USN NORTH AMERICA, INC",United States,,,,,,Sporting and Recreational Goods and Supplies Merchant Wholesalers (423910),,,,,,,,,,,,,,,
Y & L CARIBBEAN PRODUCTS DISTRIBUTOR  LLC,LLC,Active,,1330000,2022-03-31,193 TREMONT ST APT B,NEW BRITAIN,United States,06051,CT,ylcaribbeanproductsdistributor@gmail.com,Domestic,2019-12-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,General Line Grocery Merchant Wholesalers (424410),,,,,,,,424410.0,,,,,,,
"ADDBAR,LLC",LLC,Active,Ready for dissolution,1330001,2020-03-31,11 COLUMBUS AVE.,NIANTIC,United States,06357,CT,JBASCETTA@BPKSLAW.COM,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,,,,,,,,,,,,,,,,,,,,,,,,
A MEDIA SOLUTION LLC,LLC,Active,Annual report past due,1330002,2021-03-31,1 HAMILTON LANE,WEATOGUE,United States,06089,CT,Aj@amediasolution.com,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,Marketing Consulting Services (541613),,,,,,,,541613.0,,,,,,,
FAIRFIELD HOME IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1330065,2020-03-31,1 CARLSON RD,NEW MILFORD,,06776,CT,KARAMNASRAT@GMAIL.COM,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1200000,,,,,,,,,,,,,,,,,,,,,,,,
"PROFESSIONAL MEDICAL BILLING ASSOCIATES, INC.",Stock,Active,Annual report due,1330076,2021-12-11,210 SUMMIT AVE.,MONTVALE,United States,07645,NJ,accounting@pmbanj.com,Foreign,2019-12-11,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:36.1533333,2020-01-01,"PROFESSIONAL MEDICAL BILLING ASSOCIATES, INC.",United States,,,,,,Office Administrative Services (561110),,,,,,,,561110.0,,,,,,,
JMI MANAGEMENT LLC,LLC,Active,,1330078,2022-03-31,61 CHESTNUT RD.,NEWINGTON,United States,06111,CT,jmlopez072118@gmail.com,Domestic,2019-12-11,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:36.1533333,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,
CODERRE'S CLEANING LLC,LLC,Active,Ready for dissolution,1330081,2020-03-31,84 ROBERTSON ST,BRISTOL,United States,06010,CT,CODERRESCLEANING@GMAIL.COM,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1533333,,,,,,,,,,,,,,,,,,,,,,,,
RECREATION CONSULTING LLC,LLC,Active,Annual report past due,1330082,2021-03-31,33 WOODRUFF LANE APT 13,LITCHFIELD,United States,06759,CT,KATEHENNESSYPR@GMAIL.COM,Domestic,2019-12-11,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:36.1533333,,,,,,,,,All Other Amusement and Recreation Industries (713990),,,,,,,,713990.0,,,,,,,
"BRIGHT ATHLETE PERFORMANCE, LLC",LLC,Active,,1330083,2022-03-31,217 PEPE FARMS RD.,MILFORD,United States,06460,CT,coachward@brightathlete.com,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1533333,,,,,,,,,All Other Personal Services (812990),,,,,,,,812990.0,,,,,,,
GIFTEDEYE LLC,LLC,Active,No Agent,1330137,2021-03-31,30 DAISY STREET,NEW HAVEN,United States,06511,CT,ct-reports@statefilings.in,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:10:36.7466667,,,,,,,,,"Photography Studios, Portrait (541921)",,,,,,,,541921.0,,,,,,,
J. DOUGLAS CASEY ASSOCIATES LLC,LLC,Active,Annual report past due,1330253,2021-03-31,287 DAVIS AVENUE APT. A,GREENWICH,United States,06830,CT,Jdcasey245@gmail.com,Domestic,2019-12-11,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Investment Advice (523930),,,,,,,,,,,,,,,
"AQR DIVERSIFIED SYSTEMATIC MACRO FV FUND, LIMITED PARTNERSHIP",Limited Partnership,Active,Annual report due,1330260,2021-12-11,C/O COGENCY GLOBAL INC. 850 NEW BURTON RD. SUITE 201,DOVER,,19904,DE,complianceteam@cogencyglobal.com,Foreign,2019-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.8233333,2019-12-09,"AQR DIVERSIFIED SYSTEMATIC MACRO FV FUND, L.P.",,,,,,,Open-End Investment Funds (525910),,,,,,,,,,complianceteam@cogencyglobal.com,,,,,
FAMILY APPLIANCES LLC,LLC,Active,,1330261,2022-03-31,974 MAIN ST,MANCHESTER,United States,06040,CT,MONASPIKE@GMAIL.COM,Domestic,2019-12-11,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:34.8233333,,,,,,,,,Household Appliance Stores (443141),,,,,,,,443141.0,,,,,,,
LEGACY TRANSFORMATIONAL CONSULTING INC.,Stock,Active,Annual report due,1330271,2021-12-11,14050 BROILI DRIVE,RENO,United States,89511,NV,Compliancemail@cscinfo.com,Foreign,2019-12-11,NV,NV,False,False,False,False,False,,2021-11-10 00:10:34.8233333,2020-01-15,LEGACY TRANSFORMATIONAL CONSULTING INC.,United States,,,,,,Other Management Consulting Services (541618),,,,,,,,541618.0,,,,,,,
"BEAYOUTIFUL HEALTH AND WELLNESS CENTER, LLC",LLC,Active,Ready for dissolution,1330275,2020-03-31,4 TAMARACK ROAD,NEWTOWN,,06470,CT,MARIEL.REID615@ICLOUD.COM,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8233333,,,,,,,,,,,,,,,,,,,,,,,,
JMB RENEWABLES LLC,LLC,Active,,1330282,2022-03-31,11025 PIONNER TRAIL SUITE SUITE 209 SUITE 209,TRUCKEE,United States,96161,CA,Laura@jmbrenewables.com,Foreign,2019-12-11,CA,CA,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2020-01-01,JMB RENEWABLES LLC,United States,"3453 BRIDLE DR, HAYWARD, CA, 94541,",3453 BRIDLE DR,HAYWARD,CA,94541,Solar Electric Power Generation (221114),"3453 BRIDLE DR, HAYWARD, CA, 94541, United States",3453 BRIDLE DR,HAYWARD,CA,94541,United States,,221114.0,,,,,,,
LABYRINTH CAPITAL PARTNERS L.L.C.,LLC,Active,Annual report past due,1330283,2021-03-31,2 LAFAYETTE COURT,GREENWICH,,06830,CT,CLAWRENCE@LABYRINTHCAP.COM,Foreign,2019-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2019-12-06,LABYRINTH CAPITAL PARTNERS L.L.C.,,,,,,,Miscellaneous Financial Investment Activities (523999),,,,,,,,523999.0,,,,,,,
"MILLER VETERINARY HOLDINGS, LLC",LLC,Withdrawn,,1330291,2022-03-31,1675 SOUTH STATE ST STE. B,DOVER,United States,19901,DE,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-12-11,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2019-12-09,"MILLER VETERINARY HOLDINGS, LLC",United States,NONE,NONE,,,,Drugs and Druggists' Sundries Merchant Wholesalers (424210),NONE,NONE,,,,,,424210.0,,,,,,,
GET IT DONE SERVICES LLC,LLC,Active,,1330294,2022-03-31,11 CLARK STREET,HARTFORD,United States,06108,CT,j.smikle3@gmail.com,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4800000,,,,,,,,,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,
FAZZI ASSOCIATES LLC,LLC,Withdrawn,,1329920,2021-03-31,11300 SWITZER RD,OVERLAND PARK,United States,66210,KS,Compliancemail@cscinfo.com,Foreign,2019-12-11,MA,MA,False,False,False,False,False,,2021-11-10 00:06:02.7800000,2019-12-11,FAZZI  ASSOCIATES LLC,United States,"84 STATE ST, BOSTON, MA, 02109,",84 STATE ST,BOSTON,MA,02109,Custom Computer Programming Services (541511),"84 STATE ST, BOSTON, MA, 02109, United States",84 STATE ST,BOSTON,MA,02109,United States,,,,,,,,,
"PAMSING,LLC",LLC,Withdrawn,,1330017,2020-03-31,4400 EASTON WAY SUITE 125- CT CORP SYS,COLUMBUS.,United States,43219,OH,WIGGLEPAM@GMAIL.COM,Foreign,2019-12-11,OH,OH,False,False,False,False,False,,2021-11-10 00:05:31.4700000,2019-12-01,"PAMSING,LLC",United States,"4400 EASTON WAY SUITE 125- CT CORP SYS, COLUMBUS, OH, 43219, United States",4400 EASTON WAY SUITE 125- CT CORP SYS,COLUMBUS,OH,43219,,"4400 EASTON WAY SUITE 125- CT CORP SYS, COLUMBUS, OH, 43219, United States",4400 EASTON WAY SUITE 125- CT CORP SYS,COLUMBUS,OH,43219,United States,United States,,,,,,,,
"SC PROPERTY MANAGEMENT, LLC",LLC,Dissolved,,1329965,2020-03-31,695 SOUTH MAIN STREET,MIDDLETOWN,United States,,CT,JASON831116@GMAIL.COM,Domestic,2019-12-11,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:19.5200000,,,,,,,,,,,,,,,,,,2020-02-17T00:00:00.000,,,,,,
"125 WHITING STREET, LLC",LLC,Active,Ready for dissolution,1328989,2020-03-31,99 HICKORY HILL DR.,WATERBURY,United States,06708,CT,JPALUMBO@PALUMBO-LAW.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4333333,,,,,,,,,,,,,,,,,,,,,,,,
MIDCOAST ATHLETICS LLC,LLC,Active,Ready for dissolution,1329493,2020-03-31,39 RAGGED ROCK ROAD,OLD SAYBROOK,,06475,CT,BRIANPLUCK4@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.1833333,,,,,,,,,,,,,,,,,,,,,,,,
"OLIVEIRA & BARBOSA CLEANING SERVICES, LLC",LLC,Active,Ready for dissolution,1329931,2020-03-31,6 CHAPPELLE ST,DANBURY,United States,06810,CT,AGENCIADXR@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
"PMT/SBI, INC.",Stock,Active,Annual report past due,1329976,2022-03-17,212 VALLEY VIEW COURT,SOUTHINGTON,United States,06489,CT,PTREVISO@SMITHBROTHERSUSA.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.8233333,,,,,,,,,Offices of Other Holding Companies (551112),,,,,,,,,,,100.0,,,,
BAB REALTY CO II LLP,LLP,Active,Annual report due,1329982,2021-12-12,112 MASON STREET,GREENWICH,United States,06830,CT,jferguson@fercolaw.com,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4800000,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
165 KNAPPS HIGHWAY LLC,LLC,Active,,1329983,2022-03-31,165 KNAPPS HWY,FAIRFIELD,United States,06825,CT,richrapaglia@frontier.com,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4800000,,,,,,,,,Private Households (814110),,,,,,,,814110.0,,,,,,,
SCHOOL LINES CONNECTICUT INC.,Stock,Active,Annual report due,1329984,2021-12-12,75 CIRO ROAD,NORTH BRANFORD,United States,06471,CT,INFO@CORPOMAX.COM,Foreign,2019-12-12,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2019-12-12,SCHOOL LINES CONNECTICUT INC.,United States,,,,,,"Motorcycle, ATV, and All Other Motor Vehicle Dealers (441228)",,,,,,,,441228.0,,,,,,,
"MY CONTENT STYLIST, LLC",LLC,Active,Ready for dissolution,1329985,2020-03-31,21 MALLARD DR,GREENWICH,United States,06830,CT,MYCONTENTSTYLISTLLC@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATION TECHNOLOGY SOLUTIONS LLC.,LLC,Active,Ready for dissolution,1329994,2020-03-31,43 ORCHARD FARM ROAD,COLCHESTER,United States,06415,CT,BILL.COMMTECHSOLUTIONS@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,True,False,False,True,False,Failure to file Annual Report,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,,,
"MIKE BLOOMBERG 2020, INC.",Non-Stock,Withdrawn,,1329995,2020-12-12,"C/O GELLER & COMPANY, 909 THIRD AVE.",NEW YORK,United States,10022,NY,COMPLIANCE@MIKEBLOOMBERG.COM,Foreign,2019-12-12,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4800000,2019-12-12,"MIKE BLOOMBERG 2020, INC.",United States,,,,,,,,,,,,,,,,,,,,,
VERNON EXPRESS MART LLC,LLC,Active,Annual report past due,1329996,2021-03-31,41 WINDSOR AV,VERNON,United States,06066,CT,bostonmobil@hotmail.com,Domestic,2019-12-12,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:35.4800000,,,,,,,,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,
NATHAN SOUZA CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1329997,2020-03-31,97 TOWN HILL AVE APT 5  97 TOWN HILL AVE APT 5,DANBURY,United States,06810,CT,XANADUJK@AOL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4800000,,,,,,,,,,,,,,,,,,,,,,,,
F&J AUTO LLC,LLC,Active,Ready for dissolution,1329998,2020-03-31,"105 EDWIN RD , BAY 19",SOUTH WINDSOR,United States,06074,CT,JCASTILL219@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,,,,,,,,,,,,,,,,,,,,,,,,
"360 BURNHAM STREET, LLC",LLC,Active,,1330003,2022-03-31,61 SCHOOL BROOK LANE,VERNON,United States,06066,CT,evelyn@messiersurvey.com,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,
AKM TILE & MARBLE LLC,LLC,Active,Ready for dissolution,1330004,2020-03-31,146 ROCK SPRING RD #1,STAMFORD,United States,06906,CT,ANATOLII.KRUK2019@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,,,,,,,,,,,,,,,,,,,,,,,,
"CEDAR KNOB RESTAURANT AND BANQUETS, LLC",LLC,Active,,1330005,2022-03-31,446 BILLINGS ROAD,SOMERS,United States,06071,CT,TCOX18@YAHOO.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,
"FANNY PACK FILMS, LLC",LLC,Active,,1330006,2022-03-31,"1 DOCK STREET, SUITE 610",STAMFORD,United States,06902,CT,pwolansky888@gmail.com,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,Motion Picture and Video Production (512110),,,,,,,,512110.0,,,,,,,
CHOSEN FEW LLC,LLC,Active,Ready for dissolution,1330007,2020-03-31,35 GINGER LN APT 137,EAST HARTFORD,United States,06118,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX PROPERTY GROUP LLC,LLC,Active,,1330008,2022-03-31,101 MERRITT 7 SUITE 300,NORWALK,United States,06851,CT,elita@equinoxpropertygroup.com,Domestic,2019-12-12,CT,Connecticut,True,False,True,True,False,,2021-11-10 00:10:35.5133333,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,531390.0,,,,,,,
VECINOS L.L.P,LLP,Active,Annual report past due,1330009,2020-12-12,43 BANK ST APT 10,NEW LONDON,United States,06320,CT,V.ALEJANDRO99@YAHOO.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,,,,,,,,,,,,,,,,
"MACHS ON MAIN, LLC",LLC,Active,Ready for dissolution,1330010,2020-03-31,58 MAIN STREET,PUTNAM,United States,06260,CT,WILLIAMMACHNICKI@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5133333,,,,,,,,,,,,,,,,,,,,,,,,
"VRETTOS PAPPAS CONSULTING ENGINEERS, P.A., INC.",Stock,Active,Annual report due,1330011,2021-12-12,2815 COLISEUM CENTRE DRIVE STE 180,CHARLOTTE,United States,28217,NC,nwlawrence@vpce.com,Foreign,2019-12-12,NC,NC,False,False,False,False,False,,2021-11-10 00:10:35.5133333,2020-03-01,"VRETTOS PAPPAS CONSULTING ENGINEERS, P.A., INC.",United States,,,,,,Engineering Services (541330),,,,,,,,541330.0,,,,,,,
"216 EAST MAIN STREET MERIDEN, LLC",LLC,Active,,1330012,2022-03-31,183 ELM STREET,MERIDEN,United States,06450,CT,HappyNeighborhoodRealty@gmail.com,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,Residential Property Managers (531311),,,,,,,,531311.0,,,,,,,
"ATALIAN US SHARED SERVICES, LLC",LLC,Active,,1330013,2022-03-31,C/O ATALIAN GLOBAL SERVICES 525 WASHINGTON BLVD. 25TH FLOOR,JERSEY CITY,United States,07310,NJ,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-12-12,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.5133333,2020-01-01,"ATALIAN US SHARED SERVICES, LLC",United States,"C/O ATALIAN GLOBAL SERVICES 525 WASHINGTON BLVD. 25TH FLOOR, JERSEY CITY, NJ, 07310, United States",C/O ATALIAN GLOBAL SERVICES 525 WASHINGTON BLVD. 25TH FLOOR,JERSEY CITY,NJ,07310,"Corporate, Subsidiary, and Regional Managing Offices (551114)","C/O ATALIAN GLOBAL SERVICES 525 WASHINGTON BLVD. 25TH FLOOR, JERSEY CITY, NJ, 07310, United States",C/O ATALIAN GLOBAL SERVICES 525 WASHINGTON BLVD. 25TH FLOOR,JERSEY CITY,NJ,07310,United States,United States,551114.0,,,,,,,
"DEANGELO CONTRACTING, INC.",Stock,Active,Annual report due,1330014,2021-12-12,212 MARTIN ROAD,BRISTOL,United States,06010,CT,scott@deangelocontractinginc.com,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5133333,,,,,,,,,Siding Contractors (238170),,,,,,,,238170.0,,,5000.0,,,,
DARAG US DELTA COMPANY,Stock,Active,,1330015,2022-11-03,67 Burnside Ave,East Hartford,United States,06108-3408,CT,REGULATORY@DARAG-NA.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,All Other Insurance Related Activities (524298),,,,,,,,524298.0,,,1000.0,,,,
DEADBY5AM LLC,LLC,Active,Ready for dissolution,1330016,2020-03-31,9 ELM ST,ANSONIA,United States,06401,CT,DEADBY5AM@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
"110 GRILL FV CANTON, LLC",LLC,Active,,1330018,2022-03-31,4 LAN DRIVE,WESTFORD,United States,01886,MA,complianceteam@cogencyglobal.com,Domestic,2019-12-12,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,Full-Service Restaurants (722511),,,,,,,,722511.0,,,,,,,
"PAPALLO CONSULTING, LLC",LLC,Active,Ready for dissolution,1330019,2020-03-31,20 CAMELOT COURT,STAMFORD,,06907,CT,,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
"ALL GRANITE AND MARBLE DESIGN, INC",Stock,Active,First report due,1330020,2021-12-12,No information provided,,,,,ADMIN@PATIENTCPA.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,1000.0,,,,
"DR. ROBBAN SICA, LLC",LLC,Active,,1330021,2022-03-31,37 LAKEWOOD DRIVE,TRUMBULL,United States,06611,CT,eastern@northwestregisteredagent.com,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,621111.0,,,,,,,
ELMER S PEREZ BAKER LLC,LLC,Active,Ready for dissolution,1330024,2020-03-31,12 MANOR ST,STAMFORD,,06092,CT,ELMETCGF@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
P P PAUCAR LLC,LLC,Active,Ready for dissolution,1330025,2020-03-31,80 HARVEY RD,RIDGEFIELD,,06879,CT,ELIZABETHMOOTS@YAHOO.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
GMSJBR ENTERPRISE INC.,Stock,Active,Annual report due,1330026,2021-12-12,15 LOCUST STREET,GREAT NECK,United States,11023,NY,margnemets@gmail.com,Foreign,2019-12-12,NY,NY,False,False,False,False,False,,2021-11-10 00:10:35.5600000,2019-12-01,"GMSJBR ENTERPRISE, INC.",United States,,,,,,Vending Machine Operators (454210),,,,,,,,454210.0,,,,,,,
MAC MASON FINE ARTS LLC,LLC,Dissolved,,1330028,2020-03-31,"191 FIELD POINT ROAD, APT. 1",GREENWICH,United States,06830,CT,DMAC10522@YAHOO.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,2020-12-22T00:00:00.000,,,,,,
RELIABLE SMALL ENGINE REPAIR LLC,LLC,Active,Ready for dissolution,1330029,2020-03-31,"229 BRANFORD ROAD, UNIT 329",NORTH BRANFORD,United States,06471,CT,MG94STANG@AOL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
OLD MYSTIC BEVERAGE LLC,LLC,Active,Ready for dissolution,1330030,2020-03-31,58 N. STONINGTON ROAD,MYSTIC,United States,06355,CT,BENOIT1671@GMAIL.COM,Domestic,2019-12-12,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5600000,,,,,,,,,,,,,,,,,,,,,,,,
