name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3,category_survey_email_address
HEAVENLY SMOKE LLC,LLC,Active,1309986,2020-03-31,13 MURRY RD,BRISTOL,United States,06010,CT,HEAVENLYSMOKEBBQ@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MAMA GLORIA FILM LLC,LLC,Active,1309987,2022-03-31,10 DICK FINN RD,NEW FAIRFIELD,United States,06812,CT,luchinafisher@gmail.com,Domestic,2019-05-20,CT,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:10:27.6200000,,,,,,,,,,,,,,,,,,,,,,,,
CT DINERS LLC,LLC,Active,1309988,2020-03-31,235 EAST RIVER DR SUITE 1102,EAST HARTFORD,United States,06108,CT,CTDINERSLLC@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:27.6200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
AMERIMAC APPRAISAL MANAGEMENT LLC,LLC,Active,1309989,2022-03-31,102 W MAIN ST SUITE 507,NEW ALBANY,United States,43054,OH,taylor@amerimacamc.com,Foreign,2019-05-20,OH,OH,False,False,False,False,False,Offices of Real Estate Appraisers (531320),531320.0,2021-11-10 00:10:27.6200000,,,,2019-05-20,AMERIMAC APPRAISAL MANAGEMENT LLC,United States,"102 W MAIN ST SUITE 507, NEW ALBANY, OH, 43054, United States",102 W MAIN ST SUITE 507,NEW ALBANY,OH,43054,United States,"102 W MAIN ST SUITE 507, NEW ALBANY, OH, 43054, United States",102 W MAIN ST SUITE 507,NEW ALBANY,OH,43054,United States,,,,,,
"KINGSCOURT CONSULTING, LLC",LLC,Active,1309990,2022-03-31,14 Randi Drive,MADISON,United States,06443-2440,CT,eastern@northwestregisteredagent.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),,2021-11-10 00:10:27.6200000,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,ne@registeredagentsinc.com
J&J MECHANICAL SERVICES LLC,LLC,Active,1309991,2022-03-31,399 HARD HILL RD S,BETHLEHEM,United States,06751,CT,xtremeindustrialservices@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,2021-11-10 00:10:27.6200000,,,,,,,,,,,,,,,,,,,,,,,,
HITALK HOTELS LLC,LLC,Active,1309992,2020-03-31,2049 NORWICH NEW LONDON TPKE,UNCASVILLE,United States,06382,CT,TAX@PHYPHAR.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
DHC SEARCH LLC,LLC,Active,1309993,2022-03-31,2214 HUNTINGTON TPKE,TRUMBULL,United States,06611,CT,filings@swyftfilings.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Human Resources Consulting Services (541612),541612.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
OM SHREE RAM LLC,LLC,Active,1309994,2022-03-31,1182 MAIN STREET,WILLIMANTIC,United States,06226,CT,hawadaria@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
"BOTH WORLDS, LLP",LLP,Active,1309995,2020-05-20,1111 STRATFORD AVE. APT 116,STRATFORD,United States,06615,CT,JILFREY@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
YOUNG AND MOTIVATED LLC,LLC,Active,1309996,2020-03-31,329 SCHRAFFTS DR APT 210,WATERBURY,United States,06705,CT,RYOUYNM@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MJM HOME SERVICES LLC,LLC,Active,1309997,2022-03-31,8 WEST ROAD,ANSONIA,United States,06401,CT,mjmhome2340@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
GAPET LLC,LLC,Active,1309998,2022-03-31,172 VILLAGE DRIVE,SHELTON,United States,06484,CT,gapet286@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
253 TALCOTTVILLE LLC,LLC,Active,1309999,2022-03-31,1555 POST ROAD E. SUITE 102,WESTPORT,United States,06880,CT,jyang@artisan-usa.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
"ULTROMICS, INC",Stock,Active,1310000,2022-05-20,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@registeredagentsinc.com,Foreign,2019-05-20,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:28.1366667,,,,2019-05-20,"ULTROMICS, INC",United States,,,,,,,,,,,,,,,,,,
NO SETBACKS LLC,LLC,Active,1310001,2021-03-31,244 ROUTE 7 SOUTH,FALLS VILLAGE,United States,06031,CT,Ruthmmulcahy@yahoo.com,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:28.1366667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATE ANEW LLC,LLC,Active,1310002,2022-03-31,35 CEDAR STREET,STRATFORD,United States,06615,CT,info@communicateanew.com,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
STIBEL B2B CORPORATION,Stock,Active,1310003,2020-05-20,12 WEST PUTNAM AVE 3E,GREENWICH,United States,06830,CT,stibelb2b@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1366667,Ready for dissolution,Failure to file Annual Report,1500.0,,,,,,,,,,,,,,,,,,,,,
VAMPRORIDE L.L.C.,LLC,Active,1310004,2022-03-31,76 2ND ST,HAMDEN,United States,06514,CT,EFILE1234@INCFILE.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),812990.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
LKP TRANSPORT LLC,LLC,Active,1310005,2022-03-31,26 EASTWOOD ROAD,DANBURY,United States,06811,CT,LKPTRANSPORTLLC@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,True,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",812990.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
WILMAN R MEDINA GUAMAN LLC,LLC,Active,1310006,2020-03-31,13 MYRTLE AVE APT 2,DANBURY,United States,06810,CT,EDAFIESCHI@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MCGILL STUDIOS LLC,LLC,Active,1310007,2022-03-31,15 NORTH WASHINGTON STREET,PLAINVILLE,United States,06062,CT,annh@ascaircleaning.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Art Dealers (453920),453920.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
M & A'S BUSINESS VENTURES LLC.,LLC,Active,1310009,2020-03-31,136 WAKEFIELD CIRCLE,EAST HARTFORD,,06118,CT,MWILSON.9@COMCAST.NET,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
JOBS LOGGER LLC,LLC,Active,1310010,2022-03-31,10 HARBOUR CLOSE,NEW HAVEN,United States,06519,CT,EFILE1234@INCFILE.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),812990.0,2021-11-10 00:10:28.1366667,,,,,,,,,,,,,,,,,,,,,,,,
LIVING OFF CAMPUS LLC,LLC,Active,1310011,2020-03-31,140 CAPTAIN THOMAS BLVD STE 211,WEST HAVEN,United States,06516,CT,LIVINGOFFCAMPUSLLC@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
PHOTOS FINISH LLC,LLC,Active,1310012,2022-03-31,140 EAST VILLAGE ROAD,SHELTON,United States,06610,CT,rapattorneyatlaw@yahoo.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,,,
"BOLD PENGUIN COMPANY, LLC",LLC,Active,1310013,2022-03-31,100 E BROAD ST FLOOR 15,COLUMBUS,United States,43215,OH,knsmith@supportiveis.com,Foreign,2019-05-20,OH,OH,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:10:28.1666667,,,,2019-05-20,"BOLD PENGUIN COMPANY, LLC",United States,"100 E BROAD STREET FLOOR 15, COLUMBUS, OH, 43215, United States",100 E BROAD STREET FLOOR 15,COLUMBUS,OH,43215,United States,"100 E BROAD STREET FLOOR 15, COLUMBUS, OH, 43215, United States",100 E BROAD STREET FLOOR 15,COLUMBUS,OH,43215,United States,,,,,,
BEYOND BAYSICS LLC,LLC,Active,1310014,2022-03-31,14 MULLEN HILL RD.,WINDHAM,United States,06280,CT,BeyondBAYsicsllc@gmail.com,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,Elementary and Secondary Schools (611110),611110.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,,,
BILL CURREN LLC,LLC,Active,1310015,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,ne@northwestregisteredagent.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:10:28.1666667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
SPRINGWOOD COMMONS LLC,LLC,Active,1310016,2022-03-31,20 Jamroga Lane,STAMFORD,United States,06905,CT,laria.paula08@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:10:28.1666667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,laria.paula08@gmail.com
CD HIM CONSULTING LLC,LLC,Active,1310017,2022-03-31,634 NORTON RD.,BERLIN,United States,06037,CT,chezel436@comcast.net,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,,,
BEACON RIDGE REAL ESTATE LLC,LLC,Active,1310018,2022-03-31,121 TOWNE STREET UNIT 510,STAMFORD,United States,06902,CT,BEACONRIDGEREALTY@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Other Financial Vehicles (525990),,2021-11-10 00:10:28.1666667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,beaconridgerealty@gmail.com
21 COOPER AVENUE LLC,LLC,Active,1310019,2022-03-31,41 CAROLINE ROAD,EAST HAVEN,United States,06512,CT,ariana.mazzella@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,,,
"LISA BEE PHOTOGRAPHY, LLC",LLC,Active,1310020,2020-03-31,27 JONATHAN LANE,SOUTH WINDSOR,United States,06074,CT,LISABMARTIN2@MAC.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER PAGLIARO ARCHITECTS LLC,LLC,Active,1310021,2022-03-31,175 KELLOGG DRIVE,WILTON,United States,06897,CT,abarron@pagliaroarchitects.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,,,
"WAVEGUIDE SOLUTIONS, LLC",LLC,Active,1310022,2022-03-31,10N SOUTHWOOD DRIVE,NASHUA,United States,03063,NH,complianceteam@cogencyglobal.com,Foreign,2019-05-20,DE,DE,False,False,False,False,False,All Other Telecommunications (517919),517919.0,2021-11-10 00:10:28.1666667,,,,2019-05-20,"WAVEGUIDE SOLUTIONS, LLC",United States,"850 NEW BURTON ROAD SUITE 201, ALBANY, NY, 12210, United States",850 NEW BURTON ROAD SUITE 201,ALBANY,NY,12210,United States,"850 NEW BURTON ROAD SUITE 201, ALBANY, NY, 12210, United States",850 NEW BURTON ROAD SUITE 201,ALBANY,NY,12210,United States,,,,,,
O&M SERVICES LLC,LLC,Dissolved,1310023,2021-03-31,1 MAPLEWOOD TERRACE,NORWALK,United States,06851,CT,CHRISTIAN.ORTEGA.30@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,2021-03-16T00:00:00.000,,,,,
"SPM GROUP, LLC",LLC,Active,1310024,2020-03-31,12 LAUREL WOOD DR.,SHELTON,United States,06484,CT,JBERGERS@AOL.COM,Foreign,2019-05-20,NV,NV,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,Ready for dissolution,Failure to file Annual Report,,2019-05-31,"SOUND PROPERTY MANAGEMENT, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,,
ALEXANDER LANDSCAPING SERVICES LLC,LLC,Active,1310025,2022-03-31,750 MAIN ST,TORRINGTON,United States,06790,CT,MYCOMPANYLLC@CHARTER.NET,Domestic,2019-05-20,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:10:28.1666667,,,,,,,,,,,,,,,,,,,,,,,,
KATCH TWENTY-TWO ENTERTAINMENT LLC,LLC,Active,1310026,2020-03-31,317 WEST AVE #113197,STAMFORD,United States,06911,CT,ROYALSUCCESS2019@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MC STUDIO LLC,LLC,Active,1310027,2020-03-31,156 IVY STREET,WEST HAVEN,United States,06516,CT,MARCC16@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"GUIDEWELL, INC.",Stock,Withdrawn,1310028,2020-05-20,4800 DEERWOOD CAMPUS PARKWAY DC1-7,JACKSONVILLE,United States,32246,FL,MACY.WADFORD@GUIDEWELL.COM,Foreign,2019-05-20,FL,FL,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,,,,2016-10-10,"GUIDEWELL, INC.",United States,,,,,,,,,,,,,,,,,,
SHORELINE EQUESTRIAN CENTER LLC,LLC,Active,1310029,2020-03-31,918 WHEELERS FARMS ROAD,MILFORD,United States,06461,CT,RAYMOND.TESTO@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
THIS COULD BE CONTENT LLC,LLC,Active,1310030,2020-03-31,28 PARDEE STREET,NEW HAVEN,United States,06513,CT,THISCOULDBECONTENT@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MAINOR PROPERTIES LLC,LLC,Active,1310031,2021-03-31,41 CROSSROADS PLAZA # 126  41 CROSSROADS PLAZA # 126,WEST HARTFORD,United States,06117,CT,mainorproperties@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:28.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
RD3 EDUCATION & ADVISING CENTER LLC,LLC,Active,1310032,2021-03-31,5 AQUA TERRA LANE,OLD SAYBROOK,United States,06475,CT,rd3education@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:10:28.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
MORGAN AND MAX LLC,LLC,Active,1310033,2021-03-31,13 COB DRIVE,WESTPORT,United States,06880,CT,max@shopsedelle.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:10:28.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
CARRANZA LLC,LLC,Active,1310035,2020-03-31,27 TOWN HILL AVENUE 2,DANBURY,United States,06810,CT,PROCESSING@MYCORPORATION.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
BLACK DIAMOND CAR DETAIL LLC,LLC,Active,1310036,2021-03-31,1 TAMARACK AVE  APT#14,DANBURY,United States,06810,CT,multiservice@7statect.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:10:28.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
A&A CONCRETE FOUNDATIONS WORK LLC,LLC,Active,1310037,2020-03-31,22 ELM ST APT K,DANBURY,United States,06810,CT,KAREN@MIRANTEAGENCY.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"MADISON FUNDING I, LLC",LLC,Active,1310038,2021-03-31,"2150 POST ROAD, SUITE 301",FAIRFIELD,United States,06824,CT,ndibiasi@hjsims.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Investment Banking and Securities Dealing (523110),523110.0,2021-11-10 00:10:28.2133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
METZKER CLEANING LLC,LLC,Active,1310039,2020-03-31,58 PRICE ST,BRIDGEPORT,United States,06610,CT,RENATADOMINGOS17@HOTMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
JHS PAINTING LLC,LLC,Active,1310040,2020-03-31,111  MAIN ST       APT   7,DANBURY,United States,06810,CT,REALSOLUTIONCT@YAHOO.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
VAILLANT CLOTHING AND MORE LLC,LLC,Active,1310041,2022-03-31,1789 PARK STREET 1789 PARK STREET,HARTFORD,United States,06106,CT,vaillantclothing@yahoo.com,Domestic,2019-05-20,CT,Connecticut,True,False,True,True,False,Family Clothing Stores (448140),448140.0,2021-11-10 00:10:28.2133333,No Agent,Failure to appoint or maintain an agent for service,,,,,,,,,,,,,,,,,,,,,,
BUEZO LANDSCAPING LLC,LLC,Active,1310042,2020-03-31,8  OLIVE  ST    APT  1,BRIDGEPORT,United States,06605,CT,REALSOLUTIONCT@YAHOO.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"PREMIER FIXTURES, LLC",LLC,Active,1310043,2020-03-31,"400 OSER AVE, SUITE 350",HAUPPAUGE,United States,11788,NY,DOCUMENTS@INCORP.COM,Foreign,2019-05-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,2019-04-29,"PREMIER FIXTURES, LLC",United States,,,,,,,,,,,,,,,,,,
PC PALAPA LLC,LLC,Active,1310044,2020-03-31,90 GREENBRIAR RD,MERIDEN,United States,06450-6812,CT,BGOLLNICK@AOL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
ARCHIVE WINE STORAGE LLC,LLC,Dissolved,1310045,2020-03-31,281 CHAPEL ST.,NEW HAVEN,United States,06513,CT,LAFARMAN24@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2133333,,,,,,,,,,,,,,,,,,,2021-02-18T00:00:00.000,,,,,
RC EXTERIOR SALES LLC,LLC,Active,1310046,2020-03-31,46 EDWARD AVENUE,WATERTOWN,United States,06795,CT,ROBCRONK75@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
TELES CONTRACTOR LLC,LLC,Active,1310047,2020-03-31,55 GLENDALE AVE FL 2,HARTFORD,United States,06106-3003,CT,BRTAX18@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FIKA SWIM LLC,LLC,Active,1310048,2022-03-31,109 THE LAURELS UNIT 109,ENFIELD,United States,06082,CT,fikaswimwear@gmail.com,Domestic,2019-05-20,CT,Connecticut,True,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:10:28.2466667,,,,,,,,,,,,,,,,,,,,,,,,
CELESTIAL SOUND LLC,LLC,Active,1310049,2022-03-31,18 SUMMER LANE,NORTH HAVEN,United States,06473,CT,celestialsoundllc@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,Other Performing Arts Companies (711190),711190.0,2021-11-10 00:10:28.2466667,,,,,,,,,,,,,,,,,,,,,,,,celestialsoundllc@gmail.com
HAPPY HEARTS CHILD CARE LLC,LLC,Active,1310050,2020-03-31,1080 BOULEVARD 2 FLOOR,WEST HARTFORD,United States,06119,CT,JANESSCOLLADO@HOTMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"CLINK, LLC",LLC,Active,1310051,2020-03-31,14 PLEASANT POINT ROAD,BRANFORD,United States,06405,CT,JACKIE.CUSANO@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"YTD ENTERPRISES, LLC",LLC,Active,1310053,2022-03-31,6 W. RIVER ST #26,MILFORD,United States,06460,CT,Ytdentllc@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:28.2466667,,,,,,,,,,,,,,,,,,,,,,,,
RUDRAK LLC,LLC,Active,1310054,2022-03-31,115 NEW CANAAN AVE,NORWALK,United States,06850,CT,Glensvariety@gmail.com,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:10:28.2466667,,,,,,,,,,,,,,,,,,,,,,,,
"BDH DESIGNER EYEWEAR, LLC",LLC,Active,1310056,2020-03-31,152 GORHAM AVE,HAMDEN,United States,06514,CT,DAILSR55@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CAPITOL AIR DUCT LLC,LLC,Active,1310057,2020-03-31,19 ECHO LANE,EAST HARFORD,United States,06118,CT,MHERNANDEZ8690@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
EPIC CLEANING SERVICES LLC,LLC,Active,1310058,2020-03-31,748 BROOKS ST,BRIDGEPORT,United States,06608,CT,MAGICRAMIREZ05@GMAIL.COM,Domestic,2019-05-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:28.2466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
