"EndorsementNumber","EndIssueDate","EndExpireDate","EndCity","EndCountry","EndLine1","EndLine2","EndState","EndZipOut","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZipOut","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZipOut"
1,10/9/2017,12/31/2023,"ANCHORAGE","UNITED STATES","555 W. NORTHERN LIGHTS BLVD #100",,"AK","99503",916833,"NEW CENTRAL MARKET ","Active",6/11/2008,1/24/2022,12/31/2023,"ANCHORAGE","UNITED STATES","555 W. Northern Lights Blvd, Ste 100","9073018640","AK","99503","ANCHORAGE","UNITED STATES","555 W. NORTHERN LIGHTS BLVD. # 100",,"AK","99503"
1,10/7/2011,12/31/2011,"HOONAH","UNITED STATES","435 GARTEENI HIGHWAY",,"AK","99829",916936,"ICY STRAIT LODGE","Active",6/13/2008,12/27/2022,12/31/2024,"HOONAH","UNITED STATES","435 GARTINA HWY",,"AK","99829-2806","HOONAH","UNITED STATES","PO BOX #320",,"AK","99829-0320"
2,10/5/2018,12/31/2020,"HOONAH","UNITED STATES","435 AIRPORT RD",,"AK","99829",916936,"ICY STRAIT LODGE","Active",6/13/2008,12/27/2022,12/31/2024,"HOONAH","UNITED STATES","435 GARTINA HWY",,"AK","99829-2806","HOONAH","UNITED STATES","PO BOX #320",,"AK","99829-0320"
1,10/30/2017,12/31/2023,"STERLING","UNITED STATES","MILE 81 STERLING HWY",,"AK","99672",918394,"COOKS CORNER","Active",7/14/2008,10/8/2021,12/31/2023,"STERLING","UNITED STATES","MILE 81 STERLING HWY",,"AK","99672","STERLING","UNITED STATES","PO BOX 49",,"AK","99672"
22,10/27/2017,12/31/2023,"WASILLA","UNITED STATES","509 W PARKS HWY",,"AK","99654",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
15,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","4140 OLD SEWARD HIGHWAY",,"AK","99503",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
14,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","5400 E. NORTHERN LIGHTS BLVD.",,"AK","99508",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
2,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","3561 E. TUDOR ROAD, SUITES 1 AND 10",,"AK","99507",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
18,10/27/2017,12/31/2023,"WASILLA","UNITED STATES","2451 EAST SUN MOUNTAIN AVE.",,"AK","99654",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
1,12/27/2013,12/31/2015,"ANCHORAGE","UNITED STATES","8840 OLD SEWARD HIGHWAY",,"AK","99515",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
6,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","119 S. KLEVIN",,"AK","99508",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
11,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","2220 E. NORTHERN LIGHTS BLVD. STE A",,"AK","99508",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
5,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","2101 ABBOTT ROAD UNIT 11",,"AK","99507",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
16,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","2203 W. DIMOND BLVD.",,"AK","99515",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
17,10/27/2017,12/31/2023,"WASILLA","UNITED STATES","1350 S. SEWARD MERIDIAN PKWY",,"AK","99654",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
7,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","1555 S. BRAGAW",,"AK","99508",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
21,10/27/2017,12/31/2023,"FAIRBANKS","UNITED STATES","559 HAROLD BENTLEY AVENUE",,"AK","99701",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
9,10/27/2017,7/7/2022,"ANCHORAGE","UNITED STATES","171 MULDOON ROAD, STE 115 &116, MULDOON CORE PLAZA",,"AK","99504",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
12,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","1203 W. NORTHERN LIGHTS BLVD.",,"AK","99503",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
19,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","1106 NORTH MULDOON ROAD, SPACE 110",,"AK","99504",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
4,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","525 W. FIREWEED LANE",,"AK","99503",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
13,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","3900 SPENARD ROAD",,"AK","99517",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
3,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","3727 SPENARD ROAD",,"AK","99517",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
8,10/27/2017,12/31/2023,"EAGLE RIVER","UNITED STATES","11221 OLD GLENN HWY.",,"AK","99577",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
10,10/27/2017 9:24:18 AM,6/22/2018,"ANCHORAGE","UNITED STATES","131 S. BRAGAW",,"AK","99508",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
20,10/27/2017,12/31/2023,"ANCHORAGE","UNITED STATES","9200 OLD SEWARD HWY",,"AK","99515",920159,"BROWN JUG","Active",9/15/2008,12/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3909 Arctic Blvd., Suite 500, c/o Legal Department",,"AK","99503","ANCHORAGE","UNITED STATES","3909 ARCTIC BLVD STE 500",,"AK","99503"
1,10/16/2017,12/31/2023,"NAKNEK","UNITED STATES","1 MILE AK PENINSULA HWY",,"AK","99633",920254,"NAKNEK TRADING COMPANY","Active",9/17/2008,12/27/2021,12/31/2023,"NAKNEK","UNITED STATES","Mile 0.5 ALASKA PENINSULA HWY",,"AK","99633","EVERETT","UNITED STATES","2510 W. CASINO ROAD","SUITE B","WA","98204-1419"
1,10/16/2017,12/31/2023,"HOONAH","UNITED STATES","147 FRONT STREET",,"AK","99829",920255,"HOONAH TRADING COMPANY","Active",9/17/2008,12/27/2021,12/31/2023,"HOONAH","UNITED STATES","147 FRONT STREET",,"AK","99829","EVERETT","UNITED STATES","2510 W CASINO RD STE B",,"WA","98204-1419"
1,12/21/2017,12/31/2023,"GUSTAVUS","UNITED STATES","#3 WILSON RD",,"AK","99826",922554,"FIREWEED GALLERY","Active",11/24/2008,10/20/2021,12/31/2023,"GUSTAVUS","UNITED STATES","1250 WILSON RD.",,"AA","99826","GUSTAVUS","UNITED STATES","PO BOX 234",,"AK","99826"
1,12/31/2018,12/31/2024,"WASILLA","UNITED STATES","251 W PARKS HWY",,"AK","99654",924164,"MUGSHOT SALOON","Active",12/18/2008,12/27/2022,12/31/2024,"WASILLA","UNITED STATES","251 W PARKS HWY",,"AK","99654","WASILLA","UNITED STATES","PO BOX 875163",,"AK","99687"
1,10/5/2017,12/31/2023,"KLAWOCK","UNITED STATES","6624 BIG SALT RD",,"AK","99925",924918,"BLACK BEAR STORE","Active",1/5/2009,10/5/2021,12/31/2023,"KLAWOCK","UNITED STATES","6624 BIG SALT RD",,"AK","99925-7292","KLAWOCK","UNITED STATES","P.O. BOX 208",,"AK","99925"
1,11/1/2017,12/31/2023,"PELICAN","UNITED STATES","1010 SALMON WAY",,"AK","99832",925486,"BRESEMAN'S, LLC","Active",2/9/2009,10/11/2021,12/31/2023,"PELICAN","UNITED STATES","BLOCK 10, LOT 10",,"AK","99832","PELICAN","UNITED STATES","P.O. BOX 203",,"AK","99832"
1,12/10/2018,12/31/2024,"TOK","UNITED STATES","MILE 1313.4",,"AK","99780",925846,"THREE BEARS OUTPOST #01","Active",2/18/2009,11/18/2022,12/31/2024,"TOK","UNITED STATES","MILE 1313.3 ALASKA HIGHWAY",,"AK","99780","WASILLA","UNITED STATES","7362 W. Parks Hwy. #814",,"AK","99623"
1,1/10/2019,12/31/2020,"SOLDOTNA","UNITED STATES","245 N BINKLEY SUITE 101",,"AK","99669",926294,"CENTRAL PENINSULA FAMILY PRACTICE","Active",2/26/2009,10/11/2022,12/31/2024,"Soldotna","UNITED STATES","250 Hospital Place","9077144721","AK","99669","SOLDOTNA","UNITED STATES","250 HOSPITAL PLACE",,"AK","99669"
1,10/9/2018,12/31/2024,"KENAI","UNITED STATES","140 S WILLOW",,"AK","99611",926390,"COUNTRY LIQUOR","Active",2/13/2009,10/29/2020,12/31/2024,"KENAI","UNITED STATES","140 SOUTH WILLOW",,"AK","99611","KENAI","UNITED STATES","PO BOX 2311",,"AK","99611"
1,11/30/2016 5:10:57 PM,12/31/2018,"FAIRBANKS","UNITED STATES","109 CLAY ST",,"AK","99701",926790,"CHENA BINGO","Active",3/9/2009,12/23/2022,12/31/2024,"FAIRBANKS","UNITED STATES","109 CLAY ST.","9075907799","AK","99701-5799","FAIRBANKS","UNITED STATES","109 CLAY ST",,"AK","99701"
1,10/22/2018,12/31/2023,"EMMONAK","UNITED STATES","#8 DELTA STREET",,"AK","99581",927185,"EMMONAK FAMILY RESTAURANT","Active",11/19/2008,12/1/2021,12/31/2023,"EMMONAK","UNITED STATES","#8 DELTA ST",,"AK","99581","EMMONAK","UNITED STATES","PO BOX 198",,"AK","99581"
1,12/6/2017,12/31/2024,"ELFIN COVE","UNITED STATES","#6 GLACIER VIEW",,"AK","99825",927189,"COHOS","Active",3/12/2009,1/21/2021,12/31/2024,"ELFIN COVE","UNITED STATES","#6 GLACIER VIEW",,"AK","99825","ELFIN COVE","UNITED STATES","PO BOX 29",,"AK","99825"
1,10/17/2018 3:47:07 PM,12/31/2024,"EAGLE RIVER","UNITED STATES","11836 OLD GLENN HWY",,"AK","99577",927475,"EAGLE RIVER CHEVRON","Active",3/23/2009,11/9/2022,12/31/2024,"EAGLE RIVER","UNITED STATES","11836 OLD GLENN HWY",,"AK","99577","ANCHORAGE","UNITED STATES","PO BOX 112494",,"AK","99511"
1,3/31/2009,12/31/2012,"FAIRBANKS","UNITED STATES","796 CHENA PUMP RD",,"AK","99708",927921,"THE PUMP HOUSE RESTAURANT","Active",3/31/2009,10/8/2022,12/31/2024,"FAIRBANKS","UNITED STATES","796 CHENA PUMP RD",,"AK","99708","FAIRBANKS","UNITED STATES","327 CRYSTAL RD",,"AK","99712"
1,11/13/2017,12/31/2023,"ANCHORAGE","UNITED STATES","1402 GAMBELL STREET",,"AK","99501",928125,"CROSSROADS LOUNGE","Active",2/4/2009,10/7/2021,12/31/2023,"ANCHORAGE","UNITED STATES","1402 GAMBELL STREET",,"AK","99501","ANCHORAGE","UNITED STATES","1402 GAMBELL STREET",,"AK","99501"
1,10/10/2017 4:41:10 PM,12/31/2023,"FAIRBANKS","UNITED STATES","3040 PARKS HWY",,"AK","99709",928790,"GOLD HILL IMPORTED BEER AND FINE WINE","Active",4/22/2009,10/16/2021,12/31/2023,"FAIRBANKS","UNITED STATES","3220 CRAFT ROAD","9074554719","AK","99709-4719","FAIRBANKS","UNITED STATES","PO BOX 60395",,"AK","99706"
1,10/6/2018,12/31/2024,"COPPER CENTER","UNITED STATES","MILE 79 RICHARDSON HWY",,"AK","99573",929466,"TONSINA LODGE","Active",5/8/2009,10/15/2022,12/31/2024,"COPPER CENTER","UNITED STATES","MILE 79 RICHARDSON HWY",,"AK","99573","COPPER CENTER","UNITED STATES","HC 60 BOX 152",,"AK","99573"
1,10/9/2018,12/31/2022,"ANCHORAGE","UNITED STATES","4211 ARCTIC BLVD",,"AK","99503",929627,"ANCHORAGE MOOSE LODGE 1534","Active",5/13/2009,10/6/2022,12/31/2024,"ANCHORAGE","UNITED STATES","4211 ARCTIC BLVD","9075633502","AK","99503","ANCHORAGE","UNITED STATES","4211 ARCTIC BLVD",,"AK","99503"
1,10/9/2022,12/31/2024,"Juneau","UNITED STATES","5905 Churchill way Lot 22",,"AK","99801",929751,"SAULS  ENTERPRISES","Active",5/18/2009,10/9/2022,12/31/2024,"Juneau","UNITED STATES","5905 Churchill way Lot 22",,"AK","99801","JUNEAU","UNITED STATES","P O BOX 21403",,"AK","99802"
1,10/9/2018,12/31/2024,"WILLOW","UNITED STATES","MILE 69.5 PARKS HWY",,"AK","99688",930199,"TOWNSITE FOODMART","Active",5/26/2009,10/27/2022,12/31/2024,"WILLOW","UNITED STATES","MILE 69.5 PARKS HWY",,"AK","99688","WASILLA","UNITED STATES","189 E NELSON AVE #242",,"AK","99654"
1,12/12/2018 1:25:11 PM,12/31/2024,"ANCHORAGE","UNITED STATES","4600 OLD SEWARD HIGHWAY",,"AK","99503",930257,"TIME OUT LOUNGE","Active",6/2/2009,1/4/2023,12/31/2024,"ANCHORAGE","UNITED STATES","4600 Old Seward Highway",,"AK","99503","ANCHORAGE","UNITED STATES","4600 Old Seward Highway",,"AK","99503"
1,10/22/2018,12/31/2024,"WASILLA","UNITED STATES","1721 E GEORGE PARKS HWY",,"AK","99654",930563,"WALGREENS #12681","Active",6/9/2009,11/14/2022,12/31/2024,"WASILLA","UNITED STATES","1721 E GEORGE PARKS HWY",,"AK","99654","DEERFIELD","UNITED STATES","PO BOX 901",,"IL","60015"
1,10/22/2018,12/31/2024,"ANCHORAGE","UNITED STATES","7600 DEBARR ROAD",,"AK","99504",930564,"WALGREENS #12679","Active",6/9/2009,11/14/2022,12/31/2024,"ANCHORAGE","UNITED STATES","7600 DEBARR ROAD",,"AK","99504","DEERFIELD","UNITED STATES","PO BOX 901",,"IL","60015"
1,10/22/2018,12/31/2024,"ANCHORAGE","UNITED STATES","2197 W DIMOND BLVD",,"AK","99515",930565,"WALGREENS #12680","Active",6/9/2009,11/14/2022,12/31/2024,"ANCHORAGE","UNITED STATES","2197 W. DIMOND BLVD",,"AK","99515","DEERFIELD","UNITED STATES","PO BOX 901",,"IL","60015"
1,12/26/2018 4:39:28 PM,12/31/2020,"JUNEAU","UNITED STATES","920 WST 10TH ST",,"AK","99801",931964,"EGAN EXPRESS LUBE","Active",7/20/2009,10/6/2022,12/31/2024,"JUNEAU","UNITED STATES","10012 Crazy Horse Dr",,"AK","99801","JUNEAU","UNITED STATES","P.O. BOX 34094",,"AK","99803"
1,10/9/2018,12/31/2024,"WILLOW","UNITED STATES","MILE 69.5 PARKS HWY",,"AK","99688",931990,"TOWNSITE LIQUOR","Active",7/21/2009,10/27/2022,12/31/2024,"WILLOW","UNITED STATES","MILE  69.5 PARKS HWY",,"AK","99688","WASILLA","UNITED STATES","189 E NELSON AVE #242",,"AK","99654"
1,10/11/2018 2:43:34 PM,12/31/2024,"ILIAMNA","UNITED STATES","1 ILIAMNA LOOP ROAD",,"AK","99606",932927,"ILIAMNA DEVELOPMENT CORP GENERAL STORE","Active",8/14/2009,10/19/2022,12/31/2024,"ILIAMNA","UNITED STATES","1 ILIAMNA LOOP RD",,"AK","99606","ANCHORAGE","UNITED STATES","PO BOX 241588",,"AK","99524-1588"
1,10/9/2015,12/31/2017,"KASILOF","UNITED STATES","52322 JASON RD",,"AK","99610",933259,"FOE KASILOF AERIE 4317","Active",8/25/2009,11/10/2022,12/31/2024,"KASILOF","UNITED STATES","52322 JASON RD",,"AK","99610","KASILOF","UNITED STATES","PO BOX 704",,"AK","99610"
1,10/31/2017 10:11:54 AM,12/31/2023,"LARSEN BAY","UNITED STATES","123 MAIN STREET",,"AK","99624",935115,"CITY MARKET","Active",10/20/2009,11/3/2021,12/31/2023,"LARSEN BAY","UNITED STATES","123 Main Street",,"AK","99624-8131","LARSEN BAY","UNITED STATES","BOX 8",,"AK","99624"
1,11/2/2018,12/31/2023,"KENAI","UNITED STATES","502 S MAIN ST",,"AK","99611",935197,"THE BOW","Active",10/23/2009,10/12/2021,12/31/2023,"KENAI","UNITED STATES","502 S. MAIN STREET",,"AK","99611","KENAI","UNITED STATES","502 S. MAIN STREET",,"AK","99611"
1,10/9/2017 2:10:27 PM,12/31/2023,"CROOKED CREEK","UNITED STATES","1/4 MILE WEST OF OLD POST OFFICE",,"AK","99575",936370,"THOMAS TRADING POST, INC.","Active",11/20/2009,12/6/2021,12/31/2023,"CROOKED CREEK","UNITED STATES","1/4 MILE WEST OF OLD OFFICE",,"AK","99575-0080","CROOKED CREEK","UNITED STATES","PO BOX 80",,"AK","99575"
1,10/26/2017 11:55:11 AM,12/31/2023,"PETERSBURG","UNITED STATES","MILE POST 10.2 MITKOF HWY",,"AK","99833",936859,"THE TREES RV PARK & GENERAL STORE","Active",12/9/2009,10/21/2021,12/31/2023,"PETERSBURG","UNITED STATES","MILE POST 10.2 MITKOF HWY",,"AK","99833","PETERSBURG","UNITED STATES","PO BOX 404",,"AK","99833"
1,12/14/2009,12/31/2013,"ANCHORAGE","UNITED STATES","2422 EAST TUDOR",,"AK","99507",936922,"NEW PARTY TIME LIQUORS, INC.","Active",12/14/2009,10/19/2021,12/31/2023,"Anchorage","UNITED STATES","341 Boniface Pkwy","9073510048","AK","99504","ANCHORAGE","UNITED STATES","341 BONIFACE PKWY",,"AK","99504"
1,10/26/2011,12/31/2013,"WASILLA","UNITED STATES","MILE 49.5 PARKS HWY",,"AK","99654",937700,"ROADSIDE INN","Active",1/4/2010,11/3/2022,12/31/2024,"WASILLA","UNITED STATES","MILE 49.5 PARKS HWY.",,"AK","99654","WASILLA","UNITED STATES","PO BOX 875486",,"AK","99687"
1,10/9/2017,12/31/2023,"FAIRBANKS","UNITED STATES","2581 GOLDSTREAM ROAD",,"AK","99709",937863,"IVORY JACK'S","Active",12/23/2009,10/8/2021,12/31/2023,"FAIRBANKS","UNITED STATES","2581 GOLDSTREAM ROAD",,"AK","99709","FAIRBANKS","UNITED STATES","2581 GOLDSTREAM ROAD",,"AK","99709"
2,10/14/2019,12/31/2023,"Fairbanks","UNITED STATES","2581 Goldstream  Rd.",,"AK","99709",937863,"IVORY JACK'S","Active",12/23/2009,10/8/2021,12/31/2023,"FAIRBANKS","UNITED STATES","2581 GOLDSTREAM ROAD",,"AK","99709","FAIRBANKS","UNITED STATES","2581 GOLDSTREAM ROAD",,"AK","99709"
1,10/19/2017,12/31/2023,"KETCHIKAN","UNITED STATES","522 WATER STREET",,"AK","99901",938147,"THE ASYLUM, LLC","Active",1/13/2010,10/26/2021,12/31/2023,"KETCHIKAN","UNITED STATES","522 WATER STREET",,"AK","99901","KETCHIKAN","UNITED STATES","522 WATER STREET",,"AK","99901"
1,10/26/2017,12/31/2023,"CHUGIAK","UNITED STATES","20808 BILL STEPHENS DRIVE",,"AK","99567",939541,"PETERS CREEK CHEVRON LIQUOR & GROCERY","Active",2/13/2010,10/21/2021,12/31/2023,"CHUGIAK","UNITED STATES","20808 BILL STEPHENS DR",,"AK","99567","CHUGIAK","UNITED STATES","PO BOX 671507",,"AK","99567"
1,10/27/2015,12/31/2017,"BIG LAKE","UNITED STATES","3610 N BURKESHORE DR",,"AK","99652",939623,"BURKESHORE MARINA ENTERPRISES, LLC","Active",2/16/2010,10/11/2021,12/31/2023,"Big Lake","UNITED STATES","3610 N Burkeshore Drive",,"AK","99652","BIG LAKE","UNITED STATES","PO BOX 520150",,"AK","99652"
1,10/10/2018 2:09:50 PM,12/31/2023,"MANLEY HOT SPRINGS","UNITED STATES","MILE 149 ELLIOTT HIGHWAY",,"AK","99756",939732,"HOT SPRINGS VILLAGE MARKET","Active",2/10/2010,12/31/2021,12/31/2023,"MANLEY HOT SPRINGS","UNITED STATES","MILE 149 ELLIOTT HIGHWAY",,"AK","99756","MANLEY HOT SPRINGS","UNITED STATES","PO BOX 105",,"AK","99756"
1,10/13/2015,12/31/2017,"ANCHORAGE","UNITED STATES","550 W 64TH AVE",,"AK","99518",940605,"PACIFIC ALASKA WHOLESALE","Active",3/9/2010,10/25/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3830 OLD INTERNATIONAL AIRPORT RD STE 100",,"AK","99502","ANCHORAGE","UNITED STATES","3830 OLD INTERNATIONAL AIRPORT RD STE 100",,"AK","99502"
2,10/23/2017,12/31/2023,"ANCHORAGE","UNITED STATES","3830 OLD INTERNATIONAL AIRPORT RD STE 100",,"AK","99502",940605,"PACIFIC ALASKA WHOLESALE","Active",3/9/2010,10/25/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3830 OLD INTERNATIONAL AIRPORT RD STE 100",,"AK","99502","ANCHORAGE","UNITED STATES","3830 OLD INTERNATIONAL AIRPORT RD STE 100",,"AK","99502"
1,12/28/2018 4:56:49 PM,12/31/2024,"ANCHORAGE","UNITED STATES","5500 DEBARR ROAD",,"AK","99504",941330,"BONIFACE SHELL","Active",3/25/2010,12/22/2022,12/31/2024,"Anchorage","UNITED STATES","5500 Debarr Road","9077483960","AK","99504","ANCHORAGE","UNITED STATES","5500 DEBARR ROAD",,"AK","99504"
1,1/8/2018 1:19:31 PM,12/31/2023,"SOLDOTNA","UNITED STATES","44698 STERLING HWY",,"AK","99669",941939,"MAVERICK SALOON","Active",4/7/2010,12/16/2021,12/31/2023,"SOLDOTNA","UNITED STATES","44698 STERLING HWY",,"AK","99669","SOLDOTNA","UNITED STATES","44698 STERLING HWY",,"AK","99669"
1,12/31/2018 1:23:06 PM,12/31/2024,"COFFMAN COVE","UNITED STATES","500 LOGGERS LANE",,"AK","99918",942229,"RIGGIN SHACK","Active",4/14/2010,11/30/2022,12/31/2024,"Coffman Cove","UNITED STATES","101A SW Harbor Ave","9073292213","AK","99918","COFFMAN COVE","UNITED STATES","P.O. BOX 18042",,"AK","99918"
1,10/22/2018 4:49:31 PM,12/31/2024,"MCCARTHY","UNITED STATES","100 KENNICOTT AVE",,"AK","99588",942432,"MCCARTHY CENTER","Active",4/14/2010,10/11/2022,12/31/2024,"Anchorage","UNITED STATES","5201 East Northern Lights Blvd,","Unit 1W","AK","99508","GLENNALLEN","UNITED STATES","PO BOX MXY",,"AK","99588"
2,1/22/2021,12/31/2024,"Glennallen","UNITED STATES","101 Kennicott Ave","MXY #11","AK","99588",942432,"MCCARTHY CENTER","Active",4/14/2010,10/11/2022,12/31/2024,"Anchorage","UNITED STATES","5201 East Northern Lights Blvd,","Unit 1W","AK","99508","GLENNALLEN","UNITED STATES","PO BOX MXY",,"AK","99588"
1,10/6/2017 3:57:09 PM,12/31/2023,"SKAGWAY","UNITED STATES","655 BROADWAY UNIT A",,"AK","99840",942458,"ALASKA LIQUOR STORE -2ND LOCATION","Active",4/19/2010,10/12/2021,12/31/2023,"SKAGWAY","UNITED STATES","655 BROADWAY UNIT A",,"AK","99840","SKAGWAY","UNITED STATES","P.O. BOX 199",,"AK","99840"
1,5/9/2014,12/31/2014,"WASILLA","UNITED STATES","7307 S. FRONTIER DR.",,"AK","99654",942802,"SETTLER'S BAY GOLF COURSE, LLC","Active",4/27/2010,10/11/2021,12/31/2023,"WASILLA","UNITED STATES","7307 S FRONTIER DR",,"AK","99654","WASILLA","UNITED STATES","PO BOX 877509",,"AK","99687-7509"
