name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
Luis Palau Association Inc.,Non-Stock,Active,2554309,2023-05-12,1500 NW 167th Pl,,Beaverton,United States,97006-7342,OR,scott.kraske@palau.org,Foreign,,2022-05-12,OREGON,OREGON,False,False,False,False,False,,2022-06-13 00:16:30.4433333,,,,2022-02-21,Luis Palau Association,,,,,,,,,,,,,,,,,,,,,,,,
Women's International Pharmacy Inc.,Stock,Active,2555170,2023-05-12,2 Marsh Ct,,Madison,United States,53718-8805,WI,amccaughn@womensinternational.com,Foreign,,2022-05-12,WISCONSIN,WISCONSIN,False,False,False,False,False,Pharmacies and Drug Stores (446110),2022-06-13 00:16:30.5066667,,,,2003-08-01,Women's International Pharmacy Inc.,,,,,,,,,,,,,,,,,,,,,,,,
Placer Labs Inc.,Stock,Active,2555468,2023-05-12,"340 S LEMON AVE., #1277",,WALNUT,United States,91789,CA,registrations@placer.ai,Foreign,,2022-05-12,DELAWARE,DELAWARE,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",2022-06-13 00:16:17.6133333,,,,2022-05-17,Placer Labs Inc.,,,,,,,,,,,,,,,,,,,,,,,,
Infinity Wholesale Corp.,Stock,Active,2555636,2022-08-10,,,,,,,njatkar@taascpa.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2022-06-13 00:16:18.2366667,,First report due,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsdan Partners LLC,LLC,Active,2555685,2023-03-31,13 Lakeside Dr,,Stamford,United States,06903-5031,CT,culpepper@optonline.net,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:17.6266667,c.mangan@mhr-lewis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HIAAH, P.C.",Stock,Active,2555863,2023-05-12,3753 Howard Hughes Parkway,Suite 200,Las Vegas,United States,89169,NV,j.g.khair@outlook.com,Foreign,,2022-05-12,NEVADA,NEVADA,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2022-06-13 00:16:17.6266667,,,,2022-05-12,"HIAAH, P.C.",,,,,,,,,,,,,,,,,,,,,,,,
"Sitter Connect, LLC",LLC,Active,2555924,2023-03-31,19 Parish Farm Rd,,Branford,United States,06405-6026,CT,info@sitter-connect.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2022-06-13 00:16:18.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longo Realty Group Inc.,Stock,Active,2556031,2022-08-10,,,,,,,anthonymlongo@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:17.6433333,,First report due,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lorenz Avenue Productions, Inc",Stock,Active,2556168,2023-05-12,1 Evergreen Pkwy,,Westport,United States,06880-2528,CT,eteam@eminutes.com,Foreign,,2022-05-12,DELAWARE,DELAWARE,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2022-06-13 00:16:18.2366667,,,,2022-05-12,"Lorenz Avenue Productions, Inc",,,,,,,,,,,,,,,,,,,,,,,,
Done Well By Manuele LLC,LLC,Active,2556211,2023-03-31,44 Magnolia street,,Newington,United States,06111,CT,dwbmanuele@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Other Building Finishing Contractors (238390),2022-06-13 00:16:18.2066667,filings@swyftfilings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paint Your Plate LLC,LLC,Active,2556217,2023-03-31,680 E Main Street,1296,Stamford,United States,06901,CT,paintyourplatellc@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),2022-06-13 00:16:18.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston Investment Resources L.L.C.,LLC,Active,2556228,2023-03-31,18 Laurel Heights Rd,,Shelton,United States,06484-4372,CT,lonny.mcgee4@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:17.6266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDK Business Services LLC,LLC,Active,2556248,2023-03-31,93 King St,,Bridgeport,United States,06605-2920,CT,cedricsenior6@gmail.com,Foreign,,2022-05-12,COLORADO,COLORADO,False,False,False,False,False,,2022-06-13 00:16:18.1900000,,,,2022-05-12,JDK Business Services LLC,,,,,,,,,,,,,,,,,,,,,,,,
"669 Boston Post Road, LLC",LLC,Active,2556246,2023-03-31,25 Old Quarry Road,,Guilford,United States,06437,CT,mpeck@innovasurgical.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:17.6433333,dbrown@brownrealestatelaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUTO Properties, LLC",LLC,Active,2556249,2023-03-31,523 Rowland Rd,,Fairfield,United States,06824-6744,CT,jbstax@sbcglobal.net,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Life Foundation Corporation,Non-Stock,Active,2556251,2022-08-10,,,,,,,megalifefoundation860@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,True,False,False,Other Individual and Family Services (624190),2022-06-13 00:16:18.2066667,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Health Center, LLC",LLC,Active,2556264,2023-03-31,375 Mather St.,,Hamden,United States,06514-3101,CT,change@mccwellness.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,False,False,True,,2022-06-13 00:16:17.6433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Custom Contractors Insurance, LLC",LLC,Active,2556268,2023-03-31,2436 E Narrowleaf Dr,,Gilbert,United States,85298-3409,AZ,sean@ccisave.com,Foreign,,2022-05-12,ARIZONA,ARIZONA,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2022-06-13 00:16:18.1900000,,,,2022-05-13,"Custom Contractors Insurance, LLC",,,,,,,,,,,,,,,,,,,,,,,,
MEL GROUP LLC,LLC,Active,2556286,2023-03-31,1 Padanaram Rd,150B,Danbury,United States,06811-4815,CT,homebymel@live.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Framing Contractors (238130),2022-06-13 00:16:18.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCHDOMUS DESIGN & CONSTRUCTION LLC,LLC,Active,2556261,2023-03-31,7 ACADIA LN,4-101,SHELTON,United States,06484,CT,majutax@outlook.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Graphic Design Services (541430),2022-06-13 00:16:18.2200000,majutax@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JT Properties LLC Wethersfield,LLC,Active,2556270,2023-03-31,304 Country Club Ct,,Rocky Hill,United States,06067,CT,jtpropertyllc17@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:18.1900000,jtpropertyllc17@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62 Catherine Street, LLC",LLC,Active,2556274,2023-03-31,111 Oak Street,,Hartford,United States,06106,CT,besham.sarran@nyulangone.org,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:17.6266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dlux Entertainment LLC,LLC,Active,2556279,2023-03-31,49 Cherry Ann St,,Hamden,United States,06514-5032,CT,dluxentertainment22@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",2022-06-13 00:16:18.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sophie Williamson Design LLC,LLC,Active,2556280,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Interior Design Services (541410),2022-06-13 00:16:18.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HEARTLAND, LLC",LLC,Active,2556307,2023-03-31,"175 W. GRANADA BLVD., SUITE 202",,ORMOND BEACH,UNITED STATES,32174,FL,pwelch@heartlandcompany.com,Foreign,UNITED STATES,2022-05-12,,DE,False,False,False,False,False,561730,2022-06-13 00:16:17.6433333,,,,2022-05-11,"HEARTLAND, LLC",,,,,,,,,,,,,,,,,,,,,,,,
"NorthPoint Construction Management, LLC",LLC,Active,2556295,2023-03-31,22 Hampshire Dr,,Hudson,United States,03051-4922,NH,mstansbury@northpointcm.com,Foreign,,2022-05-12,NEW HAMPSHIRE,NEW HAMPSHIRE,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2022-06-13 00:16:17.6433333,,,,2022-06-01,"NorthPoint Construction Management, LLC",,,,,,,,,,,,,,,,,,,,,,,,
"Texas AirSystems, LLC",LLC,Active,2556305,2023-03-31,6029 Campus Circle Dr W,,Irving,United States,75063-2767,TX,araceli.sanchez@texasairsystems.com,Foreign,,2022-05-12,TEXAS,TEXAS,False,False,False,False,False,Other Commercial Equipment Merchant Wholesalers (423440),2022-06-13 00:16:18.2200000,,,,2022-05-12,"Texas AirSystems, LLC",,"6029 Campus Circle Dr W, Irving, TX, 75063-2767, United States",6029 Campus Circle Dr W,Irving,TX,75063-2767,United States,"6029 Campus Circle Dr W, Irving, TX, 75063-2767, United States",6029 Campus Circle Dr W,Irving,TX,75063-2767,United States,,,,,,,,,,,
AMCS Group Inc.,Stock,Active,2556308,2023-05-12,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Foreign,,2022-05-12,PENNSYLVANIA,PENNSYLVANIA,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",2022-06-13 00:16:17.6266667,,,,2022-05-12,AMCS Group Inc.,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Dumping Company LLC,LLC,Active,2556326,2023-03-31,90 Irving St.,apt 1,Hartford,United States,06112,CT,natashatad@yahoo.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,True,False,False,All Other Miscellaneous Waste Management Services (562998),2022-06-13 00:16:18.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destination Haus CT LLC,LLC,Active,2556317,2023-03-31,6 Canal Road,,Westport,United States,06880,CT,bob@robertcarrollesq.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:18.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown's Place Inc.,Non-Stock,Active,2556337,2022-08-10,,,,,,,info@brownsplace.org,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,False,False,False,Other Community Housing Services (624229),2022-06-13 00:16:18.2066667,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOCOLATE GODDESS CASUAL CLUBWEAR LLC,LLC,Active,2556324,2023-03-31,61 Bedford St,,Hartford,United States,06120,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Scale and Balance Manufacturing (333997),2022-06-13 00:16:17.6133333,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sorrentino DDS, LLC",LLC,Dissolved,2556328,2023-03-31,625 Hopmeadow St,,Simsbury,United States,06070,CT,jessesorrentino@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Offices of Dentists (621210),2022-06-13 00:16:17.6133333,cphelps@hgesq.com,,,,,,,,,,,,,,,,,,,,2022-05-17T00:00:00.000,,,,,,,,
Z's BNBs LLC,LLC,Active,2556345,2023-03-31,3880 Main St,46,Bridgeport,United States,06606-2848,CT,homeawayrentals21@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,True,False,False,General Rental Centers (532310),2022-06-13 00:16:17.6133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOREVER TYES LLC,LLC,Active,2556347,2023-03-31,177 Dorchester Ave,,Waterbury,United States,06704,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),2022-06-13 00:16:17.6133333,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYA MILAN LLC,LLC,Active,2556339,2023-03-31,23 Turner Rd,15,Danbury,United States,06810,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",2022-06-13 00:16:18.2066667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newington Liquor Shoppe LLC,LLC,Active,2556343,2023-03-31,143 Lowrey Pl,,Newington,United States,06111-3003,CT,liquorshoppect@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",2022-06-13 00:16:18.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170 GLOVER AVENUE LLC,LLC,Active,2556349,2023-03-31,"1 ELMCROFT ROAD, SUITE 500",,STAMFORD,UNITED STATES,06902,CT,,Foreign,,2022-05-12,,DE,False,False,False,False,False,531110,2022-06-13 00:16:18.2066667,,,,2022-05-12,170 GLOVER AVENUE LLC,,,,,,,,,,,,,,,,,,,,,,,,
BRAND SPA Inc,Stock,Active,2556358,2022-08-10,,,,,,,yuyingzhao70@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:18.2200000,edsongcpa@yahoo.com,First report due,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Communitech Outposts USA, LLC",LLC,Active,2556357,2023-03-31,,,,CANADA,,,outposts@communitech.ca,Foreign,,2022-05-12,DELAWARE,DELAWARE,False,False,False,False,False,Human Resources Consulting Services (541612),2022-06-13 00:16:18.2066667,,,,2022-05-12,"Communitech Outposts USA, LLC",,"874 walker rd, Suite C, Dover, DE, 19904-2778, United States",874 walker rd,Dover,DE,19904-2778,United States,"874 Walker Rd, Suite C, Dover, DE, 19904-2778, United States",874 Walker Rd,Dover,DE,19904-2778,United States,Suite C,Suite C,,"151 Charles St. W Kitchener, ON N2G1H6, Canada",,,,,,,
JB MECHANICAL LLC,LLC,Active,2556365,2023-03-31,16 PHELPS ROAD,,MARLBOROUGH,United States,06447,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2022-06-13 00:16:17.6133333,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTO MANAGEMENT LLC,LLC,Active,2556361,2023-03-31,25 Brightman Cir,,South Windsor,United States,06074-1590,CT,auto.management.llc@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Sales Financing (522220),2022-06-13 00:16:17.6433333,fulfillment@zenbusiness.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel's Company Youth Leadership Inc,Non-Stock,Active,2556366,2022-08-10,,,,,,,dcmentors7@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:18.1900000,filings@swyftfilings.com,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road Running Energy Transportation LLC,LLC,Active,2556377,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Freight Transportation Arrangement (488510),2022-06-13 00:16:18.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT COMPUTER REPAIR LLC,LLC,Active,2556371,2023-03-31,2538 East Main Street,,Waterbury,United States,06705,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),2022-06-13 00:16:18.1900000,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Marie Photography LLC,LLC,Active,2556442,2023-03-31,25 Ginger Lane,,Torrington,United States,06790,CT,michellemarie.maldonado@outlook.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Commercial Photography (541922),2022-06-13 00:16:18.2066667,michellem.5206@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexander Stearns, LLC",LLC,Active,2556382,2023-03-31,1601 Westpark Dr,Ste 4C,Little Rock,United States,72204-2418,AR,compliance@maxdelivers.com,Foreign,,2022-05-12,ARKANSAS,ARKANSAS,False,False,False,False,False,Tobacco and Tobacco Product Merchant Wholesalers (424940),2022-06-13 00:16:17.6266667,,,,2022-04-06,"Alexander Stearns, LLC",,"1601 Westpark Dr, Ste 4C, Little Rock, AR, 72204-2418, United States",1601 Westpark Dr,Little Rock,AR,72204-2418,United States,"1601 Westpark Dr, Ste 4C, Little Rock, AR, 72204-2418, United States",1601 Westpark Dr,Little Rock,AR,72204-2418,United States,Ste 4C,Ste 4C,,,,,,,,,
ZAYAS SOLUTIONS LLC,LLC,Active,2556379,2023-03-31,25 4th Ave,,West Haven,United States,06516,CT,enfile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-06-13 00:16:18.2066667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M LEWIS HOUSING MANAGEMENT LLC,LLC,Active,2556420,2023-03-31,26 STANWOOD ST,,HARTFORD,United States,06106,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-06-13 00:16:18.2066667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TONY HOME IMPROVEMENT LLC,LLC,Active,2556389,2023-03-31,62 Division St,,Norwich,United States,06360-4628,CT,zlantigua2020@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-06-13 00:16:17.6266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozturk Transport LLC,LLC,Active,2556393,2023-03-31,171 Falls Ter,,Oakville,United States,06779-2404,CT,ozturktransportllc@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:18.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Greca Fitness Inc.,Stock,Active,2556408,2022-08-10,,,,,,,filings@accumera.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:18.1900000,,First report due,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
RNJ Corporation,Stock,Active,2556412,2022-08-10,,,,,,,enerkit@hotmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Retail Bakeries (311811),2022-06-13 00:16:18.1900000,business@totallegal.com,First report due,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A&T TRUCKING LLC,LLC,Active,2556405,2023-03-31,23 PROSPECT ST,APT 1,STAFFORD SPRINGS,United States,06076,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-06-13 00:16:17.6266667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog Hollow Farm LLC,LLC,Active,2556406,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:17.6266667,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BELDEN HOUSE HOLDINGS, LIMITED PARTNERSHIP",Limited Partnership,Active,2556409,2023-05-12,31 NORTH STREET,,LITCHFIELD,UNITED STATES,06759,CT,anthony@troutbeck.com,Foreign,UNITED STATES,2022-05-12,,DE,False,False,False,False,False,,2022-06-13 00:16:18.1900000,,,,2022-04-26,"BELDEN HOUSE HOLDINGS, LP",,,,,,,,,,,,,,,,,,"174 WEST STREET, #212, LITCHFIELD, CT, 06759, UNITED STATES","174 WEST STREET, #212",LITCHFIELD,CT,06759,UNITED STATES,
"METROPOLITAN WORSHIP CENTER, INC",Non-Stock,Active,2556417,2023-06-02,11 Crown St,Apt 411,Meriden,United States,06450,CT,thurm574@gmail.com,Domestic,United States,2022-05-12,,Connecticut,False,False,False,False,False,813110,2022-06-13 00:16:17.6600000,,,,,,2022-05-22,,,,,,,,,,,,,,,,,,,,,,,
ZOE LILIE CARE L.L.C.,LLC,Active,2556419,2023-03-31,200 Quenby Pl,,Stratford,United States,06614-1862,CT,jjeanpierre@hotmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,True,False,False,False,False,Home Health Care Services (621610),2022-06-13 00:16:17.6600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C&G French Bakery, LLC",LLC,Active,2556433,2023-03-31,5 Burtis Ave,,New Canaan,United States,06840-5504,CT,christophemoriot84@gmail.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Commercial Bakeries (311812),2022-06-13 00:16:18.2200000,smonereau@blumb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROAD TIME LIMITED LIABILITY COMPANY,LLC,Active,2556427,2023-03-31,54 OXFORD ST. APT. B2,,HARTFORD,United States,06105,CT,efile1234@incfile.com,Domestic,United States,2022-05-12,Connecticut,Connecticut,False,False,False,False,False,Other Support Activities for Road Transportation (488490),2022-06-13 00:16:18.2200000,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOLERA AUTO FINANCE, LLC",LLC,Active,2556429,2023-03-31,14250 CHAPARRAL LANE,,ROANOKE,UNITED STATES,76262,TX,info@soleraautofinance.com,Foreign,UNITED STATES,2022-05-12,,DE,False,False,False,False,False,522220,2022-06-13 00:16:18.2066667,,,,2022-05-11,"SOLERA AUTO FINANCE, LLC",,,,,,,,,,,,,,,,,,,,,,,,
