name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_name_in_state_country,citizenship,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,business_email_address,naics_code,total_authorized_shares,country_formation,formation_place,category_survey_email_address,billing_unit,sub_status,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit,mail_jurisdiction,mailing_international_address
Healthy Blends L.L.C.,LLC,Active,2633381,2023-03-31,,609 Hawley Ave,Bridgeport,United States,06606-4669,CT,,Domestic,2022-09-20,Connecticut,True,False,True,False,False,2022-10-04 00:17:49.4100000,ccardoza425@gmail.com,Mobile Food Services (722330),,United States,Connecticut,christinabailey425@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Park Road LLC,LLC,Active,2633384,2023-03-31,,400 Corporate Row,Cromwell,United States,06416-2079,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4100000,sryan@impactgroup.co,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,bvessichio@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINK RIGHT PROPERTIES, llc",LLC,Active,2633385,2023-03-31,,9 Cottage St,Bridgeport,United States,06605-1206,CT,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.7600000,ggage.iwirellc@gmail.com,,,United States,Connecticut,djenhencapital@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sisters Realty, LLC",LLC,Withdrawn,2633398,2023-03-31,2022-09-20,1460 Elm Street,stratford,United States,06615,CT,"Sisters Realty, LLC",Foreign,2022-09-20,MICHIGAN,False,False,False,False,False,2022-10-04 00:17:48.7600000,rhonda.leone@sbcglobal.net,,,,MICHIGAN,,Unit 422B,,,,,,,,,,,,,,,,,,,,,,,,,,
660 NUTMEG RD NORTH LLC,LLC,Active,2633400,2023-03-31,,660 Nutmeg Rd N,South Windsor,United States,06074-2433,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.7600000,paul@accountingservicesct.com,Lessors of Other Real Estate Property (531190),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nourished With Rachael LLC,LLC,Active,2633401,2023-03-31,,181 Alden Ave,New Haven,United States,06515-2109,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.7600000,rachael@nourishedwithrachael.com,Offices of All Other Miscellaneous Health Practitioners (621399),,United States,Connecticut,,Unit A,,,,,,,,,,,,,,,,,,,,,,,,,,
PAZ APTS LLP,LLP,Active,2633422,2023-09-20,,"C/O SALON DIOR, 314 MAIN STREET, SUITE 9",WALLINGFORD,United States,06492,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4500000,p.asipi@aol.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW MHH LLC,LLC,Active,2633426,2023-03-31,,228 S MAIN ST,NEWTOWN,United States,06470,CT,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.8733333,steveyangcpa@yahoo.com,Nail Salons (812113),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRAND STREAMERS US, INC.",Stock,Active,2633434,2023-09-20,2022-09-20,,,ISLE OF MAN,,,"BRAND STREAMERS US, INC.",Foreign,2022-09-20,DELAWARE,False,False,False,False,False,2022-10-04 00:17:48.8733333,clas@brandstreamers.com,,,,DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15 Peel Road Douglas, IM1 4LP"
PERRY'S PRINTS LLC,LLC,Active,2633447,2023-03-31,,180 CARRIAGE RD,BRISTOL,United States,06010,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8066667,efile1234@incfile.com,Graphic Design Services (541430),,United States,Connecticut,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cammegh Limited Liability Company,LLC,Active,2633449,2023-03-31,2022-09-20,,,UNITED KINGDOM,,,Cammegh,Foreign,2022-09-20,,False,False,False,False,False,2022-10-04 00:17:48.8066667,annie@cammegh.com,Business Associations (813910),,UNITED KINGDOM,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cammegh Limited Old Surrenden Manor, Bethersden, Ashford, Kent, TN26 3DL"
ROYCO LLC,LLC,Active,2633441,2023-03-31,,102 PAINE RD,POMFRET CENTER,United States,06259,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8266667,efile1234@incfile.com,Electronic Shopping and Mail-Order Houses (454110),,United States,Connecticut,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeview Dental of Wolcott LLC,LLC,Active,2633443,2023-03-31,,1681 Meriden Rd,Wolcott,United States,06716-3322,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.8400000,lakeviewdentalwolcott@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRS CARPENTRY LLC,LLC,Active,2633444,2023-03-31,,203 Stadley Rough Rd,Danbury,United States,06811-3234,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8400000,generalhelpct@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP TIER LANDSCAPING LLC,LLC,Active,2633455,2023-03-31,,13 CLINTON AVE FL 2,MIDDLETOWN,United States,06457,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8466667,efile1234@incfile.com,Landscaping Services (561730),,United States,Connecticut,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR MED EXPERTISE LLC,LLC,Active,2633462,2023-03-31,,47 HICKORY RD,WOODBRIDGE,United States,06525,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8466667,efile1234@incfile.com,"All Other Professional, Scientific, and Technical Services (541990)",,United States,Connecticut,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunflower Group, Inc.",Stock,Active,2633452,2022-12-19,,,,,,,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8533333,sue@group321.com,Lessors of Residential Buildings and Dwellings (531110),10000.0,United States,Connecticut,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Reskin, L.L.C.",LLC,Active,2633459,2023-03-31,,18 Kazersky Dr,Wallingford,United States,06492-5626,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8533333,keith@nefloor.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,cportoii@pppclaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stoves, Inserts, and Fireplaces Supplier Limited Liability Company",LLC,Active,2633472,2023-03-31,,225 Albany Tpke,Canton,United States,06019-2512,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8533333,douglas_collins@hotmail.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,United States,Connecticut,douglas_collins@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clark & Enersen, Inc.",Stock,Rejected,2633461,,2022-09-20,1010 Lincoln Mall,Lincoln,United States,68508,NE,"Clark & Enersen, Inc.",Foreign,2022-09-20,NEBRASKA,False,False,False,False,False,2022-10-04 00:17:48.8200000,melanie.stover@clarkenersen.com,Architectural Services (541310),,,NEBRASKA,,Suite 200,,,,,,,,,,,,,,,,,,,,,,,,,,
Araujo Properties LLC,LLC,Dissolved,2633470,2023-03-31,,563 Franklin Street,Hartford,United States,06114,CT,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.8200000,araujorealtor@hotmail.com,Offices of Other Holding Companies (551112),,United States,Connecticut,,,,,,,,,,,,,,,,,,,2022-09-20T00:00:00.000,,,,,,,,,
"EAE 75 Albany Turnpike, L.L.C.",LLC,Active,2633486,2023-03-31,,One Flat Rock Place,Westbrook,United States,06498,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8200000,selmazi@lorensen.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35 Crown Street, LLC",LLC,Active,2633473,2023-03-31,,35 Crown St,Naugatuck,United States,06770-2850,CT,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:49.4366667,mecafamily@hotmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waffle Pop Sweet Shop LLC,LLC,Active,2633481,2023-03-31,,14 Avery St,Pawcatuck,United States,06379-1852,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4366667,elogan_1@yahoo.com,All Other Specialty Food Stores (445299),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAEZUH LLC,LLC,Active,2633466,2023-03-31,,11 BURWELL ST,NORWALK,United States,06854,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8733333,efile1234@incfile.com,"General Freight Trucking, Long-Distance, Truckload (484121)",,United States,Connecticut,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Nutrition LLC,LLC,Active,2633531,2023-03-31,2022-01-01,5010 Campuswood Dr,East Syracuse,United States,13057,NY,Specialist Nutrition LLC,Foreign,2022-09-20,DELAWARE,False,False,False,False,False,2022-10-04 00:17:48.8066667,sshapess@specialistnutrition.us,Farm Supplies Merchant Wholesalers (424910),,,DELAWARE,,101,,,,,,,,,,,,,,,,,,,,,,,,,,
JMW CONSULTANTS LLC,LLC,Active,2633494,2023-03-31,2018-06-26,"1266 EAST MAIN STREET, STE 700R",STAMFORD,United States,06902,CT,JMW CONSULTANTS LLC,Foreign,2022-09-20,DELAWARE,False,False,False,False,False,2022-10-04 00:17:48.8400000,cynthiam@jmw.com,Administrative Management and General Management Consulting Services (541611),,,DELAWARE,,,,,"874 WALKER ROAD, SUITE C, DOVER, DE, 19904, United States","874 WALKER ROAD, SUITE C",,DOVER,DE,19904,United States,"874 WALKER ROAD, SUITE C, DOVER, DE, 19904, United States","874 WALKER ROAD, SUITE C",,DOVER,DE,19904,United States,,,,,,,,,,
90 LAMBERTON LLC,LLC,Active,2633469,2023-03-31,,17 Connecticut South Dr,East Granby,United States,06026-9671,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8533333,tmaisch@joiningindustries.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,kortolani@roginlaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTOOSMOOVE LLC,LLC,Active,2633474,2023-03-31,,133 MONTEREY PL APT 139,NORWALK,United States,06854,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8533333,efile1234@incfile.com,"Independent Artists, Writers, and Performers (711510)",,United States,Connecticut,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Ocean Wave FBA LLC,LLC,Active,2633495,2023-03-31,,145 lantern park dr,Naugatuck,United States,06770,CT,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.8666667,familywave444@gmail.com,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),,United States,Connecticut,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Voice and Speech LLC,LLC,Active,2633479,2023-03-31,,1516,Fairfield,United States,06824,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.8666667,meghann@olivevoiceandspeech.com,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keep It Moving Productions L.L.C.,LLC,Active,2633485,2023-03-31,,"151 Garfield Ave, Apt 3",New London,United States,06320,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8666667,tfejerz@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obtainable Sobriety Inc,Stock,Rejected,2633488,,2022-09-20,7 Short St,Danielson,United States,06239,CT,Obtainable Sobriety Inc,Foreign,2022-09-20,MASSACHUSETTS,False,False,False,False,False,2022-10-04 00:17:48.8666667,info@obtainablesobriety.com,Lessors of Residential Buildings and Dwellings (531110),,,MASSACHUSETTS,,A,,,,,,,,,,,,,,,,,,,,,,,,,,
"REL Design Studio, LLC",LLC,Active,2633480,2023-03-31,,170 Music Mountain Rd,Falls Village,United States,06031-1810,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,True,2022-10-04 00:17:48.8666667,rikalaser@gmail.com,Graphic Design Services (541430),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HILMER R SANTOS ROCA LLC,LLC,Active,2633506,2023-03-31,,494 CATHERINE ST,BRIDGEPORT,United States,06604,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8666667,wendy@durangoagency.com,Janitorial Services (561720),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&A Construction and Landscaping LLC,LLC,Active,2633498,2023-03-31,,230 Webb Rd,Naugatuck,United States,06770-1510,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8666667,maconstruction.landscaping@gmail.com,Residential Remodelers (236118),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shoreline Investments, LLC",LLC,Active,2633514,2023-03-31,,54 W Normandy Dr,West Hartford,United States,06107-1443,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:49.4366667,athomepropertysolutionsllc@gmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31 Crown Street, LLC",LLC,Active,2633528,2023-03-31,,31 Crown St,Naugatuck,United States,06770-2814,CT,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:49.4366667,mecafamily@hotmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wrazzle, Inc.",Stock,Active,2633523,2023-09-20,2022-10-01,65 Bank St,New Milford,United States,06776-2701,CT,"Wrazzle, Inc.",Foreign,2022-09-20,DELAWARE,False,False,False,False,False,2022-10-04 00:17:48.8066667,info@telecomcounsel.com,All Other Telecommunications (517919),,,DELAWARE,,Suite A,,,,,,,,,,,,,,,,,,,,,,,,,,
URR holding LLC,LLC,Active,2633526,2023-03-31,2022-09-20,144B Red Stone Hl,Plainville,United States,06062-2662,CT,URR holding LLC,Foreign,2022-09-20,NEW YORK,False,False,False,False,False,2022-10-04 00:17:48.8066667,alex@c21galvez.com,Portfolio Management (523920),,,NEW YORK,,,,,"1644 Mayflower Ave, Bronx, NY, 10461-4818, United States",1644 Mayflower Ave,,Bronx,NY,10461-4818,United States,"1644 Mayflower Ave, Bronx, NY, 10461-4818, United States",1644 Mayflower Ave,,Bronx,NY,10461-4818,United States,,,,,,,,,,
"UNCLE LEO'S & EL VILLA, LLC",LLC,Active,2633541,2023-03-31,,114 Greenwood Ave,Bethel,United States,06801-2530,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4666667,seneca.business@yahoo.com,Food Product Machinery Manufacturing (333241),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H&R Design Realty Corp,Stock,Active,2633549,2022-12-19,,,,,,,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:49.4666667,hrconstructionct@gmail.com,Residential Property Managers (531311),1000.0,United States,Connecticut,patriciag@gsaccountant.com,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
"Nexgen Excavation, LLC",LLC,Active,2633565,2023-03-31,,1205 France St,Rocky Hill,United States,06067-2848,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4666667,backiele182@gmail.com,Site Preparation Contractors (238910),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glastonbury Pheasant Farm LLC,LLC,Active,2633540,2023-03-31,,732 Thompson St,Glastonbury,United States,06033-4040,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:49.4666667,gajgrammie2@cox.net,All Other Animal Production (112990),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Key to the Castle Workshop, LLC",LLC,Active,2633544,2023-03-31,,15 E Putnam Ave,Greenwich,United States,06830-5424,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,True,2022-10-04 00:17:48.7766667,keytothecastleworkshop@gmail.com,,,United States,Connecticut,,Suite 235,,,,,,,,,,,,,,,,,,,,,,,,,,
"25 Crown Street, LLC",LLC,Active,2633547,2023-03-31,,25 Crown St,Naugatuck,United States,06770-2814,CT,,Domestic,2022-09-20,Connecticut,False,False,True,False,False,2022-10-04 00:17:48.2200000,mecafamily@hotmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED Esthetics LLC,LLC,Active,2633556,2023-03-31,,41-A New London Turnpike,Glastonbury,United States,06033,CT,,Domestic,2022-09-20,Connecticut,True,False,True,False,False,2022-10-04 00:17:48.2200000,ruth@redesthetics.com,Other Personal Care Services (812199),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mix Tobacco & Vape Inc,Stock,Active,2633586,2023-09-20,,200 talcottville rd,Vernon,United States,06066,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8666667,bazz@hotmail.com,Tobacco Stores (453991),10.0,United States,Connecticut,,,,2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,
"The Village at River Bank, LLC",LLC,Active,2633555,2023-03-31,,2138 Silas Deane Highway,Rocky Hill,United States,06067,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.2200000,ksheehan@samsfoodstores.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAIDIECLOTH L.L.C.,LLC,Active,2633574,2023-03-31,,545 Westledge Dr,Torrington,United States,06790-4490,CT,,Domestic,2022-09-20,Connecticut,True,False,True,False,False,2022-10-04 00:17:48.2200000,laidiecloth@gmail.com,Women's Clothing Stores (448120),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minol, Inc.",Stock,Active,2633562,2023-09-20,2022-09-20,15280 Addison Rd,Addison,United States,75001-4506,TX,Minol,Foreign,2022-09-20,COLORADO,False,False,False,False,False,2022-10-04 00:17:48.8666667,kgodsey@minolusa.com,,,,COLORADO,,Ste 100,,,,,,,,,,,,,,,,,,,,,,,,,,
"GENERAL ASSEMBLY SPACE, INC.",Stock,Active,2633567,2023-09-20,2022-09-20,"915 Broadway, 3rd Floor",New York,United States,10010,NY,"GENERAL ASSEMBLY SPACE, INC.",Foreign,2022-09-20,DELAWARE,False,False,False,False,False,2022-10-04 00:17:49.4100000,yuliya.nagornyak@adeccogroup.com,,,,DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72 Greenwood Street, LLC",LLC,Active,2633569,2023-03-31,,72 Greenwood St,Naugatuck,United States,06770-2906,CT,,Domestic,2022-09-20,Connecticut,True,False,True,False,False,2022-10-04 00:17:49.4100000,mecafamily@hotmail.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon 50 N526SM LLC,LLC,Active,2633585,2023-03-31,,10 Barrack Hill Rd,Ridgefield,United States,06877-3104,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4666667,samscatterday123@gmail.com,Miscellaneous Financial Investment Activities (523999),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ready2Win LLC,LLC,Active,2633588,2023-03-31,,201 Division Street,New Haven,United States,06511,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:49.4433333,llcsupport@primecorporateservices.com,Electronic Shopping and Mail-Order Houses (454110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epsilon C5I, Inc.",Stock,Active,2633589,2023-09-20,2022-09-20,9444 Balboa Ave,San Diego,United States,92123-4447,CA,"Epsilon C5I, Inc.",Foreign,2022-09-20,CALIFORNIA,False,False,False,False,False,2022-10-04 00:17:48.7600000,epsilonaccounting@epsilonsystems.com,Computer Systems Design Services (541512),,,CALIFORNIA,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
ATH 2018 IRA LLC,LLC,Active,2633610,2023-03-31,2022-09-20,507 New England Ln,Orange,United States,06477-2632,CT,ATH 2018 IRA LLC,Foreign,2022-09-20,TEXAS,False,False,False,False,False,2022-10-04 00:17:48.7600000,hokansonira@gmail.com,Other Financial Vehicles (525990),,,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cincinnati Thermal Spray, Inc.",Stock,Active,2633593,2023-09-20,2022-09-28,10904 Deerfield Rd,Blue Ash,United States,45242-4110,OH,"Cincinnati Thermal Spray, Inc.",Foreign,2022-09-20,DELAWARE,False,False,False,False,False,2022-10-04 00:17:48.8066667,selbel@cts-inc.net,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers (332812)",,,DELAWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEJ Enterprise LLC,LLC,Active,2633596,2023-03-31,,646 New Britain Ave,Hartford,United States,06106-4035,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8066667,llcsupport@primecorporateservices.com,Electronic Shopping and Mail-Order Houses (454110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAVER & JACOBS CONTRUCTORS LLC,LLC,Active,2633606,2023-03-31,,5 Pine Ct,Cromwell,United States,06416-1733,CT,,Domestic,2022-09-20,Connecticut,False,False,False,False,False,2022-10-04 00:17:48.8200000,louisleon265@gmail.com,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers (423610)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revolv Realty LLC,LLC,Active,2633608,2023-03-31,2022-11-01,865 County St,Somerset,United States,02726-5033,MA,revolv Realty LLC,Foreign,2022-09-20,MASSACHUSETTS,False,False,False,False,False,2022-10-04 00:17:49.4100000,broker@revolvre.com,Offices of Real Estate Agents and Brokers (531210),,,MASSACHUSETTS,,,,,"865 County St, Somerset, MA, 02726-5033, United States",865 County St,,Somerset,MA,02726-5033,United States,"865 County St, Somerset, MA, 02726-5033, United States",865 County St,,Somerset,MA,02726-5033,United States,,,,,,,,,,
"MEJORA, INC Limited Liability Company",LLC,Active,2633615,2023-03-31,,99 Laurel Street,Manchester,United States,06040,CT,,Domestic,2022-09-20,Connecticut,True,False,True,True,False,2022-10-04 00:17:48.2100000,avalentin@mejorainc.com,Administrative Management and General Management Consulting Services (541611),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTROE & PINA EXTERIOR LLC,LLC,Active,2633616,2023-03-31,,68 Anderson St,Naugatuck,United States,06770-2943,CT,,Domestic,2022-09-20,Connecticut,True,False,False,False,False,2022-10-04 00:17:48.2100000,isabelapinas@gmail.com,Roofing Contractors (238160),,United States,Connecticut,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,
