name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billing_unit,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
COVE APT VENTURES II LLC,LLC,Active,2427687,2023-03-31,"211 BOULEVARD OF THE AMERICAS, SUITE 304",LAKEWOOD,United States,08701,NJ,sol@srkmgmt.com,Foreign,,2022-01-19,DELAWARE,DELAWARE,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9633333,,,,,2022-01-19,COVE APT VENTURES II LLC,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,,,,,,,,,,,,
Blue Phoenix Construction LLC,LLC,Active,2427697,2023-03-31,95 Fog Plain Rd,Waterford,United States,06385,CT,javila@insclients.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH L&B Realty LLC,LLC,Active,2427699,2023-03-31,5308 13th Avenue,Brooklyn,United States,11219,NY,leibyweinstock@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9633333,Suite 351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Johnpiere LLC,LLC,Active,2427689,2023-03-31,30 Kearney St,Terryville,United States,06786-6634,CT,sjohnpiere@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Retail Bakeries (311811),2022-02-07 00:07:01.9633333,,brandie@totallegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGSA Realty LLC,LLC,Active,2427698,2023-03-31,27 Realty Dr,Cheshire,United States,06410-1656,CT,gerry@barkerspecialty.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9633333,,gerry@barkerspecialty.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENGINEERING & CONSULTING CENTER OF EXCELLENCE, LLC",LLC,Active,2427686,2023-03-31,267 FARLEY ROAD,HOLLIS,US,03049,NH,YRIVAS@ECCOE.COM,Foreign,,2022-01-19,,NEW HAMPSHIRE,False,False,False,False,False,541330,2022-02-07 00:07:01.9800000,,,,,2022-01-01,"ENGINEERING & CONSULTING CENTER OF EXCELLENCE, LLC","267 FARLEY ROAD, HOLLIS, NH, 03049, United States",267 FARLEY ROAD,HOLLIS,NH,03049,United States,"267 FARLEY ROAD, HOLLIS, NH, 03049, United States",267 FARLEY ROAD,HOLLIS,NH,03049,United States,,,,,,,,,,,,
SOUND APT VENTURES II LLC,LLC,Active,2427707,2023-03-31,"211 BOULEVARD OF THE AMERICAS, SUITE 304",LAKEWOOD,United States,08701,NJ,sol@srkmgmt.com,Foreign,,2022-01-19,DELAWARE,DELAWARE,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9333333,,,,,2022-01-19,SOUND APT VENTURES II LLC,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,,,,,,,,,,,,
Reyreddy express LLC,LLC,Active,2427704,2023-03-31,232 Main St,Ansonia,United States,06401-1847,CT,reygrullon85@icloud.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:01.9633333,Apt 6!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVE APT VENTURES LLC,LLC,Active,2427715,2023-03-31,"211 BOULEVARD OF THE AMERICAS, SUITE 304",LAKEWOOD,United States,08701,NJ,carol@srkmgmt.com,Foreign,,2022-01-19,DELAWARE,DELAWARE,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9633333,,,,,2022-01-19,COVE APT VENTURES LLC,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,,,,,,,,,,,,
23 irvington St LLC,LLC,Active,2427719,2023-03-31,23 Irvington St,New Haven,United States,06513-4619,CT,j.martinez203@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:01.9633333,,j.martinez203@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Woodbine Avenue LLC,LLC,Active,2427737,2023-03-31,580 Broad St,Bristol,United States,06010-6663,CT,volosh7@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-02-07 00:07:01.9333333,,volosh7@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAPATA HANDYMAN LLC,LLC,Active,2427725,2023-03-31,1500 Madison Ave,Bridgeport,United States,06606-4543,CT,taxcenterct@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:01.9633333,,taxcenterct@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRETT CHINN COACHING AND CONSULTING LLC,LLC,Active,2427730,2023-03-31,180 Turn of River Rd,Stamford,United States,06905-1396,CT,brett@brettchinn.com,Foreign,,2022-01-19,VIRGINIA,VIRGINIA,False,False,False,False,False,Professional and Management Development Training (611430),2022-02-07 00:07:01.9633333,3a,,,,2022-01-11,BRETT CHINN CONSULTING LLC,,,,,,,,,,,,,,,,,,,,,,,,
SOUND APT VENTURES LLC,LLC,Active,2427727,2023-03-31,"211 BOULEVARD OF THE AMERICAS, SUITE 304",LAKEWOOD,United States,08701,NJ,carol@srkmgmt.com,Foreign,,2022-01-19,DELAWARE,DELAWARE,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9633333,,,,,2022-01-19,SOUND APT VENTURES LLC,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,"1201 NORTH ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 NORTH ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801,United States,,,,,,,,,,,,
Movin Onn LLC,LLC,Active,2427745,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Used Household and Office Goods Moving (484210),2022-02-07 00:07:01.9633333,,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alis Volat Propriis Place LLC,LLC,Active,2427752,2023-03-31,3 Cambridge Dr,Madison,United States,06443-3016,CT,socialworkkat@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERSE MINDS COUNSELING & CONSULTING LLC,LLC,Active,2427753,2023-03-31,202 ALEXANDER RD,NEW BRITAIN,United States,06053,CT,efile1234@incfile.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-02-07 00:07:01.9633333,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MortgageUSA, LLC",LLC,Active,2427769,2023-03-31,1637 Grace Ave,Rochester Hills,United States,48309,MI,help@mortgageusa.com,Foreign,,2022-01-19,MICHIGAN,MICHIGAN,False,False,False,False,False,,2022-02-07 00:07:01.9633333,,,,,2022-01-24,"MortgageUSA, LLC","1637 Grace Ave, Rochester Hills, MI, 48309, United States",1637 Grace Ave,Rochester Hills,MI,48309,United States,"1637 Grace Ave, Rochester Hills, MI, 48309, United States",1637 Grace Ave,Rochester Hills,MI,48309,United States,,,,,,,,,,,,
Go Green Roof Rejuvenation LLC,LLC,Active,2427770,2023-03-31,65 Cypress Rd,Newington,United States,06111-5601,CT,gogreenofct@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,,2022-02-07 00:07:01.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kathy Taylor Consulting, LLC",LLC,Active,2427775,2023-03-31,74 Wilson Street,Waterbury,United States,06708,CT,kathyktaylor326@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,,2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bercury & McCarthy PLLC,LLC,Active,2427779,2023-03-31,162 Melba St,Milford,United States,06460-7601,CT,danielle.bercury@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),2022-02-07 00:07:01.9333333,,aanderson@bswlaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingdom Fellowship Outreach Programs INC.,Non-Stock,Active,2427783,2022-04-19,,,,,,captivesfree49@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Residential Mental Health and Substance Abuse Facilities (623220),2022-02-07 00:07:01.9333333,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect For You Gifts LLC,LLC,Active,2427799,2023-03-31,5070 Main St,Trumbull,United States,06611,CT,cholland73@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-02-07 00:07:01.9800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GroupTas LLC,LLC,Active,2427785,2023-03-31,3 Silver Ridge Cmn,Weston,United States,06883,CT,robert.tas@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rise and shine Nursery & Pre-K Academy  L.L.C.,LLC,Rejected,2427786,,15-21 Newfield Ave,hartford,United States,06106,CT,riseandshine@daycarellc.org,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Educational Support Services (611710),2022-02-07 00:07:02.4466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judson Street LLC,LLC,Active,2427796,2023-03-31,16 Nicolo Way,Southington,United States,06489-4060,CT,patel.kamal@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-02-07 00:07:01.9466667,,jcassoneattorney@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Home Solutions Company,Stock,Rejected,2427813,,,,,,,shs@simplehomessolutions.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,True,Commercial and Institutional Building Construction (236220),2022-02-07 00:07:02.4466667,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHTNING FIT LLC,LLC,Active,2427821,2023-03-31,247 E. 17th St.,Costa Mesa,United States,92627,CA,colleen@lightning-fit.com,Foreign,,2022-01-19,CALIFORNIA,CALIFORNIA,False,False,False,False,False,,2022-02-07 00:07:01.9633333,F266,,,,2022-02-01,LIGHTNING FIT LLC,"247 E. 17th St., F266, Costa Mesa, CA, 92627, United States",247 E. 17th St.,Costa Mesa,CA,92627,United States,"247 E. 17th St., F266, Costa Mesa, CA, 92627, United States",247 E. 17th St.,Costa Mesa,CA,92627,United States,F266,F266,,,,,,,,,,
Kory King Properties LLC,LLC,Active,2427826,2023-03-31,275 Linden Ave,Branford,United States,06405-5144,CT,korykingproperties@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:01.9633333,,korykingproperties@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximillz LLC,LLC,Active,2427831,2023-03-31,11 Hampton Park,Branford,United States,06405-2204,CT,maximillzmarketing@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2022-02-07 00:07:02.4466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mgmt Methods LLC,LLC,Active,2427851,2023-03-31,115 Stanwich Rd,Greenwich,United States,06830-4016,CT,mollyuph@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:02.4466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porticoni Industries LLC,LLC,Active,2427861,2023-03-31,354 Old Whitfield St,Guilford,United States,06437-3454,CT,porticoniindustries@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High N Fly Lifestyle LLC,LLC,Active,2427863,2023-03-31,88 Wells St,Manchester,United States,06040-6125,CT,highnflylifestyle@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),2022-02-07 00:07:01.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW LLC,LLC,Active,2427855,2023-03-31,62 Daro Dr,Enfield,United States,06082-5670,CT,ihop_4726@msn.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,Full-Service Restaurants (722511),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORAIN CARPENTRY LLC,LLC,Active,2427864,2023-03-31,1 Schmitz Ave,Naugatuck,United States,06770-5020,CT,moraincarpentry@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Framing Contractors (238130),2022-02-07 00:07:02.4466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Harbor Real Estate LLC,LLC,Active,2427865,2023-03-31,67 W Main St,Clinton,United States,06413,CT,als@summitpmllc.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2022-02-07 00:07:01.9333333,112,als@summitpmllc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PejaPlex L.L.C.,LLC,Active,2427873,2023-03-31,802 Sienna Dr,Danbury,United States,06810-7149,CT,markajcapital@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:01.9466667,,markajcapital@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington 220 LLC,LLC,Active,2427879,2023-03-31,30 Corbin Dr,Darien,United States,06820,CT,jaspal@nylonrei.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:01.9466667,,ben@potoklaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DouilSystem Transportation LLC,LLC,Rejected,2427871,,102 W Town St,Norwich,United States,06360-2237,CT,douilsystemtransportationllc@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:02.4466667,,dervilebdouil1949@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMLB LLC,LLC,Active,2427878,2023-03-31,12 albacore dr,waterford,United States,06385,CT,doreney20@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,True,False,False,True,,2022-02-07 00:07:01.9800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A to Z Cleaning LLC,LLC,Active,2427886,2023-03-31,246 Farmington Ave,Hartford,United States,06105,CT,aulaf@hotmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Coin-Operated Laundries and Drycleaners (812310),2022-02-07 00:07:01.9466667,,filings@swyftfilings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR United Construction and engineering LLC,LLC,Active,2427887,2023-03-31,129 Roxbury Rd,East Hartford,United States,06118-1647,CT,cnfoundation1@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,,2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIMENEZ LANDSCAPING LLC,LLC,Active,2427891,2023-03-31,82 Willow Rd,East Haven,United States,06512-1342,CT,deysi.alex30@hotmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,False,False,False,Landscaping Services (561730),2022-02-07 00:07:01.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance IT LLC,LLC,Active,2427893,2023-03-31,173 Meadow St,East Haven,United States,06512-3514,CT,patrick@performanceitma.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),2022-02-07 00:07:01.9800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCJ WINES AND SPIRITS INC.,Stock,Active,2427899,2022-04-19,,,,,,geemon1012@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,"Beer, Wine, and Liquor Stores (445310)",2022-02-07 00:07:01.9466667,,,First report due,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Resilient Legacy, LLC",LLC,Active,2427900,2023-03-31,176 Amity Rd,Woodbridge,United States,06525-2239,CT,resilientlegacy2022@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,True,False,Other Clothing Stores (448190),2022-02-07 00:07:02.4466667,PMB 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAP Enterprise LLC,LLC,Active,2427910,2023-03-31,9C Reggie Way,Broad Brook,United States,06016-1706,CT,dapllc19@yahoo.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,Other Support Activities for Road Transportation (488490),2022-02-07 00:07:02.4466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empowerment Strategic Solutions LLC,LLC,Active,2427913,2023-03-31,61 Bridgeport Ave,Shelton,United States,06484,CT,empowermentsolutionsa1@gmail.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2022-02-07 00:03:18.3166667,Level 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Hartford Solar LLC,LLC,Active,2427914,2023-03-31,4 Park Place Cir,West Hartford,United States,06110-1426,CT,dan.hovey@sunrun.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),2022-02-07 00:03:18.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One Stop Insurance Agency, LLC",LLC,Active,2427919,2023-03-31,415 Boston Post Rd,Milford,United States,06460-2578,CT,insurance4you@margaritasonestopinsurance.com,Domestic,United States,2022-01-19,Connecticut,Connecticut,True,False,True,False,False,Insurance Agencies and Brokerages (524210),2022-02-07 00:07:02.4466667,3-1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paycor, Inc.",Stock,Active,2428008,2023-01-20,4811 MONTGOMERY RD,CINCINNATI,US,45212,OH,LEGAL@PAYCOR.COM,Foreign,,2022-01-19,,DELAWARE,False,False,False,False,False,541214,2022-02-07 00:07:04.6666667,,,,,2022-01-19,"Paycor, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
"MARS PROJECT, INC.",Non-Stock,Active,2429026,2022-04-19,,,,,,MARSDIRECTOR@YAHOO.COM,Domestic,United States,2022-01-19,,Connecticut,False,False,False,False,False,,2022-02-07 00:09:05.5766667,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOUNTAIN ROAD GROUP, LLC",LLC,Active,2429565,2023-03-31,360 BLOOMFIELD AVENUE,WINDSOR,USA,06095,CT,RMFEINGOLD@GMAIL.COM,Domestic,United States,2022-01-19,,Connecticut,False,False,False,False,False,523999,2022-02-07 00:09:05.5900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOUNTAIN ROAD REALTY, LLC",LLC,Active,2430780,2023-03-31,360 BLOOMFIELD AVENUE,WINDSOR,USA,06095,CT,RMFEINGOLD@GMAIL.COM,Domestic,United States,2022-01-19,,Connecticut,False,False,False,False,False,531190,2022-02-07 00:09:05.6533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVERNORTH SALES OPERATIONS, INC.",Stock,Active,2433696,2023-01-26,ONE EXPRESS WAY,ST. LOUIS,UNITED STATES,63121,MO,,Foreign,,2022-01-19,,DELAWARE,False,False,False,False,False,454110,2022-02-07 00:09:06.8866667,,,,,2022-01-19,"EVERNORTH SALES OPERATIONS, INC.",,,,,,,,,,,,,,,,,,,,,,,,
"Randall-Paulson Architects, Incorporated",Stock,Active,2344295,2023-01-20,85 A Mill Street,Roswell,United States,30075,GA,apaulson@randallpaulson.com,Foreign,,2022-01-20,GEORGIA,GEORGIA,False,False,False,False,False,Architectural Services (541310),2022-02-07 00:06:45.5233333,Suite 200,,,,2022-01-03,"Randall-Paulson Architects, Incorporated",,,,,,,,,,,,,,,,,,,,,,,,
"Telvista, Inc.",Stock,Active,2408209,2023-01-20,8585 N Stemmons Fwy,Dallas,United States,75247-3836,TX,us_regulatory@telvista.com,Foreign,,2022-01-20,DELAWARE,DELAWARE,False,False,False,False,False,Telemarketing Bureaus and Other Contact Centers (561422),2022-02-07 00:06:58.2566667,1000S,,,,2022-01-20,"Telvista, Inc.",,,,,,,,,,,,,,,,,,,,,,,,
"PRIMETY REALTY, LLC",LLC,Active,2418391,2023-03-31,1309 Coffeen Ave,Sheridan,United States,82801,WY,connecticut@cloudpeaklaw.com,Domestic,United States,2022-01-20,Connecticut,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2022-02-07 00:07:05.1366667,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARE ALLIANCE MANAGEMENT, LLC",LLC,Active,2418419,2023-03-31,1309 Coffeen Ave,Sheridan,United States,82801,WY,connecticut@cloudpeaklaw.com,Domestic,United States,2022-01-20,Connecticut,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2022-02-07 00:07:04.7133333,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
