name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,country_formation,category_survey_email_address,date_of_organization_meeting,total_authorized_shares,dissolution_date,mailing_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,geo_location,mailing_international_address,records_address_unit
"Alure Designs, LLC",LLC,Active,Annual report due,2677015,2023-03-31,2022-12-12,70 Mall Dr,,Commack,United States,11725-5720,NY,rdipietro@alure.com,"Alure Designs, LLC",Foreign,2022-12-12,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:18.0533333,"1209 Orange St, Wilmington, DE, 19801, United States",1209 Orange St,Wilmington,DE,19801,United States,Residential Remodelers (236118),"1209 Orange St, Wilmington, DE, 19801, United States",1209 Orange St,,Wilmington,DE,19801,United States,,,,,,,,,,,,,,,
Once Upon a Hillside LLC,LLC,Active,Annual report due,2677001,2023-03-31,,91 Red Robin Rd,,Naugatuck,United States,06770-4811,CT,onceuponahillside@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:21.4333333,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,United States,,,,,,,,,,,,,,
Ministerial Health Fellowship Inc.,Non-Stock,Active,First report due,2677004,2023-03-12,,,,,,,,revrmanderson@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.1400000,,,,,,,Human Rights Organizations (813311),,,,,,,,United States,,,,,,,,,,,,,,
EAGLE'S POWER WASHING CORP,Non-Stock,Active,Annual report due,2677006,2023-12-16,,159 Camp Ave,,Newington,United States,06111-1903,CT,monaspike@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:18.1400000,,,,,,,Janitorial Services (561720),,,,,,,,United States,,2022-12-01,,,,,,,,,,,,
W Waters Hauling LLC,LLC,Active,Annual report due,2677009,2023-03-31,,425 Silver St,,Bridgeport,United States,06610-1023,CT,wwaters2208@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:20.8066667,,,,,,,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),,,,,,,,United States,,,,,,,,,,,,,,
J&W SEBASTIAN HAIR NAIL & SPA SALON 2 LLC,LLC,Active,Annual report due,2677035,2023-03-31,,36 Federal Rd,,Danbury,United States,06810-6129,CT,arias.jose@live.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.8066667,,,,,,,,,,,,,,,United States,arias.jose@live.com,,,,,,,,,,,,,
"268 LL, LLC",LLC,Active,Annual report due,2677018,2023-03-31,,46 SURF AVENUE,,MILFORD,UNITED STATES,06460,CT,BUDDYFIELD1213@GMAIL.COM,,Domestic,2022-12-12,,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4433333,,,,,,,813410,,,,,,,,United States,,,,,,,,,,,,,,
"MOCHI MEDICAL, P.A., P.C.",Stock,Active,Annual report due,2677039,2023-12-12,2022-12-12,"4715 LUCERNE BLVD. E, UNITE 102",,LAKE WORTH,UNITED STATES,33467,FL,,"MOCHI MEDICAL, P.A., P.C.",Foreign,2022-12-12,,FLORIDA,False,False,False,False,False,2023-01-04 00:08:17.4433333,,,,,,,621112,,,,,,,,,,,,,,,,,,,,,,
"SDC Group, LLC",LLC,Active,Annual report due,2677021,2023-03-31,,369 Main St,,West Haven,United States,06516,CT,sandi@shorelinedentalcare.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.5333333,,,,,,,Offices of Other Holding Companies (551112),,,,,,,,United States,c.durbano@elevationtax.com,,,,,,,,,,,,,
MS Property Solutions LLC,LLC,Active,Annual report due,2677030,2023-03-31,,11 Sagamore Ln,Unit 201,Rocky Hill,United States,06067,CT,mspropertysolutionsllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,True,2023-01-04 00:08:17.5333333,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,,,,,,,,,,,,,,
BD SIDING LLC,LLC,Active,Annual report due,2677022,2023-03-31,,1399 North Ave,,Bridgeport,United States,06604-2675,CT,atlantisllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
BTK HOME IMPROVEMENT Limited Liability Company,LLC,Active,Annual report due,2677031,2023-03-31,,1114 Noble Ave,1,Bridgeport,United States,06608-1024,CT,bayrons10@hotmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
"MAXORPLUS, LTD. LIMITED PARTNERSHIP",Limited Partnership,Active,Annual report due,2677024,2023-12-12,2004-05-01,320 S POLK ST SUITE 200,,AMARILLO,UNITED STATES,79101,TX,BUSINESSREG@MAXOR.COM,"MAXORPLUS, LTD.",Foreign,2022-12-12,,TX,False,False,False,False,False,2023-01-04 00:08:17.4100000,,,,,,,,,,,,,,,,,,,,,"320 S. POLK STREET, SUITE 200, AMARILLO, TX, 79101, USA","320 S. POLK STREET, SUITE 200",AMARILLO,TX,79101.0,USA,,,
"Zavco Plumbing, LLC",LLC,Active,Annual report due,2677027,2023-03-31,,43 Runge Dr,,Meriden,United States,06451-2765,CT,zavcoplumbing@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4233333,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,United States,,,,,,,,,,,,,,
FLAstay.com LLC,LLC,Active,Annual report due,2677042,2023-03-31,2023-01-01,1420 Celebration Blvd,200,Kissimmee,United States,34747-5159,FL,ken@flastay.com,FLAstay.com LLC,Foreign,2022-12-12,FLORIDA,FLORIDA,False,False,False,False,False,2023-01-04 00:08:19.4233333,"7862 W Irlo Bronson Memorial Hwy, Kissimmee, FL, 34747-1738, United States",7862 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34747-1738,United States,,"1420 Celebration Blvd, 200, Kissimmee, FL, 34747-5159, United States",1420 Celebration Blvd,200,Kissimmee,FL,34747-5159,United States,,,,,,,,,,,,,,,
EL POLLO RICO LLC,LLC,Active,Annual report due,2677056,2023-03-31,,"1240 PARK ST, UNIT 2E",,HARTFORD,United States,06106,CT,enrique@rodriguezrg.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:19.4233333,,,,,,,Limited-Service Restaurants (722513),,,,,,,,United States,,,,,,,,,,,,,,
"Everest Tree Care, LLC",LLC,Active,Annual report due,2677057,2023-03-31,,58 Ethan Allen Hwy,,Ridgefield,United States,06877-6215,CT,sales@everesttreecare.net,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4166667,,,,,,,Landscaping Services (561730),,,,,,,,United States,,,,,,,,,,,,,,
Accompany Insight LLC,LLC,Active,Annual report due,2677114,2023-03-31,,40 Valley View Ln,,New Milford,United States,06776-4137,CT,accompanyinsight@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,True,2023-01-04 00:08:17.4166667,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,United States,marisa.lindsey@gmail.com,,,,,,,,,,,,,
"Social Imprints, LLC",LLC,Active,Annual report due,2677060,2023-03-31,2022-12-09,2500 Marin St,,San Francisco,United States,94124-1015,CA,accounting@socialimprints.com,"Social Imprints, LLC",Foreign,2022-12-12,CALIFORNIA,CALIFORNIA,False,False,False,False,False,2023-01-04 00:08:20.0800000,"2500 Marin St, San Francisco, CA, 94124-1015, United States",2500 Marin St,San Francisco,CA,94124-1015,United States,Other Services Related to Advertising (541890),"2500 Marin St, San Francisco, CA, 94124-1015, United States",2500 Marin St,,San Francisco,CA,94124-1015,United States,,,,,,,,,,,,,,,
Wholeness Acupuncture Center LLC,LLC,Active,Annual report due,2677061,2023-03-31,,10 Forest Park Dr,10-2-LF,Farmington,United States,06032-1499,CT,wholenessacupuncturecenter@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:20.0800000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Foolish Daughter L.L.C.,LLC,Active,Annual report due,2677063,2023-03-31,,100 S End Rd,,New Haven,United States,06512-4442,CT,foolishdaughterthreads@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:19.4233333,,,,,,,"Independent Artists, Writers, and Performers (711510)",,,,,,,,United States,foolishdaughterthreads@gmail.com,,,,,,,,,,,,,
Germains On Main LLC,LLC,Active,Annual report due,2677088,2023-03-31,,654 E Wakefield Blvd.,,Winsted,United States,06098,CT,germainsonmain@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4100000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Accounting Consulting Services LLC,LLC,Active,Annual report due,2677101,2023-03-31,,19 Elliott Rd,,Trumbull,United States,06611-2213,CT,nje2491@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4100000,,,,,,,Offices of Certified Public Accountants (541211),,,,,,,,United States,,,,,,,,,,,,,,
Avondale Insurance Brokers USA Inc,Stock,Active,First report due,2677110,2023-03-12,,,,,,,,eastern@northwestregisteredagent.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:21.4100000,,,,,,,Insurance Agencies and Brokerages (524210),,,,,,,,United States,,,1000.0,,,,,,,,,,,
Simple Solutions LLC,LLC,Active,Annual report due,2677083,2023-03-31,,137 Gower Road,,New Canaan,United States,06840-6631,CT,slm996@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4233333,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,,,,,,,,,,,,,
Phoenix Reid LLC,LLC,Active,Annual report due,2677084,2023-03-31,,"606 Post Rd E, #539",,Westport,United States,06880-4540,CT,nick@phoenixreid.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4233333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Artemio Mendoza's  Painting LLC,LLC,Active,Annual report due,2677082,2023-03-31,,692 Pacific St,2,Stamford,United States,06902-5824,CT,artemiochavo@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.5000000,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,United States,,,,,,,,,,,,,,
The Leash LLC,LLC,Active,Annual report due,2677086,2023-03-31,,38 saddle road,,norwalk,United States,06851,CT,myherocooper@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:17.5000000,,,,,,,,,,,,,,,United States,oliviavcarl@gmail.com,,,,,,,,,,,,,
Titonka Ventures LLC,LLC,Active,Annual report due,2677104,2023-03-31,,483 Middlesex Rd,,Darien,United States,06820-2520,CT,robertlia19@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0700000,,,,,,,Offices of Other Holding Companies (551112),,,,,,,,United States,brittany.young@wheel-house.com,,,,,,,,,,,,,
Sunrise Enterprises LLC,LLC,Active,Annual report due,2677090,2023-03-31,,231 Nichols Rd,,Wolcott,United States,06716-2718,CT,marcg769@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,Residential Property Managers (531311),,,,,,,,United States,,,,,,,,,,,,,,
E&Y Investments LLC,LLC,Active,Annual report due,2677132,2023-03-31,,88 Bradley Rd,7,Woodbridge,United States,06525-2300,CT,yakoovs2013@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.0800000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
ANGEL GUARD CONSTRUCTION LLC,LLC,Active,Annual report due,2677133,2023-03-31,,1475 STATE ST,,NEW HAVEN,United States,06511,CT,ashleytorres90210@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:20.1500000,,,,,,,All Other Specialty Trade Contractors (238990),,,,,,,,United States,,,,,,,,,,,,,,
Duma Media Group LLC,LLC,Active,Annual report due,2677093,2023-03-31,,53 Bragg St,,Canaan,United States,06018-2032,CT,paulmcsk@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4000000,,,,,,,"Independent Artists, Writers, and Performers (711510)",,,,,,,,United States,fulfillment+formations@zenbusiness.com,,,,,,,,,,,,,
undersky LLC,LLC,Active,Annual report due,2677095,2023-03-31,,45 Wintonbury Ave,321,Bloomfield,United States,06002-2470,CT,underskyllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4000000,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,United States,,,,,,,,,,,,,,
Bugas LLC,LLC,Active,Annual report due,2677098,2023-03-31,,892 Middletown Rd,,Colchester,United States,06415-2309,CT,nicholasjwalmer@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4000000,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,United States,,,,,,,,,,,,,,
Lyons Den LLC,LLC,Active,Annual report due,2677105,2023-03-31,,77 Pratt Street,,Hartford,United States,06103,CT,jess@lyonsdenhartford.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4000000,,,,,,,Full-Service Restaurants (722511),,,,,,,,United States,filings@swyftfilings.com,,,,,,,,,,,,,
lookgood4less LLC,LLC,Active,Annual report due,2677107,2023-03-31,,143 S Main St,3,Norwalk,United States,06854,CT,marielycejean@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:19.4000000,,,,,,,Snack and Nonalcoholic Beverage Bars (722515),,,,,,,,United States,,,,,,,,,,,,,,
IDEAL PARTNERS SOLUTIONS INC,Stock,Active,First report due,2677112,2023-03-12,,,,,,,,contact@talentbm.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4000000,,,,,,,Janitorial Services (561720),,,,,,,,United States,edribeirousa@gmail.com,,250.0,,,,,,,,,,,
Space for Children Daycare LLC,LLC,Active,Annual report due,2677122,2023-03-31,,148 Woodland St,,Meriden,United States,06451-2028,CT,irisvareladrincon@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:19.4000000,,,,,,,Child Day Care Services (624410),,,,,,,,United States,,,,,,,,,,,,,,
Westside Vape Shop LLC,LLC,Active,Annual report due,2677205,2023-03-31,,785 Campbell Ave,,West Haven,United States,06516-3716,CT,wallline@aol.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:19.4000000,,,,,,,Convenience Stores (445120),,,,,,,,United States,,,,,,,,,,,,,,
GAMES GLOBAL USA INC.,Stock,Active,Annual report due,2677136,2023-12-12,2023-01-01,1515 NORTH FEDERAL HIGHWAY - SUITE 407,,BOCA RATON,UNITED STATES,33432,FL,SARAH.IMOSSI@GAMESGLOBAL.COM,GAMES GLOBAL USA INC.,Foreign,2022-12-12,,DE,False,False,False,False,False,2023-01-04 00:08:17.4633333,,,,,,,516210,,,,,,,,,,,,,,,,,,,,,,
"WebShipped, PLLC",LLC,Active,Annual report due,2677155,2023-03-31,,20 Nicesca Dr,,East Haven,United States,06513-1336,CT,webshipped@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0700000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Weston Automotive LLC,LLC,Active,Annual report due,2677145,2023-03-31,,28 Hermit Ln,,Westport,United States,06880-1113,CT,tomkelley5094@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4233333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
206 SBA Operating Co. LLC,LLC,Active,Annual report due,2677151,2023-03-31,,101 Florence Rd,,Riverside,United States,06878-1227,CT,richard.saunders@stbridesmanagersus.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.4866667,,,,,,,Full-Service Restaurants (722511),,,,,,,,United States,cspiess@spiesschang.com,,,,,,,,,,,,,
Personal Development Center LLC,LLC,Active,Annual report due,2677157,2023-03-31,,82 Bush Hill Rd,,Lebanon,United States,06249-1210,CT,rpeck1@mindspring.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,True,False,False,False,2023-01-04 00:08:19.4866667,,,,,,,All Other Publishers (511199),,,,,,,,United States,,,,,,,,,,,,,,
Cornerstone Health LLC,LLC,Active,Annual report due,2677159,2023-03-31,,38 E Hayestown Rd,3,Danbury,United States,06811-4950,CT,ssamby@yahoo.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:19.4866667,,,,,,,Office Administrative Services (561110),,,,,,,,United States,,,,,,,,,,,,,,
"Accretive Specialty Insurance Solutions, LLC",LLC,Active,Annual report due,2677176,2023-03-31,2022-12-13,"450 S Orange Ave., 4th Floor",,Orlando,United States,32801,FL,lane.howell@assuredpartners.com,"Accretive Specialty Insurance Solutions, LLC",Foreign,2022-12-12,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:20.1500000,,,,,,,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,,,,,,,
RAMIREZ SPRAY FOAM INSULTION LLC,LLC,Active,Annual report due,2677183,2023-03-31,,13 Dora St,,Stamford,United States,06902-5414,CT,taxcenterct@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.1500000,,,,,,,Residential Remodelers (236118),,,,,,,,United States,taxcenterct@gmail.com,,,,,,,,,,,,,
"ALL PRO CLEANING AND MAINTENANCE SERVICES, LLC",LLC,Active,Annual report due,2677174,2023-03-31,,448 Eastern St,,New Haven,United States,06513-2335,CT,howffr@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,Janitorial Services (561720),,,,,,,,United States,,,,,,,,,,,,,,
rosie liberow design llc,LLC,Active,Annual report due,2677195,2023-03-31,,623 Ellsworth Ave,,New Haven,United States,06511-1631,CT,rosie.liberow@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:20.8266667,,,,,,,Interior Design Services (541410),,,,,,,,United States,yudi94@gmail.com,,,,,,,,,,,,,
"Accretive General Agency, LLC",LLC,Active,Annual report due,2677197,2023-03-31,2022-12-13,"450 S Orange Ave., 4th Floor",,Orlando,United States,32801-3383,FL,lane.howell@assuredpartners.com,"Accretive General Agency, LLC",Foreign,2022-12-12,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:18.0700000,,,,,,,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,,,,,,,
"Accretive Enrollment Services, LLC",LLC,Active,Annual report due,2677203,2023-03-31,2022-12-13,"450 S Orange Ave., 4th Floor",,Orlando,United States,32801-3383,FL,lane.howell@assuredpartners.com,"Accretive Enrollment Services, LLC",Foreign,2022-12-12,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:20.8266667,,,,,,,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,,,,,,,
Rad BBQ LLC,LLC,Active,Annual report due,2677208,2023-03-31,,1448 West St,,Southington,United States,06489-1045,CT,radbbqllc@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,Spice and Extract Manufacturing (311942),,,,,,,,United States,,,,,,,,,,,,,,
Bxresell LLC,LLC,Active,Annual report due,2677264,2023-03-31,,106 Arlington St,,Bridgeport,United States,06606-4939,CT,bmorales112241@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:20.7133333,,,,,,,,,,,,,,,United States,bmorales112241@gmail.com,,,,,,,,,,,,,
The White Orchid LLC,LLC,Active,Annual report due,2677216,2023-03-31,,1 Johnnie Cake Ln,,Newtown,United States,06470-1502,CT,thewhiteorchidct@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:17.4866667,,,,,,,Other Clothing Stores (448190),,,,,,,,United States,,,,,,,,,,,,,,
VLUXX AESTHETIC-WELLNESS LLC,LLC,Active,Annual report due,2677217,2023-03-31,,120 BOSTON POST ROAD 11L,,MILFORD,United States,06460,CT,efile1234@incfile.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0700000,,,,,,,All Other Outpatient Care Centers (621498),,,,,,,,United States,efile1235@incfile.com,,,,,,,,,,,,,
Mystery Collection LLC,LLC,Active,Annual report due,2677232,2023-03-31,,"40 w side drive ,",,hamden,United States,06514,CT,mysterycollection1992@gmail.com,,Domestic,2022-12-12,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:18.0700000,,,,,,,"Hobby, Toy, and Game Stores (451120)",,,,,,,,United States,,,,,,,,,,,,,,
