name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,category_survey_email_address,sub_status,total_authorized_shares,date_of_organization_meeting,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mail_jurisdiction,mailing_international_address,records_address_unit
CHAMELEON BRIDES LLC,LLC,Active,2601196,2023-03-31,4 Merriman Ln,,Wallingford,United States,06492-2079,CT,carleen@chameleonhcc.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Beauty Salons (812112),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908 Vilano Beach Bungalows LLC,LLC,Active,2601209,2023-03-31,2921 S Ponte Vedra Blvd,,Ponte Vedra Beach,United States,32082-4531,FL,pgarelick@aol.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Residential Property Managers (531311),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA Property Holdings LLC,LLC,Active,2601200,2023-03-31,7 South New Street,C,Greenwich,United States,06830,CT,haburto47@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTDOOR OASIS EV LIMITED LIABILITY CO.,LLC,Active,2601202,2023-03-31,60 Flintlock Rd,,Madison,United States,06443,CT,efile1234@incfile.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-08-31 00:16:27.2066667,,,,,,,,,,,,,,,,,efile1235@incfile.com,,,,,,,,,,,,,
"VCP Middletown LF, LLC",LLC,Active,2601201,2023-03-31,"150 Trumbull Street, 4th Floor",Verogy,Hartford,United States,06103,CT,legal@verogy.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,bsmith@verogy.com,,,,,,,,,,,,,
"FPI MANAGEMENT, INC.",Stock,Active,2601203,,800 IRON POINT ROAD,,FOLSOM,UNITED STATES,95630,CA,,Foreign,United States,2022-07-19,,CA,False,False,False,False,False,531310,2022-08-31 00:16:27.2700000,2022-08-01,"FPI MANAGEMENT, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT Global LLC,LLC,Active,2601208,2023-03-31,401 Ryland St,STE 200-a,Reno,United States,89502-1659,NV,info@moonlightelectronics.net,Foreign,,2022-07-19,NEVADA,NEVADA,False,False,False,False,False,"General Freight Trucking, Local (484110)",2022-08-31 00:16:27.2700000,2022-08-01,MT Global LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVI FERREIRA DE MELO LLC,LLC,Active,2601214,2023-03-31,43 Grassy Plain St,,Bethel,United States,06801-2028,CT,ez2drivecars@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CONTOUR GLOBAL MANAGEMENT, INC.",Stock,Active,2601218,,888 WESTHEIMER RD STE 300,,HOUSTON,UNITED STATES,77006,TX,ustax@contourglobal.com,Foreign,UNITED STATES,2022-07-19,,DE,False,False,False,False,False,221112,2022-08-31 00:16:27.7533333,2021-07-20,"CONTOUR GLOBAL MANAGEMENT, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Got IT L.L.C.,LLC,Active,2601235,2023-03-31,3174 Berlin Tpke,#1023,Newington,United States,06111-4627,CT,wegotit203@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S.A.C. Services, LLC",LLC,Active,2601230,2023-03-31,28 E Raymond St,2,Hartford,United States,06112-1946,CT,sac.services216@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,True,"Process, Physical Distribution, and Logistics Consulting Services (541614)",2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,daryl.cooper.2016@gmail.com,,,,,,,,,,,,,
Artistry by Stephen McGeachy LLC,LLC,Active,2601232,2023-03-31,41 Albion street,Floor 3,Waterbury,United States,06705,CT,aartistry76@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Graphic Design Services (541430),2022-08-31 00:16:27.7700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atriz's Justice Limited Liability Company,LLC,Active,2601246,2023-03-31,58 Wilson Street,2,Waterbury,United States,06708,CT,raydon@spawaisted.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,,2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairbridge Mortgage LLC,LLC,Active,2601247,2023-03-31,707 Westchester Avenue,Suite 304,White Plains,United States,10604,NY,orders@rasi.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Real Estate Credit (522292),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,orders@rasi.com,,,,,,,,,,,,,
EAGLE EXPERT SERVICES INC,Stock,Active,2601248,2022-10-17,,,,,,,eagleexpertservices@outlook.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,First report due,200.0,,,,,,,,,,,
"DAVID COFRANCESCO, LLC",LLC,Active,2601249,2023-03-31,444 Old Country Rd,,Orange,United States,06477-2821,CT,dcofrancesco@icloud.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,jtramuta@mtelawfirm.com,,,,,,,,,,,,,
"LIL' WAVE FINANCIAL, INC.",Stock,Active,2601258,,"8920 WEST TROPICANA AVE, #103",,LAS VEGAS,UNITED STATES,89147,NV,BARRY@SUPERIORLOANSERVICING.COM,Foreign,,2022-07-19,,NEVADA,False,False,False,False,False,522292,2022-08-31 00:16:27.2200000,2022-08-01,"LIL' WAVE FINANCIAL, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITE BIRCH MAINTENANCE LLC,LLC,Active,2601265,2023-03-31,498 N MAIN ST,1,Brewster,United States,10509-1280,NY,whitebirchmaintenance@gmail.com,Foreign,,2022-07-19,NEW YORK,NEW YORK,False,False,False,False,False,Landscaping Services (561730),2022-08-31 00:16:27.2533333,2022-07-05,WHITE BIRCH MAINTENANCE LLC,"PO BOX 626, BREWSTER, NY, 10509, United States",PO BOX 626,,BREWSTER,NY,10509,United States,"498 N MAIN ST, 1, Brewster, NY, 10509-1280, United States",498 N MAIN ST,1,Brewster,NY,10509-1280,United States,,,,,,,,,,,,,,
Odd Job Rob LLC,LLC,Active,2601285,2023-03-31,384 Knowlton St,,Stratford,United States,06615-5730,CT,robvega4@icloud.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central Hall Owners Association, Inc.",Non-Stock,Active,2601289,2022-10-17,,,,,,,eburns@greylockinvestments.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Excel Orthopedic and Sports Physical Therapy LLC,LLC,Active,2601273,2023-03-31,26 Wagon Wheel Rd,,Redding,United States,06896-1619,CT,gstemkowski@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Car Rental LLC,LLC,Active,2601281,2023-03-31,260 Riverside Ave,,Bristol,United States,06010-6316,CT,ctcarrental786@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXCWorld LLC,LLC,Active,2601276,2023-03-31,38 Tram Dr,,Oxford,United States,06478-1842,CT,sjlyons12@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,no28ah@gmail.com,,,,,,,,,,,,,
DELIA'S HOUSE CLEANING LLC,LLC,Active,2601287,2023-03-31,40 Highland Ave,,Danbury,United States,06810-5445,CT,deliaj057@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107 Pine Hill Ave LLC,LLC,Active,2601306,2023-03-31,265 Eden Rd,,Stamford,United States,06907-1009,CT,ricterenzio@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM General Services LLC,LLC,Active,2601300,2023-03-31,3 Tunnel View Ter,,Vernon Rockville,United States,06066-5465,CT,skopdesigns2001@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Other Support Activities for Road Transportation (488490),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forseti Media Inc.,Stock,Active,2601361,2023-07-20,30 Old Kings Hwy S,1ST FLOOR SUITE 202,Darien,United States,06820-4551,CT,corporatefilings@cdas.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,filings@legalinc.com,,10000.0,2022-07-19,,,,,,,,,,
"Healthcare Edit, LLC",LLC,Active,2601294,2023-03-31,43 Ensign Dr,,Mystic,United States,06355-1530,CT,conniehilbert@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,jeff@peloquincpa.com,,,,,,,,,,,,,
"21 Maxson, LLC",LLC,Active,2601299,2023-03-31,98 New London Rd,,Mystic,United States,06355-2231,CT,jonathankowalski@att.net,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D. Cooper Works, LLC",LLC,Active,2601305,2023-03-31,176 Westbrook Dr,Suite 118,Honey Brook,United States,19344,PA,rebekah@dcooperworks.com,Foreign,,2022-07-19,PENNSYLVANIA,PENNSYLVANIA,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),2022-08-31 00:16:27.7833333,2017-06-29,"D. Cooper Works, LLC","100 Industrial Dr, Ephrata, PA, 17522-9252, United States",100 Industrial Dr,,Ephrata,PA,17522-9252,United States,"176 Westbrook Dr, Suite 118, Honey Brook, PA, 19344, United States",176 Westbrook Dr,Suite 118,Honey Brook,PA,19344,United States,,,,,,,,,,,,,,
"FIRST ARTISTS MANAGEMENT, INC.",Stock,Active,2601307,,8 Side Hill Road,,WESTPORT,United States,06880,CT,vasi@firstartistsmgmt.com,Foreign,,2022-07-19,CALIFORNIA,CALIFORNIA,False,False,False,False,False,,2022-08-31 00:16:27.2533333,2022-07-01,"FIRST ARTISTS MANAGEMENT, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kind Attention Behavioral Health LLC,LLC,Active,2601327,2023-03-31,489 Wolcott Street,39,Bristol,United States,06010,CT,warnba@live.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,warnba@live.com,,,,,,,,,,,,,
Under the Sisterhood LLC,LLC,Active,2601311,2023-03-31,"112 Southfield Avenue, Suite 202",,Stamford,United States,06902,CT,elizabeth@elizabethelfenbein.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOJAAP Homecare Services LLC,LLC,Active,2601314,2023-03-31,3 Tunnel View Ter,,Vernon Rockville,United States,06066-5465,CT,skopdesigns2001@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Home Health Care Services (621610),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Solutions LLC,LLC,Active,2601324,2023-03-31,20 Holly Rd,,Cheshire,United States,06410-2612,CT,contact@riversolutions.co,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,,2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positively Balanced Dog Training LLC,LLC,Active,2601329,2023-03-31,2 Carriage Ln,,North Windham,United States,06256-1334,CT,gomezwhitehead.d@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,gomezwhitehead.d@gmail.com,,,,,,,,,,,,,
"ITSERVE ALLIANCE, INC.",Non-Stock,Active,2601330,2023-07-19,8951 Cypress Waters Blvd,STE 160,Coppell,United States,75019-4661,TX,none@none.com,Foreign,,2022-07-19,TEXAS,TEXAS,False,False,False,False,False,,2022-08-31 00:16:27.2533333,2022-07-15,"ITSERVE ALLIANCE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JMark Innovations, LLC",LLC,Active,2601315,2023-03-31,360 Fairfield Ave,,Stamford,United States,06902-7249,CT,marcchavkin@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,finbackventures@gmail.com,,,,,,,,,,,,,
Chacon k.v. Home services LLC,LLC,Active,2601322,2023-03-31,4 Short Dr,,Bethel,United States,06801-2229,CT,joseplumber10@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Adventures Realty LLC,LLC,Active,2601321,2023-03-31,248 Culver St,,Newington,United States,06111-5113,CT,lrivera@newadventuresrealty.org,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Drinking Water Projet Corporation,Non-Stock,Dissolved,2601325,2022-10-17,,,,,,,maturin02@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Civic and Social Organizations (813410),2022-08-31 00:16:27.2700000,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,2022-07-21T00:00:00.000,,,
Pastore NCM LLC,LLC,Dissolved,2601336,,2 Enterprise Dr,,Shelton,United States,06484-4600,CT,justin@navarinocapital.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.7066667,,,,,,,,,,,,,,,,,ewilson@goldmangruderwoods.com,,,,,,,,,,,,,
SANTOS & SOUZA LLC,LLC,Active,2601346,2023-03-31,107 Dixie Ave,3,Waterbury,United States,06706-1673,CT,oneoakagency@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Elegant Designs LLC,LLC,Active,2601357,2023-03-31,140 Bayberry Lane,,STRATFORD,United States,06614-2605,CT,creativeeleganteventdesigns@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,All Other Personal Services (812990),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144 Temple LLC,LLC,Active,2601353,2023-03-31,144 Temple St,,New Haven,United States,06510-2603,CT,marc.alderucci@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lock City Smoke LLC,LLC,Active,2601351,2023-03-31,7 Piave St,9,Stamford,United States,06902,CT,lockcitysmoke@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,Tobacco Stores (453991),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,bbentertainmentct@gmail.com,,,,,,,,,,,,,
JP7 LLC,LLC,Active,2601354,2023-03-31,753 Long Hill Ave,,Shelton,United States,06484-5408,CT,joselynmendez@aol.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stealth Mode Projects LLC,LLC,Active,2601355,2023-03-31,81 Blue Ridge Dr,,Simsbury,United States,06070-3051,CT,emailcward@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENFIELD HILL DOG GROOMING LLC,LLC,Active,2601370,2023-03-31,75 HILLSIDE ROAD,,FAIRFIELD,United States,06824,CT,w.beal@padgettsouthsalem.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALDONADO GARCIA HALL TRUCKING P.L.L.C,LLC,Active,2601373,2023-03-31,1123 Albany Avenue Apt 3w,,Hartford,United States,06112,CT,newhallbey@icloud.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,onlinefilings@nolo.com,,,,,,,,,,,,,
Hintz Enterprises LLC,LLC,Active,2601379,2023-03-31,38 Carmel Hill Rd,,Watertown,United States,06795-2415,CT,straycboy@aim.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7066667,,,,,,,,,,,,,,,,,onlinefilings@nolo.com,,,,,,,,,,,,,
Banner Homecare Services LLC,LLC,Active,2601381,2023-03-31,107 Westwood Ln,,Middletown,United States,06457-1965,CT,emmanissi@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Services for the Elderly and Persons with Disabilities (624120),2022-08-31 00:16:27.2366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORED NAILS LLC,LLC,Active,2601390,2023-03-31,94 Corrigan Ave,,Meriden,United States,06451-2802,CT,adorednailsllc@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Nail Salons (812113),2022-08-31 00:16:27.7200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Hardscapes LLC,LLC,Active,2601393,2023-03-31,16 Elan St,,Enfield,United States,06082-5504,CT,completehardscapes12@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Masonry Contractors (238140),2022-08-31 00:16:27.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENTURA RABELO SPORTS LLC,LLC,Active,2601400,2023-03-31,1979 Old Town Rd,,Bridgeport,United States,06606-1321,CT,venturarabelosports@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:27.7366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BLACK AUTHORS ASSOCIATION, INC",Non-Stock,Active,2601413,2022-10-17,,,,,,,emailjoice@yahoo.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,,2022-08-31 00:16:27.7366667,,,,,,,,,,,,,,,,,emailjoice@yahoo.com,First report due,,,,,,,,,,,,
"Cala Studio, LLC",LLC,Active,2601407,2023-03-31,26 Boston Post Road,,waterford,United States,06385,CT,calastudio2022@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,True,False,False,Nail Salons (812113),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quik Snakk LLC,LLC,Active,2601415,2023-03-31,426 Westport Ave #1001,,Norwalk,United States,06851,CT,charnezsr@icloud.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Vending Machine Operators (454210),2022-08-31 00:16:27.2200000,,,,,,,,,,,,,,,,,filings@swyftfilings.com,,,,,,,,,,,,,
GHEH Nutrition LLC,LLC,Active,2601417,2023-03-31,80 CARRIAGE DRIVE,,Bethany,United States,06524,CT,carrie@carrielupoli.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,,2022-08-31 00:16:27.2066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystical Enchantments LLC,LLC,Active,2601432,2023-03-31,137 Heritage Dr,,Waterbury,United States,06708-1554,CT,mysticalenchantmentsllc@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,hrn1996@gmail.com,,,,,,,,,,,,,
"BKHF, LLC",LLC,Active,2601438,2023-03-31,83 Woodridge Dr S,,Stamford,United States,06902-8321,CT,bkhf38@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,False,False,False,Mobile Food Services (722330),2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW ENGLAND CAPITAL INVESTMENT LLC,LLC,Active,2601439,2023-03-31,21 Dayton Rd,,Bethany,United States,06524,CT,marcoasiguenza@gmail.com,Domestic,United States,2022-07-19,Connecticut,Connecticut,False,False,True,False,False,"Trust, Fiduciary, and Custody Activities (523991)",2022-08-31 00:16:27.2533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STRAIGHT AHEAD MUSIC FOUNDATION, INC",Non-Stock,Active,2602318,2023-07-19,12 BIRCH RD,,AVON,UNITED STATES,06001,CT,,Domestic,United States,2022-07-19,,Connecticut,False,False,False,False,False,611710,2022-08-31 00:16:27.7533333,,,,,,,,,,,,,,,,,,,,2022-06-01,,,,,,,,,,
"Dymon Enterprises, Inc.",Stock,Active,2593560,,28 Lakeshore Drive,,Holland,United States,01521,MA,dymonenterprisesinc@yahoo.com,Foreign,,2022-07-20,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-08-31 00:16:24.4700000,2022-07-21,"Dymon Enterprises, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
