name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,category_survey_email_address,naics_code,geo_location,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,records_address_unit
Possobilities L.L.C.,LLC,Active,Annual report due,2648572,2023-03-31,7 Margo Ct,,Cromwell,United States,06416-1729,CT,possobilities.llc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.2200000,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unitas Global Inc.,Stock,Active,Annual report due,2648574,2023-10-20,910 W Van Buren St Ste 605,,Chicago,United States,60607-7900,IL,sosteam@csilongwood.com,Foreign,,2022-10-20,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.2200000,,Telecommunications Resellers (517911),,2022-10-20,Unitas Global Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
"ADL Associates, LLC",LLC,Active,Annual report due,2648575,2023-03-31,507 Main Street,,Wallingford,United States,06492,CT,lisa@tonystrucking.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2200000,,,"{'type': 'Point', 'coordinates': [-72.81676, 41.4956]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tbfree LLC,LLC,Active,Annual report due,2648573,2023-03-31,1330 Main St,,Stratford,United States,06615-7071,CT,teeow123@outlook.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1900000,teeow123@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAVIC'S CLOSET LLC,LLC,Active,Annual report due,2648580,2023-03-31,54 Grant Ave,2,Stamford,United States,06902-4157,CT,javisclosetllc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:14.5766667,javisclosetllc@gmail.com,Electronic Shopping and Mail-Order Houses (454110),"{'type': 'Point', 'coordinates': [-73.52057, 41.05825]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
PQR OZ Fund LLC,LLC,Active,Annual report due,2648582,2023-03-31,22 Kenny Ct,,East Haven,United States,06512-3350,CT,pqrozfund@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:14.5766667,hxp1102@gmail.com,Other Financial Vehicles (525990),,,,,,,,,,,,,,,,,,,,,,,,,,,,
vim construction services llc,LLC,Active,Annual report due,2648584,2023-03-31,199 e main st,06702,new haven,United States,06702,CT,vimconstructionservices@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:14.5766667,vimconstructionservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Stars LLC,LLC,Active,Annual report due,2648611,2023-03-31,469 Whalley Ave Unit E,,New Haven,United States,06511-3006,CT,taxcruiser@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:14.5766667,taxcruiser@gmail.com,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVIT Omni Systems Inc. of Virginia,Stock,Active,Annual report due,2648597,2023-10-20,8201 Greensboro Dr,Ste 600,McLean,United States,22102,VA,reginald.vigilant@ominisystems.com,Foreign,,2022-10-20,VIRGINIA,VIRGINIA,False,False,False,False,False,2022-12-13 00:18:15.8633333,,,,2022-10-20,"OMNI SYSTEMS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
D29 LLC,LLC,Active,Annual report due,2648598,2023-03-31,29 Dust House Rd,,Enfield,United States,06082-4650,CT,ljsignfactory@aol.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,andrew@avulaw.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKB Consulting Agency LLC,LLC,Active,Annual report due,2648609,2023-03-31,138 Carlton St,,New Britain,United States,06053-3106,CT,info@benesknowbest.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.1433333,info@waddlesdiapers.com,All Other Insurance Related Activities (524298),"{'type': 'Point', 'coordinates': [-72.7747, 41.68668]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"56 Main, LLC",LLC,Active,Annual report due,2648606,2023-03-31,43 Lancraft St,1st floor,New Haven,United States,06513,CT,raulvpd@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cognitive Academic Specialists LLC,LLC,Active,Annual report due,2648601,2023-03-31,5 Fairway Ln,,Old Lyme,United States,06371-2069,CT,sheryl.shyloski@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7966667,,Educational Support Services (611710),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Reserve at Stonebridge Crossing Homeowners Association, Inc.",Non-Stock,Active,Annual report due,2648613,2023-10-21,3 Pomeraug Office Park,Suite 105,Southbury,United States,06488,CT,mgilchrist@eghome.net,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7966667,pgolger@cohenandwolf.com,Other Activities Related to Real Estate (531390),,,,2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,
HeyAllyBrown LLC,LLC,Active,Annual report due,2648618,2023-03-31,105 Harmund Pl,,Wethersfield,United States,06109-1253,CT,heyallybrown@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.8200000,heyallybrown@yahoo.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuft Love Art Studio LLC,LLC,Active,Annual report due,2648622,2023-03-31,990 Main St,,East Hartford,United States,06108-2220,CT,nefcompton@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,True,True,2022-12-13 00:18:15.2200000,,"Sewing, Needlework, and Piece Goods Stores (451130)","{'type': 'Point', 'coordinates': [-72.65605, 41.87193]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Paws Patrol LLC,LLC,Active,Annual report due,2648626,2023-03-31,179 Remy Ct,,Shelton,United States,06484-6626,CT,lynsey_lotty@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Livingstone PT, LLC",LLC,Active,Annual report due,2648635,2023-03-31,34 Sasco Creek Rd,,Westport,United States,06880-6341,CT,robieliv@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,col@danburylaw.com,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)","{'type': 'Point', 'coordinates': [-73.30225, 41.12613]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
A T A FINISH CARPENTRY LLC,LLC,Active,Annual report due,2648632,2023-03-31,8 Cannon Gtwy,,Wallingford,United States,06492-4718,CT,agucha32@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Urban Hippies LLC,LLC,Active,Annual report due,2648634,2023-03-31,28 Laurel St,,Danbury,United States,06810,CT,theurbanhippiellc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7966667,theurbanhippiellc@gmail.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Marketing Productions LLC,LLC,Active,Annual report due,2648647,2023-03-31,555 Fairfield Beach Rd,,Fairfield,United States,06824-6740,CT,liviaholzner@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8433333,fulfillment+formations@zenbusiness.com,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mister Fix This LLC,LLC,Active,Annual report due,2648653,2023-03-31,59 Clarence Ct,,Middletown,United States,06457-4057,CT,billagli6355@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7966667,billagli6355@gmail.com,Residential Remodelers (236118),"{'type': 'Point', 'coordinates': [-72.66762, 41.54089]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
AR VALDEZ LLC,LLC,Active,Annual report due,2648665,2023-03-31,341 George St,,Bridgeport,United States,06604-3323,CT,adan11165@hotmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7966667,,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMOKEX CITY LLC,LLC,Active,Annual report due,2648693,2023-03-31,500 NORWICH AVE,4,TAFTVILLE,United States,06380,CT,smokexcity@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8700000,,Tobacco Stores (453991),,,,,,,,,,,,,,,,,,,,,,,,,,,,
299 Chapel Street LLC,LLC,Active,Annual report due,2648666,2023-03-31,40 Havemeyer Ln,,Old Greenwich,United States,06870-1233,CT,kspconstructionllc@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2000000,etemchin@schettinoandtemchin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cambrelen transport llc,LLC,Active,Annual report due,2648668,2023-03-31,243 Colony Rd,,West Suffield,United States,06093-2608,CT,seejc87@cambrelentransportllc.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.2333333,seejc87@gmail.com,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Flipping Brothers LLC,LLC,Active,Annual report due,2648669,2023-03-31,1019 Main St #1132,,Bridgeport,United States,06606,CT,gnikhail@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8433333,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREEN LIGHT TRANSPORTS LLC,LLC,Active,Annual report due,2648672,2023-03-31,49 TAYLOR AVE,APT 304,BETHEL,United States,06801,CT,greenlighttransports203@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8433333,,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Vape II LLC,LLC,Rejected,,2648673,,145 Liberty St,,Pawcatuck,United States,06379-1538,CT,tripmatt26@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7800000,office@ritaccolaw.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),"{'type': 'Point', 'coordinates': [-71.84393, 41.38444]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
SK SOUZA LLC,LLC,Active,Annual report due,2648685,2023-03-31,17 Linron Dr,,Danbury,United States,06810-6472,CT,katiapaviote@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7800000,katiapaviote@gmail.com,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candela Motor Freight LLC,LLC,Active,Annual report due,2648676,2023-03-31,58 S Whittlesey Ave,,Wallingford,United States,06492-4144,CT,dcandela8626@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.7800000,filings@legalinc.com,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
C PEREZ GENERAL SERVICES LLC,LLC,Active,Annual report due,2648680,2023-03-31,52 Locust Ave,2 FLOOR,Danbury,United States,06810-6147,CT,efieschi72@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2166667,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tapvi & Aryan, LLC",LLC,Active,Annual report due,2648686,2023-03-31,40 Avalon Dr,Unit 6122,Milford,United States,06460-8960,CT,tapvi20@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2300000,,Offices of Physicians (except Mental Health Specialists) (621111),,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRR AUTO SALES PLUS LLC,LLC,Active,Annual report due,2648687,2023-03-31,543 Hillside Ave,,Hartford,United States,06106-4026,CT,usaccounting399@yahoo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.2300000,,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,,,,,,,,,,,,,,,
LionSmith LLC,LLC,Active,Annual report due,2648688,2023-03-31,"c/o CPPW, 115 Glastonbury Boulevard",Suite 100,Glastonbury,United States,06033,CT,lionsmithllc06878@gmail.com,Foreign,,2022-10-20,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:15.2300000,,Investment Advice (523930),,2022-09-30,LionSmith LLC,,,"1209 N Water Street, Wilmington, DE, 19801-1120, United States",1209 N Water Street,Wilmington,DE,19801-1120,United States,"1209 N Orange St, Wilmington, DE, 19801-1120, United States",1209 N Orange St,Wilmington,DE,19801-1120,United States,,,,,,,,,,,
LoveKd LLC,LLC,Active,Annual report due,2648694,2023-03-31,50 Osten Blvd,,Hartford,United States,06106-2775,CT,kdukes3@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.2000000,,Other Clothing Stores (448190),,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMB TRANSPORTATION LLC,LLC,Active,Annual report due,2648697,2023-03-31,156 ALDEN STREET,,NEW BRITAIN,United States,06053,CT,efile1234@incfile.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2000000,efile1235@incfile.com,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mourostar 1, LLC",LLC,Active,Annual report due,2648707,2023-03-31,11 Sorenson Rd,,West Haven,United States,06516-4847,CT,komal74@hotmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.8066667,,,"{'type': 'Point', 'coordinates': [-72.96315, 41.26547]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUTAIRE INC.,Stock,Active,First report due,2648708,2023-01-18,,,,,,,zutaire@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8700000,amaisonave@blumb.com,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,
Klaudio LLC,LLC,Active,Annual report due,2648717,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8300000,eastern@registeredagentsinc.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atlantic Chimney, Inc.",Stock,Active,Annual report due,2648716,2023-10-20,10 Kendrick Rd,14,Wareham,United States,02571,MA,krbookkeeping6@outlook.com,Foreign,,2022-10-20,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2022-12-13 00:18:15.9033333,,All Other Specialty Trade Contractors (238990),,2022-10-20,"Atlantic Chimney, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
"AKDO-CARPET, LLC",LLC,Active,Annual report due,2648719,2023-03-31,1435 State Street,,Bridgeport,United States,06605,CT,hakki.akbulak@akdo.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8433333,jjclaw@cshore.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PARTNERS LLC,LLC,Active,Annual report due,2648721,2023-03-31,1372 Scard Rd,,Wallingford,United States,06492-2722,CT,capfranchisesystem@hotmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4333333,,Car Washes (811192),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Arnow LLC,LLC,Active,Annual report due,2648722,2023-03-31,148 Rolling Wood Dr,,Stamford,United States,06905-2330,CT,arnows@aol.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1666667,arnows@aol.com,Site Preparation Contractors (238910),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedona Enterprises LLC,LLC,Active,Annual report due,2648724,2023-03-31,"215 E Main Steet, Unit 2H",,Vernon,United States,06066,CT,will.beckstein@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.8300000,,,"{'type': 'Point', 'coordinates': [-72.43318, 41.86795]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vargas Lawn Management L.L.C.,LLC,Active,Annual report due,2648728,2023-03-31,105 N Water,fl 2,Greenwich,United States,06830-5874,CT,joanasandovaltaxes@outlook.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1366667,,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stearns & Sons Properties LLC,LLC,Active,Annual report due,2648733,2023-03-31,25 Stearns Rd,,Storrs,United States,06268,CT,kstearns20@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.1366667,,Landscaping Services (561730),"{'type': 'Point', 'coordinates': [-72.22972, 41.75033]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
JLM Standard LLC,LLC,Active,Annual report due,2648731,2023-03-31,38 Lake Shore Dr,,Middlefield,United States,06455-1053,CT,jenna.martel@me.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.2300000,,"Highway, Street, and Bridge Construction (237310)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Color me Good Painting LLC,LLC,Active,Annual report due,2648743,2023-03-31,31 Nolan Dr,,Bloomfield,United States,06002-2013,CT,bwalker31@comcast.net,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:15.2166667,,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Tent Events LLC,LLC,Active,Annual report due,2648745,2023-03-31,80 MacArthur Dr,,Hamden,United States,06518-1409,CT,littletentevents.ct@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.8433333,kyrawetmore@gmail.com,All Other Consumer Goods Rental (532289),,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENDICION DE DIOS REMODELING LLC,LLC,Active,Annual report due,2648746,2023-03-31,1123 North Ave,,Bridgeport,United States,06604-2700,CT,meva19gg@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2100000,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR LAL CARES Limited Liability Company,LLC,Active,Annual report due,2648749,2023-03-31,115 SUMMER LANE,,NORTH HAVEN,United States,06473,CT,pathak.ash@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.2200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgeous Lashes Lips Brows LLC,LLC,Active,Annual report due,2648758,2023-03-31,596 Westport Ave,,Norwalk,United States,06851-4439,CT,gorgeouslashesshop@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:15.1266667,,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"309 Kent Road, LLC",LLC,Active,Annual report due,2648763,2023-03-31,27 Brinsmade Ln,,Sherman,United States,06784-1434,CT,turtlems@sbcglobal.net,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1800000,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),"{'type': 'Point', 'coordinates': [-73.4863, 41.5882]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
276 PECK ST LLC,LLC,Active,Annual report due,2648778,2023-03-31,4 Stonewall Ct,,Lakewood,United States,08701-4974,NJ,rbadoush@hotmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT Boards Limited Liability Company,LLC,Active,Annual report due,2648789,2023-03-31,700 Summer Street,8N,Stamford,United States,06901,CT,boardsbyvt@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:15.1433333,,Food Service Contractors (722310),,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSALEE HAIRCARE LLC,LLC,Active,Annual report due,2648777,2023-03-31,282 Rosengarten Dr,,Waterbury,United States,06704-1646,CT,tracyking@rosaleehaircare.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:15.9033333,,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neesosuk Collective LLC,LLC,Active,Annual report due,2648792,2023-03-31,15 John George Drive,,Mashantucket,United States,06338,CT,neesosukcollective@gmail.com,Domestic,United States,2022-10-20,Connecticut,Connecticut,True,False,True,False,True,2022-12-13 00:18:15.1733333,,Cut and Sew Apparel Contractors (315210),"{'type': 'Point', 'coordinates': [-71.97742, 41.45657]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
