name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,date_registration,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,total_authorized_shares,create_dt,billing_unit,business_email_address,country_formation,formation_place,state_or_territory_formation,category_survey_email_address,naics_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
ECCENTRIX L.L.C.,LLC,Active,2581049,2023-03-31,432 BOND ST,BRIDGEPORT,United States,06610,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5133333,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",,,,,,,,,,,,,,,,,,,,,,,,,,,
aBode Ansonia LLC,LLC,Active,2581051,2023-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5133333,,eastern@northwestregisteredagent.com,United States,Connecticut,Connecticut,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233 WEEQUAHIC PROPERTIES LLC,LLC,Active,2581005,2023-03-31,1515 RT 202   #164,POMONA,United States,10970,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,dfuchscpa@gmail.com,,NEW JERSEY,NEW JERSEY,,Lessors of Residential Buildings and Dwellings (531110),2021-08-31,233 WEEQUAHIC PROPERTIES LLC,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha & Omega Housing LLC,LLC,Active,2581015,2023-03-31,102 Euclid Ave,Stamford,United States,06902-6233,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5133333,,jsarceno2430@gmail.com,United States,Connecticut,Connecticut,geoff@levinetax.com,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
FCM CONCRETE LLC,LLC,Active,2581036,2023-03-31,66 WILLIAMS STREET,MERIDEN,United States,06450,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5133333,,franciscocastillomalpica@gmail.com,United States,Connecticut,Connecticut,,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing (327999),,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranciato Public Adjusters Group LLC,LLC,Active,2581017,2023-03-31,615 West Johnson Avenue,Cheshire,United States,06410,CT,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5000000,Suite 202,nicole@ranciatoadjusters.com,,FLORIDA,FLORIDA,,Claims Adjusting (524291),2022-06-08,Ranciato Public Adjusters Group LLC,"4831 Pennecott Way, Wesley Chapel, FL, 33544-1801, United States",4831 Pennecott Way,Wesley Chapel,FL,33544-1801,United States,"4831 Pennecott Way, Wesley Chapel, FL, 33544-1801, United States",4831 Pennecott Way,Wesley Chapel,FL,33544-1801,United States,,,,,,,,,,,,,
JML HOLDINGS LLC,LLC,Active,2581034,2023-03-31,127 GREYROCK PL APT 605,STAMFORD,United States,06901,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:42.0766667,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonchild Thai Spa By Piya Limited Liability Company,LLC,Active,2581052,2023-03-31,304 W Main St Suite 2,Avon,United States,06001,CT,Domestic,2022-06-13,True,False,False,False,False,,2022-07-06 00:16:41.4500000,#124,moonchildthaispabypiya@gmail.com,United States,Connecticut,Connecticut,,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fun-gii, LLC",LLC,Active,2581040,2023-03-31,259 New Canaan Rd,Wilton,United States,06897,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,allenbob506@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macrocosm Entertainment, Inc.",Stock,Active,2581044,2022-09-11,,,,,,Domestic,2022-06-13,False,False,False,False,False,10000.0,2022-07-06 00:16:41.4366667,,monterocorporate@gmail.com,United States,Connecticut,Connecticut,jplummermcs@gmail.com,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"JE Consulting, LLC",LLC,Active,2581070,2023-03-31,27 Cynthia Ln,Coventry,United States,06238,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,jensam816@yahoo.com,United States,Connecticut,Connecticut,,All Other Business Support Services (561499),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allan-DeVonroe & Associates, LLC",LLC,Active,2581059,2023-03-31,148 Whitney Street,Hartford,United States,06105,CT,Domestic,2022-06-13,True,False,True,False,False,,2022-07-06 00:16:42.0766667,3S,adassocs2022@gmail.com,United States,Connecticut,Connecticut,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
Warraich Road Star Transportation LLC,LLC,Active,2581063,2023-03-31,44 ENGLEWOOD AVE,Waterbury,United States,06705,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.5000000,2,warraichtpt@hotmail.com,United States,Connecticut,Connecticut,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
LILLYS FAMILY DAYCARE LLC,LLC,Active,2581069,2023-03-31,27 DANNA MARIE DR,WATERBURY,United States,06708,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5600000,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHADHA & CO, LLC Limited Liability Partnership",LLP,Active,2581071,2023-06-13,141 May St,Fairfield,United States,06825-7417,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.5600000,,paul2068@aol.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HIGHCAPE CAPITAL, LIMITED PARTNERSHIP",Limited Partnership,Active,2581073,2023-06-13,"10751 FALLS ROAD, SUITE 300",BALTIMORE,USA,21153,MD,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,NANCY.ALICEA@HIGHCAPE.COM,,,DELAWARE,,,2022-05-01,"HIGHCAPE CAPITAL, L.P.",,,,,,,,,,,,,,,,,,,"10751 FALLS ROAD, SUITE 300, BALTIMORE, MD, 1153, USA","10751 FALLS ROAD, SUITE 300",BALTIMORE,MD,1153.0,USA,
77 Havemeyer Lane LLC,LLC,Active,2581075,2023-03-31,34 Nearwater Ln,Riverside,United States,06878-1105,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,admin@kryslerpartners.com,United States,Connecticut,Connecticut,npp@gtlslaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Holdings Acquisitions LLC,LLC,Active,2581081,2023-03-31,4343 S 118th East Ave,Tulsa,United States,74146-4400,OK,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,220,ahaney@ghllc.com,,DELAWARE,DELAWARE,,"All Other Professional, Scientific, and Technical Services (541990)",2022-01-01,Global Holdings Acquisitions LLC,,,,,,,,,,,,,,,,,,,,,,,,,
David Coleman Logistics LLC,LLC,Active,2581087,2023-03-31,669 Burritt St,New Britain,United States,06053-2864,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.4366667,,colemand947@gmail.com,United States,Connecticut,Connecticut,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 SHELTON COVE, LLC",LLC,Active,2581091,2023-03-31,"C/O BERKOWITZ, TRAGER & TRAGER, LLC,  8 WRIGHT STREET",WESTPORT,USA,06880-3100,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,PB@BERTRALAW.COM,United States,,Connecticut,,531390,,,,,,,,,,,,,,,,,,,,,,,,,,,
KH Sales and Marketing LLC,LLC,Active,2581094,2023-03-31,50 Ramapoo Rd,Ridgefield,United States,06877-3716,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,,kevinjhall1@comcast.net,United States,Connecticut,Connecticut,,Wholesale Trade Agents and Brokers (425120),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terminus Software, Inc.",Stock,Active,2581105,2023-06-13,"3340 Peachtree Rd. NE, Suite 300",Atlanta,United States,30326,GA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5600000,,terminus@apriocloud.com,,DELAWARE,DELAWARE,,Software Publishers (511210),2022-04-29,"Terminus Software, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
MNT BLESSINGS INC,Stock,Active,2581107,2022-09-11,,,,,,Domestic,2022-06-13,False,False,False,False,False,200.0,2022-07-06 00:16:41.5600000,,filing@acs123.com,United States,Connecticut,Connecticut,filing@acs123.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"B & A NAIL SPA, INC.",Stock,Active,2581119,2022-09-11,,,,,,Domestic,2022-06-13,False,False,True,False,False,200.0,2022-07-06 00:16:41.5600000,,yoocpa123@gmail.com,United States,Connecticut,Connecticut,,Nail Salons (812113),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Bridlewood Construction Limited Liability Co.,LLC,Active,2581109,2023-03-31,1 Lake Dr,MIDDLE ISLAND,United States,11953,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.9033333,,bridlewoodconst@gmail.com,,NEW YORK,NEW YORK,,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-09-30,Bridlewood Construction,"1 Lake Dr, MIDDLE ISLAND, NY, 11953, United States",1 Lake Dr,MIDDLE ISLAND,NY,11953,United States,"1 Lake Dr, MIDDLE ISLAND, NY, 11953, United States",1 Lake Dr,MIDDLE ISLAND,NY,11953,United States,,,,,,,,,,,,,
SGM Magnetics Corporation,Stock,Active,2581142,2023-06-13,1024 Route 519,Eighty Four,United States,15330-2866,PA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.9033333,Ste 200,dwilliams@gbapc.com,,PENNSYLVANIA,PENNSYLVANIA,,Industrial Machinery and Equipment Merchant Wholesalers (423830),2022-06-01,SGM Magnetics Corporation,,,,,,,,,,,,,,,,,,,,,,,,,
"ANJUNA SECURITY, INC.",Stock,Active,2581152,2023-06-13,380 Portage Ave,Palo Alto,United States,94306-2244,CA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.9033333,,sagentoperations@sagentmanagement.com,,DELAWARE,DELAWARE,,,2022-06-13,"ANJUNA SECURITY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
Cara Mia Resources LLC,LLC,Active,2581114,2023-03-31,236 Orchard Street,Bridgeport,United States,06608,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,angelanegron624@gmail.com,United States,Connecticut,Connecticut,keith@summertax.com,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
Avant Guard LLC,LLC,Active,2581124,2023-03-31,77 Old Country Lane,Milford,United States,06461,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.4500000,,jason@avantguard.it,United States,Connecticut,Connecticut,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
Brick Hollow Affordable Housing LLC,LLC,Active,2581122,2023-03-31,95 Niles St,Hartford,United States,06105,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,,sarahminer@mutualhousing.org,United States,Connecticut,Connecticut,akyprillis@hmrslaw.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALBERTO HOLDINGS, LLC",LLC,Active,2581127,2023-03-31,22 Jessup St,Stamford,United States,06902-1607,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,,marc.alberto@gmail.com,United States,Connecticut,Connecticut,marc.alberto@gmail.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
NAYARA CLEANING SERVICES LLC,LLC,Active,2581128,2023-03-31,3 PROSPECT STREET,DANBURY,United States,06810,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,APT 2,naycleaningservices22@gmail.com,United States,Connecticut,Connecticut,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
Epekdesigns.com Limited Liability Co.,LLC,Active,2581131,2023-03-31,15 Smith Street,West Haven,United States,06516,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,kaybradley0421@gmail.com,United States,Connecticut,Connecticut,filings@legalinc.com,Other Clothing Stores (448190),,,,,,,,,,,,,,,,,,,,,,,,,,,
LivsMed USA Inc,Stock,Active,2581140,2023-06-13,2305 Historic Decatur Rd,San Diego,United States,92106-6050,CA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,donna_jaracz@livsmed.com,,CALIFORNIA,CALIFORNIA,,All Other Health and Personal Care Stores (446199),2022-04-01,LivsMed USA Inc,,,,,,,,,,,,,,,,,,,,,,,,,
ATRIUM CONSTRUCTION MANAGEMENT LLC,LLC,Active,2581134,2023-03-31,14 Hillcrest Rd,Trumbull,United States,06611-5209,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5133333,,atlantisllc@gmail.com,United States,Connecticut,Connecticut,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW ENERGY SOLUTIONS INC.,Stock,Active,2581136,2023-06-13,2915 OGLETOWN RD,NEWARK,United States,19713-1927,DE,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4366667,#4175,info@corpomax.com,,DELAWARE,DELAWARE,,Engineering Services (541330),2022-06-13,NEW ENERGY SOLUTIONS INC.,,,,,,,,,,,,,,,,,,,,,,,,,
Directed Capital LLC,LLC,Active,2581138,2023-03-31,2 Armonk St,Greenwich,United States,06830-5803,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,Unit 1080,danielchoyboyar@mac.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chemistry Automotive, LLC",LLC,Active,2581144,2023-03-31,51 Puritan Rd,Bristol,United States,06010-3133,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,ccombs077@yahoo.com,United States,Connecticut,Connecticut,william.hamzy@hamzylaw.com,General Automotive Repair (811111),,,,,,,,,,,,,,,,,,,,,,,,,,,
Embody Flourishing Housing LLC,LLC,Active,2581145,2023-03-31,569 1st Ave,West Haven,United States,06516-3822,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,jackiehardy95@gmail.com,United States,Connecticut,Connecticut,filings@legalinc.com,Offices of Real Estate Agents and Brokers (531210),,,,,,,,,,,,,,,,,,,,,,,,,,,
Parisi & Sons Property Services LLC,LLC,Active,2581163,2023-03-31,250 Smith Street,South Windsor,United States,06074,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,frankmparisi@gmail.com,United States,Connecticut,Connecticut,,Nonresidential Property Managers (531312),,,,,,,,,,,,,,,,,,,,,,,,,,,
ABE'S INVESTMENT PROPERTY LLC,LLC,Active,2581154,2023-03-31,364 E Middle Patent Rd,Greenwich,United States,06831-2839,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4500000,,abevnin@gmail.com,United States,Connecticut,Connecticut,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
C.T.Swai Limited Liability Company,LLC,Active,2581153,2023-03-31,92 truman st,new london,United States,06320,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4200000,3,jamelechols2@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoreline Village LLC,LLC,Active,2581166,2023-03-31,59 Homestead Rd,Ledyard,United States,06339-1403,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4200000,,jandros@shorelinehospitality.com,United States,Connecticut,Connecticut,jandros@shorelinehospitality.com,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,
FESTO CORPORATION,Stock,Active,2581158,2023-06-13,"1377 MOTOR PARKWAY, SUITE 310",ISLANDIA,USA,11749,NY,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5600000,,LEGALDEPARTMENT.US@FESTO.COM,,,NEW YORK,,333995,2022-05-25,FESTO CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,
BEST IN BLOOMFIELD LLC,LLC,Active,2581162,2023-03-31,925 BLUE HILL AVE,BLOOMFIELD,United States,06002,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.8900000,,bestinbloomfieldllc@gmail.com,United States,Connecticut,Connecticut,,Gasoline Stations with Convenience Stores (447110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"468 W Broadway 5G, LLC",LLC,Active,2581167,2023-03-31,1 Glendinning Pl,Westport,United States,06880-1242,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,execfin_dfoentities@bwater.com,United States,Connecticut,Connecticut,execfin_dfoentities@bwater.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
"151 Maple, LLC",LLC,Active,2581180,2023-03-31,240 Greene St,New Haven,United States,06511-6934,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.4666667,,joe@betterbuyerusa.com,United States,Connecticut,Connecticut,dbrown@brownrealestatelaw.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
SUAYEA LLC,LLC,Active,2581171,2023-03-31,3 Melilli Plz,Middletown,United States,06457-2856,CT,Domestic,2022-06-13,True,False,False,False,False,,2022-07-06 00:16:42.0600000,,info.ming.acctax@gmail.com,United States,Connecticut,Connecticut,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meeting House Lane, LLC",LLC,Active,2581221,2023-03-31,1 Glendinning Pl,Westport,United States,06880-1242,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:42.0766667,,execfin_dfoentities@bwater.com,United States,Connecticut,Connecticut,execfin_dfoentities@bwater.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor Medical Offices Investments LLC,LLC,Active,2581202,2023-03-31,8 Griffin Rd N,Windsor,United States,06095-1573,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,,chfiling@gmail.com,United States,Connecticut,Connecticut,chfiling@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aira Archive, LLC",LLC,Active,2581182,2023-03-31,305 Knowlton St,Bridgeport,United States,06608,CT,Domestic,2022-06-13,True,False,False,False,False,,2022-07-06 00:16:42.0600000,,januarycilento@gmail.com,United States,Connecticut,Connecticut,charlesabate@msn.com,Art Dealers (453920),,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARROYO FLAGGING, LLC",LLC,Active,2581183,2023-03-31,51 Old Springfield Rd #189,Stafford Springs,United States,06076,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5600000,,brandonarroyo827@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnest Real Estate LLC,LLC,Active,2581186,2023-03-31,18 Seymour Rd,Windsor Locks,United States,06096-1426,CT,Domestic,2022-06-13,True,True,False,False,False,,2022-07-06 00:16:41.5466667,,earnestrealestatect@gmail.com,United States,Connecticut,Connecticut,earnestrealestatect@gmail.com,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASIMIRCHILD, LLC",LLC,Active,2581188,2023-03-31,116 Schuyler Ave,Middletown,United States,06457,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5300000,,kaleiagracewicz47@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miracle Adultdaycare LLC,LLC,Active,2581191,2023-03-31,378 Franklin Ave,Hartford,United States,06114-2515,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5133333,,miracleadultdaycare@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midlign Sports Chiropractic LLC,LLC,Active,2581215,2023-03-31,730 Hebron Ave,Glastonbury,United States,06033-5016,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5466667,,info@dccglastonbury.com,United States,Connecticut,Connecticut,,Offices of Chiropractors (621310),,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPLY HOME LLC,LLC,Active,2581213,2023-03-31,11 ANDREW DRIVE SHELTON,SHELTON,United States,06484,CT,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.9033333,,efile1234@incfile.com,United States,Connecticut,Connecticut,efile1235@incfile.com,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
"BESPOKE cycling, training, nutrition, LLC",LLC,Active,2581222,2023-03-31,28 Clipper Dr,Mystic,United States,06355-1921,CT,Domestic,2022-06-13,True,False,False,False,False,,2022-07-06 00:16:41.5133333,,jenstraining@gmail.com,United States,Connecticut,Connecticut,mdavis@hoopslaw.net,Fitness and Recreational Sports Centers (713940),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaplan International North America, LLC",LLC,Active,2581231,2023-03-31,12735 Morris Road Ext,Alpharetta,United States,30004-8903,GA,Foreign,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:41.5133333,260,apomonis@kaplan.edu,,CALIFORNIA,CALIFORNIA,,Language Schools (611630),2022-06-01,"Kaplan International North America, LLC","2144 Kala Bagai Way, Berkeley, CA, 94704-2062, United States",2144 Kala Bagai Way,Berkeley,CA,94704-2062,United States,"2144 Kala Bagai Way, Berkeley, CA, 94704-2062, United States",2144 Kala Bagai Way,Berkeley,CA,94704-2062,United States,,,,,,,,,,,,,
Connecticut Peoples World Committee Inc.,Non-Stock,Active,2581220,2022-09-11,,,,,,Domestic,2022-06-13,False,False,False,False,False,,2022-07-06 00:16:40.9033333,,peoplesworld@pobox.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Antojitos Mexicanos Josee LLC,LLC,Active,2581276,2023-03-31,57 Arnold Street,Hartford,United States,06106,CT,Domestic,2022-06-13,False,False,True,False,False,,2022-07-06 00:16:41.5466667,1,antojitosjosee@gmail.com,United States,Connecticut,Connecticut,,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,,,,,,
