name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,geo_location,country_formation,naics_code,total_authorized_shares,date_of_organization_meeting,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,mail_jurisdiction,records_address_unit
Magna Marketing LLC,LLC,Active,Annual report due,2660727,2023-03-31,,10 Hillside Pl,,Madison,United States,06443-3223,CT,magnamarketingllc@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:20.3733333,,United States,,,,kassidyburmester@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
KIPSUTO 2 LLC,LLC,Active,Annual report due,2660730,2023-03-31,,26 Hanover Way,,Lakewood,United States,08701-6147,NJ,8619437@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4266667,,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
GONZO Heating & Cooling LLC,LLC,Active,Annual report due,2660734,2023-03-31,,62 Garvan St,,Newington,United States,06111-2023,CT,gonzoheatingcooling@yahoo.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.3633333,,United States,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mc RESTAURANT CLEANING LLC,LLC,Active,Annual report due,2660739,2023-03-31,,131 Meeting House Ln,,Ledyard,United States,06339-1731,CT,mcontrerasperu@gmail.com,,Domestic,2022-11-12,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.4400000,,United States,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-Modesty Body Sculpting LLC,LLC,Active,Annual report due,2657275,2023-03-31,,335 Ely Ave,,Norwalk,United States,06854-4650,CT,florialcam@yahoo.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:20.3700000,,United States,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,
High Yield Advertising LLC,LLC,Active,Annual report due,2660743,2023-03-31,,25 Oneill Ct,,Ridgefield,United States,06877-1726,CT,hyadvertising07@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3566667,,United States,Advertising Agencies (541810),,,,,,,,,,,,,,,,,,,,,,,,,,,
DESignsBySRP LLC,LLC,Active,Annual report due,2660754,2023-03-31,,55 Colonial Ct,,Wolcott,United States,06716-2962,CT,staceyperrotti88@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.0566667,,United States,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hampton-Young Real Estate, LLC",LLC,Active,Annual report due,2660760,2023-03-31,2022-11-28,17A Hartness Rd,,Sutton,United States,01590-3835,MA,georgiay.hamptonyoungre@gmail.com,"Hampton-Young Real Estate, LLC",Foreign,2022-11-13,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2022-12-13 00:18:18.3866667,,,Offices of Real Estate Agents and Brokers (531210),,,,,,,,,,,,,,,,,,,,,,,,,,,
Love It Vegan LLC,LLC,Active,Annual report due,2660762,2023-03-31,,73 Main St,,Torrington,United States,06790-5305,CT,amy@loveitvegan.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:18.3866667,,United States,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Gurlz Bail Bonds LLC,LLC,Active,Annual report due,2660768,2023-03-31,,11 Asylum St,Suite 512,Hartford,United States,06103-2209,CT,badgurlzbailbonds@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.6866667,,United States,Insurance Agencies and Brokerages (524210),,,ctbondingco@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"lingeriebydylan, LLC",LLC,Active,Annual report due,2660767,2023-03-31,,582 Gurdon St,,Bridgeport,United States,06606-4326,CT,lingeriebydylan@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3566667,,United States,Women's Clothing Stores (448120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Pop's Up Detailing LLC,LLC,Active,Annual report due,2660769,2023-03-31,,87 Van Rensselaer Ave,,Stratford,United States,06614-5316,CT,omariwashanddry@icloud.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3866667,,United States,Car Washes (811192),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dusty Roads C3, LLC",LLC,Active,Annual report due,2660789,2023-03-31,,72 Prodell Rd,,Preston,United States,06365-8019,CT,adam@dustyroadsc3.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,True,True,2022-12-13 00:18:18.3933333,,United States,Wood Kitchen Cabinet and Countertop Manufacturing (337110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyful Notions Coaching LLC,LLC,Active,Annual report due,2660771,2023-03-31,,35 Fernwood Dr,,Simsbury,United States,06070-2914,CT,joyfulnotionscoaching@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3933333,,United States,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,
"VELOCITY T.K., INC.",Stock,Active,Annual report due,2660772,2023-11-13,2022-09-28,"C/O CSC, 251 LITTLE FALLS DRIVE",,WILMINGTON,United States,19808,DE,registrations@mktaxusa.com,"VELOCITY T.K., INC.",Foreign,2022-11-13,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:18.3633333,,,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Pink Honey LLC,LLC,Active,Annual report due,2660781,2023-03-31,2022-10-25,211 Pomeroy Ave,1304,Meriden,United States,06450,CT,allthingspinkhoney@gmail.com,All Things Pink Honey LLC,Foreign,2022-11-13,TEXAS,TEXAS,False,False,False,False,False,2022-12-13 00:18:19.6600000,,,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,,,,,,,
JoAnna Rudewicz Counseling LLC,LLC,Active,Annual report due,2660784,2023-03-31,,1 Holly Rd,,Cheshire,United States,06410-2613,CT,rudewiczjo@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:18.3633333,,United States,Other Individual and Family Services (624190),,,,,,,,,,,,,,,,,,,,,,,,,,,
Esslinger and trucking LLC,LLC,Active,Annual report due,2660788,2023-03-31,,284 Gaylord Dr,,Waterbury,United States,06708-2182,CT,esslingertrucking25@mail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3566667,,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammad friendly cleaning services LLC,LLC,Active,Annual report due,2660792,2023-03-31,,16 Polo View Rd,,Somers,United States,06071-1419,CT,moalejcleaning@mail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.9933333,,United States,Other Services to Buildings and Dwellings (561790),,,,,,,,,,,,,,,,,,,,,,,,,,,
Adfenix Inc,Stock,Active,Annual report due,2660812,2023-11-13,2022-11-01,1209 N Orange St,,Wilmington,United States,19801-1120,DE,toflaherty@earlygrowth.com,Adfenix Inc,Foreign,2022-11-13,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:19.6600000,,,Advertising Material Distribution Services (541870),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyrrell Cattle Company, LLC",LLC,Active,Annual report due,2660801,2023-03-31,,962 Moose Hill Rd,,Guilford,United States,06437-2329,CT,tyrrellcattlecompany@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3566667,,United States,Beef Cattle Ranching and Farming (112111),,,,,,,,,,,,,,,,,,,,,,,,,,,
New Way Solution LLC,LLC,Active,Annual report due,2660803,2023-03-31,,70 Woodbine St,,Torrington,United States,06790-4826,CT,newwaysolution22@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.6866667,,United States,Servicios de limpieza (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
Messy Hands & Happy Hearts LLC,LLC,Active,Annual report due,2660804,2023-03-31,,9 Paris St,,Milford,United States,06460-7873,CT,amanda.brennan@mhahh.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:18.9933333,,United States,Fine Arts Schools (611610),,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga Therapy Associates LLP,LLP,Active,Annual report due,2660951,2023-11-13,,429 S Hoop Pole Rd,,Guilford,United States,06437-1240,CT,christine@yogatherapyassociates.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:19.0733333,,United States,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner Construction -Home Improvement Specialist's LLC,LLC,Active,Annual report due,2660956,2023-03-31,,40 Brighton Rd,,Naugatuck,United States,06770-1548,CT,gardnerconstructioncorp@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.0733333,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Kens, LLC",LLC,Active,Annual report due,2660808,2023-03-31,,560 Salmon Brook St,,Granby,United States,06035-1100,CT,mr.kenshomemade@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4333333,,United States,All Other Miscellaneous Food Manufacturing (311999),,,,,,,,,,,,,,,,,,,,,,,,,,,
Redhot & Blue LLC,LLC,Active,Annual report due,2660809,2023-03-31,,143 Winchester Ave,,New Haven,United States,06511-3503,CT,yale.redhotandblue@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,True,False,True,2022-12-13 00:18:18.3633333,,United States,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Granby's Pizzeria & Restaurant LLC,LLC,Active,Annual report due,2660834,2023-03-31,,565 Salmon Brook St,,Granby,United States,06035-1133,CT,fjuarez@insclients.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.9933333,,United States,Full-Service Restaurants (722511),,,afanador@mikasagroup.com,,,,,,,,,,,,,,,,,,,,,,,,
The Friends of the Solomon Goffe House Corporation,Non-Stock,Active,First report due,2660837,2023-02-11,,,,,,,,solomongoffe@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6866667,,United States,Museums (712110),,,,,,,,,,,,,,,,,,,,,,,,,,,
SpillaneMakes.com LLC,LLC,Dissolved,Annual report due,2660816,2023-03-31,,83 Main Street,6D,Newington,United States,06111,CT,spillanemakes@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.3633333,,United States,,,,,,,,,,,,,,,,,,,2022-11-17T00:00:00.000,,,,,,,,,
Pasato Roofing LLC,LLC,Active,Annual report due,2660825,2023-03-31,,5 Beech St,3,Greenwich,United States,06830-5983,CT,ca822402@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.3633333,,United States,Roofing Contractors (238160),,,fairfieldcountyroofing@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
AON Remodeling LLC,LLC,Active,Annual report due,2660817,2023-03-31,,600 W Wolcott Ave,,Windsor,United States,06095-4351,CT,kregleon@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.4333333,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
JMR DRONES LLC,LLC,Active,Annual report due,2660827,2023-03-31,,74 Olive St,,Bridgeport,United States,06605-1038,CT,jmrdrones40@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6600000,,United States,,,,jjmarti29@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
David's Barbershop LLC,LLC,Active,Annual report due,2660824,2023-03-31,,28 Methodist Street,,New London,United States,06320,CT,vmorales@insclients.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:18.4333333,,United States,Barber Shops (812111),,,afanador@mikasagroup.com,,,,,,,,,,,,,,,,,,,,,,,,
De La O Consulting LLC,LLC,Active,Annual report due,2660831,2023-03-31,,76 Oliver Road,,Manchester,United States,06042,CT,sammy.delao@delaoconsulting.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:19.6600000,,United States,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,,,,,
500 Main LLC,LLC,Active,Annual report due,2660842,2023-03-31,,72 Beekman Pl,,Madison,United States,06443-2432,CT,vdesai0618@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0966667,,United States,Other Activities Related to Real Estate (531390),,,vdesai0618@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
FAB Cares LLC,LLC,Active,Annual report due,2660853,2023-03-31,,35 Cow Path Dr,,Stamford,United States,06902-1016,CT,filma0807@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.0966667,,United States,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,,,,,,,,,
Spruced by Design LLC,LLC,Active,Annual report due,2660858,2023-03-31,,75 Long Lots Rd,,Westport,United States,06880-3918,CT,tnape@me.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:18.9933333,,United States,Interior Design Services (541410),,,tnape@me.com,,,,,,,,,,,,,,,,,,,,,,,,
Arrange L.L.C.,LLC,Active,Annual report due,2660864,2023-03-31,,11 Ivy Grove Ct,,Shelton,United States,06484-3826,CT,arrange.interior@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.0966667,,United States,All Other Home Furnishings Stores (442299),,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Star Pupz LLC,LLC,Active,Annual report due,2660865,2023-03-31,,1 poplar st,unit 6,WATERBURY,United States,06708,CT,jonestiffine5@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.0966667,,United States,All Other Animal Production (112990),,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ Realty LLC,LLC,Active,Annual report due,2660902,2023-03-31,,6 Cedrus Ct,,Branford,United States,06405-3251,CT,sdzjr91@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.9933333,,United States,Offices of Real Estate Agents and Brokers (531210),,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYFER AND SONS CONSTRUCTIONS LLC,LLC,Active,Annual report due,2660892,2023-03-31,,153 Deacon St,,Bridgeport,United States,06607-1030,CT,agautoservices211@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:21.6866667,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny For Our Thoughts LLC,LLC,Active,Annual report due,2660908,2023-03-31,,752 Middletown Rd,Unit A,Colchester,United States,06415-2307,CT,pennyforourthoughts2022@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.6866667,,United States,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,
Anvil Remodeling LLC,LLC,Active,Annual report due,2660887,2023-03-31,,18 Knollcrest Dr,,Brookfield,United States,06804-3711,CT,anvilremodeling@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4333333,,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcane Studios LLC,LLC,Active,Annual report due,2660920,2023-03-31,2022-09-01,242 Curt Smith Rd,A,Southbury,United States,06488-2321,CT,contact@thestudioarcane.com,Arcane Studios LLC,Foreign,2022-11-13,OREGON,OREGON,False,False,False,False,False,2022-12-13 00:18:19.0400000,,,"Photography Studios, Portrait (541921)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit Softball LLC,LLC,Active,Annual report due,2660900,2023-03-31,,1083 Cooke St,,Waterbury,United States,06704-1917,CT,summitsoftballllc@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.8500000,,United States,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Wolfe Consulting LLC,LLC,Active,Annual report due,2660904,2023-03-31,,1455 Washington Blvd,Apt 405,Stamford,United States,06902-2499,CT,brianwolfedpt@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0966667,,United States,All Other Miscellaneous Schools and Instruction (611699),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lali's Gift Shop LLC,LLC,Active,Annual report due,2660924,2023-03-31,,22 Saint Mary St,,Hamden,United States,06517-3146,CT,lalisgiftshopllc@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:17.8500000,,United States,"Gift, Novelty, and Souvenir Stores (453220)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Your Everyday Faith LLC,LLC,Rejected,,2660928,,,1 Juniper Ridge Road,,Trumbull,United States,06611,CT,p.leone@itsyoureverydayfaith.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4333333,,United States,Toy and Hobby Goods and Supplies Merchant Wholesalers (423920),,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRIVISTE Art Group LLC,LLC,Active,Annual report due,2660943,2023-03-31,,84 Lincoln Dr,,Glastonbury,United States,06033-3021,CT,joey.p.mitch@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4333333,,United States,Art Dealers (453920),,,joey.p.mitch@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Garner Consultants L.L.C.,LLC,Active,Annual report due,2660945,2023-03-31,,10 Brookside Drive,,Dayville,United States,06241,CT,garnerkarena@gmail.com,,Domestic,2022-11-13,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:19.0400000,,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
FIT OPS Foundation Corporation,Non-Stock,Active,Annual report due,2660961,2023-11-13,2022-11-16,1706 S Walton Blvd,,Bentonville,United States,72712-2690,AR,toddcwatsonlaw@gmail.com,FIT OPS Foundation,Foreign,2022-11-13,ARKANSAS,ARKANSAS,False,False,False,False,False,2022-12-13 00:18:20.9966667,,,Professional and Management Development Training (611430),,,,,,,,,,,,,,,,,,,,,,,,,,,
"LEO PALACIO, LLC",LLC,Active,Annual report due,2664793,2023-03-31,,214 BEECHWOOD AVENUE,,BRIDGEPORT,USA,06604,CT,EYLINGLOPEZ57@GMAIL.COM,,Domestic,2022-11-14,,Connecticut,False,False,False,False,False,2022-12-13 00:18:18.4000000,,United States,056199,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MARIA E LARA, LLC",LLC,Active,Annual report due,2664791,2023-03-31,,288 MARION STREET,,BRIDGEPORT,USA,06606,CT,MARIAELENALARA94@GMAIL.COM,,Domestic,2022-11-14,,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8033333,,United States,056199,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RUGAMA MORALEZ, LLC",LLC,Active,Annual report due,2664838,2023-03-31,,66 BARNUM AVENUE,,BRIDGEPORT,USA,06606,CT,RUGAMAMARTHA66@GMAIL.COM,,Domestic,2022-11-14,,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8033333,,United States,056199,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Triple E Property Management, L.L.C.",LLC,Active,Annual report due,2650577,2023-03-31,,36 Masarik Ave,,Stratford,United States,06615-7249,CT,llctriplee@gmail.com,,Domestic,2022-11-14,Connecticut,Connecticut,False,True,False,True,False,2022-12-13 00:18:15.8900000,,United States,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing Metrics and Behavioral Insights LLC,LLC,Active,Annual report due,2655936,2023-03-31,,360 State St,Apartment 1012,New Haven,United States,06510,CT,gizem.ceylan@yale.edu,,Domestic,2022-11-14,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6000000,,United States,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIME AE Group of America, Inc.",Stock,Active,Annual report due,2657004,2023-11-14,2022-11-14,2550 Interstate Dr,Suite 301,Harrisburg,United States,17110-9606,PA,kumarb@primeeng.com,"PRIME AE Group of America, Inc.",Foreign,2022-11-14,PENNSYLVANIA,PENNSYLVANIA,False,False,False,False,False,2022-12-13 00:18:16.4566667,,,Architectural Services (541310),,,,,,,,,,,,,,,,,,,,,,,,,,,
GJ Five Star Enterprise LLC,LLC,Active,Annual report due,2657903,2023-03-31,2022-11-07,11 Burr Rd,,Bloomfield,United States,06002-2203,CT,gjfivestar@yahoo.com,GJ Five Star Enterprise LLC,Foreign,2022-11-14,GEORGIA,GEORGIA,False,False,False,False,False,2022-12-13 00:18:16.5300000,,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
