name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,sub_status,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,country_formation,naics_sub_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
RLS MECHANICAL SERVICES LLC,LLC,Active,1281946,2019-03-31,5 MAIN STREET,IVORYTON,,,CT,RUSSELL_STONE@COMCAST.NET,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
SIMSMAR LLC,LLC,Active,1281947,2022-03-31,98 COUNTY ROAD,SIMSBURY,United States,06070,CT,simsmarllc@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,True,False,False,Landscaping Services (561730),2021-11-10 00:08:29.1333333,,,,,,561730.0,,,,,,,,,,,,,,,,,,,
AMB TRANSPORT LLC,LLC,Active,1281948,2020-03-31,11 PEARL ST 2ND FL,WATERBURY,,06704,CT,MULEEN67@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
THE REID ORGANIZATION LLC,LLC,Active,1281952,2022-03-31,26 LANCER RD,RIVERSIDE,United States,06878,CT,mike@mjscpa.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:29.1333333,,,,,,,,,,,,,,,,,,,,,,,,,
GECKO CONSTRUCTION GROUP LLC,LLC,Active,1281953,2019-03-31,237 PRESTON ST,HARTFORD,,06114,CT,GECKOGROUP16@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
AG HANDYMAN EXPRESS LLC,LLC,Active,1281954,2022-03-31,123 CHIPPER RD.,WATERBURY,United States,06704,CT,antgon514@yahoo.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:08:29.1333333,,,,,,238990.0,,,,,,,,,,,,,,,,,,,
"BUILDING CLEANING BY LINDA, LLC",LLC,Active,1281956,2019-03-31,571 GARDEN STREET,HARTFORD,,06112,CT,COLLISBURRELL5@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
E & C CONSTRUCTION SERVICES LLC,LLC,Dissolved,1281957,2020-03-31,35 STARR ROAD SUITE 6,DANBURY,United States,06810,CT,RCPJFERNANDEZ@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1333333,,,,,,,,,,,,,,,,,,,,2021-05-15T00:00:00.000,,,,,
"LASDEN, LLC",LLC,Active,1281958,2022-03-31,110 BEVERLY ST APT 814,BOSTON,United States,02114,MA,EFILE1234@INCFILE.COM,Domestic,2018-08-14,MA,Connecticut,False,False,False,False,False,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers (423620)",2021-11-10 00:08:29.1333333,,,,,,423620.0,,,,,,,,,,,,,,,,,,,
CONSTABLE SERVICES LLC,LLC,Active,1281959,2020-03-31,73 FOXBROOK ROAD 73 FOXBROOK ROAD,EAST HARTLAND,United States,06027,CT,CONSTABLESERVICESLLC@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"PRESTON H. ROBERTS, INC.",Stock,Active,1281961,2022-08-14,3402 ACORN ST. STE 202,WILLIAMSBURG,United States,23188,VA,achsa@cjgeo.com,Foreign,2018-08-14,VA,VA,False,False,False,False,False,Poured Concrete Foundation and Structure Contractors (238110),2021-11-10 00:08:29.1333333,,,2018-08-27,"PRESTON H. ROBERTS, INC.",United States,238110.0,,,,,,,,,,,,,,,,,,,
RED TOWERS LLC,LLC,Active,1281962,2022-03-31,"HARRAL AVENUE, 217",BRIDGEPORT,United States,06604,CT,redtowersllc@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Siding Contractors (238170),2021-11-10 00:08:29.1333333,,,,,,238170.0,,,,,,,,,,,,,,,,,,,
168 OAK STREET LLC,LLC,Active,1281963,2022-03-31,11020 69TH AVENUE,FOREST HILLS,United States,11375,NY,ustoyr@gmail.com,Domestic,2018-08-14,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:29.1333333,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
LIN BELLIVEAU MUSIC LLC,LLC,Active,1281964,2020-03-31,90 MILLSTREAM RD,AMSTON,United States,06231,CT,LINGREG1@COMCAST.NET,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
PRO LANDSCAPING LLC,LLC,Active,1281965,2022-03-31,41 WINSHIP ST,HARTFORD,United States,06114,CT,prolandscapingllctobar@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:08:29.1666667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,cldtravel@comcast.net,APT 2S,,
WE GET THE JOB DONE RIGHT CLEANING SERVICE LLC,LLC,Dissolved,1281966,2022-03-31,7 MORNINGSIDE DRIVE,WEATOGUE,United States,06089,CT,wegetthejobdonerightllc@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:29.1666667,,,,,,812990.0,,,,,,,,,,,,,,2021-09-15T00:00:00.000,,,,,
HOPE MASSAGE INC.,Stock,Active,1281968,2022-08-27,1099 HOPE ST,STAMFORD,United States,06901,CT,wendytax@yahoo.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:29.1666667,,,,,,,,,,,,,,,,,,,2000.0,,2018-08-14,,,,
AERIAL 21 LLC,LLC,Active,1281969,2019-03-31,91 SCHOOL ST,NEW LONDON,,06320,CT,EFILE1234@INCFILE.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
R & M AUTO DETAILING LLC,LLC,Active,1281970,2020-03-31,142 S MAIN ST,EAST WINDSOR,United States,06088,MA,tmn0216@yahoo.com,Domestic,2018-08-14,MA,Connecticut,True,False,False,False,False,Car Washes (811192),2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
GREEN WAVE LANDSCAPES LIMITED LIABILITY COMPANY,LLC,Dissolved,1281971,2019-03-31,11 PEQUOT DRIVE,GALES FERRY,,06335,CT,SCRISCITIELLO@YAHOO.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,,,,,,,,,,,,,,,,,,,,2021-02-15T00:00:00.000,,,,,
MSR GYROS LLC,LLC,Active,1281972,2020-03-31,33 STONY HILL RD,BROOKFIELD,United States,06804,CT,SALEMRABADI@YAHOO.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
FRANK M DEBONO CONSTRUCTION CORP.,Stock,Active,1281973,2019-08-14,4701 35TH STREET,LONG ISLAND CITY,,11101,NY,FRANK.DEBONO@GMAIL.COM,Foreign,2018-08-14,NY,NY,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,2018-09-01,FRANK M DEBONO CONSTRUCTION CORP.,,,,,,,,,,,,,,,,,,,,,
LAM CONSULTING LLC,LLC,Active,1281974,2020-03-31,37 LONG LOTS ROAD,NEW CANAAN,United States,06840,CT,BERIT1@OPTONLINE.NET,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
XPERA CONSULTING LLC,LLC,Active,1281975,2020-03-31,251 WOLFPIT AVE,NORWALK,United States,06851,CT,XPERACONSULTING@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
JESUS MESIAS ONCE LUCERO LLC,LLC,Dissolved,1281976,2019-03-31,"79 COW HILL RD, APT 6",CLINTON,,06413,CT,EDAFIESCHI@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,,,,,,,,,,,,,,,,,,,,2021-02-15T00:00:00.000,,,,,
LIONEL PROPERTIES LLC,LLC,Active,1281977,2022-03-31,28 Winthrop St,New Britain,United States,06052-1729,CT,RHERNANDEZ1107@YAHOO.COM,Domestic,2018-08-14,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:29.1666667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,shawn@tp1040.com,,,
L REALITY LLC,LLC,Active,1281978,2019-03-31,35 GINGER LANE #109,EAST HARFORD,,06118,CT,LETTSCONSTRUCT@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"GIRARD HEALTH & WELLNESS, LLC",LLC,Dissolved,1281979,2021-03-31,269 GEORGETOWN DR,GLASTONBURY,United States,06033,CT,catherinegirard04@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",2021-11-10 00:08:29.1666667,,,,,,621112.0,,,,,,,,,,,,,,2021-02-16T00:00:00.000,,,,,
"BOWMAN REALTY GROUP, LLC",LLC,Active,1281980,2020-03-31,227 LAKE ST,VERNON,United States,06066,CT,APBOWMAN@OUTLOOK.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
UTOPIA CAPITAL MANAGEMENT LLC,LLC,Active,1281981,2019-03-31,1692 COASTAL HIGHWAY,LEWES,,19958,DE,SANDER532@AOL.COM,Foreign,2018-08-14,DE,DE,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,2018-08-14,UTOPIA CAPITAL MANAGEMENT LLC,,,"16192 COASTAL HIGHWAY, LEWS, DE, 19958,",16192 COASTAL HIGHWAY,LEWS,DE,19958,,,,,,,,,,,,,,
ARK TRUCKING LLC,LLC,Active,1281982,2021-03-31,64 LAKEVIEW TERR,DERBY,United States,06418,CT,Ruslankarpach@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:08:29.1666667,Annual report past due,,,,,484121.0,,,,,,,,,,,,,,,,,,,
"707 HANOVER INVESTMENT GROUP, LLC",LLC,Active,1281983,2019-03-31,120 CABLES AVENUE,WATERBURY,,06710,CT,JOSHUALOBL@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
FLANNIGAN LLC,LLC,Active,1281984,2019-03-31,74 FEDERAL ST,WEST HARTFORD,,06110,CT,BRIANFLANNIGAN@MYFLANNIGAN.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
JTSP PRODUCTIONS LLC,LLC,Active,1281985,2020-03-31,10 SPRUCE STREET  10 SPRUCE STREET,SOUTHPORT,United States,06890,CT,TORRES.JOHN.A@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MORALES DRYWALL LLC,LLC,Active,1281986,2022-03-31,288 HANOVER ST 1ST FL,MERIDEN,United States,06451,CT,RMORALES.1476@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),2021-11-10 00:08:29.1966667,,,,,,,,,,,,,,,,,,,,,,,,,
"DREAMFITT, LLC",LLC,Active,1281987,2022-03-31,114 FOX RUN COURT,NEWINGTON,United States,06111,CT,DREAMFITTATHLETICS@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),2021-11-10 00:08:29.1966667,,,,,,448150.0,,,,,,,,,,,,,,,,,,,
TAKE BACK YOUR YOUTH LLC,LLC,Active,1281988,2022-03-31,"44 AMOGERONE CROSSWAY, #7496",GREENWICH,United States,06830,CT,mountaincpa@yahoo.com,Domestic,2018-08-14,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:29.1966667,,,,,,,,,,,,,,,,,,,,,,,,,
LAISSEZFARE LLC,LLC,Active,1281989,2022-03-31,78 HILLANDALE ROAD,WESTPORT,United States,06880,CT,noah.schwartz@outlook.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Wine and Distilled Alcoholic Beverage Merchant Wholesalers (424820),2021-11-10 00:08:29.1966667,,,,,,424820.0,,,,,,,,,,,,,,,,,,,
MIDDLEBURY TAILORING & MORE LLC,LLC,Active,1281990,2020-03-31,572 MIDDLEBURY ROAD,MIDDLEBURY,,06762,CT,RBRIGLIA@OUTLOOK.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
P & J CORPORATIONS LLC,LLC,Active,1281993,2019-03-31,345 SALMON BROOK ST,GRANBY,,06035,CT,MONASPIKE@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"HBW, LLC",LLC,Active,1281994,2021-03-31,76 LONG HILL ROAD,ANDOVER,United States,06232,CT,justinproto@sbcglobal.net,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:29.1966667,Annual report past due,,,,,531110.0,,,,,,,,,,,,,,,,,,,
BAGLUNG LLC,LLC,Active,1281995,2022-03-31,5 BRAINERD ROAD,BRANFORD,United States,06405,CT,mintleaf5596@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:08:29.1966667,,,,,,722511.0,,,,,,,,,,,,,,,,,,,
NR PROPERTIES LLC,LLC,Active,1281999,2022-03-31,11020 69TH AVENUE,FOREST HILLS,United States,11375,NY,ustoyr@gmail.com,Domestic,2018-08-14,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:29.1966667,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
MASTERS AND POWERS INC,Stock,Active,1282000,2020-08-14,No information provided,,,,,MASTERSPOWERS.2018@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,1.0,,,,,,
"DP INVESTMENTS, LLC",LLC,Active,1282002,2019-03-31,3 HEWLETT STREET,WATERBURY,,06710,CT,DLIEBER@BLUESTONEBROKERAGE.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"SOUTHERN ALUMINUM MANUFACTURING ACQUISITION, INC.",Stock,Active,1282003,2021-08-14,5 HWY 82 BYP W,MAGNOLIA,United States,71753,AR,SBLAIR@SOUTHERNALUMINUM.COM,Foreign,2018-08-14,DE,DE,False,False,False,False,False,Institutional Furniture Manufacturing (337127),2021-11-10 00:08:29.1966667,Annual report past due,,2018-08-14,"SOUTHERN ALUMINUM MANUFACTURING ACQUISITION, INC.",United States,,,,,,,,,,,,,,,,,,,,
"ISANTHES, LLC",LLC,Active,1282004,2022-03-31,2003 WESTERN AVE. SUITE 340,SEATTLE,United States,98121,WA,Rocio.Dizon@Isanthesllc.com,Foreign,2018-08-14,DE,DE,False,False,False,False,False,Collection Agencies (561440),2021-11-10 00:08:29.1966667,,,2018-09-01,"ISANTHES, LLC",United States,541611.0,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,,,,,,,
VIRAGO PROPERTY MANAGEMENT LLC,LLC,Active,1282005,2022-03-31,600 WASHINGTON AVENUE E8,NORTH HAVEN,United States,06473,CT,jennifer@viragopm.com,Domestic,2018-08-14,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:08:29.1966667,,,,,,531311.0,,,,,,,,,,,,,,,,,,,
AG CORE CAPITAL INC.,Stock,Active,1282006,2020-08-14,No information provided,,,,,FILINGS@LEGALINC.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.2433333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,100.0,,,,,,
THE SAPPHYRE COMPANY LLC,LLC,Active,1282008,2020-03-31,531 JUPITER BLVD NW,PALM BAY,United States,32907,FL,leggocity@gmail.com,Domestic,2018-08-14,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.2433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
UNIQUE CREATIONS AND EVENTS LLC,LLC,Active,1282009,2019-03-31,533 WOOD AVE,BRIDGEPORT,,06604,CT,EVENTSBYMIRRAH@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.2433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"COUNTRY MECHANICAL, INC.",Stock,Active,1282043,2019-08-14,26 PAUGUSSETT ROAD,SANDY HOOK,,06482,CT,countryairhvac@yahoo.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.7600000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,20000.0,,,,,,
BLUE LINE PHOTO BOOTH LLC,LLC,Active,1282054,2022-03-31,92 SENATE BROOK DRIVE,AMSTON,United States,06231,CT,contact@bluelinephotobooth.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,"Photography Studios, Portrait (541921)",2021-11-10 00:08:29.8066667,,,,,,541921.0,,,,,,,,,,,,,,,,,,,
"BRIDGEPORT PROCESSING & MANUFACTURING, LLC.",LLC,Dissolved,1282062,2021-03-31,155 DAVENPORT STREET,BRIDGEPORT,United States,06607,CT,info@bptpm.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),2021-11-10 00:08:29.8066667,,,,,,339999.0,,,,,,,,,,,,,,2021-02-01T00:00:00.000,,,,,
"ERIC HELLRIEGEL AGENCY, LLC",LLC,Active,1282073,2019-03-31,20 CHURCH HILL ROAD,NEWTOWN,,06470,CT,ECHELLRIEGEL@HOTMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.8366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
SB CONSULTING LLC,LLC,Active,1282074,2022-03-31,107 COOKTOWN ROAD,PRESTON,United States,06365,CT,sballirano@aol.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),2021-11-10 00:08:29.8366667,,,,,,445110.0,,,,,,,,,,,,,,,,,,,
"OMEL, LLC",LLC,Active,1282075,2022-03-31,14 PALISADE TERRACE,GLASTONBURY,United States,06033,CT,luaices@yahoo.com,Domestic,2018-08-14,CT,Connecticut,False,True,True,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:08:29.8366667,,,,,,,,,,,,,,,,,,,,,,,,,
LEO LANDSCAPING & GARDENING LLC,LLC,Active,1282131,2020-03-31,1FL 1FL,HARFORD,United States,06106,CT,ROMANLMENDEZ81@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:30.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
TUCKERNUCK INDUSTRIES LLC,LLC,Active,1282132,2022-03-31,72 LOOMIS ROAD,BOLTON,United States,06043,CT,sadler.timothy@gmail.com,Domestic,2018-08-14,CT,Connecticut,True,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:08:30.4933333,,,,,,238990.0,,,,,,,,,,,,,,,,,,,
J & A INTERNATIONAL LLC,LLC,Active,1282175,2022-03-31,128 FORD RD.,WOODBRIDGE,United States,06525,CT,savinovineyards@sbcglobal.net,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:27.4000000,,,,,,812990.0,,,,,,,,,,,,,,,,,,,
630 QUEEN STREET LLC,LLC,Active,1282176,2019-03-31,60 ROSEMARY DRIVE,BRIDGEPORT,,06606,CT,,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"HCI CLEANING PRODUCTS, LLC",LLC,Active,1282177,2022-03-31,7 GRASSY LANE,WESTFORD,United States,01886,MA,mark@forceofnatureclean.com,Foreign,2018-08-14,DE,DE,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),2021-11-10 00:08:27.4000000,,,2018-08-14,"HCI CLEANING PRODUCTS, LLC",United States,339999.0,"9 E LOOKERMAN ST STE 311, DOVER, DE, 19901,",9 E LOOKERMAN ST STE 311,DOVER,DE,19901,,"9 E LOOCKERMAN ST STE 311, DOVER, DE, 19901, United States",9 E LOOCKERMAN ST STE 311,DOVER,DE,19901,United States,,,,,,,
158 WADE STREET LLC,LLC,Active,1282178,2019-03-31,60 ROSEMARY DRIVE,BRIDGEPORT,,06606,CT,,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
60 ROSEMARY DRIVE LLC,LLC,Active,1282180,2019-03-31,60 ROSEMARY DR.,BRIDGEPORT,,06606,CT,,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
696 LINDLEY STREET LLC,LLC,Active,1282181,2019-03-31,60 ROSEMARY DRIVE,BRIDGEPORT,,06606,CT,,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
116 BANCROFT AVENUE LLC,LLC,Active,1282183,2019-03-31,60 ROSEMARY DRIVE,BRIDGEPORT,,06606,CT,,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
82-84 LAURAL PLACE LLC,LLC,Active,1282185,2019-03-31,60 ROSEMARY DRIVE,BRIDGEPORT,,06606,CT,,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"RESIDENTIAL LOGISTICS SOLUTIONS, LLC",LLC,Active,1282186,2022-03-31,2400 OLD MILL RD,CARROLLTON,United States,75007,TX,compliance@allmysons.com,Foreign,2018-08-14,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),2021-11-10 00:08:27.4300000,,,2017-09-29,"RESIDENTIAL LOGISTICS SOLUTIONS, LLC",United States,551112.0,"1201 N ORANGE ST 400  1201 N ORANGE ST 400, WILMINGTON, DE, 19801, United States",1201 N ORANGE ST 400  1201 N ORANGE ST 400,WILMINGTON,DE,19801,United States,"1201 N ORANGE ST 400, WILMINGTON, DE, 19801, United States",1201 N ORANGE ST 400,WILMINGTON,DE,19801,United States,,,,,,,
HARTFORD COMMUNITY LEADERS DEVELOPMENTAL CORPORATION,Non-Stock,Active,1282195,2019-08-14,16 LITCHFIELD ST.,HARTFORD,,06112,CT,hartfordhcl@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.4300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"TRUE NORTH CRAFT BEVERAGE CO, LLC",LLC,Active,1282197,2022-03-31,41 OTIS ST,NORWICH,United States,06360,CT,THEYARDFATHER07@GMAIL.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Coffee and Tea Manufacturing (311920),2021-11-10 00:08:27.4300000,,,,,,311920.0,,,,,,,,,,,,,,,,,,,
80 OAKLAND STREET LLC,LLC,Active,1282198,2021-03-31,24 ADAMS STREET,MANCHESTER,United States,06042,CT,jonathan.larabee@manchesterhonda.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:08:27.4300000,Annual report past due,,,,,531190.0,,,,,,,,,,,,,,,,,,,
KERRY SANDERS LLC,LLC,Active,1282213,2019-03-31,197 BASSETT ST,NEW BRITAIN,,06051,CT,SUPERKERRY13@YAHOO.COM,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"ORGANIZATION FOR EMERGENCY SERVICES, INC.",Non-Stock,Active,1282225,2019-08-14,2432 ALBANY AVE APT 215,WEST HARTFORD,,06117,CT,huma.salehi@gmail.com,Domestic,2018-08-14,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0700000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
