name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billing_unit,billingcountry,business_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,date_of_organization_meeting
"ESH BUILDERS, LLC",LLC,Withdrawn,,1276466,2021-03-31,253 WEAVER LANE,ELIZABETHVILLE,17023,PA,Foreign,2018-06-15,PA,PA,False,False,False,False,False,,2021-11-10 00:05:59.5933333,,United States,sheldonz@gateam.com,,2018-06-15,"ESH BUILDERS, LLC",United States,"253 WEAVER LANE, ELIZABETHVILLE, PA, 17023,",253 WEAVER LANE,ELIZABETHVILLE,PA,17023,,All Other Specialty Trade Contractors (238990),,"253 WEAVER LANE, ELIZABETHVILLE, PA, 17023, United States",253 WEAVER LANE,ELIZABETHVILLE,PA,17023,United States,,,
"TERRANOVA GENERAL CONTRACTING, LLC",LLC,Withdrawn,,1276725,2019-03-31,ONE MAIN ST UNIT NO 3,NYACK,10960,NY,Foreign,2018-06-15,DE,DE,False,False,False,False,False,,2021-11-10 00:06:02.1233333,,,ESTWART@TERRANOVAGE.COM,,2018-05-09,"TERRANOVA GENERAL CONTRACTING, LLC",,"251 LITTLE FALL DR, WILMINGTON, DE, 19808,",251 LITTLE FALL DR,WILMINGTON,DE,19808,,,,"251 LITTLE FALL DR, WILMINGTON, DE, 19808,",251 LITTLE FALL DR,WILMINGTON,DE,19808,,,,
CONNECTICUT CLOTHING COMPANY LLC,LLC,Dissolved,,1276431,2019-03-31,78 OAKWOOD DR,FAIRFIELD,06824,CT,Domestic,2018-06-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:08.1700000,,,CONNECTICUTCLOTHINGCO@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-12-10T00:00:00.000,,
"J. FRANCESCO ENTERPRISES, LLC",LLC,Dissolved,,1276423,2019-03-31,92 TALLWOOD DRIVE,VERNON,06066,CT,Domestic,2018-06-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:37.6100000,,,RFINGOLD@LAWSSF.COM,,,,,,,,,,,,,,,,,,,2018-09-06T00:00:00.000,,
"CONNECTED PLUG ENTERTAINMENT, LLC",LLC,Dissolved,,1276461,2019-03-31,1345 BARNUM AVE #9 #313,STRATFORD,06614,CT,Domestic,2018-06-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:20.1300000,,,M.COTTEN09@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,2018-12-05T00:00:00.000,,
"EDEL, INC.",Stock,Dissolved,,1276426,2019-06-15,5 WEBB ROAD,WESTPORT,06880,CT,Domestic,2018-06-15,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:27.2866667,,,daniel.cleiman@gmail.com,10000.0,,,,,,,,,,,,,,,,,,2019-06-04T00:00:00.000,,
A GREEN SOLUTION LLC,LLC,Active,Ready for dissolution,1276486,2019-03-31,71 DIANE DRIVE,VERNON,06066,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6966667,,,CONTACT@AGREENSOLUTIONLLC.COM,,,,,,,,,,,,,,,,,,,,,
TRINA WONG LLC,LLC,Active,,1276487,2022-03-31,42 NEWPORT PLACE,FAIRFIELD,06825,CT,Domestic,2018-06-16,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:21.6966667,,United States,TRINAWONGLLC@GMAIL.COM,,,,,,,,,,,"Offices of Physicians, Mental Health Specialists (621112)",,,,,,,,,,
RPM COMMUNICATION CONSULTING LLC,LLC,Active,,1276488,2022-03-31,59 JAFFE TERRACE,COLCHESTER,06415,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6966667,,United States,rpmcommconsulting@gmail.com,,,,,,,,,,,Professional and Management Development Training (611430),611430.0,,,,,,,,,
COSTA HOME IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1276489,2019-03-31,"142 CENTER ST., FL 1",BRIDGEPORT,06604,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6966667,,,AMELIASERVICES@LIVE.COM,,,,,,,,,,,,,,,,,,,,,
ANDRES MANI LLC,LLC,Active,Ready for dissolution,1276490,2019-03-31,1072 HANCOCK AVE APT 1A,BRIDGEPORT,06605,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7133333,,,ANTHONY@DURANGOAGENCY.COM,,,,,,,,,,,,,,,,,,,,,
JOSE HURTADO LLC,LLC,Active,Ready for dissolution,1276491,2019-03-31,23 ANN ST,STAMFORD,06902,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7133333,,,ANTHONY@DURANGOAGENCY.COM,,,,,,,,,,,,,,,,,,,,,
REGAL REALTY INC,Stock,Active,,1276492,2022-06-16,11 Pheasant Run,Windsor,06095-1549,CT,Domestic,2018-06-16,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:21.7133333,,United States,oomilyapoonark@gmail.com,1.0,,,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,
FULL SPEED GARAGE LLC,LLC,Active,,1276494,2022-03-31,575 WAUREGAN RD,DANIELSON,06239,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7133333,,United States,ABATASTINI@NIXONPEABODY.COM,,,,,,,,,,,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,
BEACH IT LLC,LLC,Active,,1276495,2022-03-31,601 QUASSAPAUG ROAD SUITE A,WATERTOWN,06795,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7133333,,United States,calabreselaw@protonmail.com,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,
BLUE THREAD NPD LLC,LLC,Active,Ready for dissolution,1276500,2020-03-31,31 BETTS PL UNIT 5,NORWALK,06855,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7133333,,,MEGANELISE@BLUETHREADNPD.COM,,,,,,,,,,,,,,,,,,,,,
S&E FASHION LLC,LLC,Active,Ready for dissolution,1276502,2019-03-31,33 MOUNTAIN ST,HARTFORD,,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,FASHIONSLAYBOUTIQUE@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
BEAR FLAG BRANDING LLC,LLC,Active,Annual report past due,1276503,2021-03-31,36 SHOREFRONT PARK,NORWALK,06854,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,brian@bearflagbranding.com,,,,,,,,,,,Marketing Consulting Services (541613),,,,,,,,,,
BAKER IMPROVEMENTS LLC,LLC,Active,,1276504,2022-03-31,67 CORNING ROAD UNIT 10,NORWICH,06360,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,baker4improvements@gmail.com,,,,,,,,,,,Residential Remodelers (236118),236118.0,,,,,,,,,
HHW ENTERPRISES LLC,LLC,Active,,1276536,2022-03-31,57 S STONYBROOK DR,MARLBOROUGH,06447,CT,Domestic,2018-06-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,herbertwilliamson@comcast.net,,,,,,,,,,,Residential Property Managers (531311),,,,,,,,,,
LOVE & LIGHT WORKS LLC,LLC,Active,,1273941,2022-03-31,31 INCHCLIFFE DR,GALES FERRY,06335,CT,Domestic,2018-06-18,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:22.9633333,,United States,loveandlightworks@yahoo.com,,,,,,,,,,,Other Personal Care Services (812199),812199.0,,,,,,,,,
J A M V MASONRY LLC,LLC,Active,Ready for dissolution,1276493,2020-03-31,74 SUNNY VALLEY RD,NEW MILFORD,06776,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7133333,,United States,JOSEMEJICANGO101@ICLOUD.COM,,,,,,,,,,,Masonry Contractors (238140),,,,,,,,,,
"CONNECTICUT READING ASSOCIATION, INC.",Non-Stock,Active,Annual report past due,1276496,2020-06-18,109 FAR HORIZON DRIVE,CHESHIRE,06410,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7133333,,,potts.sandra@outlook.com,,,,,,,,,,,,,,,,,,,,,
CASEY PLUMBING SERVICES LLC,LLC,Active,Ready for dissolution,1276505,2019-03-31,78 HOLLYBERRY LANE,PLAINVILLE,06062,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,KATHY@GAZISASSOCIATES.COM,,,,,,,,,,,,,,,,,,,,,
IDEAL CONSTRUCTION OF CT LLC,LLC,Active,Ready for dissolution,1276506,2019-03-31,332 STATE ROUTE 101,AMHERST,03031,NH,Foreign,2018-06-18,NH,NH,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,JOHN@IDEALNH.COM,,2018-06-18,IDEAL CONSTRUCTION OF CT LLC,,"332 STATE ROUTE 101, AMHERST, NH, 03031,",332 STATE ROUTE 101,AMHERST,NH,03031,,,,"332 STATE ROUTE 101, AMHERST, NH, 03031,",332 STATE ROUTE 101,AMHERST,NH,03031,,,,
DOMUS AUREA LLC,LLC,Active,,1276509,2022-03-31,25 COMPO RD S,WESTPORT,06880,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,stefano@daurea.com,,,,,,,,,,,Computer Systems Design Services (541512),541512.0,,,,,,,,,
9 FARM SPRINGS REAL ESTATE LLC,LLC,Active,,1276510,2022-03-31,444 EAST 58TH STREET APARTMENT 3-C,NEW YORK,10022,NY,Domestic,2018-06-18,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,josh45@gmail.com,,,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,
KCA INSTALLER LLC,LLC,Active,Ready for dissolution,1276511,2019-03-31,90 GEM ST,STRATFORD,06614,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,MDEURA2@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,
PREMIER PAY SOLUTIONS LLC,LLC,Active,,1276512,2022-03-31,182 GREY ROCK RD 30 POVERTY RD,SOUTHBURY,06488,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,michelle@premierpaysolutions.com,,,,,,,,,,,Payroll Services (541214),541214.0,,,,,,,,,
PATRICK ARCHAIN ARBORIST LLC,LLC,Active,,1276513,2022-03-31,2 WICKS MANOR DRIVE,DANBURY,06810,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,patarch1@gmail.com,,,,,,,,,,,All Other Personal Services (812990),812990.0,,,,,,,,,
FIRE AND ICE ENTERTAINMENT OF CT LLC,LLC,Active,Ready for dissolution,1276519,2019-03-31,14 BUTLER RD,NORTH HAVEN,06473,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,FIREANDICEENTERTAINMENTOFCT@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
9 FARM SPRINGS LEASING LLC,LLC,Active,,1276520,2022-03-31,444 EAST 58TH STREET APARTMENT 3-C,NEW YORK,10022,NY,Domestic,2018-06-18,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,josh45@gmail.com,,,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,
VALLEJO LLC,LLC,Active,Annual report past due,1276521,2021-03-31,72 FARREN AVE,NEW HAVEN,06513,CT,Domestic,2018-06-18,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:21.7433333,,United States,patricio_3367@hotmail.com,,,,,,,,,,,Residential Remodelers (236118),236118.0,,,,,,,,,
DREAM SPORTS MANAGEMENT LLC,LLC,Active,Ready for dissolution,1276526,2019-03-31,583 MELVILLE AVENUE,FAIRFIELD,06825,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,ATLANTISLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
168 BOND ST. LLC,LLC,Active,Ready for dissolution,1276528,2020-03-31,51 FOREST ROAD SUITE 316-170,MONROE,10950,NY,Domestic,2018-06-18,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,MSHOMESCORP@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
"GOOD SCRIMMAGE PROPERTY MAINTENANCE, LLC",LLC,Active,Ready for dissolution,1276529,2019-03-31,66 MUNSON ROAD,BETHANY,06524,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,,MAKEYOURHOUSEGREATAGAIN@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
GUILFORD MART LLC,LLC,Active,Ready for dissolution,1276532,2020-03-31,455 POST ROAD MANAGER,GUILFORD,06437,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,United States,EJAZKHURRAM12@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
FST LLC,LLC,Active,,1276538,2022-03-31,132 DALEY ST,BRISTOL,06010,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,sureshockin@gmail.com,,,,,,,,,,,Painting and Wall Covering Contractors (238320),238320.0,,,,,,,,,
WINE MERCHANTS ORANGE LLC,LLC,Active,Annual report past due,1276539,2021-03-31,302 RACEBROOK ROAD,ORANGE,06477,CT,Domestic,2018-06-18,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:21.7433333,,United States,jerry@ctliquorlaw.com,,,,,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,,,,,,,,
"NEPTUNE INVESTMENT, LLC",LLC,Active,Ready for dissolution,1276540,2020-03-31,29 BLUERIDGE RD.,FAIRFIELD,06825,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.7433333,,United States,IMRANTAYYAB@ICLOUD.COM,,,,,,,,,,,,,,,,,,,,,
JATO CONSULTING LLC,LLC,Active,Ready for dissolution,1276542,2020-03-31,149 OLD KINGS HIGHWAY SOUTH,DARIEN,06820,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,United States,TREVORMUNDT@OUTLOOK.COM,,,,,,,,,,,,,,,,,,,,,
"FRAGRANCE NIGHT OUT, LLC",LLC,Active,Ready for dissolution,1276543,2019-03-31,3 BISHOP STREET,NEW HAVEN,06511,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,ATTORNEYHALEY@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
FORTIS EQUIPMENT LLC,LLC,Active,Ready for dissolution,1276545,2019-03-31,35 CAROLINE ROAD,EAST HAVEN,06512,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,JMOSKO@FORTISEQUIP.COM,,,,,,,,,,,,,,,,,,,,,
"GOURMET2GO, LLC",LLC,Active,Ready for dissolution,1276546,2019-03-31,266 SOUTH MAIN ST     SUITE D-2,NEWTOWN,06470,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,GOURMET2GO62@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
CAMERON PRESTIGE LLC,LLC,Active,,1276547,2022-03-31,"20C DELCARMINE ST, STE 101 20C DELCARMINE ST, STE 101",WAKEFIELD,01880,MA,Domestic,2018-06-18,MA,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,kv@ocbuyshouses.com,,,,,,,,,,,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,
"COEGIL HOLDINGS, INC.",Stock,Active,,1276548,2022-06-18,59 OLD RD,WESTPORT,06880,CT,Foreign,2018-06-18,DE,DE,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,legal@coegil.com,,2018-06-18,"COEGIL HOLDINGS, INC.",United States,,,,,,,All Other Information Services (519190),519190.0,,,,,,,,,
BE WELL AND HAPPY LLC,LLC,Active,Ready for dissolution,1276549,2019-03-31,306 SOUTHFORD ROAD,SOUTHBURY,06488,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,DONNADSTEVENS60@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
"PANDORA DATA SOLUTIONS, LLC",LLC,Active,Ready for dissolution,1276550,2019-03-31,118 KOZEY RD,EASTFORD,06242,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,PANDORADATASOLUTIONS@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
PURELY JUICE AND CYCLE BAR LLC,LLC,Active,Ready for dissolution,1276551,2020-03-31,730 EAST ST.,MIDDLETOWN,06457,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,United States,Kmz4711@yahoo.com,,,,,,,,,,,,,,,,,,,,,
PINELLI PROPERTIES LLC,LLC,Active,Annual report past due,1276553,2021-03-31,35 MAPLE STREET,MERIDEN,06450,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,CASSAFORTE1213@AOL.COM,,,,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,
CHINATOWN KITCHEN 888 INC,Stock,Active,,1276554,2022-08-16,444 Rubber Ave,Naugatuck,06770-3969,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,easinc88@gmail.com,200.0,,,,,,,,,,Limited-Service Restaurants (722513),,,,,,,,,,2018-07-16
HAS IT ALL MEDIA LLC,LLC,Active,,1276555,2022-03-31,100 OAKVIEW DR 6-202,TRUMBULL,06611,CT,Domestic,2018-06-18,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,thehangryitaliangirl@gmail.com,,,,,,,,,,,Other Personal Care Services (812199),,,,,,,,,,
INNOVATIVE HEATING AND AIR CONDITIONING LLC,LLC,Active,Ready for dissolution,1276556,2019-03-31,44 CHITTENDEN ROAD,KILLINGWORTH,06419,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,INNOVATIVEHEATINGANDAIR@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
BLUES PACKAGE LLC,LLC,Active,Ready for dissolution,1276557,2020-03-31,139 BARBOUR STREET,HARTFORD,06120,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,United States,LOVELEEN1998@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
WATERBURY HEALTH - ALLIANCE ALLERGY LIMITED LIABILITY COMPANY,LLC,Active,Ready for dissolution,1276558,2020-03-31,950 PENINSULA CORPORATE CIRCLE SUITE 2012,BOCA RATON,33487,FL,Foreign,2018-06-18,FL,FL,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,KRISTA@SYMPTAGROUP.COM,,2018-05-14,WATERBURY HEALTH - ALLIANCE ALLERGY LIMITED LIABILITY COMPANY,,"950 PENINSULA CORPORATE CIRCLE SUITE 2012, BOCA RATON, FL, 33487,",950 PENINSULA CORPORATE CIRCLE SUITE 2012,BOCA RATON,FL,33487,,,,"950 PENINSULA CORPORATE CIRCLE SUITE 2012, BOCA RATON, FL, 33487,",950 PENINSULA CORPORATE CIRCLE SUITE 2012,BOCA RATON,FL,33487,,,,
GORNEAULT REMODELING LLC,LLC,Active,,1276559,2022-03-31,292 RIVER ROAD,LEYDEN,01337,MA,Foreign,2018-06-18,MA,MA,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,gorneaultremodeling@verizon.net,,2018-06-18,GORNEAULT REMODELING LLC,United States,"292 RIVER ROAD, LEYDEN, MA, 01337,",292 RIVER ROAD,LEYDEN,MA,01337,,Residential Remodelers (236118),236118.0,"292 RIVER ROAD, LEYDEN, MA, 01337, United States",292 RIVER ROAD,LEYDEN,MA,01337,United States,,,
THE JORDAN INTERNATIONAL COMPANY,Stock,Active,Annual report past due,1276560,2021-06-18,2319 WHITNEY AVENUE SUITE 4A,HAMDEN,06518,CT,Foreign,2018-06-18,DE,DE,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,adammassa.jic@snet.net,,2008-01-01,THE JORDAN INTERNATIONAL COMPANY,United States,,,,,,,Metal Service Centers and Other Metal Merchant Wholesalers (423510),423510.0,,,,,,,,,
GAMECO LLC,LLC,Active,,1276564,2022-03-31,731 EAST PILOT RD SUITE C  731 EAST PILOT RD SUITE C,LAS VEGAS,89119,NV,Foreign,2018-06-18,DE,DE,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,pat.boggs@gameco.com,,2018-06-04,GAMECO LLC,United States,"401 FEDERAL ST #4, DOVER, DE, 19901, United States",401 FEDERAL ST #4,DOVER,DE,19901,United States,Other Electronic and Precision Equipment Repair and Maintenance (811219),811219.0,"731 EAST PILOT RD SUITE C, LAS VEGAS, NV, 89117, United States",731 EAST PILOT RD SUITE C,LAS VEGAS,NV,89117,United States,,,
"WAGGONNER & BALL, LLC",LLC,Active,Ready for dissolution,1276565,2020-03-31,2200 PRYTANIA STREET,NEW ORLEANS,70130,LA,Foreign,2018-06-18,LA,LA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,United States,leah@wbae.com,,2018-06-18,"WAGGONNER & BALL, LLC",United States,"2200 PRYTANIA STREET, NEW ORLEANS, LA, 70130,",2200 PRYTANIA STREET,NEW ORLEANS,LA,70130,,Architectural Services (541310),541310.0,"2200 PRYTANIA STREET, NEW ORLEANS, LA, 70130, United States",2200 PRYTANIA STREET,NEW ORLEANS,LA,70130,United States,,,
"INDIAN RIDGE APARTMENTS, LLC",LLC,Active,,1276566,2022-03-31,501 ROOSEVELT DRIVE,DERBY,06418,CT,Domestic,2018-06-18,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,drewbaklik@gmail.com,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,
USBND LLC,LLC,Active,Ready for dissolution,1276568,2019-03-31,62 WHITMORE LN,STAMFORD,06902,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,EFILE1234@INCFILE.COM,,,,,,,,,,,,,,,,,,,,,
"FLORGEN,LLC",LLC,Active,Ready for dissolution,1276569,2020-03-31,189 ECHO HILL DRIVE,STAMFORD,06903,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,United States,NRGSPRAYFOAM@YAHOO.COM,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,
"GTGCT HAMDEN, L.L.C.",LLC,Active,,1276571,2022-03-31,2380 DIXWELL AVENUE,HAMDEN,06510,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,pwalker@gtgct.com,,,,,,,,,,,All Other Health and Personal Care Stores (446199),446199.0,,,,,,,,,
"MCP DEVELOPMENT GROUP, LLC",LLC,Active,Ready for dissolution,1276572,2019-03-31,334 LOST DISTRICT DRIVE,NEW CANAAN,06840,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,PRAKESH@SRAAM.COM,,,,,,,,,,,,,,,,,,,,,
"GTGCT NORTH HAVEN, L.L.C.",LLC,Active,,1276573,2022-03-31,269 UNIVERSAL DRIVE,NORTH HAVEN,06473,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,pwalker@gtgct.com,,,,,,,,,,,All Other Health and Personal Care Stores (446199),446199.0,,,,,,,,,
"GTGCT WATERBURY, L.L.C.",LLC,Active,,1276574,2022-03-31,920 WOLCOTT STREET,WATERBURY,06705,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,pwalker@gtgct.com,,,,,,,,,,,All Other Health and Personal Care Stores (446199),446199.0,,,,,,,,,
"GTGCT WATERTOWN, L.L.C.",LLC,Active,,1276575,2022-03-31,1142 MAIN STREET,WATERTOWN,06795,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,pwalker@gtgct.com,,,,,,,,,,,All Other Health and Personal Care Stores (446199),446199.0,,,,,,,,,
JR COMPLETE CONSTRUCTION INC,Stock,Active,Ready for dissolution,1276576,2019-06-18,1004 JUNIPER CT,WEST DEPTFORD,08096,NJ,Foreign,2018-06-18,PA,PA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,,EMILLY@BSASSESSORIA.COM,,2018-05-01,JR COMPLETE CONSTRUCTION INC,,,,,,,,,,,,,,,,,,
"CHASE MADISON, LLC",LLC,Active,,1276579,2022-03-31,140 PINE STREET 140 PINE STREET,BRISTOL,06010,CT,Domestic,2018-06-18,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9933333,,United States,david@davidlamanna.com,,,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,
