name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,business_email_address,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,office_jurisdiction_3,date_of_organization_meeting
"LEGACY FUEL, LLC",LLC,Active,Ready for dissolution,1267263,2019-03-31,75 S TURNPIKE ROAD,WALLINGFORD,06492,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,HITAL.PATEL@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"BRASS CITY COMMERCIAL PROPERTIES, LLC",LLC,Active,Ready for dissolution,1267264,2020-03-31,1344 New Haven Rd,Naugatuck,06770-5038,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,United States,BRASSCITY@BRASSCITYTECH.COM,Machine Tool Manufacturing (333517),,,,,,,,,,,,,,,,,,,,,,
"OAKDALE MART, LLC",LLC,Active,Ready for dissolution,1267265,2019-03-31,75 S TURNPIKE ROAD,WALLINGFORD,06492,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,HITAL.PATEL@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"GREAT QUALITY FLOORS, LLC",LLC,Active,,1267267,2022-03-31,59 MIX ST,BRISTOL,06010,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,United States,CATTYMARTINEZ@SBCGLOBAL.NET,Flooring Contractors (238330),236115.0,,,,,,,,,,,,,,,,,,,,,
"ROMP7, LLC",LLC,Active,Ready for dissolution,1267268,2019-03-31,6 OAK LANE,OLD GREENWICH,06870,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,ANANYM07@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
SHELTON SPORTS OUTREACH LLC,LLC,Active,Ready for dissolution,1267269,2019-03-31,251 ROOSEVELT DRIVE,DERBY,06418,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,DOUG@GROWLER-STATION.COM,,,,,,,,,,,,,,,,,,,,,,,
CLOVER & IVY LLP,LLP,Active,Ready for dissolution,1267271,2019-03-20,109 FLAT ROCK ROAD SOUTH,KENT,06785,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,SDAJ081862@AOL.COM,,,,,,,,,,,,,,,,,,,,,,,
MRS REMODELING LLC,LLC,Dissolved,,1267272,2019-03-31,14 HONEK ST,MILFORD,06460,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:20.9300000,,ATLANTISLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,2020-12-14T00:00:00.000,,,,
FFXP'S FITNESS FOUNDATION INC.,Non-Stock,Active,First report past due,1267274,2020-03-20,No information provided,,,,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:08:20.9300000,,NAIDA@THEFFXP.COM,,,,,,,,,,,,,,,,,,,,,,,
A ONE MANAGEMENT LLC,LLC,Active,Ready for dissolution,1267275,2019-03-31,140 CAPTAIN THOMAS BLVD SUITE 211,WEST HAVEN,06516,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9300000,,THINKDOHAVE123@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"QIMA (US), LLC",LLC,Active,,1267276,2022-03-31,352 SONWIL DRIVE,BUFFALO,14225,NY,Foreign,2018-03-20,NY,NY,False,False,False,False,False,,2021-11-10 00:08:20.9600000,United States,KELLSIE.METZGER@QIMA.COM,Testing Laboratories (541380),541380.0,,2017-05-29,"QIMA (US), LLC",United States,"352 SONWIL DRIVE, BUFFALO, NY, 14225,",352 SONWIL DRIVE,BUFFALO,NY,14225,,"352 SONWIL DRIVE, BUFFALO, NY, 14225, United States",352 SONWIL DRIVE,BUFFALO,NY,14225,United States,,,,,
GROUND LEVEL PROMOTIONS LLC,LLC,Active,Ready for dissolution,1267277,2019-03-31,37 WALLACE ST,WEST HAVEN,06516,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,,NATEGREEN1718@AOL.COM,,,,,,,,,,,,,,,,,,,,,,,
"ROCHELLE'S, INC.",Stock,Active,First report past due,1267280,2020-03-20,No information provided,,,,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:08:20.9600000,,ROCHELLE.LARUE@YAHOO.COM,,,1200.0,,,,,,,,,,,,,,,,,,,,
JOTHA DANCE SERVICES LLC,LLC,Active,Ready for dissolution,1267281,2019-03-31,162 BROADWAY,BRIDGEPORT,06604,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,,KELLYNHASILVA802@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
JP AUTO REPAIR LLC,LLC,Active,Ready for dissolution,1267282,2019-03-31,20 GARLAND DR,STAMFORD,06907,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,,JOSHUAFCB2005@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"PJ'S TRUCKING, LLC",LLC,Active,Ready for dissolution,1267283,2019-03-31,219 FOOD TERMINAL PLAZA,NEW HAVEN,06511,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,,JAMIEJARJURA@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"J & J PELHAM, LLC",LLC,Active,Ready for dissolution,1267284,2019-03-31,219 FOOD TERMINAL PLAZA,NEW HAVEN,06511,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,,JAMIEJARJURA@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"CENTER FOR HOLISTIC HEALTHCARE, PLLC",LLC,Active,Annual report past due,1267285,2021-03-31,1420 MAIN ST  UNIT 124,GLASTONBURY,06033,CT,Domestic,2018-03-20,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:20.9600000,United States,ams71556@gmail.com,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,,,,,,,,,,,,,,,,,,,,
SMITH CAPITAL PROPERTIES LLC,LLC,Active,Annual report past due,1267286,2021-03-31,200 GLOVER AVE 220B,NORWALK,06850,CT,Domestic,2018-03-20,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:20.9600000,United States,MICHAEL.SMITH@SMITHCAPITALPROPERTIES.COM,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,
LISBOA CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1267287,2019-03-31,72 YORK STREET,WATERBURY,06704,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,,ALMIGHTGOD7@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
PONTIAC BALLOONING LLC,LLC,Active,Ready for dissolution,1267289,2020-03-31,5 CORNELL ROAD,NEW MILFORD,06776,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,United States,JONRAYMOND@ATT.NET,,,,,,,,,,,,,,,,,,,,,,,
J & M DELIVERY L.L.C.,LLC,Active,Ready for dissolution,1267291,2019-03-31,9 RANDOLPH AVE FLR 2,MERIDEN,06451,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9600000,,JMDELIVERYLLC06451@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"GAD POWDER COATING, LLC",LLC,Active,,1267293,2022-03-31,94 HOLLY ST,WATERBURY,06706,CT,Domestic,2018-03-20,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:20.9600000,United States,gadpowdercoating@gmail.com,Paint and Coating Manufacturing (325510),325510.0,,,,,,,,,,,,,,,,,,,,,
HOCKEY PROSPX ACADEMY LLC,LLC,Active,Ready for dissolution,1267295,2019-03-31,"184 SUMMER ST, APT. 610",STAMFORD,06901,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9766667,,INFO@HOCKEYPROSPX.COM,,,,,,,,,,,,,,,,,,,,,,,
"SNYDER ARCHITECTS, LLC",LLC,Active,,1267420,2022-03-31,23 EAST LAKE RD,TRUMBULL,06611,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3533333,United States,brian@snyderarchitects.com,Architectural Services (541310),541310.0,,,,,,,,,,,,,,,,,,,,,
IGLESIA DE DIOS (ISRAELITA),Religious,Active,,1267760,,No information provided,,,,Domestic,2018-03-20,,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3533333,,,,,,,,,,,,,,,,,,,,,,,,,
"VETS2SET, INC.",Non-Stock,Active,,1268496,2022-03-20,8754 LAKES BLVD.,WEST PALM BEACH,33412,FL,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,sasofsky@vets2set.org,Civic and Social Organizations (813410),813410.0,,,,,,,,,,,,,,,,,,,,,
"BELLAMAR, LLC",LLC,Active,,1268499,2022-03-31,21 SNIPES TERRACE,MIDDLETOWN,06457,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7266667,United States,mishsilviadimauro@gmail.com,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,,
"KATB RENTALS, LLC",LLC,Active,,1268502,2022-03-31,207 ROGERS ROAD,NORWICH,06360,CT,Domestic,2018-03-20,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:23.7266667,United States,KATBRENTALSLLC@GMAIL.COM,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,
"THURSDAY MORNING PRODUCTIONS, LLC",LLC,Active,Ready for dissolution,1268507,2019-03-31,4 CACCAMO LANE,WESTPORT,06880,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,LINDSAYCZARNIAK@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"LINDSAY CZARNIAK, LLC",LLC,Active,Ready for dissolution,1268508,2019-03-31,4 CACCAMO LANE,WESTPORT,06880,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,LINDSAYCZARNIAK@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
THE PLANT BOUTIQUE LLC,LLC,Active,Ready for dissolution,1268509,2019-03-31,27 COOGAN BOULEVARD BUILDING 15F,MYSTIC,06355,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.7266667,,AHETTICK2324@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"VACO BRIDGEWATER, LLC",LLC,Withdrawn,,1267779,2020-03-31,5410 MARYLAND WAY STE 460,BRENTWOOD,37027,TN,Foreign,2018-03-20,TN,TN,False,False,False,False,False,,2021-11-10 00:05:56.8433333,,TAXES@VACO.COM,,,,2018-03-20,"VACO BRIDGEWATER, LLC",,"5410 MARYLAND WAY STE 460, BRENTWOOD, TN, 37027,",5410 MARYLAND WAY STE 460,BRENTWOOD,TN,37027,,"5410 MARYLAND WAY STE 460, BRENTWOOD, TN, 37027,",5410 MARYLAND WAY STE 460,BRENTWOOD,TN,37027,,,,,,
VINTAGE CARIBBEAN RESTAURANT LLC,LLC,Dissolved,,1267209,2019-03-31,65 RUBBER AVE,NAUGATUCK,06770,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:56.8100000,,JERMAINE.ROCKHEAD@GMAIL.COM,,,,,,,,,,,,,,,,,,,2020-02-28T00:00:00.000,,,,
"TWIRL-A-LOTTIES, LLC",LLC,Dissolved,,1267266,2019-03-31,127 BURRITT AVE,STRATFORD,06615,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:17.1900000,,JKRAYESKI2011@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-01-01T00:00:00.000,,,,
"TECHDEMNITY INSURANCE, LLC",LLC,Dissolved,,1266972,2019-03-31,2389 MAIN STREET,GLASTONBURY,06033,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:05.4800000,,EDFOLEY@THEFOLEYINSURANCEGROUP.COM,,,,,,,,,,,,,,,,,,,2020-03-24T00:00:00.000,,,,
"BEAR STEEL CONSTRUCTION, LLC",LLC,Dissolved,,1267019,2019-03-31,315 BUTLERTOWN ROAD,OAKDALE,06380,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:22.9033333,,LINDA@BANDWPAVING.COM,,,,,,,,,,,,,,,,,,,2019-01-30T00:00:00.000,,,,
"WANG & COMPANY, LLC",LLC,Withdrawn,,1267215,2020-03-31,82 WENDELL AVENUE STE 100,PITTSFIELD,01201,MA,Foreign,2018-03-20,MA,MA,False,False,False,False,False,,2021-11-10 00:04:31.9533333,United States,hewang@wangcompany.com,,,,2018-03-20,"WANG & COMPANY, LLC",United States,"82 WENDELL AVENUE STE 100, PITTSFIELD, MA, 01201,",82 WENDELL AVENUE STE 100,PITTSFIELD,MA,01201,,"82 WENDELL AVENUE STE 100, PITTSFIELD, MA, 01201, United States",82 WENDELL AVENUE STE 100,PITTSFIELD,MA,01201,United States,,,,,
"RS-ORBIT STRATEGIES, LLC",LLC,Withdrawn,,1267248,2020-03-31,137 ROWAYTON AVE SUITE 200,NORWALK,06853,CT,Foreign,2018-03-20,DE,DE,False,False,False,False,False,,2021-11-10 00:04:51.5066667,United States,DCONNORS@ROCKETSTRATEGIESLLC.COM,,,,2018-03-16,"RS-ORBIT STRATEGIES, LLC",United States,"850 NEW BURTON RD. SUITE 201, DOVER, DE, 19904,",850 NEW BURTON RD. SUITE 201,DOVER,DE,19904,,"850 NEW BURTON RD. SUITE 201, DOVER, DE, 19904, United States",850 NEW BURTON RD. SUITE 201,DOVER,DE,19904,United States,,,,,
FALCON TRANSPORTATION LLC,LLC,Dissolved,,1267294,2020-03-31,811 ATLANTIC ST APT. 3,STAMFORD,06902,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:52.8033333,United States,WAWEL@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,2020-07-23T00:00:00.000,,,,
HALLIDEV SOFTWARE LLC,LLC,Dissolved,,1267261,2021-03-31,294 BRIARWOOD DR,MANCHESTER,06040,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:56.7900000,United States,EFILE1234@INCFILE.COM,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,2020-10-14T00:00:00.000,,,,
"JAMES BAY, LLC",LLC,Dissolved,,1267251,2019-03-31,64 HIGHVIEW AVE.,STAMFORD,06907,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:00.2466667,,JAMESBAYCO@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-03-30T00:00:00.000,,,,
MATOS CLEANING LLC.,LLC,Dissolved,,1267249,2020-03-31,91 MERCHANT STREET,BRIDGEPORT,06604,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:03.2166667,,DIASTOTALHELP2015@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,2019-03-02T00:00:00.000,,,,
"RS-AURELIOS, LLC",LLC,Withdrawn,,1267252,2019-03-31,137 ROWAYTON AVE SUITE 200,NORWALK,06853,CT,Foreign,2018-03-20,DE,DE,False,False,False,False,False,,2021-11-10 00:05:22.4533333,,DCONNORS@ROCKETSTRATEGIESLLC.COM,,,,2018-03-16,"RS-AURELIOS, LLC",,"850 NEW BURTON RD SUITE 201, DOVER, DE, 19904,",850 NEW BURTON RD SUITE 201,DOVER,DE,19904,,"850 NEW BURTON RD SUITE 201, DOVER, DE, 19904,",850 NEW BURTON RD SUITE 201,DOVER,DE,19904,,,,,,
CONTESSA LIQUOR STORE LLC,LLC,Dissolved,,1266943,2020-03-31,505 WOLCOTT ST,WATERBURY,06705,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.1566667,United States,ALEXIASTRUMI2005@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,2019-10-15T00:00:00.000,,,,
"71 BROOKS ROAD, LLC",LLC,Dissolved,,1267245,2019-03-31,134 OLMSTEAD ROAD,WILTON,06897,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:14.6566667,,JULIECROMWELL27@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-08-02T00:00:00.000,,,,
"GREENHEALTH WELLNESS, LLC",LLC,Dissolved,,1266930,2019-03-31,36 WESTMONT ST,WEST HARTFORD,06117,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:34.0200000,,TODDLEVY10@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-04-29T00:00:00.000,,,,
C.PATEL. LLC,LLC,Dissolved,,1267204,2019-03-31,404 RIDGEFIELD RD,WILTON,06897,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:44.1966667,,CPATELLLC@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-01-28T00:00:00.000,,,,
MIKE REILLY MEMORIAL FOUNDATION INC.,Non-Stock,Dissolved,,1267119,2020-03-20,No information provided,,,,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:43.5700000,,,,,,,,,,,,,,,,,,,,,2020-04-16T00:00:00.000,,,,
"PIXEL WORKSHOP, LLC",LLC,Dissolved,,1267279,2021-03-31,40 POND MILL RD.,PLANTSVILLE,06479,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:38.3500000,United States,witold.chrzastek@outlook.com,Custom Computer Programming Services (541511),,,,,,,,,,,,,,,,,,2020-09-18T00:00:00.000,,,,
"THUNDER LAKE CONSULTING, INC.",Stock,Dissolved,,1267242,2020-03-20,21 THUNDER LAKE ROAD,WILTON,06897,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:26.0200000,United States,sjsweeney726@gmail.com,,,20000.0,,,,,,,,,,,,,,,,2019-12-04T00:00:00.000,,,,
INTERNATIONAL HOME IMPROVEMENT SERVICES LLC,LLC,Dissolved,,1267298,2019-03-31,36 GRACE ST,HARTFORD,06106,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:22.1933333,,MONASPIKE@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-06-13T00:00:00.000,,,,
LAKESIDE RETREAT LLC,LLC,Dissolved,,1268506,2019-03-31,73 LAKESIDE DRIVE,ASHFORD,06278,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:17.3633333,,DENISEPILLION@SBCGLOBAL.NET,,,,,,,,,,,,,,,,,,,2020-02-18T00:00:00.000,,,,
FOXWORD GROUP LLC,LLC,Dissolved,,1267196,2019-03-31,166 OLD BROOKFIELD RD STE 21-1,DANBURY,06811-4036,CT,Domestic,2018-03-20,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:52.6633333,,INTERPOINT@GMX.COM,,,,,,,,,,,,,,,,,,,2019-04-02T00:00:00.000,,,,
GUILFORD RADIOLOGY LLC,LLC,Active,,1262972,2022-03-31,57 SOUTH MAIN ST,MIDDLETOWN,06457,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:21.6200000,United States,cguilmette@uks.com,Diagnostic Imaging Centers (621512),621512.0,,,,,,,,,,,,,,,,,,,,,
"EDLC, LLC",LLC,Active,Ready for dissolution,1264248,2020-03-31,75 MANDEL DRIVE,SOUTHINGTON,06489,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:20.8700000,United States,KATA@NEWBRITAINLAW.COM,,,,,,,,,,,,,,,,,,,,,,,
DYLAN LLC,LLC,Active,,1267089,2022-03-31,2 ALTHEA LANE 2 ALTHEA LANE,DARIEN,06820,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3066667,United States,gilhoolyr@yahoo.com,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,
"OCTOBER ROAD, LLC",LLC,Active,Ready for dissolution,1267105,2019-03-31,4 GREEN HILL ROAD 2ND FLOOR,WASHINGTON DEPOT,06794,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3533333,,CRAIGCOOPER226@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
ENERGY COGEN LLC,LLC,Active,,1267107,2022-03-31,27 LUCY WAY,SIMSBURY,06070,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3533333,United States,peter.christman@outlook.com,Other Management Consulting Services (541618),,,,,,,,,,,,,,,,,,,,,,
"UB STRATFORD I, LLC",LLC,Active,,1267109,2022-03-31,321 RAILROAD AVE,GREENWICH,06830,CT,Foreign,2018-03-21,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,lsantangelo@ubproperties.com,Other Activities Related to Real Estate (531390),531390.0,,2018-03-23,"UB STRATFORD I, LLC",United States,"321 RAILROAD AVENUE  321 RAILROAD AVENUE, GREENWICH, CT,",321 RAILROAD AVENUE  321 RAILROAD AVENUE,GREENWICH,CT,,,"1675 SOUTH STATE ST STE B, DOVER, DE, 19901,",1675 SOUTH STATE ST STE B,DOVER,DE,19901,,,,,,
86-88 LANCASTER RD. LLC,LLC,Active,Annual report due,1267110,2021-03-31,88 Lancaster Rd,West Hartford,06119-1524,CT,Domestic,2018-03-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,lindapblack@gmail.com,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,
106-108 LANCASTER RD. LLC,LLC,Active,Annual report due,1267111,2021-03-31,88 Lancaster Rd,West Hartford,06119-1524,CT,Domestic,2018-03-21,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,LINDAPBLACK@GMAIL.COM,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,
"DRIVEWAYS BY H&M,LLC",LLC,Active,Ready for dissolution,1267112,2020-03-31,298 MAIN ST,BERLIN,06037,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3833333,United States,TINACOOPER789@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
"BP ROYAL, LLC",LLC,Active,,1267113,2022-03-31,4 NEW LANE,CROMWELL,06416,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,pauljreiman@gmail.com,Nonresidential Property Managers (531312),531312.0,,,,,,,,,,,,,,,,,,,,,
GRAND BEAUTY SALON LLC,LLC,Active,,1267115,2022-03-31,252 GRAND AVE,NEW HAVEN,06513,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3833333,United States,LBOTELHO@ROHUER.COM,Beauty Salons (812112),812112.0,,,,,,,,,,,,,,,,,,,,,
"AFRICAN AMERICAN RESEARCH COLLABORATIVE, L.L.C.",LLC,Active,Ready for dissolution,1267123,2019-03-31,91 EAST PEARL STREET,NEW HAVEN,06513,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:22.3833333,,BRITNEY@FERNANDEZADVISORS.NET,,,,,,,,,,,,,,,,,,,,,,,
TEAM OF FLOORS LLC,LLC,Active,Ready for dissolution,1267133,2019-03-31,109 STEWART ST,BRISTOL,06010,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:23.0400000,,,,,,,,,,,,,,,,,,,,,,,,,
RESOLUTE DENTAL PARTNERS LLC,LLC,Active,,1267135,2022-03-31,190 HEMPSTEAD STREET,NEW LONDON,06320,CT,Domestic,2018-03-21,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0400000,United States,resolutedentalpartners@gmail.com,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,,
"CA SENIOR FARMINGTON CT PROPERTY OWNER, LLC",LLC,Active,,1267137,2022-03-31,130 E. RANDOLPH STREET SUITE 2100,CHICAGO,60601,IL,Foreign,2018-03-21,DE,DE,False,False,False,False,False,,2021-11-10 00:08:23.0400000,United States,kdarden@polsinelli.com,Other Activities Related to Real Estate (531390),531390.0,,2018-03-20,"CA SENIOR FARMINGTON CT PROPERTY OWNER, LLC",United States,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
"CA SENIOR SIMSBURY CT PROPERTY OWNER, LLC",LLC,Active,,1267139,2022-03-31,130 E. RANDOLPH STREET SUITE 2100,CHICAGO,60601,IL,Foreign,2018-03-21,DE,DE,False,False,False,False,False,,2021-11-10 00:08:23.0400000,United States,kdarden@polsinelli.com,Other Activities Related to Real Estate (531390),531390.0,,2018-03-20,"CA SENIOR SIMSBURY CT PROPERTY OWNER, LLC",United States,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
