name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting,mailing_address
"SONDHUS, LLC",LLC,Active,,1273366,2022-03-31,223 KENT ROAD BLDG #5 UNIT 230,NEW MILFORD,United States,06776,CT,jim@sondhus.com,Foreign,2018-05-16,NY,NY,False,False,False,False,False,Wood Office Furniture Manufacturing (337211),238310.0,2021-11-10 00:10:23.5733333,,2018-05-10,"SONDHUS, LLC","1287 ATLANTIC AVENUE #10, BROOKLYN, NY, 11216,",1287 ATLANTIC AVENUE #10,BROOKLYN,NY,11216,"1287 ATLANTIC AVENUE #10, BROOKLYN, NY, 11216, United States",1287 ATLANTIC AVENUE #10,BROOKLYN,NY,11216,United States,,United States,,,,,,
RAPYD FIRE ENTERTAINMENT LLC,LLC,Active,Ready for dissolution,1273378,2019-03-31,20 ADNA ROAD APT 12,BRISTOL,,06010,CT,RAPYDFIREENT@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
LA BEE & CO LLC,LLC,Active,Ready for dissolution,1273379,2019-03-31,12 ECHO POND RD,MONROE,,06468,CT,,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.0733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SAW CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1273382,2019-03-31,128 HANCOCK ST,SPRINGFIELD,,01109,MA,DARRELLSPRIN10@AOL.COM,Foreign,2018-05-16,MA,MA,False,False,False,False,False,,,2021-11-10 00:10:24.0733333,Failure to file Annual Report,2018-05-16,SAW CONSTRUCTION LLC,"128 HANCOCK ST, SPRINGFIELD, MA, 01109,",128 HANCOCK ST,SPRINGFIELD,MA,01109,"128 HANCOCK ST, SPRINGFIELD, MA, 01109,",128 HANCOCK ST,SPRINGFIELD,MA,01109,,,,,,,,,
CRAFTCAST PRODUCTIONS LLC,LLC,Active,Ready for dissolution,1273397,2019-03-31,407 NEWTOWN AVE,NORWALK,,06851,CT,,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"CRESSET SPG, LLC",LLC,Active,Ready for dissolution,1273402,2020-03-31,444 W. LAKE ST. 47TH FLOOR,CHICAGO,United States,60606,IL,angel.avalos@dlapiper.com,Foreign,2018-05-16,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:24.1200000,Failure to file Annual Report,2018-05-16,"CRESSET SPG, LLC","1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,United States,,,,,,
CAR TOYS LLC,LLC,Active,Ready for dissolution,1273404,2019-03-31,104 MAIN ST,BERLIN,,06037,CT,JOEYCARRUBBA@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.1200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
RAISING BABIES CORP.,Non-Stock,Active,Annual report past due,1273406,2022-01-08,258 SOUTH MAIN STREET,THOMASTON,United States,06787-1815,CT,ASK@KNOTTLAW.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),,2021-11-10 00:10:24.1200000,,,,,,,,,,,,,,,,,,,,,,
"NANCY RUTH BEAUTY, LLC",LLC,Active,Annual report past due,1273432,2021-03-31,17 EAST STREET 1ST FLOOR,NEW MILFORD,United States,06776,CT,Nancyruthbeauty@icloud.com,Domestic,2018-05-16,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:10:24.1500000,,,,,,,,,,,,,,,,,,,,,,
"SACRED HEART OF JESUS DAYCARE-PRESCHOOL-KINDERGARTEN, INC.",Non-Stock,Active,Annual report past due,1273433,2021-05-16,90 CHAPEL HILL ROAD,NORTH HAVEN,United States,06473,CT,paul@ccotax.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Elementary and Secondary Schools (611110),611110.0,2021-11-10 00:10:24.1500000,,,,,,,,,,,,,,,,,,,,,,
JAYCEONS MANAGEMENT LLC,LLC,Active,Annual report past due,1273441,2021-03-31,80 GRANBY ST,BLOOMFIELD,United States,06002,CT,joeldix1673@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:10:24.7933333,,,,,,,,,,,,,,,,,,,,,,
"ENER-G RUDOX, LLC",LLC,Active,,1273442,2022-03-31,3 ROSELL DRIVE,BALLSTON LAKE,United States,12019,NY,kayla@corpcreations.com,Foreign,2018-05-16,DE,DE,False,False,False,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:10:24.7933333,,2018-04-09,"ENER-G RUDOX, LLC","3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810,United States,United States,United States,,,,,,
121 FISHER ROAD LLC,LLC,Active,,1273443,2022-03-31,83 EDMUND RD,ARLINGTON,United States,02474,MA,jonathan@cognaisent.com,Domestic,2018-05-16,MA,Connecticut,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:10:24.7933333,,,,,,,,,,,,,,,,,,,,,,
Z STRATEGIC IT CONSULTING INC.,Stock,Active,No Agent,1273445,2022-05-16,67 CAROL STREET,DANBURY,United States,06810,CT,jonathan.zwang@zstrategic.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:24.7933333,Failure to appoint or maintain an agent for service,,,,,,,,,,,,,,,,10000.0,,2021-05-17T00:00:00.000,,,
"KAREN ANDREWS LAW, LLC",LLC,Active,Ready for dissolution,1273451,2020-03-31,7 OAK LANE,OLD GREENWICH,United States,06870,CT,KARENANDREWS3@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.7933333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
LINDEN APARTMENTS LLC,LLC,Active,,1273452,2022-03-31,C/O BENJAMIN D. BRINK 201 EDWARDS STREET UNIT 3,NEW HAVEN,United States,06511,CT,dianedbrink@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:24.7933333,,,,,,,,,,,,,,,,,,,,,,
"99 TOWN LINE ROAD, LLC",LLC,Active,,1273453,2022-03-31,18 TITUS ROAD,WASHINGTON DEPOT,United States,06794,CT,jcoploff@tclaw.biz,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
HERITAGE ACRES LLC,LLC,Active,,1273455,2022-03-31,303 HOPMEADOW STREET,WEATOGUE,United States,06089,CT,robattenello@yahoo.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
KEITHAN INVESTMENTS LLC,LLC,Active,Ready for dissolution,1273456,2019-03-31,150 KING STREET,BRISTOL,,06010,CT,TRIKKDOUT860@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
YATES ARCHITECTURE LLC,LLC,Active,,1273457,2022-03-31,67 WARWICK RD.,NEW FAIRFIELD,United States,06812,CT,scottyatesarch68@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
"MCG NEWINGTON, LLC",LLC,Dissolved,,1273459,2021-03-31,59 FIELD STREET SUITE 108,TORRINGTON,United States,06790,CT,jjuliano@jmattys.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,2021-02-03T00:00:00.000,,,
MILLSTONE STUDIO LLC,LLC,Active,Ready for dissolution,1273460,2019-03-31,29 MARLIN RD,SANDY HOOK,,06482,CT,CHRISTOPHERMILLERPOTTERY@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8233333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"KENNEDY BUSINESS PARK, LLC",LLC,Active,,1273461,2022-03-31,C/O THE WINDSOR MANAGEMENT COMPANY 58 A CONNECTICUT AVE 58 A CONNECTICUT AVE,SOUTH WINDSOR,United States,06074,CT,cyndi@windsormgnt.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
"900-920 RIVER STREET, LLC",LLC,Active,,1273462,2022-03-31,C/O THE WINDSOR MANAGEMENT COMPANY 58 A CONNECTICUT AVE,SOUTH WINDSOR,United States,06074,CT,cyndi@windsormgnt.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
MC ALTERNATIVE INVESTMENT PARTNERS LIMITED PARTNERSHIP,Limited Partnership,Active,,1273464,2022-05-16,2200 ATLANTIC STREET SUITE 501,STAMFORD,United States,06902,CT,ddragomanova@mccp.com,Foreign,2018-05-16,DE,DE,False,False,False,False,False,Other Financial Vehicles (525990),525990.0,2021-11-10 00:10:24.8233333,,2018-05-21,MC ALTERNATIVE INVESTMENT PARTNERS LP,,,,,,"251 LITTLE FALLS DRIVE ATTN: CORPORATION SERVICE COMPANY, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE ATTN: CORPORATION SERVICE COMPANY,WILMINGTON,DE,19808,United States,,United States,,,,,,
331 FEDERAL ROAD LLC,LLC,Active,Annual report past due,1273465,2021-03-31,19 LAKE ROAD,NEWTOWN,United States,06470,CT,jmunro1@charter.net,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
"DOTLIFE, INC.",Non-Stock,Active,Annual report past due,1273472,2021-05-16,83 FOX DEN RD,AVON,United States,06001,CT,wjefferis@comcast.net,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:10:24.8233333,,,,,,,,,,,,,,,,,,,,,,
GRAND SACHEMS AAU BASKETBALL CLUB CO,Non-Stock,Active,Annual report past due,1273477,2021-06-16,15 AMOS GEORGE DRIVE,MASHANTUCKET,United States,06338,CT,QUEENBEENAJ@MAC.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),711211.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,,,,
"MCG OXFORD, LLC",LLC,Dissolved,,1273478,2021-03-31,59 FIELD STREET SUITE 108,TORRINGTON,United States,06790,CT,jjuliano@jmattys.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,,
"MCG HADDAM, LLC",LLC,Dissolved,,1273479,2021-03-31,59 FIELD STREET SUITE 108,TORRINGTON,United States,06790,CT,jjuliano@jmattys.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,,
"RED FOX HOLDINGS, LLC",LLC,Active,Ready for dissolution,1273480,2020-03-31,"101 NORTH PLAINS INDUSTRIAL ROAD BUILDING 1B, SUITE 3",WALLINGFORD,United States,06492,CT,NLOMBARDI@ONESOURCECOMPANIES.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.8700000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"ONE CHARLES, LLC",LLC,Active,,1273482,2022-03-31,45 UPPER CHURCH HILL ROAD,WASHINGTON DEPOT,United States,06794,CT,SKYLARIVEY.A@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),541611.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,,,,
SOLUTION HOME DEVELOPMENT LLC,LLC,Active,,1273497,2022-03-31,83 VINE ST,NEW BRITAIN,United States,06052,CT,solutionhomed@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,,,,
CRAZY TACO MX LLC,LLC,Active,,1273499,2022-03-31,7 HAMILTON CT APT B,STAMFORD,United States,06902,CT,andrea.alfaro06@gmail.com,Domestic,2018-05-16,CT,Connecticut,True,False,True,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:10:24.8700000,,,,,,,,,,,,,,,,,,,,,,
EVERGREEN FARM LLC,LLC,Active,Ready for dissolution,1273500,2019-03-31,864 THRALL AVE,SUFFIELD,,06078,CT,NEIL.HORNISH@COX.NET,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"1980 BAR & LOUNGE, LLC",LLC,Active,Ready for dissolution,1273502,2019-03-31,1980 E MAIN STREET,WATERBURY,,06705,CT,TKBIZSERVICES@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
ALTER EGO DESIGNS LLC,LLC,Active,Ready for dissolution,1273503,2019-03-31,79 BENJAMIN RD,EAST HAVEN,,06513,CT,17MIKEORTIZ17@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"116 MANSFIELD STREET, LLC",LLC,Active,,1273508,2022-03-31,"515 W 36TH ST, APT PH3B",NEW YORK,United States,10018,NY,bryan.a.kam@gmail.com,Domestic,2018-05-16,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
SAGE INTELLIGENCE GROUP LLC,LLC,Active,Ready for dissolution,1273511,2019-03-31,"261 WEST 35TH STREET, STE 404",NEW YORK,,10001,NY,ASANCHEZ@SAGEINTELL.COM,Foreign,2018-05-16,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,2018-05-16,SAGE INTELLIGENCE GROUP LLC,"261 WEST 35TH STREET, STE 404, NEW YORK, NY, 10001,","261 WEST 35TH STREET, STE 404",NEW YORK,NY,10001,"261 WEST 35TH STREET, STE 404, NEW YORK, NY, 10001,","261 WEST 35TH STREET, STE 404",NEW YORK,NY,10001,,,,,,,,,
CURIOPORIUM LLC,LLC,Active,,1273512,2022-03-31,1429 PARK STEET SUITE 199,HARTFORD,United States,06106,CT,nathan@curioporium.com,Domestic,2018-05-16,CT,Connecticut,False,False,True,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
INTEGRATIVE PARENTING & FAMILY SUPPORT LLC,LLC,Active,,1273513,2022-03-31,427 NAUBUC AVENUE,GLASTONBURY,United States,06033,CT,Integrativeparentingandfamily@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),812990.0,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
"VITANUTRIENT IV (CONNECTICUT), LLC",LLC,Active,,1273514,2022-03-31,85 MILL PLAIN ROAD,FAIRFIELD,United States,06824,CT,jcunna@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
"JUKE JOINT BPT, LLC",LLC,Active,Ready for dissolution,1273515,2019-03-31,29 MAPLE STREET UNIT #1,NEW CANAAN,,06840,CT,JAYLUTHER@RIRA.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"PRAEDICAT, INC.",Stock,Active,,1273517,2022-05-16,5760 W JEFFERSON BLVD,LOS ANGELES,United States,90016,CA,Compliancemail@cscinfo.com,Foreign,2018-05-16,DE,DE,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:10:24.9166667,,2018-04-01,"PRAEDICAT, INC.",,,,,,,,,,,United States,,,,,,,,
CT SMALL BUSINESS PARTY LLC,LLC,Active,Ready for dissolution,1273518,2019-03-31,265 TRI MOUNTAIN ROAD,DURHAM,,06422,CT,CTSMALLBUSINESSPARTY@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
J HOLLISTER LLC,LLC,Active,Ready for dissolution,1273519,2019-03-31,167 CHESTNUT LAND ROAD,NEW MILFORD,,06776,CT,JHOLLISTERLLC@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:24.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
QUEMEDIA LLC,LLC,Active,,1273520,2022-03-31,15 BOUTON STREET EAST,STAMFORD,United States,06907,CT,J.ROBINSON@QUEMEDIANY.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",,2021-11-10 00:10:24.9166667,,,,,,,,,,,,,,,,,,,,,,
OBREY/CLARK CONSTRUCTION LLC,LLC,Active,,1273521,2022-03-31,12 SHEA DRIVE,PAWCATUCK,United States,06379,CT,chadobrey@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,True,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
"THE WEBB ROAD ASSOCIATION, INC.",Non-Stock,Active,First report past due,1273523,2020-05-16,No information provided,,,,,JOELZGREEN@GGLAW.NET,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
G&B ENTERPRISE LLC,LLC,Active,,1273524,2022-03-31,148 RED BUSH LANE,MILFORD,United States,06461,CT,Giovannibarbano@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
LARSON 10S LLC,LLC,Active,,1273525,2022-03-31,566 NEWFIELD AVE APT#4,STAMFORD,United States,06905,CT,kristianlarson10s@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
KIDZ CLOTHING CLOSET LLC,LLC,Active,,1273526,2022-03-31,39 NAUGATUCK AVE,MILFORD,United States,06460,CT,Kidzclothingcloset@gmail.com,Domestic,2018-05-16,CT,Connecticut,True,False,True,True,False,Children's and Infants' Clothing Stores (448130),,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
PRINCE SUPER MARKET INC,Stock,Active,Ready for dissolution,1273528,2019-05-16,35 KIMBERLY AVENUE,NEW HAVEN,,06519,CT,psmarket18@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file Annual Report,,,,,,,,,,,,,,,,200.0,,,,,
"JND HOME IMPROVEMENT, LLC.",LLC,Active,Annual report past due,1273529,2021-03-31,20 HARRIET ST,NORWALK,United States,06851,CT,EGO91087@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
"GLUTEN-FREE NEW ENGLAND, LLC",LLC,Active,,1273530,2022-03-31,7 WATSON DRIVE,WEST SIMSBURY,United States,06092,CT,abby@wickedglutenfree.com,Domestic,2018-05-16,CT,Connecticut,True,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
EBULLIENCE LLC,LLC,Active,Ready for dissolution,1273531,2019-03-31,2540 ELM STREET,DALLAS,,75226-1420,TX,JEFF@EBULLIENCEGROUP.COM,Foreign,2018-05-16,TX,TX,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file Annual Report,2018-05-21,EBULLIENCE LLC,"2540 ELM STREET, DALLAS, TX, 75226-1420,",2540 ELM STREET,DALLAS,TX,75226-1420,"2540 ELM STREET, DALLAS, TX, 75226-1420,",2540 ELM STREET,DALLAS,TX,75226-1420,,,,,,,,,
"ELIV5 THERAPEUTICS, LLC",LLC,Dissolved,,1273532,2021-03-31,4G EARLS COURT,FARMINGTON,United States,06032,CT,cbmamoun@eliv5therapeutics.com,Domestic,2018-05-16,CT,Connecticut,False,False,True,False,False,Research and Development in Biotechnology (except Nanobiotechnology) (541714),541714.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,2020-12-29T00:00:00.000,,,
GOKULKRUPA INC.,Non-Stock,Active,Ready for dissolution,1273533,2019-05-16,69 WEST MAIN STREET,NEW BRITIAN,,06051,CT,gokulkrupa@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"JUPITER INVESTMENTS 2, LLC",LLC,Active,Ready for dissolution,1273534,2019-03-31,333 HAMPTON ROAD,POMFRET,,06259,CT,JMODICAMD@AOL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
KINGSTON CONSULTING LLC,LLC,Active,,1273535,2022-03-31,175 Capital Blvd,Rocky Hill,United States,06067-3914,CT,KNGCONSULTINGLLC@OUTLOOK.COM,Domestic,2018-05-16,CT,Connecticut,True,False,True,False,False,Solar Electric Power Generation (221114),238990.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
WAYSTONE FARM LLC,LLC,Active,,1273536,2022-03-31,51 WIMLER LN,GUILFORD,United States,06437,CT,Heinrich.deb@gmail.com,Domestic,2018-05-16,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Crop Farming (111998),111998.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
"TOP TIER HOCKEY, LLC",LLC,Active,Ready for dissolution,1273537,2019-03-31,34 MAY COURT,MONROE,,06468,CT,AG@FAIRFIELDSPORTSCT.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
JO'BRIEN CONSULTING LLC,LLC,Active,,1273538,2022-03-31,285 OLD BATTERY ROAD,BRIDGEPORT,United States,06605,CT,jobrienconsulting@icloud.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
"WORTH INTERIORS, LLC",LLC,Active,Ready for dissolution,1273539,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,,06033,CT,NE@REGISTEREDAGENTSINC.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
PRECISE TECHNICAL SOLUTIONS LLC,LLC,Active,,1273540,2022-03-31,66 DANN DRIVE,STAMFORD,United States,06905,CT,jasonrteitelbaum@gmail.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:25.5433333,,,,,,,,,,,,,,,,,,,,,,
ARS BUILDER LLC,LLC,Active,Ready for dissolution,1273541,2019-03-31,16-20 SISSON AVE,HARTFORD,,06106,CT,ARSBUILDER@YAHOO.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5433333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
CULTURE TO KINGDOM INC,Non-Stock,Active,First report past due,1273542,2020-05-16,No information provided,,,,,101THINGZ2DO@GMAIL.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5900000,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
"JERRY D. BASKETBALL, LLC",LLC,Active,Ready for dissolution,1273544,2019-03-31,156 WEDGEWOOD ROAD,SOUTHINGTON,,,CT,JERRYDE@ME.COM,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5900000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"SUBDIVISIONS, LLC",LLC,Active,Ready for dissolution,1273545,2020-03-31,50 CATBRIER ROAD,WESTON,United States,06883,CT,gmo65@me.com,Domestic,2018-05-16,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:25.5900000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
