name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
CLEMENTE LLC,LLC,Active,Ready for dissolution,1293405,2019-03-31,22 SOUTH CIR,NAUGATUCK,06770,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1033333,,,,,,,,,,,,,,,,,,,,,,,,,
"HEMP ESCROW AGENTS, LLC",LLC,Active,Ready for dissolution,1293406,2019-03-31,2425 POST ROAD SUITE 301,SOUTHPORT,06890,CT,ALEX@AHSCHWARTZ.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1033333,,,,,,,,,,,,,,,,,,,,,,,,,
"VISION OF HOPE COUNSELING, LLC",LLC,Active,Ready for dissolution,1293407,2019-03-31,"30 HAZEL TERRACE, SUITE 20",WOODBRIDGE,06525,CT,ESTHERDUNCAN@SBCGLOBAL.NET,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1033333,,,,,,,,,,,,,,,,,,,,,,,,,
LUCAS DEELUX CARPENTRY LLC,LLC,Active,,1293409,2022-03-31,467 GLENBROOK RD APT 207,STAMFORD,06906,CT,lucasdeelux@gmail.com,Domestic,2018-12-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:31.1033333,United States,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,
K-SQUARED INVESTING LLC,LLC,Active,Ready for dissolution,1293410,2019-03-31,10 WILDWOOD CIRCLE,BETHEL,06801,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1033333,United States,,,,,,,,,,,,,,,,,,,,,,,,
NATIONWIDE MASONS CONSTRUCTION LTD,Stock,Active,Ready for dissolution,1293412,2019-12-17,"30 WEST 47TH STREET, SUITE 706",NEW YORK,10036,NY,SPECIALTRADE.LICENSE@GMAIL.COM,Foreign,2018-12-17,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1033333,,,,,,,2018-12-17,NATIONWIDE MASONS CONSTRUCTION LTD,,,,,,,,,,,,,,,,,
TALLWOOD CONSTRUCTION LLC,LLC,Active,,1293413,2022-03-31,8 CLYDESDALE CIRCLE,ELLINGTON,06029,CT,toddh@sentryrealestate.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1033333,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,,
MALI FINE FLORAL LLC,LLC,Dissolved,,1293414,2019-03-31,214 WASHINGTON STREET,WALLINGFORD,06492,CT,FERGUSONTJ@ICLUD.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1333333,,,,,,2021-06-25T00:00:00.000,,,,,,,,,,,,,,,,,,,
SSMALENSKI LLC,LLC,Active,,1293415,2022-03-31,5101 FLAGSTONE LN APT 102 APT 102,INDIAN TRAIL,28079,NC,smolik28@gmail.com,Domestic,2018-12-17,NC,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1333333,United States,Siding Contractors (238170),238170.0,,,,,,,,,,,,,,,,,,,,,,
SKIN SPECIALTY SOLUTIONS INC.,Stock,Active,Annual report due,1293416,2021-12-17,2058 FENTON LOGISTICS PARK,FENTON,63026,MO,agent@bizfilings.com,Foreign,2018-12-17,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.1333333,United States,Pharmacies and Drug Stores (446110),446110.0,,,,2018-12-17,SKIN SPECIALTY SOLUTIONS INC.,United States,,,,,,,,,,,,,,,,
ALY II LLC,LLC,Active,Ready for dissolution,1293417,2019-03-31,"425 MAIN STREET, 4TH FL.",MIDDLETOWN,06457,CT,MBALABAN@BALABANLAW.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1333333,,,,,,,,,,,,,,,,,,,,,,,,,
ERNEST POZZI QUALITY TREE SERVICE INC,Stock,Active,Annual report past due,1293419,2020-12-17,108 2ND ST,TOWANDA,18848,PA,QUALITREE@ICLOUD.COM,Foreign,2018-12-17,PA,PA,False,False,False,False,False,,2021-11-10 00:08:31.1333333,United States,,,,,,2018-05-25,ERNEST POZZI QUALITY TREE SERVICE INC,United States,,,,,,,,,,,,,,,,
S. LOWE FINANCIAL SERVCIES LLC,LLC,Active,,1293421,2022-03-31,249 NEW LONDON TPKE,GLASTONBURY,06033,CT,SCOTT@SMONROECPA.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Securities Brokerage (523120),,,,,,,,,,,,,,,,,,,,,,,
"476-480 MAIN ST, LLC",LLC,Active,Ready for dissolution,1293422,2019-03-31,480 MAIN STREET,MIDDLETOWN,06457,CT,ZRAJA90@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1500000,,,,,,,,,,,,,,,,,,,,,,,,,
NIXON PEABODY LLP,LLP,Active,Annual report due,1293423,2021-12-17,1300 CLINTON SQUARE,ROCHESTER,14604,NY,smullen@nixonpeabody.com,Foreign,2018-12-17,NY,NY,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Offices of Lawyers (541110),541110.0,,,,2019-01-01,NIXON PEABODY LLP,United States,,,,,,,,,,,,,,,,
STOR IT FOR LESS LLC,LLC,Active,,1293425,2022-03-31,123 SOUTH MAIN ST,NEWTOWN,06470,CT,dalebarton@sbcglobal.net,Domestic,2018-12-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Lessors of Miniwarehouses and Self-Storage Units (531130),531130.0,,,,,,,,,,,,,,,,,,,,,,
"WGI, INC. - CT",Stock,Active,Annual report due,1293427,2021-12-17,2035 VISTA PARKWAY,WEST PALM BEACH,33411,FL,CYNDY.LITTLE@GMAIL.COM,Foreign,2018-12-17,FL,FL,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Engineering Services (541330),541330.0,,,,2018-12-17,"WGI, INC.",United States,,,,,,,,,,,,,,,,
"ADVANCED EQUIPMENT SALES, LLC",LLC,Active,,1293428,2022-03-31,64 WALL STREET SUITE 303,NORWALK,06850,CT,ctoris@norwalkmarine.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Sales Financing (522220),522220.0,,,,,,,,,,,,,,,,,,,,,,
"OLIVER MICHAEL, LLC",LLC,Active,,1293431,2022-03-31,313 REDDING RD,REDDING,06896,CT,kateheslin@gmail.com,Domestic,2018-12-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Chicken Egg Production (112310),112310.0,,,,,,,,,,,,,,,,,,,,,,
CP LIMOS LLC,LLC,Active,Ready for dissolution,1293432,2019-03-31,12 FRONTIER LANE,DANBURY,06810,CT,KITSOS63@YAHOO.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1500000,,,,,,,,,,,,,,,,,,,,,,,,,
"MATT'S GROUT RESTORATION, LLC",LLC,Dissolved,,1293433,2022-03-31,142 BARN FINCH CIRCLE,NAUGATUCK,06770,CT,Mattsgroutrestoration@gmail.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1500000,United States,Janitorial Services (561720),561720.0,,,2021-09-21T00:00:00.000,,,,,,,,,,,,,,,,,,,
"JOHN D. PANULA, LLC",LLC,Active,Ready for dissolution,1293435,2019-03-31,10 MCKINNLEY AVENUE,EAST HAVEN,06512,CT,J.D.P.III@HOTMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
CANNASENTIALS LLC,LLC,Active,Ready for dissolution,1293436,2019-03-31,42 ASHLEY ST,BRIDGEPORT,06608,CT,LANCE@CANNASENTIALS.CO,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
SALMAR PARTNERS INC.,Stock,Active,Annual report due,1293437,2021-12-17,145 OLD HWY,WILTON,06897,CT,frank.giancarli@gmail.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,Administrative Management and General Management Consulting Services (541611),,,1000.0,,,,,,,,,,,,,,,,,,,,
NY SEB INC.,Stock,Active,Annual report past due,1293438,2020-12-17,8 REVOLUTIONARY RD.,OSSINING,10562,NY,steven.smith@sebsecurity.com,Foreign,2018-12-17,NY,NY,False,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,2019-01-01,NY SEB INC.,United States,,,,,,,,,,,,,,,,
FARREN FLOW LLC,LLC,Active,Ready for dissolution,1293439,2019-03-31,223 FARREN AVE,NEW HAVEN,06513,CT,JAMIEMAYSONET89@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
"CASAMAN VENTURE, LLC",LLC,Active,,1293440,2022-03-31,11 LEAVENWORTH ROAD APT 302,SHELTON,06484,CT,acasablanca.homes@gmail.com,Domestic,2018-12-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,,,,,,,,,,,,,,
"812 S. MAIN ST, LLC",LLC,Active,Annual report past due,1293441,2021-03-31,37 PEMBROKE HILL,FARMINGTON,06032,CT,fec@pembrokecapital.net,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
LUIS CLEANING SERVICES LLC,LLC,Active,Ready for dissolution,1293442,2020-03-31,111  MAIN ST  APT  41,DANBURY,06810,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,United States,,,,,,,,,,,,,,,,,,,,,,,,
ANCHORED COUNSELING LLC,LLC,Active,,1293443,2022-03-31,1449 OLD WATERBURY ROAD SUITE 204,SOUTHBURY,06488,CT,dtanganelli@optonline.net,Domestic,2018-12-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,Other Individual and Family Services (624190),624190.0,,,,,,,,,,,,,,,,,,,,,,
RITANO GROUP LLC,LLC,Active,,1293444,2022-03-31,106 GEORGES LANE,MONROE,06468,CT,RITANOGROUPLLC@YAHOO.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
FLORINA DOMINGUEZ SERVICE LLC,LLC,Active,Ready for dissolution,1293445,2019-03-31,34 CLARKS HILL AVE,STAMFORD,06902,CT,BLANCHEDPEREZ@OUTLOOK.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
FLORIDALMA ARGUETA SERVICE LLC,LLC,Active,Ready for dissolution,1293446,2019-03-31,125 WARDWELL ST APT 2R,STAMFORD,06902,CT,BLANCHEDPEREZ@OUTLOOK.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
ORCHARD FARM EAST LYME LLC,LLC,Active,,1293447,2022-03-31,1525 BOSTON POST RD,WESTBROOK,06498,CT,cmarasco@watersedgeresortandspa.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.1800000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
CREATIVE CONTACT CONSULTING GROUP LLC,LLC,Active,Ready for dissolution,1293448,2019-03-31,163 SPENO RIDGE,ROCKY HILL,06067,CT,JOSEPH@HADDAD.IT,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
HOLE-N-DA-WALL L.L.P,LLP,Active,Ready for dissolution,1293449,2019-12-17,136 BARBOUR ST,HARTFORD,06120,CT,CARLTONFORBES7@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
889 TOTOKET LLC,LLC,Active,Ready for dissolution,1293450,2019-03-31,889 TOTOKET ROAD,NORTH BRANFORD,06472,CT,TOTOKETRDLLC@YAHOO.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
"HORNBILL, LLC",LLC,Active,Ready for dissolution,1293451,2019-03-31,500 MAIN STREET UNIT B308,EAST HAVEN,06512,CT,SUPPORT@JCTAXPROS.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.1800000,,,,,,,,,,,,,,,,,,,,,,,,,
FROYOLO LLC,LLC,Dissolved,,1293452,2022-03-31,"2 PECK AVE, APT 222A",RYE,10580,NY,acuarella.business@gmail.com,Domestic,2018-12-17,NY,Connecticut,True,False,True,False,False,,2021-11-10 00:08:31.2133333,United States,Snack and Nonalcoholic Beverage Bars (722515),722515.0,,,2021-05-27T00:00:00.000,,,,,,,,,,,,,,,,,,,
FULL BLAST ENTERTAINMENT LLC,LLC,Active,,1293453,2022-03-31,89 GROVE ST,BRISTOL,06010,CT,thedjscottie@gmail.com,Domestic,2018-12-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:31.2133333,United States,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,,,,,,,,,,
KENT CHIROPRACTIC ASSOCIATES LLC,LLC,Active,,1293454,2022-03-31,27 NORTH MAIN ST UNIT 7A,KENT,06757,CT,kentchiros@gmail.com,Domestic,2018-12-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:31.2133333,United States,Offices of Chiropractors (621310),621310.0,,,,,,,,,,,,,,,,,,,,,,
GJJM LLC,LLC,Active,Ready for dissolution,1293455,2019-03-31,18 LANTERN HILL LANE,GUILFORD,06437,CT,GREG@LATTANZILAW.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.2133333,,,,,,,,,,,,,,,,,,,,,,,,,
JOSE FRAGOSO LLC,LLC,Active,Ready for dissolution,1293456,2019-03-31,04 MONROE ST APT 3,NORWALK,06854,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.2133333,,,,,,,,,,,,,,,,,,,,,,,,,
"HADHRAMOUT STUDENTS' ASSOCIATION, INC.",Non-Stock,Active,Annual report due,1293457,2021-12-17,249 MAIN ST,SOUTHPORT,06890,CT,srose@seabridgecapital.com,Foreign,2018-12-17,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.2133333,United States,Other Grantmaking and Giving Services (813219),813219.0,,,,2018-12-17,"HADHRAMOUT STUDENTS' ASSOCIATION, INC.",United States,,,,,,,,,,,,,,,,
DAYHILL HOTEL LLC,LLC,Active,,1293458,2022-03-31,470 GOLD STAR HIGHWAY,GROTON,06320,CT,jpatel339@yahoo.com,Domestic,2018-12-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:31.2133333,United States,Hotels (except Casino Hotels) and Motels (721110),,,,,,,,,,,,,,,,,,,,,,,
"LITA COMPANY, LLC",LLC,Active,,1293459,2022-03-31,52 WINTERGREEN DRIVE,QUAKER HILL,06375,CT,info@litacompany.com,Domestic,2018-12-17,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:31.2133333,United States,Other Specialized Design Services (541490),541490.0,,,,,,,,,,,,,,,,,,,,,,
"TINGS AUTHENTIC TOUCH, LLC",LLC,Active,,1293460,2022-03-31,32 Maple Ave,Windsor,06095-2922,CT,tingsatouch@gmail.com,Domestic,2018-12-17,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:31.2133333,United States,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,
"DH DENTAL EMPLOYMENT SERVICES, LLC",LLC,Active,,1293461,2022-03-31,200 S KRAEMER BLVD,BREA,92821,CA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-12-17,DE,DE,False,False,False,False,False,,2021-11-10 00:08:31.2133333,United States,Offices of Dentists (621210),621210.0,,,,2018-12-12,"DH DENTAL EMPLOYMENT SERVICES, LLC",United States,NONE,NONE,,,,,NONE,NONE,,,,,,,,
POWARI TECH CORP,Stock,Dissolved,,1293462,2020-12-17,No information provided,,,,GIANA@PREMIERCFS.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.2133333,,,,,200.0,2021-01-12T00:00:00.000,,,,,,,,,,,,,,,,,,,
"CREATIVE COTTAGES, LLC",LLC,Active,Ready for dissolution,1293466,2020-03-31,NEUBERT PEPE & MONTEITH PC 195 CHURCH ST,NEW HAVEN,06510,CT,RTG@NPMLAW.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.2133333,United States,,,,,,,,,,,,,,,,,,,,,,,,
21 SAINT JOHN STREET LLC,LLC,Active,Ready for dissolution,1293467,2019-03-31,150 MULBERRY POINT ROAD,GUILFORD,06437,CT,BRANDONP@MODERNMATERIALSCORP.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.2133333,,,,,,,,,,,,,,,,,,,,,,,,,
"FAIRLAWN PROPERTIES, LLC",LLC,Active,,1293469,2022-03-31,142 QUEEN STREET,SOUTHINGTON,06489,CT,jarrett@jstevensproperties.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.2133333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
JOSE O CELA'S CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1293470,2019-03-31,53 NORTH ST APT 1,MERIDEN,06451,CT,MFIALLOS040787@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.2133333,,,,,,,,,,,,,,,,,,,,,,,,,
"WPW, LLC",LLC,Active,Ready for dissolution,1293471,2019-03-31,65 STEUBEN STREET UNIT # 18,BRIDGEPORT,06608,CT,GGILLIARD97@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
EVOLVE COACHING LLC,LLC,Active,Ready for dissolution,1293472,2020-03-31,30 DOUGLAS ROAD,NEW CANAAN,06840,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"OLD GATE COMMERCIAL GROUP, LLC",LLC,Active,,1293473,2022-03-31,650 NE 32ND STREET SUITE 5304,MIAMI,33137,FL,eastern@registeredagentsinc.com,Foreign,2018-12-17,FL,FL,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,2018-12-17,"OLD GATE COMMERCIAL GROUP, LLC",United States,"650 NE 32ND STREET SUITE 5304, MIAMI, FL, 33137,",650 NE 32ND STREET SUITE 5304,MIAMI,FL,33137,,"650 NE 32ND STREET SUITE 5304, MIAMI, FL, 33137, United States",650 NE 32ND STREET SUITE 5304,MIAMI,FL,33137.0,United States,,,,
ERC ASSOCIATES LLC,LLC,Active,,1293474,2022-03-31,41 MOHAWK DRIVE,WEST HARTFORD,06117,CT,rchozick@chozickrealty.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,,,,,,,,,,,,,,
STANCAVAGE INVESTMENTS LLC,LLC,Active,,1293475,2022-03-31,59 BRIDGE ST,THOMASTON,06787,CT,mstancavag@aol.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
"2BI, LLC",LLC,Active,,1293476,2022-03-31,33 BARBARA DR,NORWALK,06851,CT,jim@2bi.us,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,Custom Computer Programming Services (541511),541511.0,,,,,,,,,,,,,,,,,,,,,,
EATBONIX LLC,LLC,Active,,1293479,2022-03-31,192 LYDALE PLACE,MERIDEN,06450,CT,catieramsey82@gmail.com,Domestic,2018-12-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:31.7133333,United States,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,
MARVIN LOPEZ LLC,LLC,Active,Ready for dissolution,1293480,2019-03-31,237 WHITE ST,DANBURY,06810,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
LEDGEROCK GROUP LLC,LLC,Active,Ready for dissolution,1293482,2019-03-31,69 NECK RD,OLD LYME,06371,CT,JHBAXTER@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
A MIKE ANTHONY CREATION LLC,LLC,Active,Annual report past due,1293483,2021-03-31,680 E MAIN STREET #643,STAMFORD,06901,CT,ct-reports@statefilings.in,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,Family Clothing Stores (448140),448140.0,,,,,,,,,,,,,,,,,,,,,,
ENREMTECH ENVIROMENTAL INC.,Stock,Active,Annual report past due,1293485,2022-03-23,96 CHAMBERLAIN AVENUE,BRIDGEPORT,06606,CT,ENREMTECH@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,All Other Specialty Trade Contractors (238990),,,200.0,,,,,,,,,,,,,,,,,,,,
TOWN FARM HOLDINGS LLC,LLC,Active,,1293486,2022-03-31,58 TOWN FARM ROAD,LEDYARD,06339,CT,cgush@sbcglobal.net,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,,
10 SEA SPRAY LLC,LLC,Active,,1293487,2022-03-31,10 SEA SPRAY AVENUE,NIANTIC,06357,CT,michael.j.joyce@aol.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
"17 NOVAK, LLC",LLC,Active,Ready for dissolution,1293488,2019-03-31,67 HIGHLAND AVE,ROWAYTON,06853,CT,JAMIEWBEHR@YAHOO.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
BEDFORD DEVELOPMENT LLC,LLC,Active,Ready for dissolution,1293489,2019-03-31,5 HEMLOCK HOLLOW,CHAPPAQUA,10514,NY,CLIFFMOLLO@JUNO.COM,Domestic,2018-12-17,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
JBH SOLUTIONS LLC,LLC,Active,,1293490,2022-03-31,37 VAN BUREN AVE,WEST HARTFORD,06107,CT,jbherkes@gmail.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7133333,United States,Other Scientific and Technical Consulting Services (541690),541690.0,,,,,,,,,,,,,,,,,,,,,,
JL REIHL LLC,LLC,Active,Ready for dissolution,1293491,2019-03-31,549 WINDING BROOK FARM ROAD,WATERTOWN,06795,CT,JUSTINREIHL@YAHOO.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7133333,,,,,,,,,,,,,,,,,,,,,,,,,
"MICHAEL ESPELIN, APRN LLC",LLC,Active,,1293492,2022-03-31,1204 MAIN ST SUITE 575,BRANFORD,06405,CT,Michael@webAPRN.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:31.7433333,United States,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,,,,,,,,,,,,,,,,,,,,,,
D.S RESIDENTIAL CLEANING SERVICES LLC,LLC,Active,,1293494,2022-03-31,29 HELLSTROM RD,EAST HAVEN,06512,CT,dscleaningcontact@gmail.com,Domestic,2018-12-17,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:31.7433333,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,,
COURTNEY LEWIS PHOTOGRAPHY LLC,LLC,Dissolved,,1293495,2020-03-31,120 NASH LANE APT 9A,BRIDGEPORT,06605,CT,courtneymlewisphotography@gmail.com,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7433333,United States,"Photography Studios, Portrait (541921)",541921.0,,,2021-07-29T00:00:00.000,,,,,,,,,,,,,,,,,,,
KALABASH LLC,LLC,Active,,1293496,2022-03-31,62 ENSIGN ST,EAST HARTFORD CT,06118,CT,KALABASHEXPERIENCE@OUTLOOK.COM,Domestic,2018-12-17,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7600000,,Business Associations (813910),,,,,,,,,,,,,,,,,,,,,,,
GRILLO'S GARAGE LLC,LLC,Active,Ready for dissolution,1293497,2019-03-31,356 DAYTON RD,TRUMBULL,06611,CT,GRILLOSGARAGE@GMAIL.COM,Domestic,2018-12-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:31.7600000,,,,,,,,,,,,,,,,,,,,,,,,,
