name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,total_authorized_shares,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,date_of_organization_meeting
THUNDER MOTORS LLC,LLC,Active,,1264399,2022-03-31,140 NORTH ROAD  140 NORTH ROAD,EAST WINDSOR,06088,CT,cegillen2@aol.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2466667,United States,Automotive Parts and Accessories Stores (441310),441310.0,,,,,,,,,,,,,,,,,,,
"CLEAR CHOICE AUTO GLASS SOLUTIONS, LLC",LLC,Active,,1264400,2022-03-31,128 CAPEWELL AVENUE 128 CAPEWELL AVENUE,OAKVILLE,06779,CT,clearchoiceags@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2766667,United States,Automotive Glass Replacement Shops (811122),811122.0,,,,,,,,,,,,,,,,,,,
ASTORIA HOLDINGS LLC,LLC,Active,Ready for dissolution,1264401,2020-03-31,"50 FITCH STREET, SUITE 206B",NEW HAVEN,06515,CT,DANIELLETRIVERS@COMCAST.NET,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2766667,United States,,,,,,,,,,,,,,,,,,,,,
"INNOVATION HOME IMPROVEMENT GROUP , LLC",LLC,Active,Annual report past due,1264402,2021-03-31,32 PLEASANT VIEW AVENUE,WATETERBURY,06705,CT,JOELSHANDDYMAN@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.2766667,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,
"EVELYN D., LLC",LLC,Active,,1264403,2022-03-31,42 SCARBORO ROAD 42 SCARBORO ROAD,HEBRON,06248,CT,evelyn.dedominicis@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.2766667,United States,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,,,,,,,,,,,,,,,,,,,
ARTUR REMODELING LLC,LLC,Active,Ready for dissolution,1264413,2019-03-31,3880 MAIN STREET APT 6,BRIDGEPORT,06606,CT,COELHOSERVICES1@HOTMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2766667,,,,,,,,,,,,,,,,,,,,,,
JOURNAL COMMUNICATIONS INC,Stock,Active,,1264457,2022-02-20,6550 CAROTHERS PARKWAY SUITE 420,FRANKLIN,37067,TN,ars@rasi.com,Foreign,2018-02-20,TN,TN,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,United States,All Other Publishers (511199),511199.0,2017-10-16,JOURNAL COMMUNICATIONS INC,United States,,,,,,,,,,,,,,,,
JCG STAFFING LLC,LLC,Active,,1264458,2022-03-31,"C/O GRUSS & CO. 40 WEST 57TH STREET, SUITE 1440",NEW YORK,10019,NY,TAXINFO@GRUSS.COM,Foreign,2018-02-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,United States,Private Households (814110),814110.0,2018-02-20,JCG STAFFING LLC,United States,"615 SOUTH DUPONT HWY, DOVER, DE, 19901,",615 SOUTH DUPONT HWY,DOVER,DE,19901,,"C/O GRUSS & CO. 667 MADISON AVE, 2ND FLOOR, NEW YORK, NY, 10065, United States","C/O GRUSS & CO. 667 MADISON AVE, 2ND FLOOR",NEW YORK,NY,10065,United States,,,,
"FIT NITE, LLC",LLC,Active,Ready for dissolution,1264460,2019-03-31,99 PINE POINT DR,BRIDGEPORT,06606,CT,FITNITE4U@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
EMERALD RENTALS LLC,LLC,Active,Ready for dissolution,1264461,2019-03-31,9 LEDGEWOOD RD,LAKEVILLE,06039,CT,EMMETHUSSEY@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
MARIA EDUARDA FRAGA LLC,LLC,Active,Ready for dissolution,1264462,2019-03-31,844 FIELD ST,NAUGATUCK,06770,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
"TSD HOLDINGS, LLC",LLC,Active,,1264463,2022-03-31,1620 TURNPIKE STREET,NORTH ANDOVER,01845,MA,purchasing@tsdweb.com,Foreign,2018-02-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Software Publishers (511210),511210.0,2018-02-20,"TSD HOLDINGS, LLC",United States,"1620 TURNPIKE STREET, NORTH ANDOVER, MA, 01845,",1620 TURNPIKE STREET,NORTH ANDOVER,MA,01845,,"16192 COASTAL HIGHWAY, LEWES, DE, 19958, United States",16192 COASTAL HIGHWAY,LEWES,DE,19958,United States,,,,
"NYEROGANIC HOUSECLEANING SERVICE, LLC",LLC,Active,Ready for dissolution,1264464,2019-03-31,112 BROOK ST,HARTFORD,06120,CT,NYEROGANIC@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
THOUGHTSPACE GROUP INC.,Stock,Active,First report past due,1264466,2020-02-20,No information provided,,,,VSREDDY66@THOUGHTSPACE.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,1000.0,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
J&E PROFESSIONAL CLEANING LLC,LLC,Active,Ready for dissolution,1264467,2019-03-31,"68 FRANCIS ST, APT 3",EAST HARTFORD,06118,CT,JEPROFISSIONALCLEANING@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
PIKE CREEK LIFE PRODUCTS LLC,LLC,Active,Ready for dissolution,1264469,2020-03-31,11 HOLLY LANE,NORTH STONINGTON,06359,CT,DAVID@PIKECREEKLIFEPRODUCTS.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,United States,,,,,,,,,,,,,,,,,,,,,
"EATON MOTORSPORTS, LLC",LLC,Active,Ready for dissolution,1264470,2019-03-31,2 LITTLE ROAD,GUILFORD,06437,CT,INFO@EATONMOTORSPORTS.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
SACRED HEARTZSOCIAL CLUB INC,Non-Stock,Active,First report past due,1264471,2020-02-20,No information provided,,,,BRKLYNPRINCESS30@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
WEFXIT LLC,LLC,Active,,1264472,2022-03-31,85 RIVER ROAD APT H5,ESSEX,06426,CT,clebergalindo@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:22.9166667,United States,Commercial and Institutional Building Construction (236220),236220.0,,,,,,,,,,,,,,,,,,,
PARIPLAY USA LIMITED,Stock,Active,,1264473,2022-02-20,211 SOUTH RIDGE STREET,RYE BROOK,10573,NY,pashleyattorney@optimum.net,Foreign,2018-02-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Custom Computer Programming Services (541511),541511.0,2018-02-20,PARIPLAY USA LIMITED,United States,,,,,,,,,,,,,,,,
"LIVARTZI, LLC",LLC,Dissolved,,1264474,2021-03-31,40 HALE LANE,DARIEN,06820,CT,pmihopoulos@icloud.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,2021-07-02T00:00:00.000,,,
DURE PROPERTIES LLC,LLC,Active,,1264476,2022-03-31,10 NORMANDY RD,TRUMBULL,06611,CT,KHALID.MUHAMMAD@HRBLOCK.COM,Domestic,2018-02-20,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:22.9166667,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,
"ODIN RIVER, LLC",LLC,Active,Ready for dissolution,1264478,2020-03-31,124 WOODSIDE DRIVE,GREENWICH,06830,CT,DAL@ODINRIVER.COM,Foreign,2018-02-20,DE,DE,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,2017-01-02,"ODIN RIVER, LLC",,"2711 CENTERVILLE ROAD, STE 400, WILMINGTON, DE, 19808,","2711 CENTERVILLE ROAD, STE 400",WILMINGTON,DE,19808,,"2711 CENTERVILLE ROAD, STE 400, WILMINGTON, DE, 19808,","2711 CENTERVILLE ROAD, STE 400",WILMINGTON,DE,19808,,,,,
"AMERICAN PRODIGY, LLC",LLC,Active,Ready for dissolution,1264480,2019-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,FILINGS@ACTIVEFILINGS.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
"RJ BUILDING & REMODELING, LLC",LLC,Active,Ready for dissolution,1264481,2019-03-31,118 GLENWOOD RD,CLINTON,06413,CT,RJBUILDERSLLC@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.1500000,,,,,,,,,,,,,,,,,,,,,,
"KLAP CONSTRUCTION, LLC",LLC,Active,Ready for dissolution,1264482,2019-03-31,53 SEASIDE AVENUE APT14,STAMFORD,06902,CT,KLAPCONSTRUCTIONLLC@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.1500000,,,,,,,,,,,,,,,,,,,,,,
KINGSLAND HARDWOOD FLOORS & CARPENTRY LLC,LLC,Active,Ready for dissolution,1264485,2019-03-31,413 LONG HILL ROAD 413 LONG HILL ROAD,WALLINGFORD,06492,CT,KINGSLANDDAVE@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.1500000,,,,,,,,,,,,,,,,,,,,,,
RENAISSANCE-NOW L.L.C.,LLC,Active,,1264506,2022-03-31,414 CONNORS LANE,STRATFORD,06614,CT,tammyschiavi1960@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2000000,United States,Religious Organizations (813110),,,,,,,,,,,,,,,,,,,,
"NUTRITION FIRST, LLC",LLC,Active,,1264507,2022-03-31,158 OAKLAND RD,SOUTHINGTON,06489,CT,nora@nutritionfirstct.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:20.2000000,United States,Other Residential Care Facilities (623990),623990.0,,,,,,,,,,,,,,,,,,,
VOGUE VIOLET CREATIVE LLC,LLC,Active,Annual report past due,1264508,2021-03-31,50 AIKEN STREET #331,NORWALK,06851,CT,voguevioletcreative@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:20.2000000,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
"281 BROAD STREET, LLC",LLC,Active,Ready for dissolution,1264509,2019-03-31,281 BROAD STREET,NEW BRITAIN,06053,CT,BEN@POTOKLAW.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,,
HC CONSULTING LLC,LLC,Active,Ready for dissolution,1264511,2019-03-31,93 PARK AVE UNIT 705,DANBURY,06810,CT,CARABALLOHECTOR@YMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,,
MMM GENERAL SERVICES LLC,LLC,Active,Ready for dissolution,1264512,2019-03-31,1047 HIGHLAND AVE,WATERBURY,06708,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,,
POGO PIKE LLC,LLC,Active,Annual report past due,1264513,2021-03-31,198 WEST CORNWALL RD,SHARON,06069,CT,pogopike@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2000000,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,
J&S GENERAL CONSTRUCTION LLC,LLC,Active,Annual report past due,1264515,2021-03-31,126 SHERMAN AVE,WATERBURY,06704,CT,EDISONJARA3@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:20.2000000,United States,Roofing Contractors (238160),238160.0,,,,,,,,,,,,,,,,,,,
J HALL ELECTRICAL LLC,LLC,Active,,1264516,2022-03-31,89 GOODWILL AVE,MERIDEN,06451,CT,jonhallmx@yahoo.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2000000,United States,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,,,,,,,,,,,,,,,,,
"82 WELLINGTON DRIVE FARMINGTON CT 06032, LLC",LLC,Active,,1264517,2022-03-31,5 HOLMES CIRCLE,FARMINGTON,06032,CT,alla.yurovskaya@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:20.2000000,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,
"133 WELLINGTON DRIVE FARMINGTON CT 06032, LLC",LLC,Active,,1264518,2022-03-31,5 HOLMES CIRCLE,FARMINGTON,06032,CT,alla.yurovskaya@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:20.2000000,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,
"REAL BLACK NEWS, LLC.",LLC,Active,Ready for dissolution,1265097,2019-03-31,149 WETHERSFIELD AVENUE APT A1,HARTFORD,06114,CT,RM3RM3RM3@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:25.5266667,,,,,,,,,,,,,,,,,,,,,,
EWINGS FREIGHT & LOGISTICS LLC,LLC,Active,Ready for dissolution,1265768,2020-03-31,267 VINE STREET,HARTFORD,06112,CT,EWINGSFL@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:24.8100000,United States,,,,,,,,,,,,,,,,,,,,,
"PHINEMINDZ, LLC",LLC,Active,Ready for dissolution,1265839,2019-03-31,630 E MIDDLE TPKE,MANCHESTER,06040,CT,MANISH684@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0400000,,,,,,,,,,,,,,,,,,,,,,
CH LH CORSAIR HOLDINGS LLC,LLC,Active,,1265857,2022-03-31,ONE BOSTON PLACE SUITE 2310,BOSTON,02108,MA,cls-ctarmsevidence@wolterskluwer.com,Foreign,2018-02-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:23.0700000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,2018-02-15,CH LH CORSAIR HOLDINGS LLC,United States,NONE,NONE,,,,,NONE,NONE,,,,,,,,
CROSSHARBOR CAPITAL PARTNERS LLC,LLC,Withdrawn,,1265872,2021-03-31,ONE BOSTON PLACE SUITE 2310,BOSTON,02108,MA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-02-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:23.1200000,United States,Lessors of Other Real Estate Property (531190),531190.0,2018-02-15,CROSSHARBOR CAPITAL PARTNERS LLC,United States,NONE,NONE,,,,,NONE,NONE,,,,,,,,
IMAGINE WEALTH GROUP LLC,LLC,Active,Ready for dissolution,1265873,2020-03-31,76 BENSON RD,RIDGEFIELD,06877,CT,JEFFREY.KRONENBERG@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.1200000,United States,,,,,,,,,,,,,,,,,,,,,
"THE STONE LAW FIRM, LLC",LLC,Active,,1265885,2022-03-31,77 MILWOOD ROAD,EAST HARTFORD,06118,CT,l.l.stone@comcast.net,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:23.1500000,United States,Offices of Lawyers (541110),541110.0,,,,,,,,,,,,,,,,,,,
"EMACEEINNOCENT FOUNDATION, CORP.",Non-Stock,Active,First report past due,1265886,2020-02-20,No information provided,,,,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file First Report,,2021-11-10 00:08:23.1500000,,,,,,,,,,,,,,,,,,,,,,
"DAVACO OF CONNECTICUT, LIMITED PARTNERSHIP",Limited Partnership,Active,,1265888,2022-02-20,"4050 VALLEY VIEW LANE, SUITE 150",IRVING,75038,TX,govdocs@corpcreations.com,Foreign,2018-02-20,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:23.1500000,United States,Commercial and Institutional Building Construction (236220),236220.0,2018-02-20,"DAVACO, LP",United States,,,,,,,"3411 SILVERSIDE ROAD TATNALL BUILDING #1, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #1,WILMINGTON,DE,19810,United States,,,,
"WHITNEY WELLNESS, LLC",LLC,Dissolved,,1265977,2021-03-31,9 PINEWOOD TERRACE,MIDDLETOWN,06457,CT,whitneywellness2427@gmail.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:20.9600000,United States,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,,,,,,,,,,,,,,,,2021-02-05T00:00:00.000,,,
APOTHECARE PHARMACY LLC,LLC,Active,Ready for dissolution,1265989,2019-03-31,720 CENTRE ST,BROCKTON,02302,MA,,Foreign,2018-02-20,MA,MA,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:20.9933333,,,,2018-03-01,APOTHECARE PHARMACY LLC,,"720 CENTRE ST, BROCKTON, MA, 02302,",720 CENTRE ST,BROCKTON,MA,02302,,"720 CENTRE ST, BROCKTON, MA, 02302,",720 CENTRE ST,BROCKTON,MA,02302,,,,,
18 COLD SPRING LLC,LLC,Active,Ready for dissolution,1265991,2019-03-31,30 LONG RIDGE RD.,STAMFORD,06905,CT,SANDOLO77@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:20.9933333,,,,,,,,,,,,,,,,,,,,,,
DAS LOGISTICS LLC,LLC,Active,,1266038,2022-03-31,400 BOND ST,BRIDGEPORT,06610,CT,daslogisticllc@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:21.6666667,United States,"General Freight Trucking, Local (484110)",484110.0,,,,,,,,,,,,,,,,,,,
"AQ HIGHER EDUCATION CONSULTING, LLC",LLC,Active,Ready for dissolution,1266042,2020-03-31,12 OWL COURT,AVON,06001,CT,gary.lewicki@uconn.edu,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:21.6666667,United States,,,,,,,,,,,,,,,,,,,,,
"ADAIR PROPERTIES, LLC",LLC,Active,Ready for dissolution,1266057,2019-03-31,29 OLD SPORT HILL ROAD,EASTON,06612,CT,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:21.7133333,,,,,,,,,,,,,,,,,,,,,,
"GANESH & KUBER, LLC",LLC,Active,Ready for dissolution,1266115,2019-03-31,90 ENFIELD STREET,ENFIELD,06082,CT,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:22.3366667,,,,,,,,,,,,,,,,,,,,,,
"ECLAIR EQUIPMENT, LIMITED PARTNERSHIP",Limited Partnership,Active,Ready for dissolution,1266117,2020-02-20,440 MAIN ST. SOUTH,SOUTHBURY,06488,CT,CMANCINI440@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:22.3366667,,,,,,,,,,,,,,,,,,,,,,
"ELB ENTERPRISES, LLC",LLC,Active,,1266137,2022-03-31,212 MANSION RD,WALLINGFORD,06492,CT,elaina_bozzuto@aol.com,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:22.3833333,United States,Clothing Accessories Stores (448150),448150.0,,,,,,,,,,,,,,,,,,,
"INSIGHT AND WELLNESS, PLLC",LLC,Active,,1266162,2022-03-31,112 SPENCER ST SUITE 3B,MANCHESTER,06040,CT,RADMILA.PANEVA@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:23.0400000,,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,
LOS DIAZ LLC,LLC,Active,Ready for dissolution,1266177,2020-03-31,381 BOSTON POST RD,GUILFORD,06437,CT,RAFA_DZ@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.0700000,United States,,,,,,,,,,,,,,,,,,,,,
"MASSIRIO GROUP, LLC",LLC,Active,,1266190,2022-03-31,80 MASSIRIO DRIVE,BERLIN,06037,CT,Colonialmovingandstorage@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:23.1200000,United States,Used Household and Office Goods Moving (484210),484210.0,,,,,,,,,,,,,,,,,,,
NEW ENGLAND AQUA SOLUTIONS LLC,LLC,Active,Ready for dissolution,1266199,2019-03-31,72 ELLIOTT DRIVE,PLANTSVILLE,06479,CT,JEFFREY.PAQUET1@AOL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.1200000,,,,,,,,,,,,,,,,,,,,,,
MASSAGE BY CHRISTINE LLC,LLC,Active,Ready for dissolution,1266204,2019-03-31,756 COLONEL LEDYARD HWY,LEDYARD,06339,CT,CSHEEHAN255@GMAIL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:23.1200000,,,,,,,,,,,,,,,,,,,,,,
"VF ENVIRONMENTAL SERVICES, LLC",LLC,Active,,1266220,2022-03-31,2121 E WARM SPRINGS RD APT 1033 BLDG 19 BLDG 19,LAS VEGAS,89119,NV,VFES1992@yahoo.com,Domestic,2018-02-20,NV,Connecticut,False,True,False,False,False,,,2021-11-10 00:08:23.1500000,United States,Appliance Repair and Maintenance (811412),811412.0,,,,,,,,,,,,,,,,,,,
"360 RECOVERY, LLC",LLC,Active,Ready for dissolution,1266271,2019-03-31,184 JONATHAN DRIVE,STAMFORD,06903,CT,,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:08:20.9166667,,,,,,,,,,,,,,,,,,,,,,
JAKAN EXCAVATION LLC,LLC,Active,,1266273,2022-03-31,29 PLAIN HILL RD,SPRAGUE,06330,CT,mattjakan@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:20.9166667,United States,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,,,,,,,,,,,,,,,,,,,
RHB DEVELOPMENT LLC,LLC,Dissolved,,1264331,2019-03-31,23 TUPELO ROAD 23 TUPELO ROAD,WESTPORT,06880,CT,RHBDEVCT@AOL.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:14.6566667,,,,,,,,,,,,,,,,,,,2018-02-27T00:00:00.000,,,
NICHOLAS & SON PROPERTY MAINTENANCE LLC,LLC,Dissolved,,1264373,2019-03-31,171 PEARL ST,TORRINGTON,06790,CT,NICHOLASANDSON@OPTONLINE.NET,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:28.7733333,,,,,,,,,,,,,,,,,,,2018-10-16T00:00:00.000,,,
"TRACT PHARMACEUTICALS, INC.",Stock,Dissolved,,1264369,,No information provided,,,,RIZARD@IKRLAW.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,1000.0,2021-11-10 00:06:16.0633333,,,,,,,,,,,,,,,,,,,2018-02-28T00:00:00.000,,,
"CWB FLOORING, LLC",LLC,Dissolved,,1264484,2019-03-31,130 FRANCIS ST FLOOR 2,WATERBURY,06708,CT,INTERPOINT@GMX.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:03.9633333,,,,,,,,,,,,,,,,,,,2018-12-29T00:00:00.000,,,
"STATE FINANCIAL NETWORK, LLC",LLC,Withdrawn,,1264221,2019-03-31,5 HILLMAN DR STE 300,CHADDS FORD,19317,PA,,Foreign,2018-02-20,PA,PA,False,False,False,False,False,,,2021-11-10 00:04:03.9800000,,,,2018-01-25,"STATE FINANCIAL NETWORK, LLC",,"5 HILLMAN DR STE 300, CHADDS FORD, PA, 19317,",5 HILLMAN DR STE 300,CHADDS FORD,PA,19317,,"5 HILLMAN DR STE 300, CHADDS FORD, PA, 19317,",5 HILLMAN DR STE 300,CHADDS FORD,PA,19317,,,,,
PAPER CHASERS ENTERTAINMENT LLC,LLC,Dissolved,,1266116,2019-03-31,134 PEARL STREET,ENFIELD,06082,CT,USACCOUNTING@YAHOO.COM,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:19.0133333,,,,,,,,,,,,,,,,,,,2019-09-19T00:00:00.000,,,
"ADVANCED TRAINING AND POWERLIFTING, LLC",LLC,Dissolved,,1263915,2020-03-31,131 SHERIDAN RD,ENFIELD,06082,CT,atppowerlifting@gmail.com,Domestic,2018-02-20,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:26.9366667,,,,,,,,,,,,,,,,,,,2020-02-29T00:00:00.000,,,
