name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,total_authorized_shares,create_dt,sub_status,reason_for_administrative,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
BLOCK 912 JV TENANT LLC,LLC,Active,1260501,2022-03-31,155 E 44TH STREET 6TH FLOOR C/O MOODNA CREEK LLC,NEW YORK,United States,10017,NY,debra@moodnacreekllc.com,Foreign,2018-01-16,NY,NY,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:19.4966667,,,,2018-01-08,BLOCK 912 JV TENANT LLC,United States,"155 E. 44TH STREET 6TH FLOOR C/O MOODNA CREEK LLC, NEW YORK, NY, 10017, United States",155 E. 44TH STREET 6TH FLOOR C/O MOODNA CREEK LLC,NEW YORK,NY,10017.0,United States,"155 E. 44TH STREET 6TH FLOOR C/O MOODNA CREEK LLC, NEW YORK, NY, 10017, United States",155 E. 44TH STREET 6TH FLOOR C/O MOODNA CREEK LLC,NEW YORK,NY,10017.0,United States,,,
"TUCKERMAN 321, LLC",LLC,Active,1260502,2022-03-31,45 ASYLUM STREET,HARTFORD,United States,06103,CT,jlewis@hlopticians.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,2021-11-10 00:10:19.4966667,,,,,,,,,,,,,,,,,,,,,
"559 STEAMBOAT ROAD, LLC",LLC,Active,1260529,2019-03-31,200 OVERLOOK CIRCLE,NEW ROCHELLE,,10504,NY,,Domestic,2018-01-16,NY,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.5433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"LOMBARD HOLDINGS, LLC",LLC,Active,1260550,2022-03-31,4 MERRIMAN LANE,PROSPECT,United States,06712,CT,MARLOMB62@AOL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:19.5733333,,,,,,,,,,,,,,,,,,,,,
"ORACLE ELEVATOR HOLDCO, INC.",Stock,Active,1260551,2022-01-16,3434 VIA LIDO SUITE 300,NEWPORT BEACH,United States,92663,CA,gcatezone@vedderprice.com,Foreign,2018-01-16,DE,DE,False,False,False,False,False,Other Electronic and Precision Equipment Repair and Maintenance (811219),,,2021-11-10 00:10:19.5733333,,,,2018-01-16,"ORACLE ELEVATOR HOLDCO, INC.",United States,,,,,,,,,,,,,,,
"PEOPLE'S UNITED ADVISORS, INC.",Stock,Active,1260556,2022-01-16,850 MAIN STREET,BRIDGEPORT,United States,06604,CT,tina.dragone@peoples.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),523930.0,5000.0,2021-11-10 00:10:20.1500000,,,,,,,,,,,,,,,,,,,,,
SIERRA INTERNATIONAL MACHINERY LLC,LLC,Active,1260557,2022-03-31,1620 EAST BRUNDAGE LANE,BAKERSFIELD,United States,93307,CA,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,Foreign,2018-01-16,CA,CA,False,False,False,False,False,Industrial Machinery and Equipment Merchant Wholesalers (423830),423830.0,,2021-11-10 00:10:20.1500000,,,,2017-01-01,SIERRA INTERNATIONAL MACHINERY LLC,United States,"1620 EAST BRUNDAGE LANE, BAKERSFIELD, CA, 93307, United States",1620 EAST BRUNDAGE LANE,BAKERSFIELD,CA,93307.0,United States,"1620 EAST BRUNDAGE LANE, BAKERSFIELD, CA, 93307, United States",1620 EAST BRUNDAGE LANE,BAKERSFIELD,CA,93307.0,United States,,,
"TEMPLE HOME IMPROVEMENTS, LLC",LLC,Active,1260558,2020-03-31,2129 PERKINS STREET,BRISTOL,,06010,CT,chtemp1965@gmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.1500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MALLINCKRODT ARD FINANCE LLC,LLC,Active,1260559,2022-03-31,675 MCDONNELL BLVD,HAZELWOOD,United States,63042,MO,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-01-16,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,,2021-11-10 00:10:20.1500000,,,,2018-01-16,MALLINCKRODT ARD FINANCE LLC,United States,NONE,NONE,,,,,NONE,NONE,,,,,,,
"BRENNTAG NORTHEAST, LLC",LLC,Active,1260561,2022-03-31,81 WEST HULLER LANE,READING,United States,19605,PA,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2018-01-16,DE,DE,False,False,False,False,False,Other Chemical and Allied Products Merchant Wholesalers (424690),424690.0,,2021-11-10 00:10:20.1500000,,,,2018-01-01,"BRENNTAG NORTHEAST, LLC",United States,"81 WEST HULLER LANE, READING, PA, 19605, United States",81 WEST HULLER LANE,READING,PA,19605.0,United States,"81 WEST HULLER LANE, READING, PA, 19605,",81 WEST HULLER LANE,READING,PA,19605.0,,,,
HAWTHORNE WAY CONDOMINIUM ASSOCIATION INC.,Non-Stock,Active,1260563,2019-01-16,16 HAWTHORNE STREET SOUTH UNIT C,GREENWICH,,06831,CT,hawthornewaycondoassoc@gmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:20.1500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
JASS INC.,Stock,Active,1260564,2020-01-16,177 EAST STREET,PLAINVILLE,,06062,CT,armcast@sbcglobal.net,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,100.0,2021-11-10 00:10:20.1500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"POTTY TALK, LLC",LLC,Active,1260608,2022-03-31,72 FAIRMONT AVE.,STAMFORD,United States,06906,CT,DDAUREBCBA@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,,2021-11-10 00:10:16.9333333,,,,,,,,,,,,,,,,,,,,,
"IVY BOUND EDUCATION, LLC",LLC,Active,1260609,2019-03-31,674 ELM STREET UNIT 3,NEW HAVEN,,06511,CT,JMOROS.IVYBOUND@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9333333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
STUDIO AG LLC,LLC,Active,1260610,2022-03-31,32 COUNTY ST.,NORWALK,United States,06851,CT,agorrek@gmail.com,Domestic,2018-01-16,CT,Connecticut,True,False,False,False,False,Graphic Design Services (541430),,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"ENFANCE, LLC",LLC,Active,1260611,2021-03-31,65 OLD KINGS RD.,AVON,United States,06001,CT,ENFANCE@ENFANCEDESIGN.COM,Domestic,2018-01-16,CT,Connecticut,True,False,False,False,False,Interior Design Services (541410),,,2021-11-10 00:10:17.5100000,Annual report past due,,,,,,,,,,,,,,,,,,,,
97 BALLAMAHACK ROAD LLC,LLC,Active,1260612,2020-03-31,86 NORTHERN DRIVE,MOOSUP,United States,06354,CT,MARSHALL6062@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"8 CHARLTON HILL, LLC",LLC,Active,1260613,2022-03-31,146 MOUNTAIN VIEW DRIVE,HOLYOKE,United States,01040,MA,wfisher@springfieldcollege.edu,Domestic,2018-01-16,MA,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"41 CHASE ROAD, LLC",LLC,Active,1260614,2022-03-31,146 MOUNTAIN VIEW DRIVE,HOLYOKE,United States,01040,MA,wfisher@springfieldcollege.edu,Domestic,2018-01-16,MA,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"PEDIATRIC DENTISTRY AND ORTHODONTICS, PLLC",LLC,Active,1260615,2022-03-31,ONE LAKE STREET,NEW BRITAIN,United States,06052,CT,aells@simplydentalmanagement.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Offices of Dentists (621210),621210.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"476 EAST THOMPSON ROAD, LLC",LLC,Active,1260616,2022-03-31,146 MOUNTAIN VIEW DR.,HOLYOKE,United States,01040,MA,wfisher@springfieldcollege.edu,Domestic,2018-01-16,MA,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"MAYLAND ENERGY, LLC",LLC,Active,1260644,2022-03-31,43 RESERVOIR ROAD,LAKEVILLE,United States,06039,CT,kmayland@reservoirroadholdings.com,Domestic,2018-01-16,CT,Connecticut,True,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
BUSINESS OPTIMIZATION LLC,LLC,Active,1260645,2022-03-31,455 MILTON ROAD,GOSHEN,United States,06756,CT,j.andrew.stowers@gmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
ARTISTIC HOME INNOVATIONS LLC,LLC,Active,1260647,2020-03-31,284 TUTTLE RD,WOODBURY,,,CT,SHAWN@LONGHILLINC.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
QUANTUM ELITE LOGISTICS LLC,LLC,Dissolved,1260648,2021-03-31,6 STANTON RD.,STONINGTON,United States,06378,CT,mdecastro1@comcast.net,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,All Other Support Activities for Transportation (488999),488999.0,,2021-11-10 00:10:17.5900000,,,2021-01-07T00:00:00.000,,,,,,,,,,,,,,,,,,
RUNNING WATER ENTERPRISE LLC,LLC,Active,1260663,2019-03-31,955 CONNECTICUT AVE SUITE 4108,BRIDGEPORT,,06607,CT,DOUGLASWERNER1004@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
AURA SC LLC,LLC,Active,1260664,2020-03-31,514 WEST MAIN STREET,MERIDEN,,06451,CT,AURALLC.SC@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
THREE D HOME IMPROVEMENTS LLC,LLC,Active,1260665,2020-03-31,1648 MADISON AVE,BRIDGEPORT,,06606,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"CBR NAILS SALON, INC.",Stock,Dissolved,1260667,2020-01-16,No information provided,,,,,ZHANG@CCATAXANDACCOUNTING.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,1000.0,2021-11-10 00:10:17.5900000,,,2021-06-25T00:00:00.000,,,,,,,,,,,,,,,,,,
G.G. CULLARO LLC,LLC,Active,1260668,2019-03-31,41 ROCHELLE DRIVE,NEW CITY,,10956,NY,GGCULLAROLLC@GMAIL.COM,Foreign,2018-01-16,NY,NY,False,False,False,False,False,,,,2021-11-10 00:10:17.5900000,Ready for dissolution,Failure to file Annual Report,,2017-11-01,G.G. CULLARO LLC,,,,,,,,"41 ROCHELLE DRIVE, NEW CITY, NY, 10956,",41 ROCHELLE DRIVE,NEW CITY,NY,10956.0,,,,
"MEDIATION SOLUTIONS, LLC",LLC,Active,1260669,2020-03-31,2234 MAIN STREET,GLASTONBURY,United States,06033,CT,CRSTONE111@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"OCHSNER RESOURCE GROUP, LLC",LLC,Active,1260670,2019-03-31,59 HOPE STREET #21A,STAMFORD,,06906,CT,JONATHAN@OCHSNERRESOURCEGROUP.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
DRAKE BUILDERS LLC,LLC,Active,1260671,2021-03-31,7 WASHINGTON AVENUE,BEDFORD,United States,10506,NY,ct-reports@statefilings.in,Foreign,2018-01-16,NY,NY,False,False,False,False,False,Residential Remodelers (236118),236118.0,,2021-11-10 00:10:18.1666667,Annual report past due,,,2018-01-16,DRAKE BUILDERS LLC,United States,"7 WASHINGTON AVENUE, BEDFORD, NY, 10506, United States",7 WASHINGTON AVENUE,BEDFORD,NY,10506.0,United States,"7 WASHINGTON AVENUE, BEDFORD, NY, 10506,",7 WASHINGTON AVENUE,BEDFORD,NY,10506.0,,,,
THOMIS APPAREL LLC,LLC,Active,1260672,2019-03-31,112 ELM STREET,NEW CANAAN,,06840,CT,THOMAS.MISERENDINO@AOL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.1666667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SACRED ROOTS NURSERY LLC,LLC,Active,1260673,2022-03-31,276 MELBA ST.,MILFORD,United States,06460,CT,c.elliott@sacredrootsnursery.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Nursery and Tree Production (111421),111421.0,,2021-11-10 00:10:18.1666667,,,,,,,,,,,,,,,,,,,,,
GINA BIANCA EDUCATION LLC,LLC,Active,1260674,2022-03-31,23 BIRCH AVENUE,WOLCOTT,United States,06716,CT,ginabiancahair@gmail.com,Domestic,2018-01-16,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),,,2021-11-10 00:10:18.1666667,,,,,,,,,,,,,,,,,,,,,
"CALIFORNIA CLOSET COMPANY, INC",Stock,Active,1260686,2022-01-16,1414 HARBOUR WAY SOUTH SUITE 1750,RICHMOND,United States,94804,CA,laf@ferranteandassociates.com,Foreign,2018-01-16,CA,CA,False,False,False,False,False,Other Building Finishing Contractors (238390),238390.0,,2021-11-10 00:10:18.1666667,,,,2018-01-16,"CALIFORNIA CLOSET COMPANY, INC",United States,,,,,,,,,,,,,,,
"CT PN, LLC",LLC,Active,1260688,2022-03-31,22 REGENT COURT,STAMFORD,United States,06907,CT,dvirvo@gmail.com,Domestic,2018-01-16,CT,Connecticut,True,False,False,False,False,Nonresidential Property Managers (531312),531312.0,,2021-11-10 00:10:18.1666667,,,,,,,,,,,,,,,,,,,,,
CC CUSTOM APPAREL CO.,Stock,Active,1260689,2021-01-16,385 SOUTHBRIDGE ST CARLOS CREATIONS,AUBURN,United States,01501,MA,cccustomapparelco@gmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,1000.0,2021-11-10 00:10:18.2000000,Annual report past due,,,,,,,,,,,,,,,,,,,,
FABIANO CONSTRUCTION LLC,LLC,Active,1260690,2019-03-31,45 8TH STREET,STAMFORD,,06905,CT,72@MIRANTEAGENCY.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MOONLIGHT MEADOW LLC,LLC,Active,1260692,2022-03-31,29 CLAREMONT ST,STAMFORD,United States,06902,CT,mm@neomantra.net,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:18.2000000,,,,,,,,,,,,,,,,,,,,,
"KV APPLIANCE PLUS, LLC",LLC,Active,1260693,2019-03-31,41 CHURCH STREET,HAMDEN,,06514,CT,KVAPPLIANCEPLUS@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"CUTRONA ELECTRIC, LLC",LLC,Active,1260694,2019-03-31,13 OSBORN ROAD,SHERMAN,,06784,CT,CUTRONAELECTRIC@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
PERSONAL TOUCH EMPLOYEE LEASING LLC,LLC,Active,1260695,2019-03-31,95 BERLIN RD,CROMWELL,,06416,CT,JODIPTBO@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
49 KOSSUTH HOLDINGS LLC,LLC,Active,1260696,2020-03-31,101 WHITNEY AVE  2ND FLOOR,NEW HAVEN,United States,06511,CT,DANIELLETRIVERS@COMCAST.NET,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
FINCH TRANSPORT LLC,LLC,Active,1260697,2019-03-31,32 BAYVIEW CIRCLE,WOLCOTT,,06716,CT,HUBENY88@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"16-18 DALE AVENUE, LLC",LLC,Active,1260698,2022-03-31,5 NORTHWOOD DRIVE,BLOOMFIELD,United States,06002,CT,leighjohnson58@gmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:18.2000000,,,,,,,,,,,,,,,,,,,,,
SIERRA JACK LLC,LLC,Active,1260699,2019-03-31,876 RUBBER AVENUE,NAUGATUCK,,06770,CT,THELODGEBARANDGRILL@HOTMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
TWO PUTZ LLC,LLC,Active,1260700,2019-03-31,876 RUBBER AVENUE,NAUGATUCK,,06770,CT,THELODGEBARANDGRILL@HOTMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
BEST WAY PAINTING LLC,LLC,Active,1260702,2022-03-31,90 WARD ST,NAUGATUCK,United States,06770,CT,thalita.ivan@gmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),,,2021-11-10 00:10:18.2000000,,,,,,,,,,,,,,,,,,,,,
RXSENSE LLC,LLC,Active,1260704,2022-03-31,99 HIGH STREET SUITE 2800,BOSTON,United States,02110,MA,Compliancemail@cscinfo.com,Foreign,2018-01-16,DE,DE,False,False,False,False,False,Third Party Administration of Insurance and Pension Funds (524292),524292.0,,2021-11-10 00:10:18.2000000,,,,2018-01-16,RXSENSE LLC,United States,"251 LITTLE FALLS DR., WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR.,WILMINGTON,DE,19808.0,United States,"251 LITTLE FALLS DR., WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR.,WILMINGTON,DE,19808.0,United States,,,
"TJT VALLEY PROPERTIES, LLC",LLC,Active,1260706,2019-03-31,5 BLUEBERRY LANE,SHELTON,,06484,CT,1THOMASTOTH@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"TOUCH OF CLASS TRANSPORT, LLC",LLC,Active,1260707,2019-03-31,62 ARCH STREET,NEW HAVEN,,06519-1511,CT,INEZVELAZQUEZ1@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
EAST200 APT LLC,LLC,Active,1260709,2019-03-31,12 CLOVERLY CIRCLE,NORWALK,,06855,CT,DDIMITROGLOU@HOTAMIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
TAYLOR BROOKE REAL ESTATE LLC,LLC,Active,1260710,2022-03-31,848 ROUTE 171,WOODSTOCK,United States,06281,CT,linda@taylorbrookewinery.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,,2021-11-10 00:10:18.2000000,,,,,,,,,,,,,,,,,,,,,
MILLPOND INK LLC,LLC,Active,1260712,2022-03-31,48 HOWEY RD,ASHFORD,United States,06278,CT,mary@brcoscpa.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
OCEAN AND FIELD LLC,LLC,Active,1260713,2022-03-31,21 BLUEBERRY LANE,SHELTON,United States,06484,CT,amy@oceanandfield.com,Domestic,2018-01-16,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
MCR HOME IMPROVEMENT LLC,LLC,Active,1260714,2019-03-31,10 STARR AVE,DANBURY,,06810,CT,CRIS@MIRANTEAGENCY.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"BLUEPOINT WELLNESS OF WESTPORT, LLC",LLC,Active,1260715,2022-03-31,325 W. HURON ST. SUITE 700,CHICAGO,United States,60654,IL,CLS-CTARMSevidence@wolterskluwer.com,Domestic,2018-01-16,IL,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
"AGLMA, LLC",LLC,Active,1260716,2022-03-31,325 W. HURON ST. SUITE 700 SUITE 700,CHICAGO,United States,60654,IL,CLS-CTARMSevidence@wolterskluwer.com,Domestic,2018-01-16,IL,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
VILLA BRASIL CAFE LLC,LLC,Active,1260717,2022-03-31,1944 PARK ST,HARTFORD,United States,06106,CT,olmoreira@hotmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,True,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",722514.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
"WW DESIGNS, LLC.",LLC,Active,1260718,2019-03-31,216 MOUNTAIN RD.,SEYMOUR,,06483,CT,STACIE@WHITEWILLOWKH.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
QUEENPIN HAIR CARTEL LLC,LLC,Active,1260719,2022-03-31,241 QUINNIPIAC AVENUE APT. 1,NEW HAVEN,United States,06513,CT,queenpinhaircartelllc@gmail.com,Domestic,2018-01-16,CT,Connecticut,True,False,True,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
"RYEBORN PROPERTIES 326, LLC",LLC,Active,1260722,2022-03-31,1047 DANBURY ROAD,WILTON,United States,06897,CT,admin@thewoodden.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
"SUMMER RAIN WELL AND PUMP SERVICES, LLC",LLC,Active,1260724,2019-03-31,1 HORTON AVENUE,PORT CHESTER,,10573,NY,BGALLAGHER@SUMMERRAINSPRINKLERS.COM,Foreign,2018-01-16,NY,NY,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,2018-01-16,"SUMMER RAIN WELL AND PUMP SERVICES, LLC",,"1 HORTON AVENUE, PORT CHESTER, NY, 10573,",1 HORTON AVENUE,PORT CHESTER,NY,10573.0,,"1 HORTON AVENUE, PORT CHESTER, NY, 10573,",1 HORTON AVENUE,PORT CHESTER,NY,10573.0,,,,
E&R AMUSEMENTS LLC,LLC,Active,1260725,2022-03-31,142 OLD FARMS RD,TORRINGTON,United States,06790,CT,ryacinski@hotmail.com,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,,2021-11-10 00:10:18.2300000,,,,,,,,,,,,,,,,,,,,,
ENCORE LLC,LLC,Active,1260727,2019-03-31,60 NORWAY ST,OAKVILLE,,06779,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"COLTON'S CLOSET, LLC",LLC,Active,1260728,2019-03-31,57 DAVIS STREET,DANBURY,,06810,CT,SERVICE@COLTONSCLOSET.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"K & K, LLC",LLC,Active,1260729,2020-03-31,2543 MAIN STREET,HARTFORD,United States,06120,CT,APPABCGLLC@GMAIL.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
JULIO R MARKET LLC,LLC,Active,1260730,2019-03-31,727 EAST MAIN ST,BRIDGEPORT,,06608,CT,JULIORMARKET@YAHOO.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
ELLIE CLEANING SERVICES LLC,LLC,Active,1260731,2019-03-31,"35 PEARL LAKE RD, APT C",WATERBURY,,06706,CT,SENECA.BUSINESS@YAHOO.COM,Domestic,2018-01-16,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:18.2300000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
