name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_address
"YANKEE MATTRESS FACTORY, INC.",Stock,Active,Annual report past due,1290961,2020-11-19,314 SPRINGFIELD ST.,AGAWAM,01001,MA,JOENO123@AOL.COM,Foreign,2018-11-19,MA,MA,False,False,False,False,False,,2021-11-10 00:12:23.9766667,2018-11-01,United States,"YANKEE MATTRESS FACTORY, INC.",United States,,,,,,,,,,,,,,,,,,,,
22 THAMMAVONGSA LLC,LLC,Active,Annual report past due,1290962,2021-03-31,153 MAIN ST,OAKVILLE,06779,CT,22thammavongsa@gmail.com,Domestic,2018-11-19,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:23.9766667,,United States,,,,,,,,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,
ENGINEERING AND DESIGN SOLUTIONS LLC,LLC,Dissolved,,1290964,2021-03-31,6 TULIP TREE LANE,WOODBRIDGE,06525,CT,jeremy@engdsolutions.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9766667,,United States,,,,,,,,Engineering Services (541330),541330.0,,,,,,,2021-02-20T00:00:00.000,,,,,,
"BAYONET STREET APARTMENTS, LLC",LLC,Active,,1290965,2022-03-31,"165 STATE STREET, SUITE 405",NEW LONDON,06320,CT,echopb@sbcglobal.net,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9766667,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
BUTTERFLY WINGS PUBLISHING COMPANY LLC,LLC,Dissolved,,1290966,2021-03-31,2 WILDMERE LANE,NORWALK,06851,CT,jt0421@hotmail.com,Domestic,2018-11-19,CT,Connecticut,True,False,False,True,False,,2021-11-10 00:12:24.0233333,,United States,,,,,,,,Book Publishers (511130),511130.0,,,,,,,2021-05-04T00:00:00.000,,,,,,
"PATINA HOLDINGS, LLC",LLC,Active,Ready for dissolution,1290967,2020-03-31,30-2 BROCKWAY FERRY ROAD,LYME,06371,CT,pgilbert@lcnusa.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,United States,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,
JORGE LORENZO RODRIGUEZ LLC,LLC,Active,Ready for dissolution,1290968,2019-03-31,29 Piave St,Stamford,06902-5513,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,United States,,,,,,,,,,,,,,,,,,,,,,
MORGAN'S DEN LLC,LLC,Active,Ready for dissolution,1290969,2019-03-31,264 SOUTH MAIN STREET,SUFFIELD,06078,CT,WILLIAMCHAPMAN08@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,United States,,,,,,,,,,,,,,,,,,,,,,
GUZMAN'S CARPET AND FLOORING LLC,LLC,Active,Ready for dissolution,1290970,2019-03-31,33 MORRIS AVE,BRISTOL,06010,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,United States,,,,,,,,,,,,,,,,,,,,,,
"PLANISWARE USA, INC.",Stock,Active,,1290973,2022-11-19,343 Sansome St,San Francisco,94104-1303,CA,adminus@planisware.com,Foreign,2018-11-19,CA,CA,False,False,False,False,False,,2021-11-10 00:12:24.0233333,2018-11-15,United States,"PLANISWARE USA, INC.",United States,,,,,,Computer Systems Design Services (541512),541512.0,,,,,,,,,,,500,,
"COMCAST/CHARTER MASTER CABLE ADVERTISING, LLC",LLC,Active,,1290978,2022-03-31,1701 JOHN F. KENNEDY BOULEVARD,PHILADELPHIA,19103,PA,pmizaku@kpmg.com,Foreign,2018-11-19,DE,DE,False,False,False,False,False,,2021-11-10 00:12:24.0233333,2018-11-19,United States,"COMCAST/CHARTER MASTER CABLE ADVERTISING, LLC",United States,"1701 JOHN F KENNEDY BLVD, PHILADELPHIA, PA, 19103, United States",1701 JOHN F KENNEDY BLVD,PHILADELPHIA,PA,19103,Cable and Other Subscription Programming (515210),515210.0,"1701 JOHN F. KENNEDY BOULEVARD, PHILADELPHIA, PA, 19103, United States",1701 JOHN F. KENNEDY BOULEVARD,PHILADELPHIA,PA,19103,United States,,United States,,,,,
SHRIJI PROPERTIES LLC,LLC,Active,,1290979,2022-03-31,19 BYRD RD,NORWALK,06850,CT,shahrealtymanagement@gmail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,
"1177 GROUP, INC.",Stock,Active,,1290980,2022-11-19,1177 POST RD,FAIRFIELD,06824,CT,nickrac@gmail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,,United States,,,,,,,,Full-Service Restaurants (722511),,,,,,,,,,1000.0,,,,
PREMIER THERAPY WELLNESS LLC,LLC,Active,,1290981,2022-03-31,7 BIRDLE CIRCLE,TORRINGTON,06790,CT,roger@bennettcocpa.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,,United States,,,,,,,,Other Individual and Family Services (624190),624190.0,,,,,,,,,,,,,
"PROPERTY WIDE SOLUTIONS, LLC",LLC,Active,Annual report past due,1290982,2021-03-31,91 PERRY ROAD,HAMDEN,06514,CT,ct-reports@statefilings.in,Foreign,2018-11-19,NV,NV,False,False,False,False,False,,2021-11-10 00:12:24.0233333,2018-11-28,United States,"PROPERTY WIDE SOLUTIONS, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147,",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,Other Activities Related to Real Estate (531390),531390.0,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,,,
ABOVEAIR TECHNOLOGIES LLC,LLC,Active,Ready for dissolution,1290983,2019-03-31,5179 MOUNTVILLE ROAD,FREDERICK,21703,MD,SBEDELL@ABOVEAIR.COM,Foreign,2018-11-19,MD,MD,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,2018-11-05,,ABOVEAIR TECHNOLOGIES LLC,,"5179 MOUNTVILLE ROAD, FREDERICK, MD, 21703,",5179 MOUNTVILLE ROAD,FREDERICK,MD,21703,,,,,,,,,,,,,,,
LITTLE PEARL INVESTMENT GROUP LLC,LLC,Active,Ready for dissolution,1290985,2019-03-31,188 BROWN STREET,WEST HAVEN,06516,CT,RANDY@LITTLEPEARLINVESTMENTGROUP.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,,,,,,,,,,,,,,,,,,,,,,,
"93 MORNING MIST, LLC",LLC,Active,,1290986,2022-03-31,463 GULF STREET,MILFORD,06460,CT,bf@dimilford.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
"WOODLAND DEEP RIVER PROPERTIES, LLC",LLC,Active,,1290987,2022-03-31,39 WOODLAND ROAD,DEEP RIVER,06417,CT,betsysceramics@yahoo.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
ZERO DEPOT ROAD LLC,LLC,Active,,1290988,2022-03-31,257 DEPOT ROAD,MILFORD,06460,CT,jody@romefast.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,
DAVMAR I LLC,LLC,Active,,1290989,2022-03-31,156 PEAR TREE POINT ROAD,DARIEN,06820,CT,cleschack@cl-law.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,,United States,,,,,,,,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,
"ARLINGTON INDUSTRIES, INC.",Stock,Active,,1290993,2022-11-19,1616 S LAKESIDE DRIVE,WAUKEGAN,60085,IL,finance@arli.com,Foreign,2018-11-19,NC,NC,False,False,False,False,False,,2021-11-10 00:12:24.5866667,2019-01-01,United States,"ARLINGTON INDUSTRIES, INC.",United States,,,,,,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),423990.0,,,,,,,,,,,,,
"CHOMPIE SOLAR II, LLC",LLC,Active,,1290994,2022-03-31,3500 DEER CREEK ROAD,PALO ALTO,94304,CA,cls-ctarmsevidence@wolterskluwer.com,Foreign,2018-11-19,DE,DE,False,False,False,False,False,,2021-11-10 00:12:24.5866667,2018-11-09,United States,"CHOMPIE SOLAR II, LLC",United States,NONE,NONE,,,,Sales Financing (522220),522220.0,NONE,NONE,,,,,,,,,,,
CROWN ROOFING AND CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1290995,2019-03-31,7 DOUGLAS DRIVE,CROMWELL,06416,CT,JAMIE@CROWNROOFS.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,,
LITTLE BEETS LLC,LLC,Dissolved,,1290996,2022-03-31,75 C HAZARD AVE,ENFIELD,06082,CT,jmjf2367@gmail.com,Domestic,2018-11-19,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.5866667,,United States,,,,,,,,Children's and Infants' Clothing Stores (448130),448130.0,,,,,,,2021-01-11T00:00:00.000,,,,,,
"HOCH ASSOCIATES, PROFESSIONAL CORPORATION",Stock,Active,Ready for dissolution,1290997,2019-11-19,111 WEST BERRY STREET SUITE 200,FORT WAYNE,46802,IN,MELISSAA@HOCHASSOC.COM,Foreign,2018-11-19,IN,IN,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,2018-11-19,,"HOCH ASSOCIATES, PROFESSIONAL CORPORATION",,,,,,,,,,,,,,,,,,,,,
S&S SERVICES LLC,LLC,Active,Ready for dissolution,1290998,2019-03-31,79 LINNMORE ST,HARTFORD,06106,CT,WSANTIAGO0321@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,,
SHAH REALTOR GROUP LLC,LLC,Active,,1290999,2022-03-31,19 BYRD RD,NORWALK CT,06850,CT,shahrealtymanagement@gmail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,,United States,,,,,,,,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,,,,,
"SIMSBURY GYMNASTICS CENTER, LLC",LLC,Active,Ready for dissolution,1291000,2020-03-31,520 HOPMEADOW STREET,SIMSBURY,06070,CT,GTCCOACHES@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,United States,,,,,,,,,,,,,,,,,,,,,,
"VENTURA MEDSTAFF, LLC",LLC,Active,,1291001,2022-03-31,11420 BLONDO ST SUITE 103,OMAHA,68164,NE,twestlund@venturamedstaff.com,Foreign,2018-11-19,NE,NE,False,False,False,False,False,,2021-11-10 00:12:24.5866667,2018-12-01,United States,"VENTURA MEDSTAFF, LLC",United States,"11420 BLONDO ST. SUITE 103, OMAHA, NE, 68164,",11420 BLONDO ST. SUITE 103,OMAHA,NE,68164,Employment Placement Agencies (561311),561311.0,"11420 BLONDO ST. SUITE 103, OMAHA, NE, 68164, United States",11420 BLONDO ST. SUITE 103,OMAHA,NE,68164,United States,,,,,,,
"NEK HUSKY RESCUE, INC.",Non-Stock,Active,Annual report past due,1291002,2021-05-22,151 SALEM CHURCH RD,HURDLE MILLS,27541,NC,NEKHUSKYRESCUE@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,,United States,,,,,,,,Pet Care (except Veterinary) Services (812910),812910.0,,,,,,,,,,,,,
"THE RED BARN IN DURHAM, LLC",LLC,Active,Ready for dissolution,1291003,2019-03-31,352 MAIN STREET,DURHAM,06422,CT,JANMJULIANO@YAHOO.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,,
BOMBACI FAMILY LLC,LLC,Active,Annual report past due,1291005,2021-03-31,86 INGHAM HILL ROAD,ESSEX,06426,CT,jabombaci@aol.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
USA WILDLIFE & EXCLUSION LLC,LLC,Active,Annual report past due,1291006,2021-03-31,99 WALNUT HILL ROAD,THOMASTON,06787,CT,genovesesteven@ymail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,Exterminating and Pest Control Services (561710),561710.0,,,,,,,,,,,,,
"30 MAYBROOK, LLC",LLC,Active,,1291007,2022-03-31,25 PALMER PLACE,EASTON,06612,CT,dan.pflug@gmail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
ABN TRANSPORTATION LLC,LLC,Active,,1291009,2022-03-31,195 PINE LN,WETHERSFIELD,06109,CT,violet.buzas@ey.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,,,,,,,,,,,,,
"WILLIE'S CHOICE PET PRODUCTS, LLC",LLC,Active,,1291010,2022-03-31,5265 W ROGERS BLVD STE A PMB 221,SKIATOOK,74070,OK,mark@willieschoice.com,Foreign,2018-11-19,OK,OK,False,False,False,False,False,,2021-11-10 00:12:22.1800000,2018-10-02,United States,"WILLIE'S CHOICE PET PRODUCTS, LLC",United States,"514 AMERICAS WAY #14646, BOX ELDER, SD, 57719, United States",514 AMERICAS WAY #14646,BOX ELDER,SD,57719,Electronic Shopping and Mail-Order Houses (454110),454110.0,"5265 W ROGERS BLVD STE A PMB 221, SKIATOOK, OK, 74070, United States",5265 W ROGERS BLVD STE A PMB 221,SKIATOOK,OK,74070,United States,,United States,,,,,
TORRES TAPING LLC,LLC,Active,Ready for dissolution,1291012,2019-03-31,35 LOCUST AVENUE,DANBURY,06810,CT,,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1800000,,,,,,,,,,,,,,,,,,,,,,,,
CNC BROTHERS HOME IMPROVEMENT INC.,Stock,Active,First report past due,1291013,2020-11-19,No information provided,,,,ORSEHI@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,,,,,,,,,,,,,,,,,,,,100.0,,,,
"GENDRON DESIGN AND INNOVATION, INC.",Stock,Active,Annual report due,1291015,2021-11-19,18 GREENBRIER ROAD,WESTPORT,06880,CT,greg@gregbudinandassociates.com,Foreign,2018-11-19,DE,DE,False,False,False,False,False,,2021-11-10 00:12:22.1800000,2018-11-20,United States,"GENDRON DESIGN AND INNOVATION, INC.",United States,,,,,,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,
CRO REALTY LLC,LLC,Active,Ready for dissolution,1291016,2019-03-31,49 CAMBRIDGE HEIGHTS,BERLIN,,CT,CRAIG@OVLMFG.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1800000,,,,,,,,,,,,,,,,,,,,,,,,
BARON ANALYTICAL LABORATORIES LLC,LLC,Active,,1291018,2022-03-31,181 RESEARCH DRIVE UNIT 1,MILFORD,06460,CT,elisa@baronlabsct.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,Testing Laboratories (541380),541380.0,,,,,,,,,,,,,
"POST BAIL CT, LLC",LLC,Active,Ready for dissolution,1291019,2020-03-31,222 WILLIAMS STREET EAST UNIT 214,GLASTONBURY,06033,CT,POSTBAILCT@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1800000,,United States,,,,,,,,,,,,,,,,,,,,,,
D & D OF VERNON LLC,LLC,Active,Ready for dissolution,1291020,2019-03-31,575 TALCOTTVILLE RD.,VERNON,06066,CT,DAVEGILBERT4000@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.1800000,,,,,,,,,,,,,,,,,,,,,,,,
SPECTRUM STRATEGIES LLC,LLC,Active,,1291021,2022-03-31,137 ROWAYTON AVE SUITE 200,NORWALK,06853,CT,admin@orbitvp.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,
ESCAPE MASSAGE & ESTHETICS STUDIO LLC,LLC,Active,Annual report past due,1291022,2021-03-31,945 MAIN STREET STE. 304,MANCHESTER,06040,CT,info@escapemts.com,Domestic,2018-11-19,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,Other Personal Care Services (812199),812199.0,,,,,,,,,,,,,
"CALVE BILLBOARD, LLC",LLC,Active,,1291024,2022-03-31,4325 WICKFORD ROAD,BALTIMORE,21210,MD,ccm912@gmail.com,Domestic,2018-11-19,MD,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.1800000,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,
"ARTISAN DISTINCTIVE SINKS, LLC",LLC,Active,Ready for dissolution,1291031,2019-03-31,11 CUSTER STREET,WEST HARTFORD,06110,CT,RENZ53@AOL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,,,,,,,,,,,,,,,,,,,,,,,
"SOUNDHILL GRAPHICS, INC.",Stock,Active,Ready for dissolution,1291033,2019-11-19,2550 REDDING ROAD,FAIRFIELD,06824,CT,NVONDERWENSE@GMAIL.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,,,,,,,,,,,,,,,,,,,1000.0,,,,
BELKYS & CO LLC,LLC,Active,Ready for dissolution,1291034,2020-03-31,135 MASON ST,GREENWICH CT,06830,CT,INKAMELLON@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,United States,,,,,,,,,,,,,,,,,,,,,,
KTW AUTOMOTIVE LLC,LLC,Active,Ready for dissolution,1291035,2019-03-31,1909 SILAS DEANE HIGHWAY,ROCKY HILL,06067,CT,,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,,,,,,,,,,,,,,,,,,,,,,,
"REVV FITNESS CLUB, LLC",LLC,Active,,1291036,2022-03-31,730 MAIN STREET SOUTH,SOUTHBURY,06488,CT,tony@revvfitnessclub.com,Domestic,2018-11-19,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.2266667,,United States,,,,,,,,Fitness and Recreational Sports Centers (713940),713940.0,,,,,,,,,,,,,
"45 SHERMAN STREET, LLC",LLC,Active,,1291039,2022-03-31,45 SHERMAN STREET,FAIRFIELD,06824,CT,candacec@doyleins.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.2266667,,United States,,,,,,,,Insurance Agencies and Brokerages (524210),524210.0,,,,,,,,,,,,,
"WESTON SERVICES, LLC",LLC,Active,Ready for dissolution,1291040,2020-03-31,16 VERNON AVENUE UNIT 16,VERNON,06066,CT,markcunningham502@gmail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,United States,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,
"HUNGRY JOE'S, LLC",LLC,Active,Ready for dissolution,1291041,2019-03-31,191 WEST THAMES ST. 1ST FLOOR,NORWICH,06360,CT,JOEBLAZE101414@YAHOO.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.2266667,,,,,,,,,,,,,,,,,,,,,,,,
"CT DUDLEY FARMS, LLC",LLC,Active,,1291045,2022-03-31,250 MOUNTAIN LAUREL ROAD,FAIRFIELD,06824,CT,roberthgriggs@gmail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.2266667,,United States,,,,,,,,Corn Farming (111150),111150.0,,,,,,,,,,,,,
DIME SPORTS LLC,LLC,Active,Ready for dissolution,1291047,2019-03-31,7 HOMER ST.,NORWALK,06851,CT,,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,,,,,,,,,,,,,,,,,,,,,,,
R&M REMODELING AND CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1291048,2019-03-31,50 MITCHELL AVE,WATERBURY,06710,CT,2008JDAM@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,,,,,,,,,,,,,,,,,,,,,,,
MOVING PLACES RE LLC,LLC,Active,Annual report past due,1291049,2021-03-31,2A JEANETTE STREET UNI UNIT 36,DANBURY,06811,CT,olivialinda1024@gmail.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7400000,,United States,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,
"ADVANCED NEUROPHYSIOLOGY ASSOCIATES, P.C.",Stock,Active,Ready for dissolution,1291052,2019-11-19,136 ELDRIDGE ROAD SUITE A,SUGAR LAND,77478,TX,JWOLINSKY@DRWOLINSKY.COM,Foreign,2018-11-19,TX,TX,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,2018-11-19,,"ADVANCED NEUROPHYSIOLOGY ASSOCIATES, P.C.",,,,,,,,,,,,,,,,,,,,,
1070 NEW HAVEN AVE LLC,LLC,Active,,1291053,2022-03-31,38 RIDGE RD,WESTON,06883,CT,veronica_hauresz@yahoo.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7400000,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
111% FIREARMS & TACTICAL LLC,LLC,Active,Ready for dissolution,1291054,2019-03-31,197 PRATT ST,MERIDEN,06450,CT,LLLPCTFANDT@YAHOO.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,,,,,,,,,,,,,,,,,,,,,,,
ENFIELD ENTERPRISE LLC,LLC,Active,Ready for dissolution,1291055,2019-03-31,21 MANNING ROAD,ENFIELD,06062,CT,HOROWITZHARRY@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,,,,,,,,,,,,,,,,,,,,,,,
PRO-ACTIVE PHYSICAL THERAPY AND WELLNESS LLC,LLC,Dissolved,,1291056,2021-03-31,85 BENNETT RD,EAST HAVEN,06513,CT,crmiller1232@yahoo.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7400000,,United States,,,,,,,,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,,,,,,,2021-03-17T00:00:00.000,,,,,,
"TORBELLO HOMES, LLC",LLC,Active,,1291057,2022-03-31,21 GIDDINGS STREET,HARTFORD,06106,CT,ilka.realtor@gmail.com,Domestic,2018-11-19,CT,Connecticut,True,True,True,False,False,,2021-11-10 00:12:22.7400000,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
ENVERS TIRE SHOP LLC,LLC,Active,Ready for dissolution,1291058,2019-03-31,911 SOUTH MAIN STREET,WATERBURY,06706,CT,GILAW.PR@GMAIL.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,,,,,,,,,,,,,,,,,,,,,,,
VR FUN PLACE LLC,LLC,Active,Ready for dissolution,1291059,2020-03-31,2389 MAIN STREET STE 100,GLASTONBURY,06033,CT,BQU@BQCPAS.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,United States,,,,,,,,,,,,,,,,,,,,,,
J.J. URIAN CONSTRUCTION LLC,LLC,Active,,1291060,2022-03-31,194 PLEASURE HILL ROAD,NORTH FRANKLIN,06254,CT,jjurianconstruction@yahoo.com,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7400000,,United States,,,,,,,,Framing Contractors (238130),238130.0,,,,,,,,,,,,,
WHISCONIER FARM LLC,LLC,Active,Ready for dissolution,1291061,2020-03-31,12 BRIDGE END FARM LN,SANDY HOOK,06482,CT,DAN@ODCO.COM,Domestic,2018-11-19,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7400000,,United States,,,,,,,,,,,,,,,,,,,,,,
