name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,total_authorized_shares,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting
NORTHERN SHIPPING FUND IV LIMITED PARTNERSHIP,Limited Partnership,Active,,1288079,2022-10-16,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DR.,WILMINGTON,19808,DE,agent@northernshippingfunds.com,Foreign,2018-10-16,DE,DE,False,False,False,False,False,,2021-11-10 00:12:22.7733333,United States,Miscellaneous Financial Investment Activities (523999),523999.0,2018-10-16,NORTHERN SHIPPING FUND IV LIMITED PARTNERSHIP,,,,,,"C/O NORTHERN SHIPPING FUND IV GP LLC 100 FIRST STAMFORD PLACE, 6TH FL., STAMFORD, CT, 06902, United States","C/O NORTHERN SHIPPING FUND IV GP LLC 100 FIRST STAMFORD PLACE, 6TH FL.",STAMFORD,CT,06902,,United States,,United States,agent@norsf.com,,,
"AMELIA'S GENERAL MERCHANDISE, LLC",LLC,Active,Ready for dissolution,1288080,2019-03-31,233 PEARL ST.,MIDDLETOWN,06457,CT,,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7733333,,,,,,,,,,,,,,,,,,,,,,,
"DANNY S. FOOD MART, LLC",LLC,Active,,1288082,2022-03-31,1371 MAIN STREET,OAKVILLE,06799,CT,violaty@ymail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.7733333,United States,All Other General Merchandise Stores (452319),452319.0,,,,,,,,,,,,,,,,,,,,
INSIDE THE BOX ORGANIZING LLC,LLC,Active,,1288090,2022-03-31,7 PARK AVENUE,OLD SAYBROOK,06475,CT,melissa@droyelectric.com,Domestic,2018-10-16,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:22.7733333,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
"HELIOTROPE, LLC",LLC,Active,Ready for dissolution,1288093,2020-03-31,27 DIMMOCK ROAD,WATERFORD,06385,CT,luigispaghetti@rocketmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.7733333,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,,,,,,,,,,,,,,,,,,,
"ZENELI, LLC",LLC,Active,Annual report due,1288099,2021-03-31,60 CULVER LANE,NORTH HAVEN,06473,CT,kenayers@sbcglobal.net,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.8200000,United States,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,
"9 7TH STREET, LLC",LLC,Active,Annual report past due,1288101,2021-03-31,11 DUPONT PLACE,BRIDGEPORT,06610,CT,cindyribeiro@msn.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.8200000,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
THE FEEL GOOD LAB LLC,LLC,Active,Annual report past due,1288125,2021-03-31,400 FARMINGTON AVENUE R1848,FARMINGTON,06032,CT,kyle@thefeelgoodlab.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:22.8500000,United States,Drugs and Druggists' Sundries Merchant Wholesalers (424210),424210.0,,,,,,,,,,,,,,,,,,,,
"SPECIALTY PRODUCTS AND INSTULATION, LLC",LLC,Active,,1288129,2022-03-31,"2101 REXFORD RD , SUITE 300",CHARLOTTE,28211,NC,Compliancemail@cscinfo.com,Foreign,2018-10-16,DE,DE,False,False,False,False,False,,2021-11-10 00:12:22.8500000,United States,Mineral Wool Manufacturing (327993),327993.0,2018-11-01,SPI LLC,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,,United States,United States,United States,,,,
RT. 32 MOTORS LLC.,LLC,Active,Ready for dissolution,1288130,2019-03-31,604 RT. 32,FRANKLIN,06254,CT,RT32MOTORS@YAHOO.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:22.8500000,,,,,,,,,,,,,,,,,,,,,,,
THE ONE HIC LLC,LLC,Active,,1288142,2022-03-31,194 WALNUT STREET,BRIDGEPORT,06604,CT,theonehic@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:12:23.3833333,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
"ATLAS DRILLING, LLC",LLC,Active,,1288230,2022-03-31,2389 MAIN STREET SUITE 100,GLASTONBURY,06033,CT,jessica@atlasdrillingllc.com,Foreign,2018-10-16,MA,MA,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,All Other Specialty Trade Contractors (238990),238990.0,2018-09-01,"ATLAS DRILLING, LLC","85 CONSTITUTION LANE SUITE 100F, DANVERS, MA, 01923,",85 CONSTITUTION LANE SUITE 100F,DANVERS,MA,01923,"85 CONSTITUTION LANE SUITE 100F, DANVERS, MA, 01923, United States",85 CONSTITUTION LANE SUITE 100F,DANVERS,MA,01923,,United States,,United States,,,,
"GUERRERO TRUCKING, LLC",LLC,Active,,1288232,2022-03-31,134 BROADWAY,BRIDGEPORT,06606,CT,guerrerotrucking134@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,General Warehousing and Storage (493110),,,,,,,,,,,,,,,,,,,,,
"FOUNTAIN MUSIC CONCERT SERIES, INC",Non-Stock,Dissolved,,1287911,2020-10-16,593 MAIN ST. #204,RIDGEFIELD,06877,CT,laguarnera@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.2000000,United States,,,,,,,,,,,,,,,,,,,,2020-06-26T00:00:00.000,,
GREG'S PLUMBING LLC,LLC,Dissolved,,1287892,2019-03-31,5 SELF COURT,WALLINGFORD,06492,CT,EDM59@COMCAST.NET,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:57.4066667,,,,,,,,,,,,,,,,,,,,,2019-02-01T00:00:00.000,,
"COMPASSIONATE SOLUTIONS, LLC",LLC,Dissolved,,1288234,2019-03-31,1738 ELLINGTON RD,S. WINDSOR,06074,CT,COMPASSIONATESOLUTIONS@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:03.9800000,,,,,,,,,,,,,,,,,,,,,2019-12-05T00:00:00.000,,
"WOOLY WHALE, INC.",Stock,Dissolved,,1288010,2021-10-16,"5 RIVER ROAD, SUITE 119",WILTON,06897,CT,julie@corpcreations.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:06.8533333,United States,Apparel Accessories and Other Apparel Manufacturing (315990),,,,,,,,,,,,,,1000.0,,,,,2020-10-29T00:00:00.000,,
"INDUSTRIA QU�MICA OXI�N, LLC",LLC,Dissolved,,1287866,2020-03-31,3697 OLD TOWN ROAD,BRIDGEPORT,06606,CT,PROCESSING@MYCORPORATION.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:27.5766667,,,,,,,,,,,,,,,,,,,,,2019-06-28T00:00:00.000,,
FAST LANE AUTO REPAIR LLC,LLC,Dissolved,,1287870,2020-03-31,60 PAYNE ROAD,DANBURY,06810,CT,fastlaneauto2018@gmail.com,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:34.4066667,United States,,,,,,,,,,,,,,,,,,,,2020-06-12T00:00:00.000,,
"MYCORPORATION BUSINESS SERVICES, INC.",Stock,Dissolved,,1287861,2020-10-16,"30 OLD KINGS HIGHWAY SOUTH 1ST FLOOR, SUITE 202",DARIEN,06820,CT,PROCESSING@MYCORPORATION.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:20.5166667,United States,,,,,,,,,,,,,,,1500.0,,,,,2019-05-10T00:00:00.000,,
WEALTHBOUND INC.,Stock,Dissolved,,1287885,2019-10-16,7 COTSWOOD RD,GREENWICH,06830,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:28.3300000,,,,,,,,,,,,,,,,1000.0,,,,,2019-01-18T00:00:00.000,,
SINCHI SERVICES LLC,LLC,Dissolved,,1287907,2020-03-31,37 BEAVER ST,DANBURY,06810,CT,SILVANALOPEZCT@GMAIL.COM,Domestic,2018-10-16,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:49.6366667,United States,,,,,,,,,,,,,,,,,,,,2019-10-03T00:00:00.000,,
WEST FARMS SOLAR LLC,LLC,Active,,1286511,2022-03-31,200 EAST LONG LAKE ROAD SUITE 300,BLOOMFIELD HILLS,48304,MI,MKJ@TAUBMAN.COM,Foreign,2018-10-17,DE,DE,False,False,False,False,False,,2021-11-10 00:08:29.7900000,United States,Lessors of Other Real Estate Property (531190),531190.0,2018-10-24,WEST FARMS SOLAR LLC,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,United States,,United States,,,,
"MANAGEMENT SOLUTIONS UNLIMITED, LLC",LLC,Active,Ready for dissolution,1287929,2019-03-31,1022 BOULEVARD  SUITE 170,WEST HARTFORD,06119,CT,MANAGEMENTSOLUTIONS4U@HOTMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9433333,,,,,,,,,,,,,,,,,,,,,,,
NRRF INC.,Stock,Dissolved,Annual report past due,1287933,2021-10-17,1490 POST ROAD,FAIRFIELD,06824,CT,agent@bizfilings.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:23.9433333,United States,"Beer, Wine, and Liquor Stores (445310)",445310.0,,,,,,,,,,,,,37500.0,,,,,2021-10-27T00:00:00.000,,
N & M CLEANING SERVICE LLC,LLC,Active,Ready for dissolution,1287934,2020-03-31,26 VELVET ST,BRIDGEPORT,06610,CT,NEDROYK@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9433333,United States,,,,,,,,,,,,,,,,,,,,,,
GREATHOUSE MOTORS LLC,LLC,Active,Ready for dissolution,1287935,2019-03-31,46 BAR GATE TRAIL,KILLINGWORTH,06419,CT,COREYGREAT@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9766667,,,,,,,,,,,,,,,,,,,,,,,
PEPPER'S CLEANING SERVICES LLC,LLC,Active,Ready for dissolution,1287936,2019-03-31,18 KNOTHE RD,WESTBROOK,06498,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9766667,,,,,,,,,,,,,,,,,,,,,,,
CORRIVEAU PRODUCTIONS LLC,LLC,Active,Ready for dissolution,1287937,2019-03-31,17 SACHEM ROAD,PLAINVILLE,06062,CT,CORRIVEAUPRO@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9766667,,,,,,,,,,,,,,,,,,,,,,,
"SPLASH CAR WASH, INC.",Stock,Active,,1287939,2022-10-17,472 WHEELERS FARMS ROAD SUITE 304,MILFORD,06461,CT,jford@splashcarwashes.com,Foreign,2018-10-17,DE,DE,False,False,False,False,False,,2021-11-10 00:12:23.9766667,United States,Car Washes (811192),811192.0,2018-10-16,"SPLASH CAR WASH, INC.",,,,,,,,,,,,United States,,,,,,
"NATIONAL APPLIANCE & SERVICE, LLC",LLC,Active,Ready for dissolution,1287953,2019-03-31,235 MERIDIEN RD,WATERBURY,06705,CT,PLM082627@HOTMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:23.9900000,,,,,,,,,,,,,,,,,,,,,,,
KD TRUCKING LLC,LLC,Active,,1287956,2022-03-31,126 SILVER LN APT 9,EAST HARTFORD,06108,CT,DARKWAKWADWO1965@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,United States,All Other Support Activities for Transportation (488999),488999.0,,,,,,,,,,,,,,,,,,,,
SOPHIA TRANSPORTATION LLC,LLC,Active,,1287959,2022-03-31,23 SCUPPO ROAD APT 5-4,DANBURY,06811,CT,sophiatrans18@gmail.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,United States,"Specialized Freight (except Used Goods) Trucking, Local (484220)",484220.0,,,,,,,,,,,,,,,,,,,,
RIDE ADVISE LLC,LLC,Active,,1287964,2022-03-31,101 POND ROAD,WILTON,06897,CT,rideadvise@gmail.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,
SHAK EMPOWERS LLC,LLC,Active,Ready for dissolution,1287965,2019-03-31,45 DIXON STREET,BRIDGEPORT,06604,CT,SHAK@SHAKEMPOWERS.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,,,,,,,,,,,,,,,,,,,,,,
FEED WHAT AILS YOU LLC,LLC,Active,Ready for dissolution,1287967,2020-03-31,62 GREAT OAK LN,REDDING,06896,CT,FEEDWHATAILSYOU@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,United States,,,,,,,,,,,,,,,,,,,,,,
BLACK & WHITE PET CARE LLC,LLC,Active,,1287970,2022-03-31,510 ASHFORD CENTER ROAD,ASHFORD,06278,CT,blackandwhitepetcare@gmail.com,Domestic,2018-10-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.0233333,United States,Pet Care (except Veterinary) Services (812910),812910.0,,,,,,,,,,,,,,,,,,,,
TOP OF THE LINE CLEANING LLC,LLC,Active,Ready for dissolution,1287971,2019-03-31,562 BISHOP AVE.,BRIDGEPORT,06610,CT,JGS1029@YAHOO.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,,,,,,,,,,,,,,,,,,,,,,,
ATLANTIC ELECTRICAL CONTRACTORS LLC,LLC,Active,Annual report past due,1287973,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,ne@registeredagentsinc.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.0233333,United States,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,,,,,,,,,,,,,,,,,,
"GR REALTY ASSOCIATES, LLC",LLC,Active,,1287974,2022-03-31,15 HOSLEY AVENUE,BRANFORD,06405,CT,lamato@ppmgroupllc.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.0233333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
CONNECTICUT VALLEY AVIATION LLC,LLC,Active,,1287979,2022-03-31,33 SCHOOL STREET,ENFIELD,06082,CT,pat.martin@jarmocfarms.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,United States,Farm Management Services (115116),115116.0,,,,,,,,,,,,,,,,,,,,
THE SPOT NEW YORK LLC,LLC,Active,Ready for dissolution,1287980,2019-03-31,319 KNOB HILL DRIVE,HAMDEN,06518,CT,FRANLEY.PASTEUR@YAHOO.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,
US PIPELINING LLC,LLC,Active,Ready for dissolution,1287981,2019-03-31,1100 WOOD LANE,LANGHORNE,19047,PA,STELA@USPIPELINING.COM,Foreign,2018-10-17,PA,PA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,2018-10-01,US PIPELINING LLC,"1100 WOOD LANE, LANGHORNE, PA, 19047,",1100 WOOD LANE,LANGHORNE,PA,19047,"607 ENFIELD ST, ENFIELD, PA, 06082,",607 ENFIELD ST,ENFIELD,PA,06082,,,,,,,,
A BAND OF ANGLERS INC,Stock,Active,Ready for dissolution,1287982,2019-10-17,2408 HARBOUR COVE DR,FT PIERCE,34949,FL,PGIBERT@BESTOPTIONSLLC.COM,Foreign,2018-10-17,FL,FL,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,2018-10-21,A BAND OF ANGLERS INC,,,,,,,,,,,,,,,,,,
"APPLE PIE 805 COMPANION CARE, LLC",LLC,Active,Ready for dissolution,1287985,2019-03-31,137 DANBURY ROAD #281,NEW MILFORD,06776,CT,RA@ANDERSONADVISORS.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,
"805 NSRRCT, LLC",LLC,Active,Ready for dissolution,1287986,2019-03-31,137 DANBURY ROAD #281,NEW MILFORD,06776,CT,RA@ANDERSONADVISORS.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,
NEW HAVEN PICTOGRAPH LLC,LLC,Active,,1287987,2022-03-31,1815 ELLE GRASO BLVD,NEW HAVEN,06511,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,United States,"All Other Professional, Scientific, and Technical Services (541990)",812990.0,,,,,,,,,,,,,,,,,,,,
OLYMPIA LLC,LLC,Active,Ready for dissolution,1287988,2020-03-31,45 EAST PUTNAM STE. 111,GREENWICH,06830,CT,BRAD@OLYMPIAN.CENTER,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,
JOHANA ARDON SERVICE LLC,LLC,Active,Ready for dissolution,1287989,2019-03-31,15 LAWRENCE ST,NORWALK,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,
STEPS IN HOME CARE INC,Stock,Active,,1287990,2022-10-17,3 BARKER AVE 2ND FLOOR,WHITE PLAINS,10601,NY,shan@stepshomecare.com,Foreign,2018-10-17,NY,NY,False,False,False,False,False,,2021-11-10 00:12:24.5866667,United States,Home Health Care Services (621610),621610.0,2014-10-01,STEPS IN HOME CARE INC,,,,,,,,,,,,United States,,,,,,
EMPOWERMENT LAB INC.,Non-Stock,Active,Annual report past due,1287991,2021-10-17,199 BALDWIN HILL RD,WASHINGTON,06777,CT,eaoheaney@gmail.com,Domestic,2018-10-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.5866667,United States,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,,,,,
"TJS HOLDING, LLC",LLC,Active,Annual report past due,1287992,2021-03-31,33 LENA AVENUE,PLAINVILLE,06062,CT,justin@manafort.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
"AMBROSE FIRM, LLC",LLC,Active,Ready for dissolution,1287993,2020-03-31,64 RICHARD ROAD,VERNON,06066,CT,JAMBROSE@AMBROSELAWOFFICES.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,United States,,,,,,,,,,,,,,,,,,,,,,
62 MASON STREET LLC,LLC,Active,,1287994,2022-03-31,23A WOODLAND DR,GREENWICH,06830,CT,INFO@NEZAJCPA.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
ARGELINA PATRICIO SANTIAGO LLC,LLC,Active,Ready for dissolution,1287995,2019-03-31,137 HEMLOCK ST FL 1,WEST HAVEN,06516,CT,ARGY909395@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,
"TUTTLE CAPITAL MANAGEMENT, LLC",LLC,Active,,1287996,2022-03-31,155 LOCKWOOD ROAD,RIVERSIDE,06878,CT,MTUTTLE@TUTTLETACTICAL.COM,Foreign,2018-10-17,DE,DE,False,False,False,False,False,,2021-11-10 00:12:24.5866667,,Investment Advice (523930),523930.0,2012-06-26,"TUTTLE CAPITAL MANAGEMENT, LLC","108 W 13TH ST, WILMINGTON, DE, 19801,",108 W 13TH ST,WILMINGTON,DE,19801,"108 W 13TH ST, WILMINGTON, DE, 19801, United States",108 W 13TH ST,WILMINGTON,DE,19801,,United States,,United States,,,,
"MRKT PRODUCTION RESOURCES, LLC",LLC,Active,,1287997,2022-03-31,1177 High Ridge Rd,Stamford,06905-1221,CT,marc@mrktproduction.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.5866667,United States,Other Services Related to Advertising (541890),541890.0,,,,,,,,,,,,,,,,,,,,
"TRI-STATE DISTRIBUTION CO., LLC",LLC,Active,Ready for dissolution,1287998,2019-03-31,548 PAGE BLVD.,SPRINGFIELD,01104,MA,TRISTATEDISTRIBUTIONLLC@GMAIL.COM,Domestic,2018-10-17,MA,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.5866667,,,,,,,,,,,,,,,,,,,,,,,
CT-VETERAN FAMILY MEDICAL & FINANCIAL CRISIS CORPORATION,Non-Stock,Active,First report past due,1287999,2020-10-17,No information provided,,,,,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6333333,,,,,,,,,,,,,,,,,,,,,,,
JDR385 LLC,LLC,Active,,1288000,2022-03-31,381 STATE ST.,NORTH HAVEN,06473,CT,v.spina@nationallumberinc.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,
LUCAS HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1288001,2021-03-31,12 LAKESIDE DR UNIT 12,BRISTOL,06010,CT,Lucashomeimprovement1212@gmail.com,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,
HOLYLAND ARTWORKS LLC,LLC,Active,Ready for dissolution,1288002,2019-03-31,302 RIVERVEW LANE,NORWICH,06360,CT,H_QUMSIEH2000@HOTMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6333333,,,,,,,,,,,,,,,,,,,,,,,
"EVETTE ME, LLC",LLC,Active,Ready for dissolution,1288003,2019-03-31,12 ELM STREET,NEW MILFORD,06776,CT,EMBELLISHMENTSBYEVETTE@YAHOO.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6333333,,,,,,,,,,,,,,,,,,,,,,,
"TRIMURTI3, LLC",LLC,Active,Ready for dissolution,1288005,2019-03-31,323 WHALLEY AVENUE,NEW HAVEN,06511,CT,DBNJAY3@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6333333,,,,,,,,,,,,,,,,,,,,,,,
KULREEDCAP LLC,LLC,Active,,1288006,2022-03-31,398 COURTLAND AVE  UNIT 4C,STAMFORD,06906,CT,Kulreed@hotmail.com,Domestic,2018-10-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,
CHILD SAFETY LLC,LLC,Active,Ready for dissolution,1288011,2019-03-31,157 CHURCH ST. 19TH FLOOR,NEW HAVEN,06510,CT,TOYCHRISTIANSEN@GMAIL.COM,Domestic,2018-10-17,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:24.6333333,,,,,,,,,,,,,,,,,,,,,,,
"SILVER CITY COUNSELING, LLC",LLC,Active,,1288012,2022-03-31,12 CURTIS STREET SUITE 21,MERIDEN,06450,CT,scoutn50@yahoo.com,Domestic,2018-10-17,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,
CHESTNUT CT HOLDINGS LLC,LLC,Active,,1288014,2022-03-31,128 CHESTNUT STREET,LAKEWOOD,08701,NJ,rebecca@arialegacygroup.com,Foreign,2018-10-17,NJ,NJ,False,False,False,False,False,,2021-11-10 00:12:24.6333333,United States,Residential Property Managers (531311),531311.0,2018-10-17,CHESTNUT CT HOLDINGS LLC,"567 8TH ST  567 8TH ST, LAKEWOOD, NJ, 08701, United States",567 8TH ST  567 8TH ST,LAKEWOOD,NJ,08701,"128 CHESTNUT STREET, LAKEWOOD, NJ, 08701, United States",128 CHESTNUT STREET,LAKEWOOD,NJ,08701,,United States,United States,United States,,,,
