name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,naics_sub_code,sub_status,reason_for_administrative,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"WATER'S EDGE MANAGEMENT COMPANY, INC.",Stock,Active,1270282,2019-04-17,394 OCEAN AVENUE,REVERE,,02151,MA,DOEANN.FIONDELLA@CARABETTA.COM,Foreign,2018-04-17,MA,MA,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,2018-04-02,"WATER'S EDGE MANAGEMENT COMPANY, INC.",,,,,,,,,,,,,,,,
RUSSELL CAPITAL GROUP LLC,LLC,Active,1270284,2021-03-31,490 WHEELER RD SUITE 252,HAUPPAUGE,United States,11788,NY,ct-reports@statefilings.in,Foreign,2018-04-17,NY,NY,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),2021-11-10 00:08:22.3366667,522310.0,Annual report past due,,,,2018-04-17,RUSSELL CAPITAL GROUP LLC,United States,"13 TIMBER RIDGE DRIVE, HUNTINGTON, NY, 11743,",13 TIMBER RIDGE DRIVE,HUNTINGTON,NY,11743.0,"13 TIMBER RIDGE DRIVE, HUNTINGTON, NY, 11743, United States",13 TIMBER RIDGE DRIVE,HUNTINGTON,NY,11743.0,United States,,,,
"VINC, LLC",LLC,Active,1270285,2021-03-31,67 MAXINE ROAD,PLAINVILLE,United States,06062,CT,carrieann914@gmail.com,Domestic,2018-04-17,CT,Connecticut,True,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:08:22.3366667,531311.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"JAKO'S ELECTRONICS, LLC",LLC,Active,1270286,2020-03-31,"39 WEDGEWOOD DR., SUITE 113",JEWETT CITY,United States,06351,CT,JKOLADA00@HOTMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"CT FLOOR DESIGNS, LLC",LLC,Active,1270288,2019-03-31,301 MURPHY RD.,HARTFORD,,06114,CT,STEPHTUPELO99@AOL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
HEADSPACE BLANK LLC,LLC,Active,1270289,2019-03-31,118 BOWERS HILL RD,OXFORD,,,CT,HEADSPACEBLANK@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
BLUE WATER ENTERPRISE LLC,LLC,Active,1270290,2022-03-31,50 FAIRVIEW AVE #1J,NORWALK,United States,06850,CT,bluewaterenterpriseCT@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Other Electronic and Precision Equipment Repair and Maintenance (811219),2021-11-10 00:08:22.3366667,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL CT FLOORING AND TILE LLC,LLC,Active,1270291,2020-03-31,122 SPRING ST STE B4 SPRING ST ARE B4,SOUTHINGTON,,06489,CT,MSTPIER22@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"1959 E. MAIN STREET, LLC",LLC,Active,1270292,2019-03-31,48 AIRWAY DRIVE,STRATFORD,,06615,CT,PAT.SHEA@FIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3366667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"60 TANNER MARSH ROAD, LLC",LLC,Active,1270296,2020-03-31,128 TANNER MARSH ROAD,GUILFORD,United States,06437,CT,LISADL0403@YAHOO.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MSX INTERNATIONAL RNS LLC,LLC,Active,1270298,2022-03-31,26555 EVERGREEN ROAD,SOUTHFIELD,United States,48076,MI,bsahr@msxi.com,Foreign,2018-04-17,DE,DE,False,False,False,False,False,All Other Business Support Services (561499),2021-11-10 00:08:22.3700000,,,,,,2018-05-01,MSX INTERNATIONAL RNS LLC,United States,NONE,NONE,,,,NONE,NONE,,,,,,,,
SOL WELLNESS LLC,LLC,Active,1270301,2020-03-31,65 DWIGHT ST. APT #56,NEW HAVEN,United States,06511,CT,NICHOLAS.CHEDID@YALE.EDU,Foreign,2018-04-17,DE,DE,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,2018-04-13,SOL WELLNESS LLC,United States,"16192 COASTAL HIGHWAY, LEWES, DE, United States",16192 COASTAL HIGHWAY,LEWES,DE,,"16192 COASTAL HIGHWAY, LEWES, DE, United States",16192 COASTAL HIGHWAY,LEWES,DE,,United States,United States,,,
SUPPORT ANIMAL SERVICES LLC,LLC,Active,1270302,2019-03-31,12 HICKOK AVENUE UNIT C,BETHEL,,06801,CT,SAS.LLC.CT@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ELMERDENT LLC,LLC,Active,1270303,2022-03-31,28 COMMERCE ST,CLINTON,United States,06413,CT,richardgrant@comcast.net,Domestic,2018-04-17,CT,Connecticut,False,True,False,False,False,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing (532412)",2021-11-10 00:08:22.3700000,532412.0,,,,,,,,,,,,,,,,,,,,,,
"SPOTLESS SOLUTION, LLC",LLC,Active,1270305,2019-03-31,86 BLACKHALL ST APT 1,NEW LONDON,,06320,CT,SPOTLESS.SOLUTION18@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"CAIT AND CABOODLE WELLNESS, L.L.C.",LLC,Active,1270306,2019-03-31,46 PROSPECT ST,TORRINGTON,,06790,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
UNDER THE CRYSTAL MOON LLC,LLC,Dissolved,1270307,2019-03-31,22 ADAMS DR,BETHEL,,06801,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,,,2021-02-23T00:00:00.000,,,,,,,,,,,,,,,,,,,
CORBIN - LLC,LLC,Active,1270308,2019-03-31,62 WHITMORE LN,STAMFORD,,06902,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
NORTH LAKE CARPENTRY LLC,LLC,Dissolved,1270309,2021-03-31,700 CENTER MEADOW LANE SUITE 2,DANBURY,United States,06810,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:22.3700000,812990.0,,,2021-04-20T00:00:00.000,,,,,,,,,,,,,,,,,,,
RESTORE AUTO CARE LLC,LLC,Active,1270310,2019-03-31,72 BRIARWOOD LANE,MILFORD,,06460,CT,RESTOREAUTOCARE@OUTLOOK.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
FOLEY AVE LLC,LLC,Dissolved,1270311,2021-03-31,10 FOLEY AVE,SHELTON,United States,06484,CT,MATT.KALBERER@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:22.3700000,531110.0,,,2021-02-15T00:00:00.000,,,,,,,,,,,,,,,,,,,
TIGEREYE NETWORK LLP,LLP,Active,1270312,2019-04-17,34 BULKELEY PLACE,NEW LONDON,,,CT,TIGEREYEMAIL@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
NEW ENGLAND MENTORSHIP CORPORATION,Non-Stock,Active,1270313,2020-04-17,No information provided,,,,,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,
"TOWER LEGAL STAFFING, INC.",Stock,Active,1270314,2022-04-17,65 BROADWAY 13TH FL,NEW YORK,United States,10006,NY,Compliancemail@cscinfo.com,Foreign,2018-04-17,NY,NY,False,False,False,False,False,Temporary Help Services (561320),2021-11-10 00:08:22.3700000,561320.0,,,,,2015-05-26,"TOWER LEGAL STAFFING, INC.",United States,,,,,,,,,,,,,,,
MACQUARIE EQUIPMENT CAPITAL INC.,Stock,Active,1270315,2022-04-17,125 W 55TH STREET LEVEL 22,NEW YORK,United States,10019,NY,Compliancemail@cscinfo.com,Foreign,2018-04-17,DE,DE,False,False,False,False,False,Offices of Bank Holding Companies (551111),2021-11-10 00:08:22.3700000,551111.0,,,,,2018-04-17,MACQUARIE EQUIPMENT CAPITAL INC.,United States,,,,,,,,,,,,,,,
"COGENT INTEGRATED BUSINESS SOLUTIONS, INC.",Stock,Active,1270316,2019-04-17,30700 TELEGRAPH ROAD SUITE 1515,BINGHAM FARMS,,48025,MI,COGENTER@COGENTIBS.COM,Foreign,2018-04-17,MI,MI,False,False,False,False,False,,2021-11-10 00:08:22.3700000,,Ready for dissolution,Failure to file Annual Report,,,2018-04-17,"COGENT INTEGRATED BUSINESS SOLUTIONS, INC.",,,,,,,,,,,,,,,,
PHOENIX AT 2197 FAIRFIELD BEACH CORP.,Stock,Active,1270317,2022-04-17,211 HIGH RIDGE AVENUE,RIDGEFIELD,United States,06877,CT,apgphoenix@aol.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:23.0233333,,,,,2.0,,,,,,,,,,,,,,,,,,
THE DOCK LIFE LLC,LLC,Active,1270318,2019-03-31,64 HITCHCOCK RD.,SOUTHINGTON,,06489,CT,THEDOCKLIFELLC@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MIRRORIMAGE AUTO SOLUTIONS LLC.,LLC,Active,1270319,2019-03-31,181 SOUNDVIEW AVE,STRATFORD,,06615,CT,MIRRORIMAGEAS@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
DW MANAGEMENT LLC,LLC,Active,1270321,2019-03-31,107 BLAKE STREET #2,NEW HAVEN,,06511,CT,DWASHINGTON7768@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
PRO TOUCH PAINTING LLC,LLC,Active,1270322,2022-03-31,31 MARTHA ST,SEYMOUR,United States,06483,CT,PROTOUCHPAINTINGCT@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2021-11-10 00:08:23.0233333,,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,Fl 2,
RS HEALTHCARE MANAGEMENT LLC,LLC,Active,1270324,2020-03-31,133 EMPIRE WAY,BRISTOL,United States,06010,CT,roysas@hotmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:08:23.0233333,541618.0,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
DUKE RECRUIT LLC,LLC,Active,1270325,2019-03-31,10 GROVE RD,PORTLAND,,06480,CT,DUCLOSRECRUITMENT@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
FELICITAS CLEANING SERVICES LLC,LLC,Active,1270326,2021-03-31,1462 STRATFORD AVE APT1,BRIDGEPORT,United States,06607,CT,LOUISSACOTO@SBCGLOBAL.NET,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Private Households (814110),2021-11-10 00:08:23.0233333,814110.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ON TIME HOME IMPROVEMENT LLC,LLC,Active,1270327,2019-03-31,373 NEWHALL ST,NEW HAVEN,,06511,CT,SHOCK.MOMEY@YAHOO.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"E.R.S MAINTENANCE, LLC",LLC,Active,1270328,2021-03-31,49 GIFFORD RD,WEST HARTFORD,United States,06119,CT,EMILIOSAPIAIN@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:08:23.0233333,561720.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DEALER RENTAL SOLUTIONS, LLC",LLC,Active,1270329,2020-03-31,34 SWAIN JOHNSON TRAIL,HADDAM,,06438,CT,Dealerrentalsolutions@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
BEAUTTY STACKSS LLC,LLC,Active,1270330,2019-03-31,120 WESTBOURNE PARKWAY,HARTFORD,,06112,CT,BEAUTTYSTACKSS@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
HARBOR'S END LLC,LLC,Active,1270332,2022-03-31,851 SCOTT DRIVE,MADISON,United States,34145,FL,Lynnesiclari@hotmail.com,Domestic,2018-04-17,FL,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:23.0233333,,,,,,,,,,,,,,,,,,,,,,,
"MBN ENGINEERING, INC.",Stock,Active,1270333,2020-04-17,503 7TH ST N SUITE 200,FARGO,United States,58102,ND,amanda.johnson@MBNENGR.COM,Foreign,2018-04-17,ND,ND,False,False,False,False,False,,2021-11-10 00:08:23.0233333,,Ready for dissolution,Failure to file Annual Report,,,2018-05-01,"MBN ENGINEERING, INC.",United States,,,,,,,,,,,,,,,
"LOADED DRAGON BREWING COMPANY, LLC",LLC,Active,1270334,2022-03-31,2 SALEM ST,NORTHFORD,United States,06472,CT,loadeddragonbrewing@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Breweries (312120),2021-11-10 00:08:23.0233333,312120.0,,,,,,,,,,,,,,,,,,,,,,
MJS HOME IMPROVEMENT AND CLEANING LLC,LLC,Active,1270335,2022-03-31,84 SCOFIELD AVENUE UNIT 2F 84 SCOFIELD AVENUE UNIT 2F,STAMFORD,United States,06906,CT,mjshomeimprovecleanllc@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,True,False,False,False,Residential Remodelers (236118),2021-11-10 00:08:23.0233333,236118.0,,,,,,,,,,,,,,,,,,,,,,
"ONE STANDARD OF JUSTICE, INC.",Non-Stock,Active,1270336,2022-04-17,14 KINGS LANE,WILTON,United States,06897,CT,admin@onestandardofjustice.org,Foreign,2018-04-17,DE,DE,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:08:23.0233333,611699.0,,,,,2016-05-26,"ONE STANDARD OF JUSTICE, INC.",United States,,,,,,,,,,,,,,,
ONE NINE SOLUTIONS LLC,LLC,Active,1270338,2019-03-31,15 GREENBRIER RD,WESTPORT,,06880,CT,RMIHALI137@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"CHAPTER 2 VENTURES, LLC",LLC,Active,1270339,2020-03-31,70 DELL DALE ROAD 70 DELL DALE ROAD,FAIRFIELD,United States,06824,CT,ADAM.NARTOWICZ@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MECHANICAL DYNAMICS & ANALYSIS LLC,LLC,Active,1270340,2022-03-31,19 BRITISH AMERICAN BLVD.,LATHAM,United States,12110,NY,cquinn@mdaturbines.com,Foreign,2018-04-17,DE,DE,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:08:23.0700000,541330.0,,,,,2018-04-01,MECHANICAL DYNAMICS & ANALYSIS LLC,United States,"251 LITTLE FALLS DR., WILMINGTON, DE, 19808,",251 LITTLE FALLS DR.,WILMINGTON,DE,19808.0,"251 LITTLE FALLS DR., WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR.,WILMINGTON,DE,19808.0,United States,,,,
3350 POST ROAD FAIRFIELD LLC,LLC,Dissolved,1270341,2021-03-31,"DERAFFELE MFG. CO., INC. 2525 PALMER AVENUE 2525 PALMER AVENUE",NEW ROCHELLE,United States,10801,NY,joe@deraffelediners.com,Domestic,2018-04-17,NY,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:23.0700000,531120.0,,,2021-02-04T00:00:00.000,,,,,,,,,,,,,,,,,,,
SOUTHPORT DINER LLC,LLC,Dissolved,1270342,2021-03-31,"C/O DERAFFELE MFG. CO., INC. 2525 PALMER AVENUE",NEW ROCHELLE,United States,10801,NY,joe@deraffelediners.com,Domestic,2018-04-17,NY,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:08:23.0700000,531190.0,,,2021-02-04T00:00:00.000,,,,,,,,,,,,,,,,,,,
FORTIFIED SECURITY AND INVESTIGATIONS LLC,LLC,Active,1270343,2019-03-31,36 MARES HILL RD. 36 MARES HILL RD.,IVORYTON,,06442,CT,ROBERT.EDDY@FORTIFIEDSECURITYANDINVESTIGATIONS.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"974 SS, LLC",LLC,Active,1270345,2022-03-31,974 STATE STREET,NEW HAVEN,United States,06511,CT,buonocarm@gmail.com,Domestic,2018-04-17,CT,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:08:23.0700000,722511.0,,,,,,,,,,,,,,,,,,,,,,
COPPER NEST LLC,LLC,Active,1270347,2019-03-31,5 SCOTT LN.,GREENWICH,,06831,CT,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"RR PROPERTY MAINTENANCE, LLC",LLC,Active,1270348,2019-03-31,287 FISHTOWN ROAD,MYSTIC,,06355,CT,RRPROPMAINT@ICLOUD.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
E.A.R. TRUCKING LLC,LLC,Active,1270350,2019-03-31,421 TOLLAND ST APT 304,EAST HARTFORD,,06108,CT,BASE4020@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
NEXT STEP GENERATION INC,Non-Stock,Active,1270352,2020-04-17,No information provided,,,,,,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,
SHINING SONS LLC,LLC,Active,1270356,2020-03-31,33 FORT HILL RD.,GROTON,United States,06340,CT,FAIQ.192831@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"CANTINA CONSULTING, INC.",Stock,Active,1270358,2019-04-17,"320 CONGRESS ST., FIRST FL.",BOSTON,,02210,MA,GREG@CANTINACONSULTING.COM,Foreign,2018-04-17,MA,MA,False,False,False,False,False,,2021-11-10 00:08:23.0700000,,Ready for dissolution,Failure to file Annual Report,,,2018-01-01,"CANTINA CONSULTING, INC.",,,,,,,,,,,,,,,,
"HOME CARE ASSOCIATION OF AMERICA, INC.",Non-Stock,Active,1270366,2022-04-17,"444 NORTH CAPITAL ST NW, STE. 428",WASHINGTON,United States,20001,DC,Compliancemail@cscinfo.com,Foreign,2018-04-17,IN,IN,False,False,False,False,False,Business Associations (813910),2021-11-10 00:08:23.1033333,813910.0,,,,,2017-08-01,"HOME CARE ASSOCIATION OF AMERICA, INC.",United States,,,,,,,,,,,,,,,
"STRAWBERRY FIELDS FARM, LLC",LLC,Active,1270367,2019-03-31,70 ROUTE 55 W,SHERMAN,,06784,CT,STRAWBERRYFIELDSCT@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"CJBC REALTY, LLC",LLC,Active,1270368,2020-03-31,32 WINTONBURY AVENUE 2ND FLOOR,BLOOMFIELD,United States,06002,CT,CHUME@HUMELAWFIRM.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
WILLI-ENVIOS LLC,LLC,Active,1270371,2020-03-31,1068 B MAIN ST.,WILLIMANTIC,United States,06226,CT,willienvios@gmail.com,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MY LITTLE STAR BABY PRODUCTS WORLDWIDE LLC,LLC,Active,1270372,2019-03-31,41700 FIRENZE STREET,LANCASTER,,93536,CT,SSINGH@SINGHTRAUBENLAW.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"LIN ASSOCIATES,INC.",Stock,Active,1270375,2022-04-17,"2001 BEACON STREET, SUITE 310",BRIGHTON,United States,02135,MA,ECHISHOLM@LINBOSTON.COM,Foreign,2018-04-17,MA,MA,False,False,False,False,False,Engineering Services (541330),2021-11-10 00:08:23.1033333,541330.0,,,,,2017-12-04,"LIN ASSOCIATES,INC.",United States,,,,,,,,,,,,,,,
STUDIO6 FITNESS LLC,LLC,Active,1270376,2019-03-31,10 WATERSIDE DR,FARMINGTON,,06032,CT,KRISTINSTUDIO6FITNESS@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
FOOTSTEPS LLC,LLC,Active,1270377,2019-03-31,1059 HUNTINGDON AVE,WATERBURY,,06704,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
STAXX CONSTRUCTION SERVICES LLC,LLC,Active,1270378,2022-03-31,84 BERNARD ROAD,BERLIN,United States,06037,CT,staxxconstruction@gmail.com,Domestic,2018-04-17,CT,Connecticut,True,True,False,False,False,"Highway, Street, and Bridge Construction (237310)",2021-11-10 00:08:23.1033333,237310.0,,,,,,,,,,,,,,,,,,,,,,
"WISE COUNSELING & CONSULTING SERVICES, LLC..",LLC,Active,1270379,2019-03-31,45 RUSSO TERRACE,BRIDGEPORT,,06604,CT,NRBERNARD77@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
BCT-30 LLC,LLC,Active,1270380,2022-03-31,30 COLEMAN STREET UNIT A15,BRIDGEPORT,United States,06604,CT,ALEJANDROSORIANO@HOTMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:23.1333333,531110.0,,,,,,,,,,,,,,,,,,,,,,
B & J'S MINI MART LLC,LLC,Active,1270381,2021-03-31,188 NORTH STREET,NEW BRITAIN,United States,06051,CT,davisbeverly03@gmail.com,Domestic,2018-04-17,CT,Connecticut,True,False,True,False,False,Convenience Stores (445120),2021-11-10 00:08:23.1333333,,Annual report past due,,,,,,,,,,,,,,,,,,,,,
WSH HOME IMPROVEMENT LLC,LLC,Active,1270382,2020-03-31,25 KINGSTON ST,WEST HARTFORD,United States,06119,CT,WSHHOME4@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,True,False,False,False,False,Framing Contractors (238130),2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
HD SERVICE LLC,LLC,Active,1270383,2019-03-31,120 SOUTH STREET,MORRIS,,06763,CT,HDWATERCT1@GMAIL.COM,Domestic,2018-04-17,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
SMAC PROPERTY CONSULTING LLC,LLC,Active,1270384,2022-03-31,2 KING STREET,NEWTON,United States,06470,CT,michael.connors0806@yahoo.com,Domestic,2018-04-17,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:23.1333333,236118.0,,,,,,,,,,,,,,,,,,,,,,
